"","Channel 2 - Jetson Area Aluminum Panel Last (C)","Channel 3 - Jetson Area Display Panel Last (C)","Channel 4 - Jetson Area Touchscreen Last (C)","Channel 5 - Center Top Aluminum Panel Last (C)","Channel 6 - Center Top Display Panel Last (C)","Channel 7 - Center Top Touchscreen Last (C)","Channel 8 - Ambient Between Display and Aluminum Last (C)","Channel 1 - External Ambient Last (C)"
"00:00:59","26.148","27.631","25.799","25.795","27.653","26.829","26.881","24.703"
"00:01:00","26.130","27.646","25.814","25.792","27.664","26.840","26.888","24.699"
"00:01:01","26.126","27.661","25.828","25.795","27.686","26.855","26.895","24.703"
"00:01:02","26.126","27.683","25.839","25.795","27.697","26.866","26.895","24.706"
"00:01:03","26.119","27.712","25.850","25.792","27.727","26.866","26.903","24.679"
"00:01:04","26.126","27.742","25.861","25.781","27.742","26.870","26.903","24.673"
"00:01:05","26.115","27.756","25.873","25.773","27.764","26.888","26.917","24.669"
"00:01:06","26.119","27.767","25.876","25.762","27.778","26.899","26.914","24.677"
"00:01:07","26.123","27.782","25.880","25.751","27.782","26.888","26.906","24.658"
"00:01:08","26.101","27.797","25.891","25.762","27.797","26.906","26.914","24.666"
"00:01:09","26.119","27.819","25.909","25.762","27.819","26.928","26.932","24.688"
"00:01:10","26.123","27.837","25.909","25.762","27.834","26.932","26.932","24.684"
"00:01:11","26.115","27.863","25.928","25.770","27.856","26.943","26.932","24.688"
"00:01:12","26.119","27.885","25.946","25.768","27.878","26.956","26.943","24.697"
"00:01:13","26.115","27.903","25.968","25.766","27.903","26.973","26.958","24.691"
"00:01:14","26.115","27.929","25.983","25.773","27.929","26.991","26.962","24.703"
"00:01:15","26.119","27.951","25.990","25.781","27.929","27.009","26.969","24.706"
"00:01:16","26.126","27.973","26.012","25.788","27.970","27.039","26.980","24.714"
"00:01:17","26.126","27.992","26.031","25.788","27.981","27.043","26.987","24.699"
"00:01:18","26.130","28.014","26.053","25.784","27.992","27.043","26.998","24.699"
"00:01:19","26.126","28.029","26.060","25.788","28.007","27.046","26.995","24.703"
"00:01:20","26.123","28.043","26.075","25.788","28.025","27.065","26.998","24.695"
"00:01:21","26.115","28.065","26.097","25.784","28.051","27.081","27.006","24.703"
"00:01:22","26.112","28.095","26.108","25.773","28.069","27.087","27.013","24.703"
"00:01:23","26.115","28.117","26.126","25.784","28.084","27.090","27.020","24.714"
"00:01:24","26.108","28.135","26.126","25.773","28.098","27.087","27.020","24.710"
"00:01:25","26.097","28.143","26.126","25.766","28.117","27.083","27.020","24.721"
"00:01:26","26.093","28.157","26.137","25.762","28.128","27.101","27.032","24.732"
"00:01:27","26.093","28.179","26.145","25.777","28.154","27.127","27.039","24.728"
"00:01:28","26.093","28.198","26.148","25.766","28.161","27.131","27.043","24.728"
"00:01:29","26.097","28.220","26.171","25.773","28.176","27.135","27.046","24.739"
"00:01:30","26.095","28.240","26.182","25.775","28.205","27.169","27.057","24.739"
"00:01:31","26.097","28.264","26.189","25.770","28.231","27.193","27.065","24.736"
"00:01:32","26.090","28.275","26.189","25.759","28.246","27.208","27.065","24.743"
"00:01:33","26.090","28.286","26.185","25.766","28.246","27.204","27.065","24.743"
"00:01:34","26.086","28.297","26.189","25.762","28.253","27.205","27.068","24.739"
"00:01:35","26.097","28.327","26.200","25.766","28.271","27.197","27.072","24.743"
"00:01:36","26.093","28.341","26.211","25.766","28.294","27.212","27.079","24.747"
"00:01:37","26.101","28.360","26.218","25.762","28.305","27.208","27.083","24.750"
"00:01:38","26.090","28.378","26.248","25.773","28.323","27.208","27.091","24.743"
"00:01:39","26.080","28.402","26.264","25.764","28.343","27.212","27.100","24.738"
"00:01:40","26.082","28.415","26.270","25.766","28.364","27.241","27.105","24.750"
"00:01:41","26.079","28.433","26.285","25.766","28.367","27.256","27.109","24.736"
"00:01:42","26.093","28.448","26.310","25.766","28.382","27.256","27.116","24.736"
"00:01:43","26.086","28.463","26.325","25.762","28.400","27.260","27.120","24.739"
"00:01:44","26.079","28.485","26.336","25.762","28.415","27.278","27.120","24.721"
"00:01:45","26.079","28.496","26.340","25.751","28.422","27.293","27.120","24.721"
"00:01:46","26.064","28.514","26.351","25.755","28.433","27.297","27.131","24.721"
"00:01:47","26.071","28.529","26.373","25.762","28.448","27.315","27.135","24.721"
"00:01:48","26.073","28.559","26.388","25.766","28.478","27.328","27.148","24.701"
"00:01:49","26.086","28.573","26.395","25.759","28.489","27.359","27.142","24.706"
"00:01:50","26.086","28.588","26.402","25.755","28.507","27.359","27.149","24.684"
"00:01:51","26.086","28.606","26.417","25.759","28.514","27.366","27.160","24.677"
"00:01:52","26.086","28.617","26.436","25.759","28.533","27.389","27.160","24.670"
"00:01:53","26.082","28.639","26.458","25.762","28.555","27.396","27.168","24.666"
"00:01:54","26.075","28.651","26.476","25.751","28.562","27.418","27.168","24.673"
"00:01:55","26.082","28.665","26.487","25.762","28.577","27.440","27.182","24.670"
"00:01:56","26.090","28.687","26.483","25.751","28.588","27.455","27.186","24.681"
"00:01:57","26.101","28.711","26.502","25.753","28.614","27.464","27.203","24.693"
"00:01:58","26.101","28.743","26.517","25.755","28.621","27.466","27.197","24.695"
"00:01:59","26.093","28.754","26.531","25.751","28.636","27.473","27.208","24.699"
"00:02:00","26.093","28.761","26.528","25.748","28.647","27.484","27.212","24.714"
"00:02:01","26.079","28.779","26.528","25.748","28.654","27.484","27.216","24.706"
"00:02:02","26.079","28.791","26.542","25.755","28.684","27.488","27.219","24.710"
"00:02:03","26.082","28.805","26.557","25.762","28.695","27.514","27.219","24.703"
"00:02:04","26.083","28.824","26.565","25.762","28.702","27.529","27.223","24.692"
"00:02:05","26.079","28.846","26.575","25.762","28.720","27.536","27.238","24.710"
"00:02:06","26.068","28.862","26.588","25.772","28.748","27.552","27.238","24.695"
"00:02:07","26.060","28.886","26.605","25.766","28.757","27.573","27.234","24.692"
"00:02:08","26.064","28.901","26.616","25.773","28.783","27.580","27.260","24.703"
"00:02:09","26.075","28.919","26.631","25.770","28.791","27.584","27.249","24.695"
"00:02:10","26.064","28.930","26.642","25.766","28.805","27.613","27.267","24.695"
"00:02:11","26.075","28.956","26.657","25.773","28.820","27.613","27.278","24.706"
"00:02:12","26.072","28.971","26.653","25.773","28.827","27.609","27.278","24.703"
"00:02:13","26.075","28.978","26.649","25.773","28.846","27.624","27.278","24.706"
"00:02:14","26.075","29.000","26.657","25.770","28.853","27.643","27.286","24.706"
"00:02:15","26.081","29.024","26.673","25.775","28.879","27.681","27.297","24.712"
"00:02:16","26.090","29.052","26.701","25.770","28.905","27.716","27.300","24.725"
"00:02:17","26.094","29.063","26.712","25.773","28.905","27.705","27.308","24.721"
"00:02:18","26.086","29.070","26.723","25.781","28.927","27.701","27.315","24.706"
"00:02:19","26.097","29.092","26.741","25.777","28.930","27.705","27.319","24.714"
"00:02:20","26.097","29.096","26.760","25.785","28.949","27.727","27.330","24.706"
"00:02:21","26.108","29.114","26.778","25.788","28.963","27.735","27.322","24.718"
"00:02:22","26.101","29.122","26.782","25.774","28.964","27.753","27.326","24.718"
"00:02:23","26.101","29.133","26.789","25.781","28.971","27.760","27.334","24.710"
"00:02:24","26.110","29.153","26.807","25.781","28.995","27.766","27.343","24.707"
"00:02:25","26.112","29.173","26.804","25.773","29.008","27.771","27.341","24.729"
"00:02:26","26.116","29.195","26.815","25.770","29.022","27.775","27.341","24.729"
"00:02:27","26.116","29.199","26.826","25.774","29.030","27.768","27.356","24.732"
"00:02:28","26.112","29.221","26.826","25.788","29.052","27.779","27.352","24.743"
"00:02:29","26.116","29.228","26.833","25.785","29.059","27.771","27.363","24.762"
"00:02:30","26.116","29.254","26.859","25.788","29.078","27.775","27.370","24.754"
"00:02:31","26.112","29.261","26.863","25.792","29.092","27.790","27.381","24.736"
"00:02:32","26.116","29.276","26.863","25.799","29.111","27.812","27.385","24.743"
"00:02:33","26.112","29.308","26.876","25.794","29.131","27.843","27.391","24.753"
"00:02:34","26.090","29.313","26.900","25.792","29.144","27.860","27.393","24.754"
"00:02:35","26.079","29.346","26.914","25.796","29.155","27.871","27.393","24.758"
"00:02:36","26.064","29.343","26.911","25.792","29.170","27.882","27.407","24.754"
"00:02:37","26.068","29.365","26.933","25.796","29.196","27.889","27.411","24.751"
"00:02:38","26.057","29.391","26.936","25.789","29.188","27.878","27.407","24.758"
"00:02:39","26.035","29.394","26.925","25.774","29.210","27.878","27.411","24.751"
"00:02:40","26.035","29.402","26.929","25.777","29.214","27.878","27.422","24.751"
"00:02:41","26.039","29.416","26.925","25.792","29.247","27.901","27.444","24.755"
"00:02:42","26.061","29.444","26.937","25.792","29.262","27.908","27.441","24.755"
"00:02:43","26.068","29.460","26.959","25.789","29.273","27.930","27.444","24.758"
"00:02:44","26.076","29.472","26.970","25.800","29.288","27.959","27.444","24.762"
"00:02:45","26.076","29.479","26.984","25.792","29.291","27.985","27.448","24.766"
"00:02:46","26.076","29.486","26.999","25.792","29.306","27.996","27.448","24.751"
"00:02:47","26.065","29.497","27.029","25.796","29.313","28.007","27.455","24.711"
"00:02:48","26.072","29.527","27.047","25.792","29.328","28.029","27.463","24.729"
"00:02:49","26.076","29.538","27.069","25.796","29.343","28.040","27.466","24.733"
"00:02:50","26.083","29.552","27.069","25.796","29.361","28.044","27.481","24.729"
"00:02:51","26.081","29.577","27.080","25.803","29.376","28.046","27.490","24.716"
"00:02:52","26.083","29.593","27.084","25.803","29.398","28.048","27.492","24.703"
"00:02:53","26.083","29.604","27.084","25.800","29.405","28.044","27.500","24.692"
"00:02:54","26.090","29.619","27.095","25.803","29.424","28.066","27.507","24.707"
"00:02:55","26.098","29.641","27.110","25.800","29.435","28.081","27.511","24.714"
"00:02:56","26.101","29.652","27.132","25.800","29.446","28.103","27.514","24.722"
"00:02:57","26.098","29.667","27.146","25.807","29.461","28.129","27.518","24.714"
"00:02:58","26.098","29.685","27.157","25.811","29.475","28.140","27.522","24.725"
"00:02:59","26.098","29.692","27.165","25.814","29.483","28.158","27.529","24.725"
"00:03:00","26.105","29.709","27.179","25.813","29.499","28.177","27.538","24.724"
"00:03:01","26.109","29.729","27.202","25.814","29.516","28.188","27.544","24.725"
"00:03:02","26.120","29.737","27.216","25.822","29.523","28.202","27.562","24.729"
"00:03:03","26.127","29.759","27.235","25.822","29.556","28.217","27.558","24.740"
"00:03:04","26.123","29.784","27.238","25.825","29.560","28.224","27.569","24.744"
"00:03:05","26.123","29.781","27.246","25.825","29.571","28.235","27.569","24.725"
"00:03:06","26.127","29.799","27.242","25.826","29.575","28.243","27.573","24.726"
"00:03:07","26.120","29.814","27.257","25.833","29.593","28.243","27.588","24.726"
"00:03:08","26.116","29.821","27.260","25.822","29.593","28.235","27.580","24.718"
"00:03:09","26.118","29.842","27.288","25.824","29.614","28.248","27.594","24.715"
"00:03:10","26.131","29.862","27.312","25.822","29.626","28.254","27.599","24.722"
"00:03:11","26.127","29.876","27.330","25.829","29.637","28.269","27.610","24.722"
"00:03:12","26.127","29.895","27.353","25.840","29.656","28.294","27.617","24.715"
"00:03:13","26.127","29.910","27.356","25.844","29.656","28.320","27.614","24.718"
"00:03:14","26.124","29.913","27.375","25.833","29.674","28.335","27.614","24.707"
"00:03:15","26.138","29.935","27.378","25.844","29.692","28.353","27.632","24.722"
"00:03:16","26.138","29.946","27.389","25.844","29.696","28.364","27.632","24.733"
"00:03:17","26.138","29.954","27.397","25.844","29.707","28.386","27.632","24.722"
"00:03:18","26.124","29.970","27.415","25.840","29.718","28.401","27.638","24.722"
"00:03:19","26.113","29.987","27.426","25.851","29.729","28.420","27.640","24.715"
"00:03:20","26.113","30.002","27.441","25.855","29.755","28.445","27.658","24.722"
"00:03:21","26.120","30.024","27.463","25.862","29.763","28.434","27.658","24.733"
"00:03:22","26.116","30.020","27.467","25.855","29.777","28.409","27.665","24.729"
"00:03:23","26.116","30.034","27.474","25.855","29.785","28.420","27.676","24.726"
"00:03:24","26.131","30.049","27.492","25.859","29.803","28.420","27.680","24.722"
"00:03:25","26.135","30.075","27.511","25.863","29.814","28.427","27.680","24.696"
"00:03:26","26.124","30.071","27.507","25.855","29.825","28.427","27.684","24.674"
"00:03:27","26.104","30.098","27.513","25.857","29.844","28.445","27.693","24.656"
"00:03:28","26.109","30.118","27.529","25.870","29.862","28.468","27.710","24.630"
"00:03:29","26.109","30.126","27.533","25.862","29.877","28.478","27.702","24.619"
"00:03:30","26.098","30.136","27.537","25.859","29.873","28.482","27.702","24.608"
"00:03:31","26.105","30.155","27.559","25.874","29.891","28.493","27.713","24.612"
"00:03:32","26.102","30.162","27.566","25.874","29.902","28.501","27.724","24.608"
"00:03:33","26.098","30.180","27.577","25.874","29.906","28.512","27.728","24.612"
"00:03:34","26.094","30.198","27.592","25.873","29.917","28.519","27.735","24.611"
"00:03:35","26.098","30.199","27.596","25.859","29.932","28.519","27.732","24.619"
"00:03:36","26.107","30.211","27.608","25.866","29.946","28.541","27.748","24.611"
"00:03:37","26.124","30.239","27.625","25.866","29.958","28.545","27.750","24.615"
"00:03:38","26.120","30.249","27.632","25.862","29.961","28.545","27.750","24.608"
"00:03:39","26.127","30.264","27.643","25.859","29.972","28.559","27.750","24.593"
"00:03:40","26.131","30.275","27.651","25.881","29.983","28.570","27.757","24.593"
"00:03:41","26.135","30.275","27.658","25.866","29.987","28.585","27.757","24.601"
"00:03:42","26.146","30.289","27.669","25.877","30.002","28.618","27.768","24.608"
"00:03:43","26.150","30.301","27.684","25.866","30.013","28.629","27.768","24.619"
"00:03:44","26.153","30.322","27.687","25.866","30.027","28.655","27.779","24.604"
"00:03:45","26.144","30.335","27.704","25.861","30.025","28.668","27.781","24.597"
"00:03:46","26.135","30.348","27.709","25.870","30.056","28.696","27.790","24.597"
"00:03:47","26.146","30.362","27.721","25.877","30.056","28.699","27.787","24.604"
"00:03:48","26.146","30.366","27.717","25.866","30.056","28.699","27.790","24.586"
"00:03:49","26.149","30.381","27.728","25.873","30.075","28.710","27.801","24.564"
"00:03:50","26.146","30.388","27.732","25.877","30.082","28.721","27.801","24.545"
"00:03:51","26.150","30.399","27.739","25.874","30.097","28.729","27.802","24.520"
"00:03:52","26.149","30.421","27.757","25.892","30.115","28.754","27.820","24.527"
"00:03:53","26.164","30.421","27.757","25.885","30.118","28.743","27.812","24.520"
"00:03:54","26.161","30.441","27.767","25.881","30.137","28.745","27.827","24.494"
"00:03:55","26.157","30.461","27.768","25.881","30.144","28.758","27.827","24.486"
"00:03:56","26.160","30.468","27.779","25.881","30.158","28.769","27.838","24.497"
"00:03:57","26.149","30.479","27.783","25.888","30.177","28.784","27.846","24.486"
"00:03:58","26.172","30.501","27.794","25.892","30.195","28.791","27.853","24.486"
"00:03:59","26.160","30.508","27.790","25.896","30.198","28.791","27.849","24.490"
"00:04:00","26.160","30.515","27.801","25.892","30.209","28.799","27.857","24.464"
"00:04:01","26.164","30.530","27.816","25.896","30.235","28.810","27.871","24.457"
"00:04:02","26.175","30.548","27.816","25.899","30.242","28.817","27.879","24.457"
"00:04:03","26.182","30.563","27.827","25.910","30.258","28.844","27.882","24.464"
"00:04:04","26.175","30.573","27.827","25.899","30.271","28.872","27.882","24.416"
"00:04:05","26.175","30.577","27.842","25.903","30.278","28.887","27.893","24.405"
"00:04:06","26.186","30.599","27.853","25.903","30.296","28.894","27.897","24.420"
"00:04:07","26.197","30.610","27.864","25.903","30.297","28.883","27.901","24.405"
"00:04:08","26.193","30.624","27.878","25.895","30.300","28.883","27.904","24.412"
"00:04:09","26.193","30.632","27.900","25.903","30.322","28.905","27.915","24.405"
"00:04:10","26.197","30.661","27.919","25.921","30.340","28.931","27.934","24.420"
"00:04:11","26.201","30.672","27.937","25.906","30.351","28.938","27.930","24.409"
"00:04:12","26.199","30.684","27.954","25.903","30.360","28.951","27.935","24.422"
"00:04:13","26.208","30.694","27.970","25.895","30.366","28.960","27.945","24.427"
"00:04:14","26.215","30.701","27.978","25.910","30.384","28.989","27.952","24.434"
"00:04:15","26.208","30.708","27.989","25.910","30.395","28.997","27.955","24.431"
"00:04:16","26.223","30.730","28.015","25.910","30.406","29.008","27.956","24.435"
"00:04:17","26.211","30.741","28.018","25.913","30.413","29.026","27.955","24.438"
"00:04:18","26.223","30.752","28.037","25.925","30.417","29.048","27.967","24.435"
"00:04:19","26.219","30.766","28.040","25.932","30.431","29.063","27.974","24.445"
"00:04:20","26.226","30.777","28.044","25.936","30.446","29.085","27.978","24.468"
"00:04:21","26.228","30.794","28.051","25.939","30.466","29.061","27.985","24.460"
"00:04:22","26.237","30.810","28.077","25.939","30.478","29.059","27.989","24.471"
"00:04:23","26.237","30.828","28.084","25.939","30.482","29.070","27.985","24.464"
"00:04:24","26.234","30.828","28.095","25.936","30.489","29.089","27.996","24.464"
"00:04:25","26.245","30.843","28.114","25.943","30.500","29.107","27.992","24.475"
"00:04:26","26.248","30.854","28.128","25.946","30.511","29.129","28.003","24.478"
"00:04:27","26.233","30.868","28.146","25.950","30.518","29.147","28.010","24.500"
"00:04:28","26.226","30.875","28.161","25.939","30.533","29.151","28.011","24.500"
"00:04:29","26.233","30.897","28.176","25.946","30.547","29.151","28.022","24.519"
"00:04:30","26.220","30.914","28.191","25.959","30.560","29.140","28.025","24.521"
"00:04:31","26.219","30.934","28.202","25.957","30.577","29.147","28.033","24.515"
"00:04:32","26.219","30.941","28.202","25.961","30.595","29.169","28.047","24.511"
"00:04:33","26.215","30.955","28.202","25.961","30.598","29.191","28.051","24.515"
"00:04:34","26.219","30.966","28.224","25.965","30.609","29.195","28.047","24.515"
"00:04:35","26.233","30.977","28.238","25.968","30.620","29.210","28.058","24.519"
"00:04:36","26.222","30.985","28.238","25.968","30.631","29.232","28.069","24.522"
"00:04:37","26.233","31.003","28.253","25.965","30.642","29.246","28.073","24.537"
"00:04:38","26.237","31.017","28.279","25.976","30.664","29.261","28.080","24.544"
"00:04:39","26.244","31.037","28.297","25.974","30.675","29.281","28.089","24.548"
"00:04:40","26.237","31.043","28.301","25.968","30.689","29.294","28.088","24.533"
"00:04:41","26.237","31.054","28.308","25.976","30.707","29.298","28.098","24.555"
"00:04:42","26.233","31.068","28.323","25.972","30.707","29.305","28.095","24.548"
"00:04:43","26.244","31.083","28.327","25.976","30.715","29.320","28.098","24.541"
"00:04:44","26.248","31.090","28.319","25.979","30.726","29.320","28.102","24.552"
"00:04:45","26.251","31.101","28.334","25.983","30.740","29.338","28.113","24.541"
"00:04:46","26.248","31.101","28.338","25.979","30.744","29.335","28.106","24.522"
"00:04:47","26.255","31.108","28.330","25.968","30.748","29.353","28.117","24.489"
"00:04:48","26.253","31.126","28.328","25.972","30.755","29.370","28.119","24.454"
"00:04:49","26.262","31.145","28.330","25.975","30.769","29.364","28.120","24.445"
"00:04:50","26.255","31.152","28.319","25.968","30.784","29.360","28.124","24.452"
"00:04:51","26.266","31.166","28.337","25.983","30.795","29.379","28.135","24.448"
"00:04:52","26.277","31.185","28.356","25.986","30.809","29.382","28.139","24.463"
"00:04:53","26.273","31.188","28.363","25.990","30.813","29.397","28.131","24.463"
"00:04:54","26.273","31.203","28.363","26.001","30.831","29.397","28.146","24.467"
"00:04:55","26.270","31.203","28.374","25.994","30.827","29.393","28.146","24.470"
"00:04:56","26.262","31.217","28.392","26.001","30.842","29.412","28.153","24.481"
"00:04:57","26.270","31.237","28.418","26.003","30.860","29.426","28.172","24.487"
"00:04:58","26.273","31.257","28.437","26.001","30.878","29.430","28.164","24.492"
"00:04:59","26.269","31.268","28.448","25.993","30.878","29.441","28.175","24.496"
"00:05:00","26.273","31.268","28.455","26.008","30.889","29.426","28.175","24.492"
"00:05:01","26.262","31.275","28.470","26.001","30.904","29.419","28.186","24.492"
"00:05:02","26.269","31.294","28.492","26.012","30.911","29.434","28.186","24.492"
"00:05:03","26.266","31.305","28.499","26.008","30.915","29.452","28.194","24.507"
"00:05:04","26.258","31.312","28.499","26.008","30.929","29.470","28.194","24.507"
"00:05:05","26.247","31.319","28.484","26.004","30.940","29.500","28.197","24.518"
"00:05:06","26.262","31.343","28.504","26.017","30.955","29.485","28.208","24.522"
"00:05:07","26.255","31.359","28.510","26.015","30.966","29.489","28.216","24.544"
"00:05:08","26.240","31.363","28.514","26.012","30.973","29.496","28.219","24.533"
"00:05:09","26.229","31.366","28.528","26.019","30.987","29.522","28.226","24.540"
"00:05:10","26.221","31.384","28.532","26.004","31.002","29.522","28.230","24.543"
"00:05:11","26.210","31.384","28.539","26.012","31.002","29.529","28.241","24.525"
"00:05:12","26.229","31.403","28.558","26.004","31.002","29.536","28.245","24.536"
"00:05:13","26.240","31.403","28.561","26.023","31.013","29.540","28.256","24.536"
"00:05:14","26.243","31.424","28.569","26.015","31.031","29.551","28.256","24.543"
"00:05:15","26.252","31.435","28.581","26.024","31.044","29.566","28.263","24.549"
"00:05:16","26.258","31.457","28.591","26.033","31.064","29.580","28.267","24.554"
"00:05:17","26.254","31.472","28.594","26.030","31.060","29.580","28.270","24.547"
"00:05:18","26.254","31.472","28.579","26.033","31.064","29.580","28.274","24.551"
"00:05:19","26.250","31.483","28.583","26.033","31.071","29.573","28.281","24.558"
"00:05:20","26.269","31.497","28.613","26.041","31.096","29.595","28.281","24.565"
"00:05:21","26.276","31.504","28.616","26.055","31.104","29.610","28.293","24.569"
"00:05:22","26.280","31.519","28.638","26.059","31.114","29.624","28.292","24.580"
"00:05:23","26.276","31.519","28.649","26.055","31.129","29.668","28.300","24.580"
"00:05:24","26.283","31.541","28.668","26.053","31.133","29.679","28.311","24.580"
"00:05:25","26.291","31.548","28.675","26.055","31.147","29.683","28.314","24.587"
"00:05:26","26.287","31.566","28.693","26.063","31.165","29.687","28.325","24.594"
"00:05:27","26.291","31.577","28.712","26.066","31.176","29.709","28.333","24.591"
"00:05:28","26.302","31.599","28.730","26.066","31.191","29.731","28.344","24.602"
"00:05:29","26.302","31.610","28.734","26.074","31.202","29.738","28.340","24.609"
"00:05:30","26.294","31.610","28.719","26.066","31.202","29.742","28.351","24.598"
"00:05:31","26.294","31.617","28.708","26.070","31.209","29.738","28.351","24.598"
"00:05:32","26.305","31.631","28.697","26.081","31.220","29.712","28.355","24.620"
"00:05:33","26.309","31.639","28.686","26.081","31.238","29.731","28.364","24.624"
"00:05:34","26.320","31.649","28.678","26.077","31.249","29.749","28.362","24.620"
"00:05:35","26.320","31.668","28.682","26.088","31.263","29.764","28.366","24.624"
"00:05:36","26.327","31.679","28.689","26.099","31.274","29.764","28.384","24.635"
"00:05:37","26.320","31.697","28.715","26.095","31.282","29.764","28.384","24.635"
"00:05:38","26.312","31.690","28.715","26.084","31.285","29.767","28.384","24.638"
"00:05:39","26.312","31.704","28.726","26.088","31.289","29.771","28.384","24.646"
