"","Channel 2 - Jetson Area Aluminum Panel Last (C)","Channel 3 - Jetson Area Display Panel Last (C)","Channel 4 - Jetson Area Touchscreen Last (C)","Channel 5 - Center Top Aluminum Panel Last (C)","Channel 6 - Center Top Display Panel Last (C)","Channel 7 - Center Top Touchscreen Last (C)","Channel 8 - Ambient Between Display and Aluminum Last (C)","Channel 1 - External Ambient Last (C)"
"00:01:53","24.390","25.958","24.972","24.000","25.770","25.443","24.964","24.412"
"00:01:54","24.394","25.972","24.990","24.000","25.785","25.454","24.968","24.420"
"00:01:55","24.398","25.987","25.001","24.011","25.788","25.461","24.972","24.431"
"00:01:56","24.390","25.995","25.008","23.997","25.800","25.476","24.986","24.427"
"00:01:57","24.398","26.009","25.027","24.008","25.822","25.487","24.979","24.442"
"00:01:58","24.394","26.028","25.034","24.012","25.833","25.509","24.994","24.435"
"00:01:59","24.394","26.035","25.045","24.023","25.855","25.516","24.994","24.431"
"00:02:00","24.398","26.046","25.060","24.012","25.859","25.524","24.994","24.435"
"00:02:01","24.394","26.061","25.071","24.008","25.862","25.535","24.994","24.435"
"00:02:02","24.405","26.076","25.071","24.015","25.873","25.550","25.005","24.438"
"00:02:03","24.387","26.076","25.079","24.015","25.877","25.550","25.005","24.417"
"00:02:04","24.387","26.094","25.082","24.019","25.885","25.550","25.009","24.387"
"00:02:05","24.387","26.094","25.086","24.004","25.896","25.539","25.005","24.350"
"00:02:06","24.383","26.102","25.097","24.001","25.899","25.531","25.005","24.328"
"00:02:07","24.402","26.128","25.123","24.016","25.922","25.561","25.016","24.325"
"00:02:08","24.406","26.150","25.142","24.027","25.947","25.605","25.028","24.332"
"00:02:09","24.408","26.159","25.145","24.023","25.951","25.607","25.033","24.321"
"00:02:10","24.410","26.168","25.149","24.020","25.955","25.609","25.039","24.314"
"00:02:11","24.399","26.176","25.149","24.020","25.962","25.609","25.039","24.303"
"00:02:12","24.413","26.190","25.157","24.031","25.984","25.613","25.043","24.310"
"00:02:13","24.410","26.194","25.171","24.023","25.973","25.609","25.054","24.310"
"00:02:14","24.406","26.213","25.175","24.020","25.996","25.602","25.046","24.322"
"00:02:15","24.406","26.213","25.179","24.020","25.992","25.609","25.043","24.299"
"00:02:16","24.406","26.235","25.205","24.016","26.025","25.646","25.068","24.292"
"00:02:17","24.414","26.257","25.230","24.027","26.047","25.672","25.061","24.303"
"00:02:18","24.408","26.261","25.240","24.025","26.049","25.683","25.067","24.311"
"00:02:19","24.403","26.264","25.249","24.024","26.051","25.694","25.072","24.322"
"00:02:20","24.414","26.279","25.256","24.020","26.062","25.709","25.076","24.329"
"00:02:21","24.417","26.283","25.275","24.027","26.080","25.720","25.080","24.329"
"00:02:22","24.410","26.305","25.289","24.020","26.084","25.724","25.087","24.337"
"00:02:23","24.417","26.305","25.301","24.027","26.092","25.735","25.094","24.348"
"00:02:24","24.417","26.316","25.304","24.031","26.106","25.746","25.094","24.344"
"00:02:25","24.429","26.331","25.319","24.024","26.117","25.761","25.098","24.351"
"00:02:26","24.436","26.346","25.326","24.035","26.132","25.794","25.113","24.362"
"00:02:27","24.444","26.360","25.341","24.035","26.132","25.801","25.115","24.374"
"00:02:28","24.436","26.368","25.352","24.024","26.136","25.809","25.117","24.370"
"00:02:29","24.436","26.390","25.367","24.028","26.143","25.827","25.113","24.385"
"00:02:30","24.444","26.401","25.389","24.035","26.158","25.849","25.124","24.363"
"00:02:31","24.444","26.412","25.408","24.039","26.177","25.857","25.135","24.330"
"00:02:32","24.436","26.423","25.411","24.035","26.180","25.868","25.128","24.311"
"00:02:33","24.433","26.427","25.422","24.035","26.177","25.864","25.124","24.297"
"00:02:34","24.425","26.449","25.448","24.035","26.203","25.875","25.136","24.311"
"00:02:35","24.429","26.456","25.452","24.039","26.217","25.890","25.139","24.308"
"00:02:36","24.415","26.460","25.460","24.034","26.221","25.886","25.139","24.312"
"00:02:37","24.429","26.471","25.463","24.028","26.225","25.882","25.139","24.322"
"00:02:38","24.429","26.479","25.478","24.039","26.228","25.912","25.147","24.326"
"00:02:39","24.433","26.497","25.493","24.039","26.254","25.916","25.150","24.334"
"00:02:40","24.440","26.515","25.511","24.058","26.265","25.927","25.165","24.334"
"00:02:41","24.448","26.530","25.522","24.058","26.288","25.934","25.176","24.352"
"00:02:42","24.452","26.545","25.544","24.062","26.288","25.942","25.184","24.345"
"00:02:43","24.459","26.575","25.559","24.073","26.306","25.964","25.184","24.356"
"00:02:44","24.455","26.578","25.559","24.069","26.317","25.971","25.191","24.363"
"00:02:45","24.455","26.586","25.559","24.065","26.317","25.979","25.188","24.360"
"00:02:46","24.455","26.586","25.563","24.065","26.324","25.982","25.191","24.349"
"00:02:47","24.452","26.593","25.578","24.080","26.339","25.993","25.202","24.360"
"00:02:48","24.478","26.626","25.592","24.084","26.358","26.016","25.221","24.371"
"00:02:49","24.459","26.626","25.592","24.088","26.358","26.019","25.213","24.382"
"00:02:50","24.459","26.645","25.596","24.080","26.372","26.027","25.224","24.389"
"00:02:51","24.459","26.649","25.604","24.099","26.380","26.038","25.228","24.397"
"00:02:52","24.460","26.667","25.615","24.088","26.395","26.045","25.236","24.393"
"00:02:53","24.459","26.671","25.615","24.099","26.406","26.049","25.239","24.378"
"00:02:54","24.474","26.689","25.630","24.103","26.417","26.049","25.240","24.382"
"00:02:55","24.471","26.693","25.637","24.095","26.432","26.060","25.247","24.382"
"00:02:56","24.471","26.715","25.652","24.099","26.432","26.049","25.251","24.386"
"00:02:57","24.474","26.719","25.652","24.103","26.450","26.064","25.258","24.397"
"00:02:58","24.478","26.730","25.656","24.118","26.461","26.057","25.258","24.405"
"00:02:59","24.474","26.741","25.655","24.106","26.458","26.064","25.258","24.401"
"00:03:00","24.478","26.745","25.656","24.107","26.472","26.071","25.269","24.397"
"00:03:01","24.478","26.771","25.682","24.122","26.487","26.086","25.280","24.390"
"00:03:02","24.482","26.782","25.689","24.125","26.506","26.094","25.284","24.386"
"00:03:03","24.486","26.785","25.696","24.114","26.509","26.101","25.284","24.390"
"00:03:04","24.475","26.793","25.696","24.118","26.517","26.116","25.284","24.368"
"00:03:05","24.486","26.811","25.711","24.129","26.535","26.130","25.303","24.379"
"00:03:06","24.493","26.830","25.715","24.136","26.550","26.138","25.306","24.387"
"00:03:07","24.508","26.841","25.722","24.133","26.550","26.138","25.310","24.409"
"00:03:08","24.497","26.848","25.718","24.136","26.565","26.134","25.314","24.409"
"00:03:09","24.501","26.866","25.722","24.136","26.568","26.131","25.317","24.412"
"00:03:10","24.504","26.878","25.737","24.140","26.587","26.156","25.329","24.412"
"00:03:11","24.508","26.889","25.726","24.140","26.591","26.145","25.329","24.416"
"00:03:12","24.512","26.900","25.722","24.140","26.602","26.160","25.325","24.420"
"00:03:13","24.512","26.907","25.719","24.144","26.613","26.160","25.332","24.420"
"00:03:14","24.508","26.915","25.715","24.140","26.609","26.157","25.336","24.416"
"00:03:15","24.505","26.918","25.715","24.137","26.609","26.164","25.336","24.413"
"00:03:16","24.508","26.926","25.726","24.141","26.628","26.153","25.340","24.405"
"00:03:17","24.512","26.940","25.723","24.141","26.635","26.168","25.344","24.405"
"00:03:18","24.516","26.944","25.723","24.141","26.650","26.168","25.355","24.405"
"00:03:19","24.523","26.974","25.719","24.148","26.665","26.183","25.362","24.420"
"00:03:20","24.512","26.977","25.715","24.144","26.668","26.194","25.362","24.420"
"00:03:21","24.523","26.996","25.723","24.148","26.679","26.197","25.362","24.420"
"00:03:22","24.516","26.996","25.730","24.148","26.687","26.201","25.366","24.424"
"00:03:23","24.512","27.000","25.730","24.148","26.694","26.201","25.362","24.417"
"00:03:24","24.520","27.022","25.749","24.148","26.705","26.209","25.381","24.402"
"00:03:25","24.535","27.036","25.760","24.159","26.727","26.227","25.381","24.391"
"00:03:26","24.531","27.036","25.774","24.163","26.731","26.242","25.392","24.391"
"00:03:27","24.520","27.036","25.774","24.152","26.720","26.242","25.377","24.376"
"00:03:28","24.527","27.062","25.782","24.156","26.746","26.260","25.388","24.340"
"00:03:29","24.520","27.077","25.789","24.152","26.746","26.271","25.399","24.343"
"00:03:30","24.531","27.081","25.808","24.167","26.768","26.268","25.414","24.321"
"00:03:31","24.535","27.107","25.804","24.159","26.779","26.282","25.414","24.340"
"00:03:32","24.535","27.110","25.819","24.174","26.790","26.297","25.422","24.336"
"00:03:33","24.539","27.114","25.826","24.171","26.798","26.305","25.422","24.344"
"00:03:34","24.531","27.121","25.808","24.167","26.801","26.305","25.429","24.340"
"00:03:35","24.531","27.132","25.815","24.171","26.812","26.308","25.425","24.351"
"00:03:36","24.539","27.140","25.819","24.163","26.812","26.312","25.433","24.366"
"00:03:37","24.550","27.177","25.812","24.174","26.831","26.294","25.447","24.377"
"00:03:38","24.546","27.173","25.793","24.167","26.835","26.283","25.447","24.355"
"00:03:39","24.550","27.195","25.786","24.174","26.838","26.290","25.458","24.344"
"00:03:40","24.546","27.195","25.782","24.171","26.846","26.290","25.458","24.344"
"00:03:41","24.550","27.206","25.775","24.182","26.857","26.290","25.462","24.362"
"00:03:42","24.561","27.221","25.760","24.178","26.868","26.294","25.466","24.366"
"00:03:43","24.561","27.225","25.764","24.182","26.872","26.298","25.466","24.381"
"00:03:44","24.561","27.229","25.764","24.189","26.886","26.312","25.477","24.384"
"00:03:45","24.565","27.247","25.790","24.197","26.905","26.331","25.481","24.399"
"00:03:46","24.568","27.265","25.823","24.197","26.919","26.346","25.488","24.407"
"00:03:47","24.565","27.265","25.838","24.193","26.923","26.364","25.496","24.407"
"00:03:48","24.568","27.284","25.863","24.193","26.934","26.375","25.499","24.403"
"00:03:49","24.572","27.295","25.886","24.208","26.956","26.375","25.507","24.414"
"00:03:50","24.576","27.302","25.911","24.204","26.956","26.368","25.503","24.429"
"00:03:51","24.579","27.310","25.915","24.212","26.964","26.386","25.510","24.429"
"00:03:52","24.576","27.317","25.919","24.212","26.975","26.390","25.514","24.429"
"00:03:53","24.576","27.332","25.930","24.208","26.978","26.404","25.518","24.436"
"00:03:54","24.576","27.335","25.941","24.215","26.993","26.415","25.525","24.443"
"00:03:55","24.565","27.354","25.956","24.197","26.990","26.427","25.525","24.451"
"00:03:56","24.558","27.357","25.948","24.212","27.015","26.441","25.533","24.443"
"00:03:57","24.558","27.369","25.952","24.212","27.015","26.441","25.533","24.451"
"00:03:58","24.576","27.391","25.959","24.212","27.019","26.441","25.536","24.462"
"00:03:59","24.565","27.383","25.967","24.208","27.034","26.434","25.536","24.455"
"00:04:00","24.576","27.405","25.978","24.215","27.052","26.441","25.555","24.455"
"00:04:01","24.565","27.409","25.989","24.223","27.056","26.456","25.558","24.462"
"00:04:02","24.569","27.424","25.996","24.223","27.067","26.467","25.555","24.466"
"00:04:03","24.576","27.431","26.000","24.227","27.078","26.478","25.558","24.469"
"00:04:04","24.569","27.446","26.004","24.219","27.089","26.493","25.570","24.444"
"00:04:05","24.580","27.457","26.022","24.227","27.100","26.504","25.573","24.458"
"00:04:06","24.576","27.466","26.018","24.234","27.107","26.510","25.577","24.451"
"00:04:07","24.583","27.475","26.015","24.241","27.115","26.515","25.581","24.451"
"00:04:08","24.595","27.487","26.022","24.238","27.122","26.523","25.592","24.447"
"00:04:09","24.580","27.494","26.030","24.241","27.137","26.530","25.599","24.451"
"00:04:10","24.598","27.509","26.052","24.245","27.137","26.534","25.603","24.459"
"00:04:11","24.598","27.505","26.041","24.249","27.144","26.545","25.603","24.455"
"00:04:12","24.598","27.520","26.041","24.249","27.152","26.559","25.606","24.451"
"00:04:13","24.598","27.534","26.052","24.256","27.174","26.570","25.610","24.440"
"00:04:14","24.613","27.546","26.059","24.260","27.181","26.582","25.614","24.437"
"00:04:15","24.613","27.557","26.070","24.260","27.189","26.571","25.621","24.444"
"00:04:16","24.613","27.564","26.074","24.260","27.192","26.578","25.625","24.407"
"00:04:17","24.617","27.571","26.081","24.260","27.203","26.596","25.625","24.381"
"00:04:18","24.613","27.582","26.081","24.267","27.207","26.600","25.621","24.370"
"00:04:19","24.621","27.586","26.089","24.264","27.218","26.622","25.632","24.363"
"00:04:20","24.624","27.601","26.103","24.267","27.226","26.641","25.640","24.389"
"00:04:21","24.628","27.593","26.103","24.271","27.229","26.633","25.647","24.392"
"00:04:22","24.632","27.612","26.133","24.271","27.248","26.663","25.655","24.393"
"00:04:23","24.628","27.630","26.144","24.282","27.262","26.685","25.658","24.385"
"00:04:24","24.635","27.638","26.155","24.279","27.262","26.685","25.658","24.404"
"00:04:25","24.628","27.638","26.155","24.275","27.273","26.681","25.665","24.407"
"00:04:26","24.628","27.649","26.162","24.282","27.285","26.692","25.666","24.415"
"00:04:27","24.621","27.652","26.162","24.279","27.281","26.685","25.666","24.407"
"00:04:28","24.628","27.667","26.177","24.293","27.303","26.700","25.688","24.415"
"00:04:29","24.628","27.678","26.177","24.301","27.310","26.707","25.688","24.426"
"00:04:30","24.635","27.689","26.195","24.297","27.325","26.711","25.691","24.433"
"00:04:31","24.639","27.715","26.206","24.312","27.340","26.733","25.702","24.411"
"00:04:32","24.632","27.708","26.207","24.304","27.340","26.744","25.699","24.382"
"00:04:33","24.635","27.722","26.218","24.308","27.354","26.747","25.713","24.382"
"00:04:34","24.639","27.741","26.229","24.315","27.362","26.755","25.714","24.378"
"00:04:35","24.643","27.745","26.236","24.319","27.369","26.762","25.717","24.385"
"00:04:36","24.635","27.733","26.229","24.319","27.376","26.762","25.717","24.378"
"00:04:37","24.646","27.763","26.243","24.319","27.384","26.773","25.724","24.378"
"00:04:38","24.654","27.774","26.251","24.334","27.402","26.777","25.736","24.382"
"00:04:39","24.654","27.785","26.265","24.330","27.406","26.784","25.743","24.374"
"00:04:40","24.665","27.800","26.265","24.330","27.417","26.792","25.743","24.389"
"00:04:41","24.661","27.811","26.288","24.334","27.432","26.814","25.754","24.378"
"00:04:42","24.658","27.814","26.288","24.336","27.437","26.814","25.760","24.367"
"00:04:43","24.654","27.818","26.288","24.338","27.443","26.814","25.765","24.338"
"00:04:44","24.669","27.833","26.313","24.345","27.454","26.821","25.772","24.330"
"00:04:45","24.680","27.848","26.317","24.349","27.461","26.817","25.772","24.319"
"00:04:46","24.676","27.855","26.317","24.352","27.469","26.829","25.784","24.323"
"00:04:47","24.680","27.859","26.321","24.349","27.483","26.851","25.787","24.323"
"00:04:48","24.676","27.874","26.332","24.356","27.495","26.851","25.795","24.341"
"00:04:49","24.669","27.885","26.332","24.352","27.495","26.854","25.787","24.327"
"00:04:50","24.680","27.899","26.328","24.349","27.506","26.865","25.795","24.338"
"00:04:51","24.680","27.892","26.321","24.352","27.509","26.875","25.798","24.338"
"00:04:52","24.687","27.910","26.339","24.356","27.513","26.884","25.802","24.341"
"00:04:53","24.691","27.925","26.332","24.349","27.513","26.887","25.795","24.352"
"00:04:54","24.687","27.918","26.347","24.356","27.520","26.899","25.809","24.356"
"00:04:55","24.698","27.929","26.354","24.360","27.539","26.910","25.813","24.367"
"00:04:56","24.691","27.932","26.365","24.360","27.542","26.917","25.809","24.375"
"00:04:57","24.695","27.947","26.369","24.360","27.535","26.910","25.809","24.378"
"00:04:58","24.706","27.958","26.383","24.371","27.553","26.928","25.813","24.382"
"00:04:59","24.706","27.969","26.383","24.363","27.557","26.943","25.835","24.389"
"00:05:00","24.713","27.977","26.372","24.352","27.564","26.935","25.832","24.397"
"00:05:01","24.706","27.977","26.376","24.345","27.561","26.946","25.824","24.404"
"00:05:02","24.706","27.988","26.391","24.360","27.576","26.965","25.835","24.404"
"00:05:03","24.709","27.995","26.391","24.360","27.583","26.961","25.828","24.408"
"00:05:04","24.706","28.002","26.394","24.367","27.590","26.965","25.843","24.419"
"00:05:05","24.713","28.013","26.413","24.375","27.598","26.979","25.850","24.426"
"00:05:06","24.713","28.021","26.420","24.367","27.601","26.991","25.843","24.426"
"00:05:07","24.717","28.035","26.428","24.371","27.616","26.991","25.861","24.430"
"00:05:08","24.717","28.043","26.453","24.393","27.645","27.002","25.879","24.437"
"00:05:09","24.728","28.054","26.453","24.393","27.647","27.000","25.879","24.448"
"00:05:10","24.731","28.072","26.453","24.393","27.649","26.998","25.879","24.467"
"00:05:11","24.735","28.076","26.468","24.400","27.668","27.013","25.887","24.467"
"00:05:12","24.739","28.080","26.461","24.404","27.675","27.024","25.894","24.467"
"00:05:13","24.739","28.091","26.468","24.408","27.679","27.024","25.890","24.470"
"00:05:14","24.731","28.094","26.475","24.404","27.682","27.027","25.898","24.467"
"00:05:15","24.735","28.102","26.483","24.411","27.697","27.042","25.905","24.474"
"00:05:16","24.724","28.109","26.494","24.404","27.701","27.038","25.901","24.470"
"00:05:17","24.739","28.127","26.512","24.415","27.715","27.053","25.916","24.489"
"00:05:18","24.746","28.135","26.527","24.418","27.711","27.057","25.920","24.488"
"00:05:19","24.746","28.142","26.534","24.426","27.730","27.075","25.931","24.496"
"00:05:20","24.761","28.157","26.549","24.433","27.741","27.082","25.931","24.503"
"00:05:21","24.753","28.164","26.560","24.437","27.745","27.104","25.942","24.499"
"00:05:22","24.753","28.175","26.567","24.444","27.756","27.104","25.945","24.507"
"00:05:23","24.757","28.182","26.582","24.437","27.770","27.108","25.949","24.510"
"00:05:24","24.757","28.182","26.589","24.441","27.763","27.093","25.942","24.510"
"00:05:25","24.753","28.201","26.597","24.448","27.774","27.104","25.953","24.499"
"00:05:26","24.753","28.212","26.601","24.452","27.782","27.123","25.957","24.492"
"00:05:27","24.764","28.216","26.604","24.452","27.792","27.134","25.967","24.492"
"00:05:28","24.764","28.223","26.604","24.448","27.792","27.134","25.956","24.496"
"00:05:29","24.764","28.227","26.619","24.455","27.800","27.137","25.964","24.499"
"00:05:30","24.772","28.234","26.626","24.455","27.807","27.156","25.971","24.496"
"00:05:31","24.794","28.252","26.637","24.462","27.825","27.181","25.982","24.510"
"00:05:32","24.794","28.256","26.637","24.466","27.840","27.174","25.982","24.499"
"00:05:33","24.775","28.249","26.641","24.455","27.837","27.174","25.986","24.499"
"00:05:34","24.772","28.267","26.655","24.462","27.851","27.196","25.997","24.496"
"00:05:35","24.786","28.271","26.652","24.466","27.862","27.204","25.997","24.507"
"00:05:36","24.779","28.278","26.652","24.474","27.862","27.218","26.004","24.496"
"00:05:37","24.790","28.289","26.659","24.466","27.870","27.233","26.004","24.492"
"00:05:38","24.783","28.285","26.666","24.466","27.870","27.229","26.015","24.488"
"00:05:39","24.786","28.300","26.677","24.481","27.881","27.226","26.015","24.481"
