"","Channel 1 - Internal Ambient Last (C)","Channel 2 - External Ambient Last (C)","Channel 3 - Jetson Area Aluminum Panel Last (C)","Channel 4 - Jetson Area Display Panel Last (C)","Channel 5 - Touch Panel Board MCU Last (C)","Channel 6 - Center Top Aluminum Panel Last (C)","Channel 7 - Center Top Display Panel Last (C)","Channel 8 - Center Top Touch Screen Last (C)","Channel 9 - Jetson Area Touchscreen Last (C)","Channel 10 - Ambient Between Display and Aluminum Last (C)"
"00:07:29","28.858","26.500","27.732","30.728","28.461","27.589","31.376","29.362","29.374","28.765"
"00:07:30","28.870","26.493","27.736","30.761","28.480","27.597","31.409","29.385","29.394","28.781"
"00:07:31","28.881","26.485","27.736","30.775","28.487","27.597","31.431","29.407","29.409","28.794"
"00:07:32","28.903","26.493","27.748","30.808","28.498","27.604","31.468","29.429","29.443","28.811"
"00:07:33","28.921","26.497","27.740","30.830","28.520","27.608","31.493","29.447","29.467","28.815"
"00:07:34","28.936","26.515","27.748","30.863","28.535","27.615","31.526","29.458","29.487","28.821"
"00:07:35","28.977","26.519","27.770","30.928","28.576","27.623","31.588","29.499","29.527","28.845"
"00:07:36","28.966","26.475","27.748","30.939","28.583","27.615","31.610","29.514","29.562","28.870"
"00:07:37","28.977","26.449","27.762","30.969","28.598","27.619","31.639","29.525","29.583","28.884"
"00:07:38","28.980","26.449","27.752","30.987","28.613","27.612","31.668","29.547","29.614","28.905"
"00:07:39","29.014","26.464","27.763","31.023","28.627","27.626","31.697","29.558","29.626","28.915"
"00:07:40","29.043","26.475","27.770","31.046","28.639","27.631","31.727","29.577","29.642","28.929"
"00:07:41","29.062","26.475","27.767","31.075","28.650","27.631","31.756","29.603","29.678","28.940"
"00:07:42","29.088","26.460","27.774","31.104","28.675","27.638","31.785","29.628","29.703","28.952"
"00:07:43","29.095","26.457","27.789","31.137","28.687","27.653","31.825","29.665","29.726","28.967"
"00:07:44","29.158","26.442","27.804","31.199","28.734","27.667","31.887","29.698","29.752","28.984"
"00:07:45","29.165","26.439","27.796","31.221","28.738","27.660","31.909","29.721","29.792","29.003"
"00:07:46","29.165","26.435","27.804","31.250","28.761","27.672","31.942","29.747","29.813","29.018"
"00:07:47","29.176","26.435","27.807","31.272","28.768","27.664","31.964","29.761","29.861","29.040"
"00:07:48","29.187","26.439","27.811","31.290","28.783","27.668","31.986","29.780","29.888","29.053"
"00:07:49","29.195","26.461","27.811","31.323","28.801","27.683","32.026","29.813","29.883","29.048"
"00:07:50","29.213","26.476","27.830","31.349","28.823","27.686","32.052","29.835","29.930","29.073"
"00:07:51","29.228","26.483","27.837","31.382","28.846","27.701","32.085","29.854","29.955","29.087"
"00:07:52","29.250","26.491","27.834","31.407","28.853","27.697","32.121","29.876","29.983","29.106"
"00:07:53","29.280","26.491","27.834","31.455","28.886","27.705","32.172","29.920","30.009","29.116"
"00:07:54","29.298","26.506","27.845","31.484","28.890","27.713","32.198","29.931","30.034","29.130"
"00:07:55","29.306","26.513","27.845","31.502","28.901","27.713","32.216","29.953","30.053","29.144"
"00:07:56","29.321","26.517","27.845","31.539","28.923","27.724","32.249","29.979","30.104","29.169"
"00:07:57","29.346","26.521","27.856","31.557","28.934","27.720","32.282","30.005","30.126","29.182"
"00:07:58","29.357","26.513","27.860","31.586","28.953","27.731","32.311","30.027","30.149","29.197"
"00:07:59","29.376","26.506","27.867","31.604","28.975","27.731","32.329","30.045","30.177","29.209"
"00:08:00","29.380","26.510","27.868","31.637","28.982","27.742","32.359","30.071","30.201","29.218"
"00:08:01","29.387","26.528","27.882","31.667","29.001","27.753","32.388","30.093","30.229","29.230"
"00:08:02","29.387","26.521","27.890","31.718","29.041","27.779","32.450","30.155","30.260","29.243"
"00:08:03","29.420","26.517","27.897","31.747","29.052","27.779","32.486","30.173","30.292","29.255"
"00:08:04","29.446","26.510","27.908","31.773","29.071","27.772","32.512","30.202","30.322","29.275"
"00:08:05","29.479","26.510","27.916","31.798","29.089","27.791","32.549","30.231","30.342","29.290"
"00:08:06","29.494","26.514","27.912","31.827","29.108","27.798","32.567","30.246","30.367","29.303"
"00:08:07","29.516","26.503","27.923","31.849","29.115","27.798","32.596","30.279","30.392","29.321"
"00:08:08","29.524","26.485","27.923","31.882","29.130","27.798","32.618","30.294","30.424","29.338"
"00:08:09","29.546","26.485","27.938","31.897","29.152","27.806","32.647","30.319","30.444","29.358"
"00:08:10","29.557","26.492","27.934","31.926","29.156","27.817","32.676","30.348","30.460","29.364"
"00:08:11","29.576","26.511","27.960","31.984","29.204","27.843","32.746","30.403","30.481","29.379"
"00:08:12","29.583","26.515","27.975","32.014","29.215","27.835","32.771","30.414","30.496","29.390"
"00:08:13","29.568","26.511","27.964","32.032","29.230","27.839","32.793","30.432","30.521","29.406"
"00:08:14","29.580","26.515","27.972","32.058","29.241","27.843","32.815","30.444","30.547","29.418"
"00:08:15","29.594","26.504","27.979","32.079","29.256","27.854","32.841","30.454","30.570","29.428"
"00:08:16","29.606","26.500","27.979","32.109","29.271","27.858","32.867","30.484","30.598","29.442"
"00:08:17","29.617","26.515","27.983","32.131","29.289","27.858","32.892","30.513","30.622","29.454"
"00:08:18","29.635","26.534","27.998","32.164","29.297","27.865","32.932","30.542","30.650","29.472"
"00:08:19","29.635","26.537","27.998","32.185","29.311","27.876","32.954","30.557","30.665","29.487"
"00:08:20","29.668","26.534","27.994","32.215","29.330","27.880","32.998","30.593","30.718","29.508"
"00:08:21","29.676","26.519","28.005","32.244","29.348","27.880","33.016","30.623","30.745","29.517"
"00:08:22","29.672","26.508","28.009","32.269","29.356","27.891","33.049","30.655","30.768","29.532"
"00:08:23","29.680","26.501","28.020","32.291","29.374","27.910","33.075","30.681","30.803","29.542"
"00:08:24","29.691","26.493","28.024","32.317","29.389","27.910","33.104","30.707","30.818","29.558"
"00:08:25","29.702","26.501","28.035","32.343","29.408","27.914","33.133","30.736","30.834","29.573"
"00:08:26","29.720","26.523","28.039","32.379","29.408","27.914","33.159","30.747","30.872","29.594"
"00:08:27","29.728","26.519","28.039","32.390","29.430","27.925","33.184","30.754","30.894","29.606"
"00:08:28","29.754","26.523","28.046","32.416","29.448","27.932","33.210","30.765","30.904","29.610"
"00:08:29","29.769","26.468","28.054","32.460","29.474","27.947","33.261","30.798","30.945","29.642"
"00:08:30","29.772","26.439","28.065","32.492","29.489","27.951","33.294","30.824","30.961","29.651"
"00:08:31","29.750","26.435","28.080","32.525","29.504","27.962","33.323","30.842","30.962","29.658"
"00:08:32","29.750","26.421","28.076","32.543","29.515","27.962","33.345","30.864","30.988","29.681"
"00:08:33","29.780","26.410","28.084","32.558","29.533","27.962","33.371","30.882","31.021","29.684"
"00:08:34","29.798","26.395","28.091","32.587","29.548","27.969","33.392","30.908","31.043","29.692"
"00:08:35","29.824","26.391","28.102","32.609","29.555","27.981","33.414","30.926","31.095","29.728"
"00:08:36","29.842","26.391","28.095","32.635","29.566","27.984","33.447","30.959","31.123","29.741"
"00:08:37","29.865","26.395","28.102","32.653","29.570","27.996","33.469","30.981","31.138","29.748"
"00:08:38","29.854","26.399","28.110","32.697","29.603","27.999","33.520","31.021","31.160","29.772"
"00:08:39","29.861","26.406","28.117","32.723","29.618","28.014","33.553","31.054","31.181","29.781"
"00:08:40","29.869","26.436","28.128","32.745","29.630","28.011","33.564","31.072","31.204","29.777"
"00:08:41","29.887","26.458","28.132","32.767","29.644","28.026","33.586","31.091","31.238","29.803"
"00:08:42","29.902","26.484","28.136","32.788","29.652","28.026","33.623","31.113","31.265","29.821"
"00:08:43","29.902","26.484","28.143","32.818","29.667","28.033","33.645","31.149","31.285","29.833"
"00:08:44","29.913","26.517","28.151","32.840","29.681","28.044","33.670","31.175","31.331","29.851"
"00:08:45","29.895","26.521","28.162","32.872","29.704","28.059","33.703","31.215","31.367","29.865"
"00:08:46","29.910","26.532","28.162","32.891","29.715","28.059","33.732","31.229","31.391","29.881"
"00:08:47","29.946","26.562","28.184","32.945","29.755","28.081","33.794","31.280","31.419","29.901"
"00:08:48","29.958","26.554","28.192","32.967","29.759","28.078","33.809","31.299","31.452","29.909"
"00:08:49","29.958","26.562","28.195","32.986","29.774","28.092","33.834","31.321","31.475","29.923"
"00:08:50","29.969","26.569","28.199","33.019","29.789","28.100","33.857","31.339","31.520","29.946"
"00:08:51","30.002","26.562","28.199","33.033","29.796","28.104","33.882","31.354","31.527","29.953"
"00:08:52","30.031","26.551","28.203","33.055","29.811","28.096","33.897","31.383","31.556","29.975"
"00:08:53","30.060","26.532","28.214","33.073","29.822","28.104","33.930","31.397","31.583","29.997"
"00:08:54","30.075","26.525","28.218","33.103","29.840","28.126","33.966","31.398","31.608","30.003"
"00:08:55","30.090","26.492","28.225","33.117","29.851","28.129","33.988","31.412","31.629","30.008"
"00:08:56","30.130","26.415","28.248","33.169","29.870","28.156","34.043","31.456","31.667","30.036"
"00:08:57","30.170","26.404","28.255","33.198","29.889","28.156","34.065","31.464","31.683","30.045"
"00:08:58","30.185","26.390","28.255","33.223","29.907","28.170","34.094","31.489","31.703","30.063"
"00:08:59","30.203","26.364","28.270","33.253","29.918","28.178","34.116","31.515","31.728","30.077"
"00:09:00","30.207","26.320","28.263","33.256","29.922","28.174","34.131","31.533","31.745","30.084"
"00:09:01","30.221","26.301","28.277","33.282","29.925","28.178","34.163","31.573","31.765","30.093"
"00:09:02","30.221","26.265","28.274","33.304","29.937","28.182","34.174","31.588","31.796","30.115"
"00:09:03","30.247","26.265","28.288","33.329","29.955","28.196","34.200","31.606","31.819","30.128"
"00:09:04","30.247","26.276","28.281","33.329","29.959","28.193","34.218","31.617","31.830","30.139"
"00:09:05","30.280","26.254","28.292","33.381","29.985","28.193","34.266","31.639","31.851","30.151"
"00:09:06","30.287","26.243","28.296","33.402","30.000","28.211","34.299","31.665","31.867","30.160"
"00:09:07","30.309","26.291","28.315","33.432","30.007","28.219","34.321","31.683","31.890","30.185"
"00:09:08","30.320","26.309","28.315","33.454","30.025","28.230","34.346","31.716","31.916","30.200"
"00:09:09","30.324","26.331","28.322","33.475","30.036","28.237","34.383","31.738","31.945","30.219"
"00:09:10","30.353","26.365","28.341","33.501","30.047","28.252","34.405","31.760","31.963","30.225"
"00:09:11","30.368","26.380","28.348","33.527","30.058","28.260","34.427","31.785","32.012","30.254"
"00:09:12","30.372","26.383","28.359","33.545","30.077","28.267","34.456","31.807","32.039","30.266"
"00:09:13","30.394","26.394","28.363","33.571","30.080","28.267","34.474","31.818","32.044","30.273"
"00:09:14","30.386","26.428","28.367","33.614","30.106","28.271","34.514","31.844","32.074","30.287"
"00:09:15","30.390","26.442","28.367","33.636","30.113","28.271","34.536","31.862","32.111","30.300"
"00:09:16","30.405","26.457","28.382","33.647","30.121","28.286","34.562","31.888","32.128","30.310"
"00:09:17","30.419","26.468","28.393","33.673","30.143","28.308","34.598","31.917","32.177","30.322"
"00:09:18","30.423","26.472","28.404","33.713","30.161","28.319","34.627","31.939","32.199","30.336"
"00:09:19","30.431","26.476","28.404","33.724","30.165","28.323","34.642","31.950","32.216","30.351"
"00:09:20","30.431","26.487","28.422","33.753","30.187","28.327","34.668","31.954","32.265","30.385"
"00:09:21","30.438","26.491","28.426","33.768","30.194","28.338","34.701","31.968","32.288","30.392"
"00:09:22","30.438","26.502","28.430","33.797","30.201","28.352","34.715","31.972","32.304","30.406"
"00:09:23","30.442","26.520","28.437","33.830","30.223","28.349","34.759","32.016","32.339","30.421"
"00:09:24","30.460","26.524","28.441","33.845","30.220","28.357","34.781","32.027","32.350","30.433"
"00:09:25","30.475","26.513","28.437","33.867","30.231","28.360","34.796","32.056","32.366","30.443"
"00:09:26","30.482","26.528","28.452","33.889","30.249","28.371","34.825","32.082","32.410","30.458"
"00:09:27","30.497","26.539","28.460","33.914","30.267","28.386","34.847","32.111","32.437","30.480"
"00:09:28","30.504","26.557","28.467","33.943","30.275","28.386","34.876","32.125","32.447","30.491"
"00:09:29","30.519","26.569","28.478","33.962","30.289","28.405","34.905","32.151","32.482","30.504"
"00:09:30","30.552","26.572","28.489","33.976","30.308","28.408","34.938","32.173","32.509","30.521"
"00:09:31","30.574","26.573","28.497","34.013","30.315","28.412","34.953","32.191","32.535","30.527"
"00:09:32","30.618","26.558","28.508","34.042","30.344","28.427","34.997","32.246","32.561","30.554"
"00:09:33","30.639","26.558","28.523","34.079","30.355","28.442","35.022","32.268","32.584","30.573"
"00:09:34","30.669","26.529","28.526","34.093","30.366","28.457","35.055","32.283","32.597","30.579"
"00:09:35","30.661","26.470","28.534","34.112","30.377","28.453","35.070","32.312","32.626","30.601"
"00:09:36","30.694","26.422","28.541","34.137","30.388","28.464","35.092","32.337","32.643","30.612"
"00:09:37","30.702","26.385","28.541","34.152","30.392","28.461","35.110","32.352","32.660","30.623"
"00:09:38","30.702","26.378","28.545","34.166","30.399","28.464","35.128","32.359","32.693","30.650"
"00:09:39","30.702","26.382","28.553","34.192","30.414","28.479","35.147","32.371","32.717","30.662"
"00:09:40","30.695","26.375","28.549","34.203","30.418","28.472","35.176","32.389","32.733","30.664"
"00:09:41","30.728","26.441","28.571","34.262","30.458","28.498","35.234","32.458","32.758","30.686"
"00:09:42","30.742","26.467","28.593","34.276","30.458","28.512","35.249","32.469","32.782","30.702"
"00:09:43","30.746","26.467","28.590","34.302","30.469","28.513","35.271","32.487","32.799","30.719"
"00:09:44","30.750","26.485","28.597","34.316","30.491","28.524","35.300","32.506","32.856","30.732"
"00:09:45","30.768","26.500","28.612","34.342","30.495","28.527","35.322","32.531","32.883","30.745"
"00:09:46","30.779","26.508","28.616","34.360","30.506","28.535","35.337","32.560","32.894","30.749"
"00:09:47","30.805","26.519","28.631","34.393","30.528","28.564","35.381","32.568","32.937","30.767"
"00:09:48","30.819","26.530","28.645","34.419","30.539","28.568","35.406","32.593","32.959","30.772"
"00:09:49","30.845","26.526","28.649","34.441","30.550","28.575","35.428","32.615","32.964","30.789"
"00:09:50","30.874","26.515","28.668","34.470","30.572","28.594","35.475","32.641","32.991","30.812"
"00:09:51","30.881","26.504","28.671","34.485","30.579","28.605","35.487","32.634","33.002","30.828"
"00:09:52","30.903","26.519","28.675","34.510","30.590","28.613","35.505","32.648","33.001","30.833"
"00:09:53","30.918","26.523","28.686","34.539","30.601","28.624","35.538","32.685","33.032","30.865"
"00:09:54","30.940","26.530","28.683","34.551","30.608","28.628","35.556","32.700","33.067","30.881"
"00:09:55","30.958","26.542","28.698","34.580","30.619","28.642","35.582","32.718","33.078","30.892"
"00:09:56","30.984","26.534","28.698","34.598","30.627","28.639","35.600","32.718","33.107","30.909"
"00:09:57","30.995","26.542","28.716","34.613","30.641","28.642","35.618","32.743","33.127","30.925"
"00:09:58","30.999","26.523","28.720","34.627","30.649","28.657","35.647","32.762","33.151","30.929"
"00:09:59","31.031","26.475","28.731","34.671","30.667","28.665","35.684","32.780","33.187","30.952"
"00:10:00","31.046","26.461","28.731","34.678","30.671","28.665","35.706","32.795","33.198","30.958"
"00:10:01","31.054","26.461","28.742","34.700","30.682","28.672","35.724","32.810","33.210","30.966"
"00:10:02","31.075","26.435","28.757","34.737","30.700","28.687","35.750","32.824","33.239","30.985"
"00:10:03","31.079","26.410","28.761","34.748","30.711","28.694","35.775","32.850","33.280","31.005"
"00:10:04","31.083","26.377","28.765","34.766","30.722","28.702","35.797","32.861","33.305","31.021"
"00:10:05","31.086","26.351","28.772","34.788","30.722","28.702","35.812","32.894","33.337","31.028"
"00:10:06","31.094","26.340","28.790","34.803","30.730","28.713","35.838","32.916","33.363","31.047"
"00:10:07","31.116","26.344","28.794","34.832","30.744","28.728","35.867","32.948","33.375","31.054"
"00:10:08","31.167","26.388","28.809","34.872","30.773","28.754","35.918","33.007","33.399","31.073"
"00:10:09","31.178","26.403","28.820","34.898","30.781","28.765","35.936","33.011","33.414","31.086"
"00:10:10","31.185","26.418","28.817","34.905","30.774","28.761","35.944","33.033","33.430","31.087"
"00:10:11","31.189","26.432","28.820","34.923","30.796","28.769","35.973","33.058","33.476","31.125"
"00:10:12","31.182","26.451","28.835","34.942","30.803","28.787","35.991","33.076","33.509","31.139"
"00:10:13","31.207","26.473","28.842","34.971","30.818","28.795","36.013","33.095","33.522","31.146"
"00:10:14","31.218","26.492","28.854","34.997","30.829","28.806","36.039","33.128","33.564","31.186"
"00:10:15","31.240","26.514","28.857","35.011","30.847","28.817","36.057","33.149","33.581","31.193"
"00:10:16","31.240","26.514","28.865","35.022","30.851","28.824","36.079","33.160","33.595","31.205"
"00:10:17","31.255","26.495","28.880","35.062","30.873","28.835","36.130","33.204","33.629","31.222"
"00:10:18","31.270","26.488","28.887","35.084","30.884","28.836","36.141","33.215","33.643","31.239"
"00:10:19","31.266","26.518","28.895","35.117","30.902","28.858","36.192","33.270","33.646","31.245"
"00:10:20","31.270","26.520","28.898","35.128","30.906","28.865","36.199","33.281","33.679","31.266"
"00:10:21","31.274","26.522","28.902","35.139","30.909","28.873","36.207","33.292","33.699","31.279"
"00:10:22","31.288","26.536","28.917","35.165","30.920","28.880","36.236","33.318","33.720","31.293"
"00:10:23","31.310","26.555","28.928","35.183","30.928","28.884","36.258","33.336","33.760","31.315"
"00:10:24","31.318","26.551","28.932","35.205","30.942","28.899","36.283","33.361","33.782","31.328"
"00:10:25","31.325","26.551","28.943","35.227","30.953","28.906","36.298","33.362","33.804","31.340"
"00:10:26","31.354","26.529","28.965","35.256","30.972","28.925","36.346","33.387","33.836","31.372"
"00:10:27","31.369","26.515","28.969","35.289","30.983","28.936","36.368","33.402","33.855","31.378"
"00:10:28","31.384","26.511","28.980","35.300","30.990","28.940","36.382","33.428","33.866","31.378"
"00:10:29","31.387","26.515","28.991","35.333","31.012","28.958","36.411","33.438","33.903","31.402"
"00:10:30","31.391","26.526","28.987","35.337","31.008","28.951","36.430","33.457","33.920","31.417"
"00:10:31","31.391","26.515","28.984","35.351","31.008","28.958","36.441","33.468","33.918","31.422"
"00:10:32","31.402","26.530","29.013","35.377","31.030","28.976","36.470","33.486","33.928","31.450"
"00:10:33","31.409","26.519","29.010","35.391","31.030","28.976","36.488","33.501","33.957","31.472"
"00:10:34","31.409","26.515","29.017","35.410","31.034","28.977","36.510","33.526","33.958","31.477"
"00:10:35","31.435","26.526","29.036","35.457","31.064","29.003","36.558","33.563","33.994","31.496"
"00:10:36","31.450","26.552","29.054","35.476","31.078","29.017","36.590","33.588","34.025","31.509"
"00:10:37","31.461","26.563","29.058","35.494","31.089","29.017","36.605","33.607","34.043","31.521"
"00:10:38","31.472","26.575","29.069","35.509","31.093","29.025","36.627","33.640","34.084","31.534"
"00:10:39","31.475","26.593","29.069","35.534","31.107","29.032","36.645","33.658","34.100","31.555"
"00:10:40","31.476","26.589","29.077","35.549","31.119","29.047","36.664","33.683","34.116","31.558"
"00:10:41","31.490","26.604","29.091","35.578","31.129","29.054","36.682","33.694","34.138","31.589"
"00:10:42","31.487","26.590","29.088","35.578","31.130","29.058","36.708","33.713","34.172","31.607"
"00:10:43","31.498","26.593","29.099","35.604","31.148","29.062","36.722","33.742","34.175","31.606"
"00:10:44","31.541","26.601","29.125","35.658","31.174","29.095","36.781","33.797","34.211","31.629"
"00:10:45","31.560","26.604","29.139","35.669","31.181","29.103","36.806","33.815","34.239","31.649"
"00:10:46","31.578","26.601","29.147","35.703","31.188","29.121","36.839","33.833","34.259","31.654"
"00:10:47","31.582","26.607","29.154","35.717","31.198","29.125","36.852","33.841","34.286","31.668"
"00:10:48","31.593","26.612","29.162","35.732","31.207","29.129","36.865","33.848","34.299","31.677"
"00:10:49","31.618","26.612","29.173","35.750","31.221","29.136","36.887","33.863","34.310","31.683"
"00:10:50","31.629","26.598","29.169","35.765","31.221","29.147","36.905","33.885","34.332","31.703"
"00:10:51","31.662","26.590","29.188","35.783","31.232","29.158","36.931","33.921","34.335","31.711"
"00:10:52","31.681","26.601","29.199","35.805","31.247","29.170","36.949","33.939","34.336","31.724"
"00:10:53","31.710","26.620","29.218","35.845","31.273","29.188","36.996","33.983","34.367","31.745"
"00:10:54","31.710","26.602","29.218","35.856","31.276","29.192","37.007","33.991","34.400","31.758"
"00:10:55","31.710","26.580","29.214","35.878","31.284","29.199","37.029","33.994","34.435","31.779"
"00:10:56","31.721","26.587","29.232","35.900","31.291","29.210","37.055","34.005","34.468","31.793"
"00:10:57","31.729","26.587","29.236","35.907","31.299","29.218","37.059","34.017","34.488","31.805"
"00:10:58","31.721","26.584","29.240","35.922","31.310","29.229","37.084","34.049","34.508","31.816"
"00:10:59","31.739","26.580","29.244","35.933","31.302","29.229","37.102","34.064","34.556","31.851"
"00:11:00","31.740","26.565","29.244","35.948","31.313","29.240","37.117","34.090","34.574","31.867"
"00:11:01","31.758","26.573","29.266","35.973","31.317","29.248","37.139","34.100","34.589","31.871"
"00:11:02","31.776","26.573","29.273","36.010","31.346","29.266","37.172","34.141","34.643","31.900"
"00:11:03","31.794","26.577","29.281","36.028","31.350","29.281","37.205","34.170","34.646","31.909"
"00:11:04","31.806","26.562","29.296","36.068","31.383","29.314","37.249","34.214","34.637","31.919"
"00:11:05","31.806","26.555","29.307","36.078","31.387","29.312","37.252","34.219","34.664","31.934"
"00:11:06","31.809","26.566","29.318","36.087","31.390","29.311","37.256","34.225","34.676","31.946"
"00:11:07","31.813","26.566","29.322","36.094","31.394","29.318","37.282","34.229","34.681","31.956"
"00:11:08","31.820","26.573","29.318","36.108","31.401","29.322","37.300","34.232","34.720","31.980"
"00:11:09","31.831","26.573","29.340","36.131","31.412","29.333","37.322","34.258","34.752","31.991"
"00:11:10","31.843","26.577","29.340","36.153","31.427","29.333","37.340","34.276","34.780","32.007"
"00:11:11","31.864","26.592","29.370","36.200","31.449","29.362","37.395","34.320","34.809","32.025"
"00:11:12","31.875","26.603","29.370","36.211","31.456","29.370","37.417","34.327","34.825","32.037"
"00:11:13","31.890","26.603","29.374","36.222","31.460","29.377","37.421","34.335","34.839","32.040"
"00:11:14","31.894","26.618","29.388","36.247","31.467","29.385","37.450","34.335","34.870","32.067"
"00:11:15","31.912","26.618","29.389","36.266","31.468","29.392","37.464","34.346","34.888","32.074"
"00:11:16","31.923","26.622","29.396","36.273","31.482","29.400","37.487","34.353","34.901","32.088"
"00:11:17","31.938","26.526","29.407","36.292","31.490","29.411","37.505","34.390","34.929","32.114"
"00:11:18","31.949","26.460","29.426","36.321","31.515","29.426","37.530","34.408","34.936","32.124"
"00:11:19","31.949","26.449","29.429","36.328","31.508","29.433","37.552","34.433","34.960","32.136"
"00:11:20","31.971","26.464","29.440","36.365","31.533","29.440","37.585","34.452","34.995","32.150"
"00:11:21","31.996","26.482","29.452","36.390","31.541","29.455","37.611","34.445","35.012","32.162"
"00:11:22","32.022","26.464","29.474","36.420","31.552","29.470","37.647","34.492","35.026","32.169"
"00:11:23","32.033","26.462","29.478","36.429","31.563","29.472","37.658","34.500","35.051","32.190"
"00:11:24","32.055","26.461","29.481","36.438","31.574","29.474","37.669","34.507","35.049","32.205"
"00:11:25","32.077","26.457","29.492","36.460","31.570","29.489","37.691","34.485","35.059","32.225"
"00:11:26","32.088","26.435","29.492","36.474","31.589","29.507","37.717","34.518","35.084","32.237"
"00:11:27","32.091","26.409","29.503","36.496","31.600","29.503","37.728","34.536","35.097","32.262"
"00:11:28","32.106","26.394","29.522","36.511","31.607","29.522","37.757","34.573","35.110","32.269"
"00:11:29","32.114","26.395","29.544","36.551","31.629","29.537","37.801","34.628","35.150","32.298"
"00:11:30","32.139","26.402","29.559","36.573","31.640","29.555","37.815","34.638","35.182","32.309"
"00:11:31","32.154","26.395","29.563","36.588","31.655","29.567","37.859","34.668","35.191","32.313"
"00:11:32","32.183","26.391","29.581","36.610","31.662","29.574","37.870","34.670","35.232","32.335"
"00:11:33","32.198","26.366","29.578","36.621","31.659","29.581","37.881","34.672","35.264","32.348"
"00:11:34","32.216","26.355","29.589","36.639","31.673","29.592","37.896","34.672","35.294","32.364"
"00:11:35","32.216","26.329","29.600","36.664","31.677","29.607","37.914","34.693","35.328","32.390"
"00:11:36","32.220","26.311","29.604","36.679","31.692","29.611","37.940","34.705","35.336","32.397"
"00:11:37","32.231","26.311","29.604","36.690","31.699","29.626","37.958","34.715","35.341","32.405"
"00:11:38","32.275","26.307","29.633","36.738","31.728","29.644","38.006","34.759","35.378","32.432"
"00:11:39","32.289","26.307","29.663","36.756","31.739","29.663","38.028","34.781","35.393","32.439"
"00:11:40","32.307","26.318","29.659","36.774","31.743","29.666","38.053","34.810","35.411","32.453"
"00:11:41","32.319","26.333","29.670","36.789","31.750","29.670","38.071","34.825","35.447","32.477"
"00:11:42","32.333","26.355","29.670","36.807","31.761","29.685","38.101","34.858","35.466","32.498"
"00:11:43","32.359","26.400","29.685","36.822","31.769","29.696","38.115","34.891","35.470","32.500"
"00:11:44","32.377","26.437","29.693","36.844","31.776","29.726","38.130","34.906","35.493","32.518"
"00:11:45","32.406","26.451","29.704","36.855","31.783","29.729","38.152","34.928","35.502","32.526"
"00:11:46","32.421","26.477","29.715","36.873","31.802","29.741","38.177","34.953","35.514","32.533"
"00:11:47","32.450","26.510","29.722","36.921","31.816","29.777","38.207","34.993","35.537","32.561"
"00:11:48","32.468","26.492","29.744","36.928","31.834","29.796","38.236","35.011","35.554","32.573"
"00:11:49","32.487","26.470","29.756","36.946","31.838","29.796","38.254","35.033","35.562","32.585"
"00:11:50","32.502","26.470","29.763","36.965","31.846","29.811","38.280","35.056","35.575","32.602"
"00:11:51","32.520","26.478","29.763","36.979","31.849","29.822","38.287","35.066","35.595","32.612"
"00:11:52","32.523","26.485","29.756","36.986","31.857","29.822","38.298","35.085","35.617","32.622"
"00:11:53","32.516","26.485","29.771","37.005","31.857","29.833","38.324","35.110","35.668","32.646"
"00:11:54","32.516","26.493","29.782","37.023","31.872","29.844","38.335","35.107","35.685","32.668"
"00:11:55","32.513","26.500","29.786","37.045","31.883","29.841","38.364","35.121","35.676","32.677"
"00:11:56","32.513","26.496","29.797","37.067","31.897","29.852","38.390","35.140","35.712","32.695"
"00:11:57","32.513","26.471","29.804","37.082","31.897","29.856","38.412","35.162","35.732","32.708"
"00:11:58","32.524","26.467","29.826","37.115","31.919","29.878","38.441","35.194","35.749","32.714"
"00:11:59","32.539","26.456","29.826","37.129","31.923","29.878","38.452","35.220","35.753","32.742"
"00:12:00","32.546","26.434","29.834","37.137","31.923","29.882","38.466","35.224","35.776","32.749"
"00:12:01","32.564","26.408","29.837","37.144","31.930","29.893","38.499","35.253","35.786","32.762"
"00:12:02","32.583","26.420","29.841","37.166","31.934","29.904","38.510","35.249","35.827","32.793"
"00:12:03","32.612","26.453","29.860","37.181","31.938","29.915","38.521","35.272","35.844","32.798"
"00:12:04","32.626","26.464","29.867","37.195","31.945","29.922","38.543","35.290","35.859","32.802"
"00:12:05","32.659","26.482","29.886","37.235","31.960","29.945","38.594","35.337","35.888","32.827"
"00:12:06","32.674","26.486","29.897","37.250","31.985","29.963","38.620","35.366","35.901","32.833"
"00:12:07","32.692","26.479","29.912","37.268","31.986","29.963","38.627","35.385","35.914","32.846"
"00:12:08","32.696","26.497","29.919","37.287","31.993","29.978","38.649","35.387","35.960","32.867"
"00:12:09","32.711","26.520","29.927","37.316","32.008","29.989","38.668","35.389","35.987","32.879"
"00:12:10","32.711","26.531","29.934","37.323","32.011","30.000","38.689","35.407","36.006","32.894"
"00:12:11","32.707","26.553","29.941","37.331","32.015","30.000","38.704","35.425","36.026","32.900"
"00:12:12","32.714","26.564","29.949","37.356","32.026","30.011","38.730","35.425","36.047","32.921"
"00:12:13","32.722","26.582","29.953","37.360","32.026","30.008","38.733","35.418","36.064","32.924"
"00:12:14","32.722","26.605","29.979","37.404","32.045","30.023","38.781","35.433","36.112","32.960"
