"","Channel 1 - Internal Ambient Last (C)","Channel 2 - External Ambient Last (C)","Channel 3 - Jetson Area Aluminum Panel Last (C)","Channel 4 - Jetson Area Display Panel Last (C)","Channel 5 - Touch Panel Board MCU Last (C)","Channel 6 - Center Top Aluminum Panel Last (C)","Channel 7 - Center Top Display Panel Last (C)","Channel 8 - Center Top Touch Screen Last (C)","Channel 9 - Jetson Area Touchscreen Last (C)","Channel 10 - Ambient Between Display and Aluminum Last (C)"
"00:00:00","27.088","25.977","27.757","27.364","27.161","27.577","27.765","27.640","27.382","27.767"
"00:00:01","27.095","25.962","27.761","27.364","27.154","27.574","27.761","27.647","27.378","27.760"
"00:00:02","27.066","26.002","27.757","27.360","27.158","27.574","27.769","27.636","27.362","27.750"
"00:00:03","27.062","26.039","27.761","27.360","27.161","27.577","27.757","27.640","27.362","27.759"
"00:00:04","27.051","26.072","27.757","27.356","27.147","27.574","27.754","27.632","27.363","27.758"
"00:00:05","27.032","26.127","27.754","27.360","27.154","27.581","27.754","27.632","27.363","27.760"
"00:00:06","27.021","26.175","27.761","27.360","27.158","27.573","27.754","27.632","27.362","27.756"
"00:00:07","27.014","26.216","27.746","27.345","27.150","27.577","27.754","27.632","27.365","27.759"
"00:00:08","27.044","26.260","27.754","27.353","27.158","27.581","27.746","27.625","27.352","27.746"
"00:00:09","27.062","26.293","27.750","27.360","27.157","27.588","27.761","27.632","27.352","27.747"
"00:00:10","27.077","26.322","27.746","27.364","27.154","27.581","27.761","27.625","27.358","27.753"
"00:00:11","27.091","26.348","27.757","27.356","27.154","27.581","27.757","27.617","27.366","27.762"
"00:00:12","27.110","26.344","27.750","27.356","27.150","27.581","27.746","27.606","27.370","27.761"
"00:00:13","27.113","26.352","27.746","27.349","27.154","27.573","27.739","27.610","27.370","27.762"
"00:00:14","27.161","26.370","27.735","27.341","27.150","27.570","27.739","27.603","27.375","27.761"
"00:00:15","27.139","26.359","27.739","27.341","27.139","27.562","27.731","27.603","27.371","27.762"
"00:00:16","27.132","26.374","27.742","27.345","27.150","27.573","27.746","27.610","27.368","27.755"
"00:00:17","27.120","26.403","27.746","27.349","27.150","27.569","27.750","27.610","27.364","27.753"
"00:00:18","27.102","26.425","27.742","27.341","27.146","27.566","27.739","27.606","27.368","27.751"
"00:00:19","27.087","26.432","27.728","27.334","27.143","27.558","27.735","27.599","27.378","27.764"
"00:00:20","27.087","26.440","27.731","27.334","27.135","27.566","27.739","27.602","27.378","27.759"
"00:00:21","27.076","26.432","27.735","27.334","27.135","27.551","27.731","27.606","27.373","27.746"
"00:00:22","27.069","26.425","27.728","27.330","27.143","27.558","27.731","27.610","27.369","27.744"
"00:00:23","27.051","26.407","27.735","27.338","27.150","27.566","27.739","27.621","27.366","27.749"
"00:00:24","27.069","26.399","27.746","27.348","27.153","27.569","27.738","27.606","27.371","27.753"
"00:00:25","27.065","26.377","27.742","27.341","27.153","27.569","27.735","27.610","27.374","27.757"
"00:00:26","27.065","26.384","27.742","27.345","27.153","27.569","27.749","27.613","27.366","27.750"
"00:00:27","27.032","26.373","27.742","27.348","27.150","27.565","27.749","27.606","27.370","27.752"
"00:00:28","26.999","26.384","27.742","27.341","27.146","27.562","27.731","27.599","27.370","27.750"
"00:00:29","26.988","26.388","27.727","27.337","27.142","27.558","27.742","27.602","27.365","27.740"
"00:00:30","27.006","26.399","27.735","27.341","27.135","27.558","27.738","27.606","27.362","27.748"
"00:00:31","27.010","26.406","27.735","27.337","27.135","27.554","27.731","27.602","27.363","27.740"
"00:00:32","27.021","26.428","27.727","27.337","27.138","27.543","27.731","27.598","27.366","27.743"
"00:00:33","26.991","26.417","27.727","27.330","27.135","27.539","27.723","27.598","27.358","27.739"
"00:00:34","26.984","26.443","27.723","27.326","27.131","27.543","27.723","27.606","27.366","27.742"
"00:00:35","26.958","26.447","27.727","27.326","27.124","27.540","27.720","27.602","27.365","27.742"
"00:00:36","26.958","26.480","27.720","27.326","27.127","27.551","27.716","27.602","27.370","27.741"
"00:00:37","26.962","26.506","27.727","27.333","27.135","27.551","27.727","27.602","27.375","27.744"
"00:00:38","26.977","26.502","27.727","27.326","27.120","27.551","27.723","27.595","27.377","27.737"
"00:00:39","26.988","26.513","27.716","27.326","27.120","27.540","27.716","27.580","27.372","27.740"
"00:00:40","26.977","26.509","27.712","27.315","27.120","27.532","27.712","27.580","27.371","27.742"
"00:00:41","26.955","26.520","27.709","27.315","27.116","27.540","27.705","27.584","27.366","27.737"
"00:00:42","26.965","26.528","27.727","27.326","27.127","27.554","27.716","27.584","27.370","27.731"
"00:00:43","26.977","26.524","27.720","27.315","27.131","27.551","27.712","27.595","27.361","27.731"
"00:00:44","26.991","26.513","27.734","27.330","27.131","27.550","27.720","27.598","27.366","27.734"
"00:00:45","27.002","26.513","27.727","27.326","27.135","27.543","27.716","27.602","27.364","27.723"
"00:00:46","26.995","26.487","27.716","27.311","27.124","27.543","27.712","27.595","27.356","27.727"
"00:00:47","26.999","26.476","27.716","27.319","27.120","27.536","27.712","27.587","27.354","27.719"
"00:00:48","26.999","26.443","27.716","27.319","27.124","27.543","27.712","27.587","27.353","27.723"
"00:00:49","26.991","26.443","27.723","27.315","27.131","27.543","27.720","27.591","27.355","27.722"
"00:00:50","26.980","26.340","27.720","27.322","27.127","27.536","27.716","27.595","27.357","27.727"
"00:00:51","26.987","26.329","27.708","27.315","27.120","27.539","27.712","27.591","27.358","27.726"
"00:00:52","26.987","26.303","27.708","27.315","27.120","27.532","27.712","27.587","27.355","27.723"
"00:00:53","26.980","26.274","27.705","27.311","27.116","27.525","27.698","27.587","27.351","27.725"
"00:00:54","26.969","26.233","27.708","27.311","27.123","27.528","27.708","27.587","27.350","27.723"
"00:00:55","26.962","26.207","27.716","27.315","27.131","27.539","27.709","27.595","27.350","27.718"
"00:00:56","26.947","26.174","27.708","27.322","27.120","27.528","27.712","27.587","27.348","27.715"
"00:00:57","26.969","26.156","27.709","27.311","27.120","27.528","27.701","27.591","27.350","27.720"
"00:00:58","26.973","26.152","27.712","27.315","27.123","27.539","27.708","27.598","27.341","27.717"
"00:00:59","26.954","26.104","27.705","27.304","27.112","27.528","27.694","27.587","27.359","27.719"
"00:01:00","26.980","26.090","27.705","27.304","27.116","27.528","27.701","27.583","27.352","27.719"
"00:01:01","26.995","26.075","27.705","27.311","27.116","27.539","27.694","27.657","27.418","27.719"
"00:01:02","26.991","26.071","27.686","27.296","27.109","27.539","27.697","27.580","27.376","27.739"
"00:01:03","27.002","26.042","27.694","27.293","27.116","27.524","27.708","27.591","26.947","27.704"
"00:01:04","27.024","26.042","27.694","27.289","27.112","27.524","27.697","27.579","26.875","27.710"
"00:01:05","26.947","26.027","27.705","27.304","27.116","27.524","27.686","27.572","26.819","27.713"
"00:01:06","26.910","25.975","27.705","27.304","27.112","27.535","27.694","27.580","26.761","27.710"
"00:01:07","26.928","25.975","27.708","27.307","27.116","27.528","27.705","27.587","26.707","27.711"
"00:01:08","26.991","26.078","27.690","27.300","27.112","27.521","27.697","27.572","26.657","27.706"
"00:01:09","27.009","26.159","27.690","27.296","27.112","27.517","27.686","27.565","26.623","27.703"
"00:01:10","26.994","26.207","27.701","27.304","27.116","27.524","27.701","27.579","26.595","27.697"
"00:01:11","27.006","26.244","27.697","27.296","27.105","27.524","27.690","27.572","26.563","27.697"
"00:01:12","27.013","26.277","27.697","27.300","27.112","27.521","27.694","27.576","26.544","27.700"
"00:01:13","27.042","26.307","27.694","27.293","27.109","27.521","27.686","27.572","26.550","27.700"
"00:01:14","27.072","26.340","27.694","27.296","27.101","27.524","27.690","27.579","26.539","27.700"
"00:01:15","27.090","26.373","27.686","27.292","27.101","27.517","27.679","27.572","26.539","27.706"
"00:01:16","27.109","26.409","27.690","27.292","27.109","27.521","27.682","27.576","26.512","27.691"
"00:01:17","27.131","26.454","27.690","27.300","27.105","27.524","27.694","27.568","26.493","27.695"
"00:01:18","27.127","26.479","27.690","27.300","27.101","27.517","27.686","27.572","26.471","27.693"
"00:01:19","27.105","26.491","27.683","27.285","27.105","27.521","27.683","27.569","26.449","27.693"
"00:01:20","27.046","26.509","27.690","27.292","27.105","27.517","27.686","27.576","26.426","27.702"
"00:01:21","26.998","26.512","27.694","27.292","27.112","27.524","27.682","27.576","26.393","27.697"
"00:01:22","27.006","26.535","27.694","27.304","27.112","27.532","27.690","27.576","26.385","27.698"
"00:01:23","26.987","26.535","27.694","27.300","27.112","27.535","27.686","27.576","26.375","27.689"
"00:01:24","26.972","26.538","27.686","27.292","27.105","27.517","27.686","27.576","26.379","27.687"
"00:01:25","26.972","26.542","27.682","27.285","27.112","27.510","27.679","27.579","26.373","27.691"
"00:01:26","26.932","26.564","27.686","27.289","27.105","27.510","27.682","27.572","26.363","27.690"
"00:01:27","26.936","26.564","27.682","27.289","27.109","27.517","27.675","27.587","26.366","27.689"
"00:01:28","26.939","26.568","27.682","27.292","27.101","27.517","27.675","27.576","26.368","27.692"
"00:01:29","26.925","26.575","27.686","27.289","27.109","27.506","27.679","27.583","26.361","27.684"
"00:01:30","26.936","26.520","27.690","27.285","27.094","27.513","27.679","27.576","26.354","27.687"
"00:01:31","26.939","26.443","27.679","27.285","27.101","27.502","27.671","27.568","26.339","27.674"
"00:01:32","26.954","26.376","27.686","27.285","27.101","27.510","27.682","27.572","26.326","27.709"
"00:01:33","26.961","26.409","27.682","27.270","27.105","27.502","27.660","27.565","26.299","27.653"
"00:01:34","26.965","26.354","27.679","27.281","27.079","27.506","27.668","27.561","26.279","27.673"
"00:01:35","26.910","26.097","27.683","27.289","27.105","27.510","27.679","27.543","26.253","27.670"
"00:01:36","26.844","26.042","27.690","27.278","27.109","27.506","27.675","27.539","26.253","27.680"
"00:01:37","26.914","26.016","27.671","27.278","27.109","27.502","27.660","27.532","26.255","27.672"
"00:01:38","26.906","26.027","27.653","27.263","27.105","27.473","27.649","27.521","26.255","27.663"
"00:01:39","26.895","26.031","27.642","27.263","27.105","27.484","27.646","27.524","26.231","27.662"
"00:01:40","26.936","26.056","27.668","27.259","27.145","27.539","27.642","27.521","26.203","27.652"
"00:01:41","26.987","26.082","27.661","27.241","27.164","27.513","27.653","27.539","26.204","27.656"
"00:01:42","27.046","26.111","27.671","27.274","27.193","27.469","27.664","27.535","26.234","27.665"
"00:01:43","27.086","26.134","27.664","27.292","27.160","27.510","27.653","27.543","26.230","27.666"
"00:01:44","27.142","26.211","27.661","27.278","27.157","27.506","27.653","27.528","26.241","27.661"
"00:01:45","27.153","26.255","27.661","27.274","27.157","27.506","27.657","27.524","26.236","27.666"
"00:01:46","27.131","26.299","27.679","27.285","27.142","27.528","27.660","27.528","26.247","27.666"
"00:01:47","27.142","26.347","27.694","27.289","27.167","27.543","27.660","27.524","26.243","27.662"
"00:01:48","27.142","26.391","27.679","27.274","27.145","27.580","27.664","27.528","26.251","27.672"
"00:01:49","27.167","26.406","27.675","27.274","27.153","27.524","27.671","27.524","26.238","27.663"
"00:01:50","27.138","26.373","27.672","27.285","27.153","27.524","27.664","27.532","26.209","27.674"
"00:01:51","27.013","26.362","27.686","27.281","27.171","27.532","27.664","27.521","26.186","27.668"
"00:01:52","26.973","26.406","27.646","27.271","27.145","27.554","27.672","27.517","26.201","27.667"
"00:01:53","27.042","26.292","27.668","27.270","27.134","27.524","27.668","27.513","26.203","27.659"
"00:01:54","27.086","26.273","27.664","27.267","27.134","27.528","27.657","27.510","26.212","27.654"
"00:01:55","27.109","26.281","27.642","27.263","27.138","27.535","27.657","27.510","26.224","27.661"
"00:01:56","27.116","26.273","27.664","27.270","27.127","27.535","27.649","27.513","26.203","27.660"
"00:01:57","27.123","26.296","27.653","27.267","27.131","27.532","27.646","27.510","26.200","27.661"
"00:01:58","27.142","26.284","27.657","27.267","27.120","27.524","27.646","27.517","26.210","27.659"
"00:01:59","27.101","26.299","27.668","27.252","27.134","27.547","27.668","27.521","26.211","27.669"
"00:02:00","27.112","26.299","27.668","27.289","27.134","27.539","27.642","27.521","26.193","27.664"
"00:02:01","27.083","26.310","27.660","27.259","27.145","27.528","27.657","27.524","26.210","27.669"
"00:02:02","27.112","26.321","27.653","27.270","27.127","27.546","27.660","27.532","26.222","27.665"
"00:02:03","27.153","26.347","27.660","27.267","27.131","27.543","27.657","27.539","26.210","27.668"
"00:02:04","27.145","26.373","27.668","27.270","27.138","27.550","27.664","27.532","26.173","27.657"
"00:02:05","27.168","26.395","27.668","27.267","27.127","27.543","27.657","27.535","26.162","27.655"
"00:02:06","27.171","26.417","27.671","27.252","27.131","27.546","27.664","27.535","26.131","27.659"
"00:02:07","27.171","26.432","27.679","27.256","27.134","27.546","27.649","27.535","26.144","27.648"
"00:02:08","27.120","26.446","27.675","27.256","27.127","27.543","27.649","27.539","26.151","27.660"
"00:02:09","27.145","26.457","27.668","27.259","27.153","27.557","27.660","27.539","26.162","27.664"
"00:02:10","27.164","26.476","27.697","27.256","27.120","27.557","27.657","27.528","26.165","27.671"
"00:02:11","27.134","26.483","27.668","27.256","27.075","27.550","27.653","27.535","26.852","27.626"
"00:02:12","27.061","26.498","27.638","27.252","27.123","27.539","27.675","27.513","27.200","27.667"
"00:02:13","27.028","26.494","27.650","27.249","27.094","27.477","27.635","27.491","27.116","27.665"
"00:02:14","27.028","26.516","27.646","27.241","27.116","27.532","27.668","27.510","27.229","27.662"
"00:02:15","27.072","26.546","27.668","27.267","27.131","27.528","27.653","27.469","27.720","27.714"
"00:02:16","27.068","26.553","27.627","27.245","27.094","27.535","27.653","27.469","29.330","27.655"
"00:02:17","27.076","26.579","27.642","27.241","27.120","27.539","27.657","27.495","28.602","27.688"
"00:02:18","27.079","26.586","27.649","27.245","27.105","27.521","27.642","27.499","28.199","27.643"
"00:02:19","27.061","26.601","27.653","27.245","27.094","27.510","27.649","27.487","27.848","27.648"
"00:02:20","27.120","26.623","27.657","27.252","27.109","27.517","27.649","27.495","27.652","27.643"
"00:02:21","27.142","26.627","27.642","27.245","27.112","27.513","27.638","27.495","27.788","27.634"
"00:02:22","27.123","26.634","27.646","27.241","27.116","27.513","27.631","27.484","27.789","27.641"
"00:02:23","27.131","26.638","27.639","27.241","27.112","27.502","27.639","27.488","27.672","27.636"
"00:02:24","27.134","26.641","27.642","27.237","27.105","27.517","27.635","27.484","27.598","27.640"
"00:02:25","27.112","26.616","27.639","27.237","27.116","27.513","27.642","27.488","27.587","27.631"
"00:02:26","27.116","26.583","27.646","27.241","27.112","27.517","27.642","27.488","27.463","27.635"
"00:02:27","27.109","26.594","27.646","27.245","27.112","27.528","27.642","27.495","27.460","27.618"
"00:02:28","27.153","26.605","27.639","27.252","27.109","27.535","27.657","27.488","27.406","27.649"
"00:02:29","27.039","26.630","27.631","27.215","27.112","27.558","27.616","27.473","27.349","27.641"
"00:02:30","27.039","26.641","27.631","27.226","27.142","27.502","27.646","27.499","27.424","27.621"
"00:02:31","27.057","26.660","27.628","27.238","27.120","27.528","27.664","27.477","27.408","27.677"
"00:02:32","27.072","26.653","27.646","27.234","27.120","27.536","27.650","27.492","27.527","27.640"
"00:02:33","27.061","26.660","27.631","27.230","27.112","27.539","27.653","27.466","27.586","27.640"
"00:02:34","27.057","26.675","27.657","27.234","27.120","27.532","27.642","27.506","27.412","27.635"
"00:02:35","27.079","26.682","27.650","27.226","27.123","27.517","27.642","27.524","27.606","27.637"
"00:02:36","27.105","26.675","27.642","27.230","27.124","27.536","27.642","27.539","27.991","27.628"
"00:02:37","27.134","26.697","27.642","27.241","27.142","27.528","27.650","27.550","28.183","27.633"
"00:02:38","27.186","26.708","27.642","27.237","27.149","27.539","27.646","27.580","28.158","27.632"
"00:02:39","27.168","26.689","27.642","27.234","27.145","27.539","27.642","27.602","28.334","27.640"
"00:02:40","27.160","26.671","27.639","27.230","27.149","27.536","27.642","27.613","28.356","27.632"
"00:02:41","27.149","26.667","27.646","27.230","27.153","27.536","27.635","27.620","30.461","27.629"
"00:02:42","27.116","26.649","27.639","27.227","27.153","27.528","27.635","27.628","31.609","27.622"
"00:02:43","27.098","26.627","27.631","27.227","27.149","27.517","27.631","27.624","31.150","27.628"
"00:02:44","27.120","26.608","27.628","27.219","27.146","27.532","27.631","27.628","30.535","27.630"
"00:02:45","27.102","26.539","27.639","27.216","27.153","27.536","27.628","28.091","30.009","27.634"
"00:02:46","27.072","26.498","27.628","27.212","27.164","27.517","27.624","29.383","29.514","27.637"
"00:02:47","27.090","26.436","27.624","27.216","27.160","27.517","27.620","30.187","29.178","27.634"
"00:02:48","27.109","26.447","27.628","27.227","27.150","27.521","27.628","29.644","28.990","27.646"
"00:02:49","27.120","26.469","27.628","27.219","27.172","27.536","27.654","29.284","28.814","27.636"
"00:02:50","27.138","26.517","27.635","27.234","27.183","27.517","27.628","29.037","28.675","27.627"
"00:02:51","27.109","26.546","27.639","27.227","27.179","27.525","27.628","28.853","28.601","27.640"
"00:02:52","27.102","26.553","27.632","27.223","27.164","27.521","27.635","28.713","28.566","27.642"
"00:02:53","27.138","26.572","27.650","27.234","27.183","27.528","27.632","28.599","28.453","27.636"
"00:02:54","27.124","26.572","27.628","27.223","27.179","27.528","27.635","28.504","28.404","27.638"
"00:02:55","27.109","26.587","27.635","27.227","27.186","27.528","27.628","28.412","28.352","27.636"
"00:02:56","27.131","26.605","27.635","27.220","27.186","27.525","27.624","28.298","28.305","27.634"
"00:02:57","27.117","26.631","27.628","27.227","27.186","27.525","27.628","28.253","28.266","27.631"
"00:02:58","27.109","26.627","27.624","27.216","27.190","27.529","27.628","28.213","28.250","27.632"
"00:02:59","27.135","26.635","27.621","27.227","27.201","27.532","27.635","28.184","28.220","27.636"
"00:03:00","27.139","26.635","27.639","27.231","27.194","27.532","27.632","28.162","28.201","27.637"
"00:03:01","27.128","26.627","27.635","27.234","27.212","27.543","27.639","28.158","28.191","27.637"
"00:03:02","27.124","26.620","27.639","27.227","27.212","27.547","27.639","28.187","28.174","27.643"
"00:03:03","27.131","26.605","27.639","27.231","27.212","27.543","27.639","28.298","28.149","27.640"
"00:03:04","27.150","26.576","27.643","27.227","27.216","27.536","27.639","28.496","28.126","27.626"
"00:03:05","27.131","26.513","27.636","27.231","27.212","27.540","27.643","28.640","28.130","27.631"
"00:03:06","27.124","26.502","27.636","27.234","27.216","27.540","27.636","28.795","28.115","27.627"
"00:03:07","27.131","26.495","27.625","27.227","27.212","27.558","27.650","28.942","28.115","27.633"
"00:03:08","27.157","26.499","27.665","27.260","27.220","27.529","27.625","28.839","28.069","27.646"
"00:03:09","27.131","26.506","27.643","27.227","27.201","27.536","27.639","28.765","28.058","27.642"
"00:03:10","27.165","26.532","27.639","27.234","27.220","27.536","27.639","28.662","28.036","27.635"
"00:03:11","27.187","26.543","27.632","27.234","27.190","27.536","27.632","28.607","28.023","27.646"
"00:03:12","27.102","26.524","27.628","27.216","27.209","27.547","27.632","28.493","28.012","27.634"
"00:03:13","27.157","26.528","27.632","27.231","27.187","27.540","27.647","28.478","27.999","27.630"
"00:03:14","27.205","26.569","27.680","27.209","27.275","27.544","27.658","28.397","27.984","27.605"
"00:03:15","27.154","26.576","27.628","27.227","27.176","27.507","27.628","28.364","27.970","27.637"
"00:03:16","27.191","26.598","27.632","27.235","27.187","27.537","27.617","28.320","27.958","27.631"
"00:03:17","27.249","26.602","27.617","27.224","27.146","27.592","27.643","28.302","27.913","27.620"
"00:03:18","27.257","26.620","27.621","27.238","27.198","27.485","27.632","28.243","27.919","27.624"
"00:03:19","27.268","26.620","27.614","27.250","27.194","27.511","27.636","28.269","27.900","27.587"
"00:03:20","27.191","26.650","27.555","27.239","27.198","27.540","27.617","28.214","27.916","27.640"
"00:03:21","27.158","26.668","27.592","27.235","27.198","27.540","27.658","28.188","27.904","27.615"
"00:03:22","27.191","26.683","27.606","27.235","27.202","27.511","27.654","28.177","27.892","27.637"
"00:03:23","27.176","26.690","27.636","27.220","27.224","27.529","27.632","28.158","27.891","27.604"
"00:03:24","27.198","26.672","27.617","27.216","27.209","27.526","27.632","28.177","27.849","27.636"
"00:03:25","27.206","26.683","27.610","27.235","27.231","27.529","27.651","28.118","27.900","27.631"
"00:03:26","27.202","26.676","27.599","27.228","27.202","27.522","27.621","28.089","27.854","27.637"
"00:03:27","27.165","26.668","27.607","27.235","27.195","27.515","27.614","28.067","27.840","27.626"
"00:03:28","27.080","26.654","27.585","27.228","27.220","27.511","27.636","28.048","27.828","27.631"
"00:03:29","27.062","26.628","27.614","27.235","27.213","27.522","27.651","28.033","27.820","27.623"
"00:03:30","27.055","26.580","27.610","27.209","27.220","27.507","27.629","28.015","27.811","27.618"
"00:03:31","27.154","26.558","27.621","27.239","27.231","27.533","27.632","28.019","27.800","27.619"
"00:03:32","27.268","26.543","27.629","27.239","27.250","27.526","27.633","27.982","27.783","27.609"
"00:03:33","27.305","26.543","27.633","27.246","27.213","27.544","27.633","27.960","27.774","27.614"
"00:03:34","27.301","26.532","27.622","27.228","27.235","27.526","27.629","27.945","27.770","27.619"
"00:03:35","27.331","26.536","27.607","27.209","27.217","27.511","27.633","27.931","27.761","27.594"
"00:03:36","27.346","26.551","27.614","27.257","27.254","27.522","27.618","27.920","27.764","27.607"
"00:03:37","27.276","26.577","27.622","27.243","27.243","27.530","27.633","27.916","27.762","27.588"
"00:03:38","27.272","26.599","27.611","27.250","27.239","27.497","27.633","27.909","27.744","27.559"
"00:03:39","27.257","26.606","27.614","27.254","27.228","27.486","27.640","27.905","27.725","27.562"
"00:03:40","27.228","26.614","27.611","27.246","27.261","27.489","27.647","27.912","27.736","27.548"
"00:03:41","27.158","26.551","27.567","27.243","27.225","27.471","27.611","27.890","27.730","27.525"
"00:03:42","27.206","26.522","27.574","27.232","27.213","27.460","27.603","27.879","27.724","27.505"
"00:03:43","27.195","26.514","27.578","27.225","27.225","27.471","27.585","27.876","27.728","27.508"
"00:03:44","27.217","26.500","27.552","27.191","27.247","27.471","27.596","27.861","27.708","27.504"
"00:03:45","27.228","26.481","27.567","27.210","27.236","27.475","27.611","27.854","27.701","27.490"
"00:03:46","27.298","26.367","27.574","27.221","27.225","27.490","27.611","27.839","27.687","27.488"
"00:03:47","27.287","26.239","27.556","27.214","27.239","27.479","27.607","27.846","27.679","27.480"
"00:03:48","27.284","26.235","27.578","27.221","27.225","27.490","27.611","27.846","27.683","27.487"
"00:03:49","27.228","26.220","27.567","27.214","27.228","27.471","27.607","27.828","27.676","27.481"
"00:03:50","27.203","26.316","27.563","27.214","27.218","27.449","27.596","27.821","27.660","27.506"
"00:03:51","27.181","26.364","27.560","27.229","27.265","27.453","27.604","27.825","27.654","27.500"
"00:03:52","27.148","26.393","27.552","27.232","27.243","27.442","27.608","27.814","27.665","27.508"
"00:03:53","27.070","26.423","27.556","27.218","27.243","27.435","27.615","27.817","27.656","27.498"
"00:03:54","27.026","26.452","27.567","27.221","27.262","27.442","27.655","27.806","27.644","27.470"
"00:03:55","27.137","26.460","27.538","27.203","27.225","27.401","27.600","27.803","27.640","27.458"
"00:03:56","27.104","26.482","27.545","27.221","27.269","27.438","27.597","27.788","27.643","27.493"
"00:03:57","27.144","26.511","27.538","27.210","27.251","27.427","27.589","27.777","27.653","27.502"
"00:03:58","27.192","26.526","27.527","27.207","27.254","27.483","27.622","27.784","27.641","27.515"
"00:03:59","27.192","26.552","27.531","27.199","27.251","27.486","27.600","27.751","27.644","27.521"
"00:04:00","27.192","26.556","27.534","27.222","27.255","27.475","27.619","27.748","27.635","27.517"
"00:04:01","27.163","26.563","27.520","27.210","27.240","27.508","27.608","27.744","27.626","27.512"
"00:04:02","27.188","26.563","27.531","27.207","27.244","27.450","27.608","27.737","27.614","27.517"
"00:04:03","27.192","26.548","27.527","27.178","27.255","27.505","27.619","27.737","27.617","27.522"
"00:04:04","27.163","26.552","27.538","27.233","27.251","27.509","27.626","27.722","27.625","27.528"
"00:04:05","27.144","26.515","27.534","27.214","27.258","27.479","27.619","27.729","27.617","27.536"
"00:04:06","27.167","26.519","27.553","27.222","27.281","27.509","27.619","27.726","27.610","27.540"
"00:04:07","27.152","26.526","27.545","27.214","27.266","27.494","27.612","27.707","27.594","27.539"
"00:04:08","27.104","26.552","27.549","27.222","27.248","27.468","27.619","27.693","27.608","27.545"
"00:04:09","26.964","26.552","27.553","27.218","27.240","27.457","27.616","27.696","27.602","27.544"
"00:04:10","26.898","26.556","27.557","27.226","27.229","27.450","27.601","27.700","27.605","27.539"
"00:04:11","26.861","26.560","27.568","27.226","27.226","27.446","27.597","27.708","27.606","27.549"
"00:04:12","26.861","26.560","27.557","27.218","27.215","27.417","27.590","27.708","27.608","27.563"
"00:04:13","26.847","26.586","27.553","27.229","27.207","27.421","27.594","27.708","27.608","27.564"
"00:04:14","26.931","26.574","27.538","27.222","27.196","27.410","27.597","27.708","27.603","27.556"
"00:04:15","26.972","26.574","27.542","27.215","27.204","27.406","27.586","27.697","27.585","27.547"
"00:04:16","26.979","26.553","27.550","27.204","27.208","27.417","27.601","27.723","27.595","27.559"
"00:04:17","27.072","26.571","27.528","27.211","27.200","27.421","27.605","27.715","27.571","27.553"
"00:04:18","27.038","26.578","27.524","27.196","27.185","27.399","27.601","27.704","27.574","27.550"
"00:04:19","27.064","26.593","27.528","27.200","27.204","27.476","27.594","27.697","27.571","27.543"
"00:04:20","27.090","26.604","27.528","27.182","27.211","27.410","27.605","27.701","27.567","27.550"
"00:04:21","27.068","26.612","27.517","27.200","27.212","27.407","27.605","27.690","27.575","27.563"
"00:04:22","27.050","26.619","27.532","27.186","27.193","27.373","27.590","27.697","27.578","27.567"
"00:04:23","27.061","26.641","27.539","27.182","27.204","27.414","27.605","27.690","27.561","27.546"
"00:04:24","26.976","26.645","27.535","27.200","27.200","27.403","27.594","27.694","27.571","27.559"
"00:04:25","26.958","26.652","27.524","27.197","27.182","27.388","27.587","27.679","27.545","27.556"
"00:04:26","27.042","26.645","27.528","27.190","27.160","27.366","27.576","27.690","27.537","27.548"
"00:04:27","27.061","26.649","27.532","27.186","27.160","27.377","27.580","27.683","27.530","27.546"
"00:04:28","27.072","26.641","27.535","27.190","27.153","27.381","27.583","27.686","27.527","27.548"
"00:04:29","27.094","26.638","27.536","27.186","27.153","27.370","27.572","27.668","27.528","27.552"
"00:04:30","27.098","26.638","27.535","27.179","27.149","27.366","27.569","27.635","27.525","27.557"
"00:04:31","27.109","26.631","27.532","27.186","27.142","27.388","27.572","27.668","27.524","27.546"
"00:04:32","27.124","26.620","27.528","27.190","27.146","27.381","27.565","27.665","27.531","27.555"
"00:04:33","27.138","26.627","27.536","27.183","27.142","27.378","27.573","27.661","27.537","27.560"
"00:04:34","27.161","26.594","27.528","27.179","27.131","27.378","27.562","27.650","27.545","27.565"
"00:04:35","27.179","26.568","27.517","27.179","27.124","27.385","27.558","27.628","27.543","27.565"
"00:04:36","27.201","26.568","27.517","27.175","27.116","27.381","27.565","27.635","27.535","27.564"
"00:04:37","27.227","26.583","27.532","27.183","27.128","27.396","27.565","27.646","27.529","27.554"
"00:04:38","27.238","26.598","27.536","27.183","27.120","27.389","27.562","27.639","27.529","27.560"
"00:04:39","27.257","26.605","27.525","27.172","27.113","27.389","27.558","27.647","27.529","27.557"
"00:04:40","27.257","26.616","27.540","27.187","27.120","27.393","27.566","27.650","27.521","27.564"
"00:04:41","27.279","26.602","27.536","27.187","27.117","27.378","27.577","27.658","27.515","27.567"
"00:04:42","27.286","26.602","27.533","27.187","27.120","27.393","27.569","27.665","27.534","27.566"
"00:04:43","27.305","26.587","27.544","27.183","27.117","27.400","27.569","27.647","27.530","27.574"
"00:04:44","27.323","26.510","27.533","27.187","27.113","27.393","27.569","27.636","27.520","27.562"
"00:04:45","27.327","26.506","27.529","27.180","27.106","27.397","27.566","27.625","27.508","27.562"
