"","Channel 2 - Jetson Area Aluminum Panel Last (C)","Channel 3 - Jetson Area Display Panel Last (C)","Channel 4 - Jetson Area Touchscreen Last (C)","Channel 5 - Center Top Aluminum Panel Last (C)","Channel 6 - Center Top Display Panel Last (C)","Channel 7 - Center Top Touchscreen Last (C)","Channel 8 - Ambient Between Display and Aluminum Last (C)","Channel 1 - External Ambient Last (C)"
"00:02:26","25.598","25.683","25.333","25.341","25.904","25.970","25.962","24.976"
"00:02:27","25.613","25.687","25.333","25.341","25.904","25.966","25.955","24.980"
"00:02:28","25.598","25.683","25.326","25.341","25.907","25.966","25.955","24.977"
"00:02:29","25.602","25.683","25.322","25.330","25.896","25.959","25.952","24.980"
"00:02:30","25.606","25.676","25.308","25.330","25.893","25.959","25.948","24.977"
"00:02:31","25.606","25.690","25.319","25.333","25.904","25.959","25.955","24.962"
"00:02:32","25.606","25.672","25.326","25.330","25.904","25.981","25.966","24.947"
"00:02:33","25.606","25.691","25.312","25.334","25.900","25.974","25.952","24.907"
"00:02:34","25.602","25.683","25.297","25.326","25.889","25.963","25.945","24.889"
"00:02:35","25.602","25.672","25.279","25.323","25.889","25.963","25.948","24.889"
"00:02:36","25.591","25.676","25.275","25.315","25.882","25.956","25.941","24.870"
"00:02:37","25.599","25.669","25.268","25.327","25.890","25.974","25.948","24.881"
"00:02:38","25.595","25.669","25.268","25.316","25.886","25.959","25.941","24.892"
"00:02:39","25.603","25.669","25.272","25.316","25.882","25.945","25.930","24.885"
"00:02:40","25.595","25.662","25.268","25.319","25.864","25.945","25.934","24.889"
"00:02:41","25.584","25.662","25.264","25.305","25.871","25.934","25.919","24.900"
"00:02:42","25.581","25.654","25.250","25.301","25.868","25.938","25.930","24.915"
"00:02:43","25.592","25.665","25.250","25.323","25.875","25.938","25.934","24.933"
"00:02:44","25.596","25.669","25.246","25.305","25.871","25.927","25.919","24.948"
"00:02:45","25.592","25.655","25.235","25.301","25.868","25.919","25.923","24.941"
"00:02:46","25.599","25.666","25.242","25.301","25.875","25.923","25.934","24.963"
"00:02:47","25.603","25.669","25.239","25.301","25.875","25.934","25.934","24.989"
"00:02:48","25.607","25.669","25.239","25.305","25.872","25.927","25.934","25.007"
"00:02:49","25.603","25.670","25.243","25.305","25.879","25.909","25.931","24.967"
"00:02:50","25.611","25.673","25.239","25.316","25.883","25.905","25.923","24.948"
"00:02:51","25.600","25.662","25.235","25.302","25.865","25.898","25.931","24.963"
"00:02:52","25.596","25.659","25.239","25.305","25.865","25.901","25.923","24.941"
"00:02:53","25.596","25.662","25.228","25.306","25.868","25.894","25.920","24.938"
"00:02:54","25.585","25.655","25.228","25.302","25.861","25.898","25.913","24.952"
"00:02:55","25.589","25.655","25.221","25.298","25.913","25.854","25.920","24.945"
"00:02:56","25.582","25.655","25.225","25.310","25.869","25.909","25.917","24.978"
"00:02:57","25.574","25.659","25.221","25.295","25.843","25.895","25.906","24.989"
"00:02:58","25.564","25.648","25.218","25.291","25.847","25.895","25.902","24.993"
"00:02:59","25.553","25.644","25.214","25.280","25.854","25.902","25.909","25.008"
"00:03:00","25.545","25.648","25.214","25.288","25.854","25.906","25.895","25.012"
"00:03:01","25.534","25.648","25.214","25.284","25.847","25.902","25.898","25.023"
"00:03:02","25.534","25.645","25.199","25.277","25.847","25.910","25.902","25.023"
"00:03:03","25.534","25.648","25.189","25.281","25.840","25.906","25.895","25.038"
"00:03:04","25.534","25.641","25.196","25.277","25.836","25.902","25.906","25.041"
"00:03:05","25.542","25.649","25.215","25.285","25.851","25.917","25.910","25.049"
"00:03:06","25.553","25.656","25.215","25.284","25.855","25.903","25.899","25.067"
"00:03:07","25.549","25.649","25.215","25.281","25.847","25.903","25.906","25.060"
"00:03:08","25.550","25.645","25.207","25.274","25.851","25.896","25.899","25.068"
"00:03:09","25.553","25.645","25.207","25.288","25.844","25.899","25.892","25.079"
"00:03:10","25.553","25.649","25.215","25.281","25.840","25.910","25.899","25.083"
"00:03:11","25.561","25.649","25.211","25.289","25.837","25.907","25.903","25.094"
"00:03:12","25.554","25.642","25.197","25.271","25.833","25.889","25.889","25.090"
"00:03:13","25.546","25.638","25.182","25.274","25.826","25.885","25.900","25.087"
"00:03:14","25.536","25.639","25.179","25.271","25.834","25.892","25.885","25.098"
"00:03:15","25.536","25.639","25.182","25.278","25.841","25.892","25.892","25.101"
"00:03:16","25.532","25.642","25.175","25.278","25.837","25.893","25.893","25.113"
"00:03:17","25.525","25.631","25.164","25.275","25.834","25.900","25.882","25.109"
"00:03:18","25.529","25.650","25.168","25.275","25.838","25.889","25.889","25.109"
"00:03:19","25.521","25.646","25.161","25.278","25.845","25.896","25.889","25.105"
"00:03:20","25.521","25.672","25.175","25.278","25.845","25.893","25.896","25.128"
"00:03:21","25.532","25.683","25.168","25.275","25.852","25.886","25.889","25.128"
"00:03:22","25.525","25.691","25.175","25.275","25.864","25.886","25.904","25.128"
"00:03:23","25.544","25.742","25.176","25.282","25.893","25.893","25.900","25.143"
"00:03:24","25.533","25.753","25.168","25.268","25.897","25.893","25.908","25.139"
"00:03:25","25.533","25.779","25.168","25.283","25.923","25.915","25.919","25.146"
"00:03:26","25.540","25.816","25.180","25.283","25.948","25.915","25.919","25.150"
"00:03:27","25.540","25.842","25.187","25.272","25.971","25.912","25.923","25.154"
"00:03:28","25.548","25.868","25.194","25.275","25.974","25.912","25.927","25.158"
"00:03:29","25.537","25.886","25.187","25.264","26.000","25.923","25.923","25.147"
"00:03:30","25.548","25.905","25.198","25.268","26.019","25.930","25.923","25.154"
"00:03:31","25.548","25.949","25.187","25.265","26.041","25.949","25.938","25.169"
"00:03:32","25.544","26.004","25.202","25.268","26.103","25.971","25.964","25.143"
"00:03:33","25.541","26.037","25.195","25.268","26.122","25.982","25.964","25.140"
"00:03:34","25.544","26.071","25.221","25.268","26.159","25.993","25.975","25.151"
"00:03:35","25.559","26.107","25.235","25.276","26.199","26.008","25.990","25.144"
"00:03:36","25.552","26.141","25.243","25.276","26.222","26.016","26.001","25.158"
"00:03:37","25.559","26.177","25.261","25.283","26.255","26.034","26.012","25.155"
"00:03:38","25.556","26.196","25.261","25.272","26.273","26.049","26.016","25.140"
"00:03:39","25.563","26.240","25.272","25.280","26.310","26.052","26.027","25.136"
"00:03:40","25.552","26.262","25.276","25.269","26.336","26.049","26.031","25.096"
"00:03:41","25.545","26.321","25.295","25.269","26.388","26.079","26.053","25.078"
"00:03:42","25.549","26.358","25.302","25.273","26.428","26.086","26.053","25.074"
"00:03:43","25.553","26.388","25.310","25.269","26.439","26.093","26.068","25.082"
"00:03:44","25.556","26.425","25.313","25.273","26.472","26.104","26.075","25.085"
"00:03:45","25.549","26.454","25.332","25.266","26.502","26.112","26.075","25.085"
"00:03:46","25.534","26.473","25.325","25.258","26.520","26.116","26.079","25.082"
"00:03:47","25.534","26.498","25.325","25.251","26.546","26.119","26.086","25.078"
"00:03:48","25.523","26.532","25.325","25.251","26.572","26.116","26.094","25.078"
"00:03:49","25.523","26.565","25.339","25.248","26.613","26.134","26.101","25.086"
"00:03:50","25.520","26.631","25.362","25.251","26.679","26.156","26.127","25.064"
"00:03:51","25.505","26.657","25.369","25.244","26.686","26.171","26.124","25.068"
"00:03:52","25.498","26.686","25.373","25.237","26.709","26.179","26.131","25.068"
"00:03:53","25.498","26.712","25.395","25.226","26.738","26.186","26.146","25.086"
"00:03:54","25.498","26.749","25.410","25.233","26.771","26.208","26.157","25.090"
"00:03:55","25.498","26.779","25.410","25.233","26.801","26.223","26.168","25.083"
"00:03:56","25.509","26.816","25.432","25.237","26.838","26.234","26.183","25.094"
"00:03:57","25.506","26.849","25.439","25.248","26.867","26.238","26.190","25.112"
"00:03:58","25.495","26.882","25.454","25.241","26.893","26.242","26.190","25.108"
"00:03:59","25.484","26.930","25.462","25.234","26.937","26.260","26.205","25.101"
"00:04:00","25.473","26.959","25.466","25.237","26.959","26.264","26.220","25.116"
"00:04:01","25.484","26.989","25.488","25.238","26.989","26.290","26.216","25.116"
"00:04:02","25.484","27.026","25.499","25.241","27.018","26.316","26.238","25.120"
"00:04:03","25.488","27.059","25.514","25.249","27.051","26.330","26.260","25.116"
"00:04:04","25.492","27.088","25.528","25.256","27.077","26.345","26.268","25.138"
"00:04:05","25.484","27.114","25.532","25.245","27.096","26.360","26.264","25.142"
"00:04:06","25.488","27.147","25.543","25.249","27.129","26.364","26.283","25.138"
"00:04:07","25.481","27.181","25.562","25.245","27.155","26.390","26.287","25.128"
"00:04:08","25.474","27.229","25.591","25.245","27.207","26.404","26.294","25.150"
"00:04:09","25.492","27.258","25.614","25.253","27.240","26.427","26.313","25.154"
"00:04:10","25.499","27.291","25.636","25.249","27.262","26.438","26.313","25.150"
"00:04:11","25.485","27.306","25.650","25.242","27.288","26.452","26.324","25.150"
"00:04:12","25.496","27.332","25.665","25.242","27.310","26.467","26.327","25.161"
"00:04:13","25.503","27.361","25.665","25.246","27.339","26.475","26.350","25.146"
"00:04:14","25.503","27.394","25.676","25.253","27.369","26.482","26.353","25.161"
"00:04:15","25.500","27.420","25.680","25.246","27.398","26.471","26.357","25.165"
"00:04:16","25.489","27.443","25.688","25.246","27.417","26.486","26.368","25.169"
"00:04:17","25.493","27.502","25.724","25.250","27.465","26.512","26.383","25.176"
"00:04:18","25.504","27.527","25.736","25.250","27.491","26.523","26.405","25.176"
"00:04:19","25.504","27.561","25.765","25.268","27.528","26.542","26.413","25.180"
"00:04:20","25.508","27.590","25.780","25.272","27.553","26.553","26.427","25.191"
"00:04:21","25.515","27.620","25.802","25.265","27.572","26.564","26.428","25.202"
"00:04:22","25.497","27.642","25.791","25.258","27.594","26.575","26.431","25.195"
"00:04:23","25.493","27.664","25.802","25.261","27.623","26.593","26.446","25.199"
"00:04:24","25.512","27.701","25.821","25.258","27.657","26.619","26.465","25.199"
"00:04:25","25.516","27.734","25.839","25.262","27.672","26.634","26.472","25.217"
"00:04:26","25.504","27.760","25.858","25.254","27.708","26.645","26.472","25.203"
"00:04:27","25.497","27.797","25.869","25.269","27.738","26.674","26.491","25.203"
"00:04:28","25.494","27.823","25.891","25.262","27.764","26.690","26.495","25.210"
"00:04:29","25.505","27.848","25.921","25.266","27.790","26.719","26.502","25.214"
"00:04:30","25.512","27.878","25.939","25.262","27.812","26.723","26.517","25.221"
"00:04:31","25.509","27.904","25.969","25.269","27.838","26.734","26.524","25.229"
"00:04:32","25.520","27.933","25.980","25.273","27.860","26.756","26.531","25.222"
"00:04:33","25.524","27.967","25.994","25.277","27.893","26.782","26.546","25.237"
"00:04:34","25.512","27.978","26.002","25.273","27.915","26.804","26.546","25.229"
"00:04:35","25.513","28.037","26.013","25.259","27.959","26.811","26.565","25.240"
"00:04:36","25.513","28.063","26.028","25.277","27.985","26.834","26.580","25.241"
"00:04:37","25.509","28.092","26.054","25.274","28.015","26.848","26.594","25.252"
"00:04:38","25.520","28.121","26.076","25.277","28.037","26.859","26.613","25.263"
"00:04:39","25.513","28.147","26.083","25.285","28.059","26.878","26.620","25.266"
"00:04:40","25.513","28.166","26.098","25.281","28.085","26.889","26.617","25.263"
"00:04:41","25.513","28.192","26.102","25.281","28.100","26.904","26.628","25.252"
"00:04:42","25.510","28.221","26.117","25.278","28.118","26.926","26.628","25.259"
"00:04:43","25.510","28.243","26.120","25.274","28.144","26.919","26.632","25.252"
"00:04:44","25.506","28.291","26.161","25.278","28.188","26.937","26.654","25.256"
"00:04:45","25.503","28.314","26.169","25.267","28.207","26.963","26.658","25.252"
"00:04:46","25.510","28.343","26.187","25.278","28.229","26.993","26.676","25.260"
"00:04:47","25.510","28.369","26.202","25.286","28.255","27.022","26.687","25.267"
"00:04:48","25.506","28.395","26.213","25.286","28.277","27.041","26.691","25.267"
"00:04:49","25.503","28.424","26.220","25.297","28.303","27.070","26.706","25.264"
"00:04:50","25.507","28.439","26.224","25.293","28.321","27.074","26.710","25.271"
"00:04:51","25.510","28.483","26.246","25.301","28.347","27.093","26.721","25.268"
"00:04:52","25.514","28.498","26.232","25.282","28.358","27.093","26.725","25.253"
"00:04:53","25.507","28.542","26.232","25.286","28.406","27.111","26.743","25.253"
"00:04:54","25.507","28.561","26.247","25.290","28.432","27.111","26.747","25.238"
"00:04:55","25.489","28.583","26.261","25.286","28.443","27.119","26.743","25.238"
"00:04:56","25.485","28.601","26.269","25.279","28.454","27.130","26.747","25.224"
"00:04:57","25.481","28.609","26.284","25.272","28.469","27.137","26.751","25.224"
"00:04:58","25.489","28.635","26.295","25.272","28.491","27.137","26.762","25.217"
"00:04:59","25.500","28.657","26.313","25.272","28.521","27.152","26.777","25.217"
"00:05:00","25.500","28.690","26.317","25.276","28.536","27.163","26.784","25.221"
"00:05:01","25.504","28.705","26.317","25.276","28.561","27.167","26.788","25.221"
"00:05:02","25.511","28.757","26.365","25.280","28.606","27.215","26.814","25.221"
"00:05:03","25.515","28.790","26.387","25.291","28.635","27.237","26.821","25.221"
"00:05:04","25.508","28.808","26.398","25.287","28.650","27.237","26.832","25.217"
"00:05:05","25.512","28.834","26.420","25.294","28.683","27.263","26.843","25.210"
"00:05:06","25.515","28.856","26.439","25.291","28.705","27.278","26.847","25.217"
"00:05:07","25.515","28.875","26.461","25.309","28.724","27.307","26.866","25.206"
"00:05:08","25.508","28.900","26.465","25.291","28.735","27.304","26.858","25.199"
"00:05:09","25.493","28.919","26.480","25.291","28.761","27.340","26.862","25.192"
"00:05:10","25.512","28.937","26.494","25.298","28.783","27.355","26.881","25.188"
"00:05:11","25.512","28.985","26.520","25.295","28.816","27.385","26.895","25.177"
"00:05:12","25.512","29.000","26.524","25.291","28.838","27.389","26.896","25.174"
"00:05:13","25.512","29.030","26.542","25.302","28.860","27.414","26.910","25.133"
"00:05:14","25.512","29.052","26.543","25.314","28.890","27.433","26.936","25.126"
"00:05:15","25.523","29.081","26.546","25.314","28.905","27.429","26.933","25.126"
"00:05:16","25.527","29.107","26.554","25.314","28.930","27.437","26.947","25.133"
"00:05:17","25.527","29.118","26.572","25.310","28.949","27.429","26.951","25.126"
"00:05:18","25.524","29.148","26.598","25.306","28.960","27.444","26.951","25.123"
"00:05:19","25.524","29.159","26.609","25.314","28.990","27.466","26.966","25.119"
"00:05:20","25.531","29.207","26.653","25.318","29.023","27.496","26.973","25.112"
"00:05:21","25.528","29.225","26.668","25.318","29.041","27.511","26.985","25.112"
"00:05:22","25.531","29.255","26.683","25.314","29.060","27.529","26.992","25.116"
"00:05:23","25.528","29.273","26.694","25.325","29.086","27.555","27.010","25.108"
"00:05:24","25.528","29.292","26.705","25.322","29.104","27.577","27.018","25.112"
"00:05:25","25.531","29.325","26.735","25.333","29.122","27.595","27.025","25.119"
"00:05:26","25.543","29.347","26.753","25.340","29.145","27.603","27.037","25.109"
"00:05:27","25.539","29.365","26.764","25.337","29.156","27.614","27.044","25.105"
"00:05:28","25.532","29.384","26.779","25.329","29.178","27.633","27.048","25.101"
"00:05:29","25.539","29.432","26.812","25.337","29.219","27.670","27.062","25.105"
"00:05:30","25.543","29.450","26.827","25.341","29.230","27.681","27.066","25.094"
"00:05:31","25.532","29.465","26.857","25.337","29.248","27.695","27.085","25.087"
"00:05:32","25.517","29.484","26.868","25.333","29.270","27.725","27.085","25.087"
"00:05:33","25.525","29.517","26.890","25.345","29.296","27.758","27.092","25.080"
"00:05:34","25.532","29.532","26.916","25.341","29.315","27.762","27.103","25.076"
"00:05:35","25.540","29.554","26.927","25.356","29.329","27.777","27.111","25.087"
"00:05:36","25.544","29.583","26.934","25.352","29.344","27.777","27.118","25.084"
"00:05:37","25.536","29.591","26.949","25.356","29.363","27.803","27.126","25.076"
"00:05:38","25.533","29.643","26.975","25.360","29.407","27.829","27.144","25.069"
"00:05:39","25.536","29.654","27.005","25.364","29.448","27.866","27.155","25.073"
"00:05:40","25.544","29.676","27.010","25.364","29.449","27.866","27.159","25.073"
"00:05:41","25.544","29.698","27.016","25.364","29.451","27.866","27.163","25.055"
"00:05:42","25.548","29.720","27.027","25.371","29.477","27.851","27.163","25.058"
"00:05:43","25.537","29.735","27.027","25.375","29.507","27.869","27.178","25.055"
"00:05:44","25.540","29.761","27.042","25.367","29.518","27.884","27.185","25.051"
"00:05:45","25.548","29.772","27.056","25.368","29.544","27.903","27.193","25.044"
"00:05:46","25.544","29.798","27.075","25.379","29.555","27.925","27.200","25.044"
"00:05:47","25.541","29.842","27.101","25.382","29.595","27.947","27.222","25.051"
"00:05:48","25.552","29.860","27.108","25.386","29.606","27.958","27.226","25.055"
"00:05:49","25.552","29.879","27.123","25.383","29.632","27.980","27.237","25.037"
"00:05:50","25.567","29.901","27.119","25.394","29.654","27.999","27.248","25.048"
"00:05:51","25.559","29.927","27.116","25.390","29.676","28.021","27.259","25.048"
"00:05:52","25.556","29.960","27.116","25.401","29.691","28.032","27.270","25.055"
"00:05:53","25.560","29.971","27.138","25.401","29.714","28.050","27.270","25.048"
"00:05:54","25.552","29.989","27.145","25.390","29.721","28.061","27.278","25.055"
"00:05:55","25.552","30.008","27.156","25.390","29.739","28.084","27.285","25.037"
"00:05:56","25.574","30.052","27.201","25.398","29.780","28.106","27.307","25.034"
"00:05:57","25.571","30.077","27.238","25.402","29.798","28.121","27.311","25.008"
"00:05:58","25.575","30.088","27.260","25.394","29.821","28.150","27.326","24.982"
"00:05:59","25.575","30.117","27.278","25.405","29.839","28.169","27.337","24.990"
"00:06:00","25.575","30.117","27.293","25.402","29.846","28.169","27.333","24.993"
"00:06:01","25.556","30.132","27.308","25.395","29.861","28.191","27.337","24.975"
"00:06:02","25.564","30.161","27.330","25.406","29.891","28.228","27.352","24.990"
"00:06:03","25.553","30.172","27.352","25.395","29.898","28.242","27.356","24.994"
"00:06:04","25.553","30.198","27.381","25.413","29.931","28.268","27.370","24.997"
"00:06:05","25.553","30.234","27.404","25.417","29.961","28.290","27.389","24.997"
"00:06:06","25.557","30.260","27.422","25.421","29.987","28.316","27.393","25.001"
"00:06:07","25.557","30.278","27.441","25.424","30.005","28.327","27.400","25.012"
"00:06:08","25.568","30.300","27.444","25.435","30.016","28.342","27.411","25.009"
"00:06:09","25.572","30.329","27.452","25.424","30.042","28.342","27.419","25.005"
"00:06:10","25.564","30.340","27.463","25.428","30.056","28.361","27.426","24.994"
"00:06:11","25.579","30.366","27.478","25.436","30.067","28.357","27.433","24.987"
"00:06:12","25.575","30.377","27.489","25.439","30.082","28.368","27.441","24.954"
"00:06:13","25.568","30.399","27.511","25.447","30.104","28.386","27.459","24.946"
"00:06:14","25.587","30.439","27.544","25.439","30.137","28.423","27.478","24.954"
"00:06:15","25.594","30.461","27.566","25.436","30.159","28.442","27.474","24.947"
"00:06:16","25.591","30.479","27.574","25.432","30.166","28.457","27.478","24.925"
"00:06:17","25.591","30.490","27.570","25.436","30.177","28.468","27.485","24.914"
"00:06:18","25.591","30.512","27.581","25.440","30.202","28.493","27.504","24.917"
"00:06:19","25.602","30.541","27.611","25.451","30.228","28.505","27.508","24.921"
"00:06:20","25.609","30.556","27.625","25.451","30.250","28.530","27.522","24.925"
"00:06:21","25.616","30.574","27.651","25.458","30.268","28.549","27.522","24.928"
"00:06:22","25.609","30.589","27.658","25.447","30.279","28.564","27.541","24.925"
"00:06:23","25.613","30.633","27.688","25.473","30.319","28.601","27.548","24.918"
"00:06:24","25.620","30.654","27.699","25.477","30.337","28.612","27.574","24.921"
"00:06:25","25.620","30.680","27.699","25.477","30.359","28.614","27.576","24.918"
"00:06:26","25.613","30.691","27.725","25.477","30.363","28.615","27.578","24.918"
"00:06:27","25.609","30.698","27.736","25.477","30.381","28.623","27.581","24.903"
"00:06:28","25.635","30.724","27.747","25.473","30.403","28.641","27.600","24.914"
"00:06:29","25.635","30.749","27.762","25.477","30.418","28.638","27.607","24.925"
"00:06:30","25.646","30.771","27.788","25.485","30.447","28.652","27.611","24.929"
"00:06:31","25.643","30.771","27.814","25.496","30.458","28.671","27.626","24.933"
"00:06:32","25.661","30.830","27.854","25.503","30.498","28.711","27.648","24.940"
"00:06:33","25.665","30.841","27.872","25.503","30.516","28.719","27.663","24.947"
"00:06:34","25.669","30.855","27.891","25.511","30.531","28.730","27.663","24.903"
"00:06:35","25.672","30.870","27.902","25.507","30.535","28.745","27.663","24.892"
"00:06:36","25.658","30.877","27.906","25.500","30.546","28.748","27.656","24.881"
"00:06:37","25.662","30.892","27.917","25.496","30.557","28.759","27.670","24.885"
"00:06:38","25.662","30.907","27.910","25.485","30.575","28.771","27.674","24.885"
"00:06:39","25.665","30.925","27.928","25.496","30.597","28.763","27.681","24.889"
"00:06:40","25.669","30.943","27.924","25.496","30.611","28.778","27.696","24.889"
"00:06:41","25.658","30.972","27.917","25.500","30.641","28.778","27.707","24.896"
"00:06:42","25.651","30.998","27.936","25.500","30.663","28.804","27.722","24.904"
"00:06:43","25.658","31.016","27.947","25.515","30.681","28.837","27.733","24.907"
"00:06:44","25.662","31.045","27.965","25.522","30.699","28.863","27.752","24.911"
"00:06:45","25.673","31.064","27.962","25.522","30.718","28.885","27.759","24.911"
"00:06:46","25.680","31.086","27.976","25.519","30.729","28.903","27.759","24.911"
"00:06:47","25.677","31.093","27.987","25.511","30.747","28.918","27.763","24.919"
"00:06:48","25.669","31.111","28.002","25.511","30.758","28.933","27.759","24.930"
"00:06:49","25.655","31.115","28.002","25.515","30.776","28.951","27.774","24.930"
"00:06:50","25.655","31.159","28.024","25.519","30.791","28.966","27.785","24.930"
"00:06:51","25.666","31.173","28.043","25.526","30.809","28.970","27.789","24.934"
"00:06:52","25.666","31.191","28.043","25.519","30.827","28.981","27.792","24.934"
"00:06:53","25.666","31.206","28.061","25.519","30.849","28.996","27.815","24.938"
"00:06:54","25.666","31.235","28.083","25.537","30.882","29.022","27.822","24.945"
"00:06:55","25.681","31.254","28.094","25.548","30.897","29.029","27.822","24.952"
"00:06:56","25.677","31.264","28.102","25.548","30.904","29.051","27.833","24.938"
"00:06:57","25.677","31.283","28.113","25.552","30.929","29.062","27.841","24.945"
"00:06:58","25.685","31.301","28.124","25.552","30.937","29.077","27.848","24.923"
"00:06:59","25.703","31.345","28.161","25.552","30.973","29.095","27.855","24.927"
"00:07:00","25.699","31.356","28.179","25.552","30.980","29.114","27.866","24.930"
"00:07:01","25.710","31.370","28.198","25.567","30.999","29.121","27.867","24.923"
"00:07:02","25.707","31.392","28.209","25.563","31.013","29.140","27.878","24.923"
"00:07:03","25.710","31.414","28.227","25.578","31.028","29.154","27.889","24.934"
"00:07:04","25.703","31.410","28.231","25.574","31.039","29.147","27.889","24.919"
"00:07:05","25.714","31.443","28.279","25.578","31.057","29.158","27.903","24.919"
"00:07:06","25.722","31.458","28.294","25.582","31.079","29.158","27.915","24.920"
"00:07:07","25.722","31.473","28.312","25.582","31.094","29.173","27.918","24.923"
"00:07:08","25.718","31.520","28.341","25.604","31.130","29.228","27.951","24.945"
"00:07:09","25.711","31.542","28.360","25.608","31.156","29.254","27.959","24.949"
"00:07:10","25.718","31.560","28.393","25.608","31.185","29.287","27.977","24.960"
"00:07:11","25.722","31.578","28.411","25.626","31.192","29.320","27.992","24.971"
"00:07:12","25.726","31.597","28.415","25.619","31.203","29.335","27.988","24.979"
"00:07:13","25.700","31.600","28.400","25.611","31.210","29.346","27.988","24.968"
"00:07:14","25.700","31.622","28.400","25.615","31.221","29.346","27.996","24.964"
"00:07:15","25.704","31.626","28.423","25.615","31.240","29.365","28.007","24.968"
"00:07:16","25.718","31.648","28.441","25.615","31.254","29.365","28.022","24.971"
"00:07:17","25.729","31.681","28.478","25.619","31.283","29.390","28.033","24.964"
"00:07:18","25.748","31.695","28.500","25.623","31.298","29.409","28.040","24.960"
"00:07:19","25.733","31.710","28.511","25.623","31.309","29.427","28.040","24.953"
"00:07:20","25.729","31.724","28.511","25.619","31.327","29.442","28.047","24.942"
"00:07:21","25.740","31.743","28.533","25.630","31.345","29.468","28.069","24.942"
"00:07:22","25.737","31.772","28.537","25.634","31.356","29.475","28.066","24.935"
"00:07:23","25.740","31.783","28.551","25.641","31.375","29.493","28.084","24.931"
