"","Channel 1 - Elbow Last (C)","Channel 2 - Forearm Last (C)","Channel 3 - Knuckle Last (C)","Channel 4 - Blade of Hand Last (C)","Channel 5 - Thumb Last (C)","Channel 6 - Cupping Last (C)","Channel 7 - Palm Last (C)","Channel 8 - Elbow (lower) Last (C)","Channel 9 - Heater Last (C)","Channel 10 - Thermistor Last (C)","Channel 11 - Toad MCU Last (C)","Channel 12 - Dovetail Last (C)","Channel 13 - External Ambient Last (C)"
"1693412449","30.192","30.498","30.144","30.104","29.793","30.735","30.720","30.170","31.997","32.321","25.736","30.160","24.603"
"1693412450","30.174","30.469","30.115","30.093","29.774","30.727","30.706","30.134","31.986","32.314","25.740","30.161","24.584"
"1693412451","30.170","30.432","30.101","30.072","29.756","30.720","30.676","30.119","31.979","32.314","25.736","30.164","24.566"
"1693412452","30.196","30.418","30.126","30.072","29.723","30.720","30.669","30.148","31.982","32.307","25.740","30.164","24.573"
"1693412453","30.217","30.425","30.126","30.075","29.715","30.731","30.669","30.174","31.979","32.307","25.740","30.146","24.559"
"1693412454","30.217","30.440","30.108","30.090","29.693","30.735","30.673","30.170","31.971","32.299","25.740","30.150","24.537"
"1693412455","30.210","30.454","30.083","30.097","29.682","30.731","30.687","30.152","31.975","32.292","25.743","30.150","24.540"
"1693412456","30.174","30.432","30.054","30.064","29.682","30.728","30.684","30.152","31.968","32.296","25.777","30.153","24.544"
"1693412457","30.159","30.418","30.028","30.035","29.668","30.717","30.680","30.134","31.968","32.292","25.784","30.157","24.544"
"1693412458","30.174","30.443","30.013","30.010","29.657","30.717","30.677","30.130","31.975","32.307","25.792","30.165","24.555"
"1693412459","30.174","30.443","30.003","29.995","29.649","30.702","30.695","30.119","31.975","32.300","25.803","30.165","24.555"
"1693412460","30.196","30.440","29.992","29.981","29.646","30.710","30.702","30.127","31.961","32.292","25.784","30.161","24.541"
"1693412461","30.221","30.444","30.003","29.966","29.635","30.702","30.695","30.119","31.965","32.289","25.784","30.165","24.555"
"1693412462","30.207","30.451","29.999","29.970","29.650","30.702","30.699","30.108","31.950","32.281","25.788","30.146","24.570"
"1693412463","30.189","30.465","29.995","29.970","29.653","30.695","30.713","30.087","32.424","32.281","26.248","30.161","24.566"
"1693412464","30.170","30.473","29.999","29.959","29.646","30.684","30.706","30.079","33.593","32.274","26.623","30.136","24.559"
"1693412465","30.178","30.473","29.992","29.944","29.642","30.684","30.699","30.083","36.573","32.278","27.451","30.125","24.552"
"1693412466","30.192","30.469","29.962","29.933","29.628","30.680","30.713","30.098","39.637","32.278","28.235","30.121","24.570"
"1693412467","30.196","30.466","29.955","29.937","29.631","30.677","30.699","30.090","41.068","32.285","28.584","30.128","24.574"
"1693412468","30.210","30.469","29.948","29.944","29.650","30.684","30.717","30.112","43.566","32.278","29.184","30.125","24.567"
"1693412469","30.225","30.484","29.959","29.951","29.672","30.691","30.721","30.134","45.640","32.267","29.633","30.121","24.563"
"1693412470","30.225","30.484","29.981","29.944","29.661","30.677","30.731","30.138","46.539","32.274","29.828","30.114","24.559"
"1693412471","30.232","30.495","29.999","29.962","29.650","30.684","30.735","30.145","48.105","32.256","30.190","30.099","24.570"
"1693412472","30.240","30.498","30.006","29.992","29.646","30.699","30.728","30.156","49.410","32.274","30.522","30.085","24.574"
"1693412473","30.229","30.487","30.003","29.999","29.646","30.688","30.721","30.159","49.961","32.271","30.657","30.074","24.567"
"1693412474","30.236","30.506","30.018","30.025","29.653","30.695","30.721","30.163","50.921","32.274","30.897","30.077","24.585"
"1693412475","30.240","30.509","30.036","30.032","29.672","30.695","30.717","30.141","51.722","32.282","31.116","30.081","24.570"
"1693412476","30.222","30.506","30.043","30.021","29.679","30.699","30.713","30.134","52.069","32.278","31.203","30.085","24.574"
"1693412477","30.207","30.491","30.050","30.032","29.698","30.703","30.688","30.131","52.693","32.289","31.407","30.110","24.570"
"1693412478","30.203","30.473","30.029","30.032","29.694","30.699","30.677","30.131","53.223","32.293","31.615","30.107","24.570"
"1693412479","30.214","30.440","30.010","30.036","29.705","30.703","30.637","30.145","53.458","32.289","31.717","30.092","24.552"
"1693412480","30.214","30.451","30.032","30.047","29.702","30.703","30.626","30.138","53.873","32.300","31.863","30.078","24.534"
"1693412481","30.192","30.469","30.050","30.043","29.723","30.695","30.622","30.112","54.241","32.300","32.020","30.067","24.534"
"1693412482","30.193","30.491","30.061","30.058","29.720","30.710","30.615","30.109","54.411","32.300","32.078","30.067","24.538"
"1693412483","30.189","30.513","30.069","30.051","29.716","30.706","30.615","30.098","54.699","32.304","32.205","30.085","24.545"
"1693412484","30.156","30.528","30.072","30.054","29.705","30.706","30.597","30.072","54.959","32.300","32.355","30.096","24.541"
"1693412485","30.131","30.521","30.076","30.054","29.694","30.710","30.582","30.061","55.082","32.322","32.435","30.107","24.534"
"1693412486","30.105","30.528","30.080","30.058","29.694","30.703","30.575","30.032","55.309","32.333","32.585","30.096","24.501"
"1693412487","30.098","30.542","30.094","30.076","29.713","30.703","30.575","29.996","55.511","32.341","32.734","30.104","24.475"
"1693412488","30.145","30.579","30.087","30.073","29.716","30.699","30.579","29.978","55.605","32.344","32.785","30.111","24.449"
"1693412489","30.167","30.586","30.091","30.073","29.738","30.696","30.597","30.003","55.782","32.348","32.945","30.085","24.442"
"1693412490","30.178","30.619","30.098","30.069","29.738","30.696","30.597","30.011","55.940","32.362","33.124","30.038","24.416"
"1693412491","30.189","30.655","30.120","30.080","29.761","30.699","30.626","30.040","56.023","32.366","33.182","30.027","24.405"
"1693412492","30.189","30.666","30.127","30.083","29.771","30.695","30.626","30.025","56.154","32.377","33.324","30.009","24.391"
"1693412493","30.182","30.681","30.123","30.065","29.764","30.688","30.626","30.014","56.283","32.384","33.426","29.983","24.387"
"1693412494","30.193","30.721","30.127","30.076","29.768","30.685","30.648","30.003","56.345","32.384","33.499","29.972","24.383"
"1693412495","30.207","30.757","30.138","30.083","29.779","30.703","30.652","30.003","56.467","32.392","33.674","29.957","24.398"
"1693412496","30.211","30.798","30.153","30.080","29.790","30.706","30.652","30.003","56.594","32.421","33.820","29.957","24.435"
"1693412497","30.211","30.845","30.167","30.058","29.779","30.692","30.645","29.992","56.644","32.428","33.896","29.932","24.413"
"1693412498","30.211","30.871","30.175","30.051","29.790","30.692","30.659","29.989","56.749","32.439","34.068","29.939","24.417"
"1693412499","30.229","30.889","30.178","30.033","29.797","30.681","30.652","29.970","56.843","32.454","34.221","29.943","24.424"
"1693412500","30.222","30.911","30.171","30.011","29.801","30.677","30.655","29.974","56.890","32.465","34.279","29.947","24.435"
"1693412501","30.240","30.958","30.171","30.000","29.809","30.670","30.663","29.963","57.002","32.486","34.381","29.921","24.453"
"1693412502","30.251","30.987","30.167","29.985","29.816","30.678","30.670","29.959","57.088","32.497","34.563","29.910","24.479"
"1693412503","30.248","31.016","30.182","29.978","29.823","30.663","30.674","29.945","57.142","32.516","34.636","29.910","24.490"
"1693412504","30.244","31.049","30.189","29.970","29.827","30.678","30.663","29.937","57.225","32.530","34.767","29.913","24.501"
"1693412505","30.251","31.078","30.189","29.967","29.838","30.678","30.648","29.926","57.301","32.545","34.902","29.965","24.516"
"1693412506","30.291","31.119","30.211","29.956","29.857","30.685","30.638","29.901","57.348","32.563","34.986","29.987","24.523"
"1693412507","30.306","31.159","30.219","29.956","29.879","30.696","30.645","29.897","57.431","32.581","35.113","30.016","24.531"
"1693412508","30.321","31.195","30.230","29.960","29.897","30.710","30.645","29.897","57.503","32.596","35.259","30.009","24.538"
"1693412509","30.332","31.228","30.226","29.960","29.890","30.707","30.630","29.901","57.543","32.614","35.336","30.013","24.542"
"1693412510","30.346","31.246","30.233","29.960","29.919","30.714","30.616","29.916","57.615","32.629","35.492","29.980","24.557"
"1693412511","30.372","31.279","30.230","29.960","29.915","30.710","30.623","29.930","57.691","32.651","35.645","29.961","24.579"
"1693412512","30.364","31.312","30.241","29.956","29.927","30.714","30.627","29.938","57.727","32.662","35.700","29.962","24.594"
"1693412513","30.375","31.334","30.226","29.938","29.934","30.714","30.634","29.938","57.788","32.673","35.824","29.969","24.597"
"1693412514","30.390","31.367","30.223","29.941","29.938","30.718","30.634","29.941","57.864","32.694","35.944","29.973","24.597"
"1693412515","30.445","31.425","30.248","29.945","29.971","30.736","30.627","29.971","57.900","32.709","36.014","29.969","24.594"
"1693412516","30.459","31.447","30.248","29.941","29.967","30.740","30.642","29.989","57.958","32.731","36.130","29.962","24.590"
"1693412517","30.485","31.469","30.252","29.916","29.978","30.729","30.645","30.004","58.019","32.745","36.254","29.980","24.582"
"1693412518","30.511","31.498","30.256","29.927","29.986","30.740","30.656","30.022","58.056","32.760","36.316","29.999","24.590"
"1693412519","30.529","31.531","30.259","29.923","29.986","30.747","30.671","30.030","58.117","32.778","36.451","30.013","24.571"
"1693412520","30.554","31.563","30.270","29.916","29.993","30.758","30.685","30.048","58.174","32.786","36.575","30.031","24.568"
"1693412521","30.558","31.582","30.256","29.916","29.993","30.751","30.682","30.066","58.200","32.800","36.626","30.031","24.561"
"1693412522","30.580","31.604","30.270","29.912","30.001","30.766","30.678","30.092","58.261","32.819","36.735","30.028","24.550"
"1693412523","30.609","31.626","30.274","29.916","30.008","30.777","30.675","30.125","58.323","32.844","36.837","29.999","24.564"
"1693412524","30.646","31.666","30.274","29.905","30.019","30.770","30.668","30.157","58.355","32.855","36.899","30.006","24.572"
"1693412525","30.660","31.699","30.274","29.898","30.030","30.755","30.668","30.168","58.402","32.866","36.990","30.020","24.564"
"1693412526","30.660","31.731","30.270","29.898","30.030","30.737","30.668","30.190","58.467","32.910","37.103","30.057","24.572"
"1693412527","30.682","31.753","30.281","29.909","30.041","30.733","30.671","30.194","58.492","32.910","37.150","30.053","24.572"
"1693412528","30.711","31.779","30.278","29.924","30.037","30.708","30.660","30.190","58.554","32.943","37.264","30.068","24.568"
"1693412529","30.733","31.808","30.285","29.946","30.052","30.719","30.668","30.198","58.608","32.953","37.376","30.068","24.575"
"1693412530","30.759","31.845","30.293","29.953","30.052","30.723","30.675","30.220","58.629","32.961","37.438","30.079","24.579"
"1693412531","30.777","31.874","30.293","29.964","30.056","30.730","30.672","30.220","58.691","32.990","37.548","30.093","24.583"
"1693412532","30.799","31.907","30.289","29.975","30.056","30.730","30.682","30.223","58.741","33.012","37.635","30.097","24.590"
"1693412533","30.832","31.980","30.315","29.994","30.063","30.766","30.675","30.227","58.770","33.023","37.682","30.097","24.594"
"1693412534","30.861","32.013","30.329","29.990","30.071","30.778","30.668","30.238","58.814","33.037","37.781","30.072","24.587"
"1693412535","30.883","32.052","30.351","29.990","30.071","30.792","30.675","30.242","58.871","33.059","37.890","30.090","24.598"
"1693412536","30.909","32.089","30.359","29.976","30.074","30.799","30.668","30.246","58.897","33.067","37.952","30.094","24.598"
"1693412537","30.934","32.118","30.366","29.976","30.082","30.792","30.668","30.238","58.947","33.088","38.091","30.101","24.598"
"1693412538","30.956","32.147","30.369","29.946","30.082","30.788","30.661","30.242","58.994","33.118","38.207","30.108","24.601"
"1693412539","30.982","32.180","30.362","29.932","30.089","30.789","30.672","30.242","59.019","33.125","38.255","30.090","24.590"
"1693412540","30.993","32.202","30.377","29.913","30.115","30.792","30.676","30.257","59.074","33.154","38.364","30.101","24.594"
"1693412541","31.014","32.220","30.377","29.910","30.122","30.785","30.668","30.264","59.131","33.172","38.477","30.057","24.598"
"1693412542","31.044","32.257","30.388","29.902","30.137","30.781","30.672","30.271","59.142","33.191","38.524","30.050","24.594"
"1693412543","31.062","32.279","30.406","29.917","30.151","30.793","30.683","30.286","59.196","33.209","38.623","30.068","24.579"
"1693412544","31.099","32.319","30.439","29.943","30.170","30.804","30.694","30.297","59.232","33.227","38.736","30.083","24.594"
"1693412545","31.113","32.345","30.432","29.947","30.166","30.800","30.683","30.297","59.265","33.238","38.783","30.065","24.598"
"1693412546","31.139","32.374","30.443","29.962","30.177","30.796","30.676","30.301","59.315","33.264","38.878","30.036","24.591"
"1693412547","31.146","32.407","30.447","29.958","30.181","30.775","30.665","30.305","59.362","33.278","38.965","29.999","24.579"
"1693412548","31.161","32.440","30.458","29.943","30.192","30.771","30.658","30.308","59.370","33.293","38.998","29.992","24.598"
"1693412549","31.183","32.476","30.465","29.951","30.217","30.778","30.662","30.330","59.420","33.318","39.089","29.973","24.587"
"1693412550","31.208","32.509","30.476","29.947","30.225","30.771","30.658","30.338","59.478","33.344","39.173","29.981","24.587"
"1693412551","31.263","32.564","30.509","29.970","30.250","30.775","30.666","30.374","59.499","33.355","39.210","29.988","24.587"
"1693412552","31.267","32.589","30.516","29.970","30.250","30.768","30.647","30.371","59.554","33.387","39.297","29.992","24.591"
"1693412553","31.278","32.633","30.524","29.984","30.250","30.779","30.648","30.393","59.597","33.410","39.388","29.992","24.587"
"1693412554","31.296","32.666","30.538","30.007","30.251","30.779","30.630","30.393","59.622","33.424","39.432","29.996","24.591"
"1693412555","31.311","32.695","30.549","30.014","30.250","30.782","30.633","30.414","59.666","33.442","39.505","30.003","24.587"
"1693412556","31.351","32.706","30.564","30.039","30.244","30.797","30.630","30.429","59.705","33.464","39.585","30.029","24.580"
"1693412557","31.369","32.706","30.575","30.050","30.258","30.808","30.630","30.433","59.727","33.479","39.625","30.047","24.576"
"1693412558","31.388","32.736","30.597","30.065","30.262","30.816","30.622","30.444","59.763","33.497","39.716","30.069","24.562"
"1693412559","31.435","32.743","30.590","30.072","30.258","30.827","30.608","30.451","59.821","33.526","39.796","30.080","24.554"
"1693412560","31.504","32.769","30.601","30.073","30.255","30.856","30.594","30.488","59.835","33.534","39.818","30.098","24.547"
"1693412561","31.537","32.812","30.619","30.091","30.262","30.871","30.608","30.513","59.879","33.555","39.877","30.131","24.525"
"1693412562","31.563","32.838","30.630","30.102","30.270","30.885","30.619","30.517","59.911","33.574","39.960","30.153","24.517"
"1693412563","31.589","32.871","30.634","30.091","30.270","30.900","30.619","30.517","59.947","33.588","40.011","30.164","24.521"
"1693412564","31.618","32.904","30.630","30.080","30.273","30.911","30.634","30.532","59.983","33.618","40.106","30.120","24.514"
"1693412565","31.636","32.948","30.641","30.099","30.274","30.933","30.641","30.550","60.027","33.643","40.204","30.076","24.503"
"1693412566","31.643","32.984","30.649","30.117","30.277","30.944","30.649","30.558","60.041","33.654","40.240","30.073","24.503"
"1693412567","31.665","33.010","30.649","30.124","30.274","30.940","30.645","30.580","60.088","33.672","40.323","30.025","24.495"
"1693412568","31.684","33.028","30.667","30.128","30.277","30.930","30.642","30.594","60.124","33.694","40.385","30.007","24.484"
"1693412569","31.731","33.090","30.686","30.121","30.281","30.912","30.627","30.624","60.152","33.712","40.396","30.007","24.481"
"1693412570","31.750","33.108","30.693","30.117","30.278","30.915","30.631","30.627","60.192","33.731","40.407","30.022","24.477"
"1693412571","31.772","33.130","30.715","30.128","30.289","30.923","30.631","30.653","60.242","33.763","40.450","30.014","24.470"
"1693412572","31.779","33.156","30.722","30.132","30.278","30.937","30.624","30.657","60.257","33.771","40.480","30.004","24.474"
"1693412573","31.804","33.171","30.744","30.136","30.274","30.941","30.613","30.664","60.300","33.789","40.552","29.982","24.470"
"1693412574","31.816","33.200","30.755","30.151","30.271","30.963","30.617","30.690","60.332","33.818","40.614","29.974","24.470"
"1693412575","31.841","33.240","30.781","30.169","30.267","30.970","30.613","30.715","60.350","33.829","40.661","29.971","24.477"
"1693412576","31.889","33.262","30.803","30.176","30.267","30.967","30.617","30.730","60.393","33.855","40.722","29.967","24.481"
"1693412577","31.914","33.280","30.818","30.191","30.260","30.985","30.621","30.756","60.436","33.887","40.784","29.971","24.470"
"1693412578","31.976","33.343","30.851","30.220","30.264","31.007","30.632","30.792","60.458","33.891","40.795","29.956","24.459"
"1693412579","31.991","33.361","30.854","30.220","30.242","31.018","30.636","30.789","60.494","33.917","40.835","29.971","24.463"
"1693412580","32.002","33.394","30.862","30.228","30.242","31.029","30.643","30.803","60.540","33.942","40.889","29.974","24.459"
"1693412581","32.035","33.419","30.876","30.235","30.239","31.026","30.625","30.822","60.566","33.953","40.915","29.982","24.455"
"1693412582","32.068","33.456","30.887","30.250","30.268","31.033","30.632","30.851","60.587","33.968","40.955","29.971","24.441"
"1693412583","32.101","33.467","30.906","30.254","30.287","31.030","30.636","30.862","60.634","33.993","41.005","29.978","24.441"
"1693412584","32.134","33.496","30.921","30.265","30.312","31.041","30.640","30.891","60.652","34.008","41.020","29.978","24.437"
"1693412585","32.159","33.522","30.939","30.258","30.316","31.030","30.644","30.910","60.688","34.033","41.045","29.975","24.423"
"1693412586","32.181","33.544","30.943","30.250","30.327","31.030","30.651","30.921","60.724","34.048","41.089","29.997","24.411"
"1693412587","32.218","33.577","30.961","30.258","30.356","31.034","30.626","30.936","60.745","34.055","41.111","30.004","24.408"
"1693412588","32.225","33.610","30.983","30.258","30.367","31.041","30.626","30.954","60.778","34.088","41.180","30.019","24.389"
"1693412589","32.236","33.639","31.009","30.265","30.382","31.071","30.633","30.969","60.814","34.110","41.256","30.037","24.382"
"1693412590","32.273","33.665","31.027","30.266","30.375","31.085","30.619","30.976","60.839","34.117","41.285","30.033","24.371"
"1693412591","32.280","33.690","31.049","30.269","30.386","31.104","30.623","30.994","60.878","34.143","41.339","30.029","24.375"
"1693412592","32.306","33.712","31.075","30.280","30.382","31.118","30.612","31.009","60.911","34.179","41.379","30.022","24.371"
"1693412593","32.339","33.720","31.082","30.284","30.372","31.144","30.616","31.031","60.943","34.190","41.405","30.022","24.368"
"1693412594","32.368","33.727","31.093","30.288","30.379","31.151","30.627","31.053","60.975","34.216","41.459","30.026","24.356"
"1693412595","32.416","33.749","31.104","30.310","30.372","31.170","30.630","31.082","61.008","34.234","41.510","30.008","24.335"
"1693412596","32.456","33.797","31.133","30.357","30.383","31.195","30.638","31.119","61.036","34.249","41.550","30.015","24.349"
"1693412597","32.471","33.833","31.137","30.380","30.387","31.199","30.638","31.126","61.072","34.282","41.604","30.037","24.346"
"1693412598","32.493","33.841","31.141","30.390","30.398","31.214","30.642","31.152","61.115","34.307","41.673","30.055","24.349"
"1693412599","32.540","33.881","31.156","30.402","30.402","31.218","30.642","31.163","61.137","34.325","41.706","30.055","24.346"
"1693412600","32.558","33.914","31.156","30.402","30.405","31.218","30.649","31.181","61.169","34.351","41.756","30.055","24.346"
"1693412601","32.573","33.939","31.174","30.424","30.435","31.243","30.642","31.171","61.209","34.362","41.803","30.074","24.342"
"1693412602","32.610","33.954","31.185","30.427","30.453","31.254","30.646","31.189","61.216","34.376","41.840","30.070","24.335"
"1693412603","32.632","33.958","31.196","30.431","30.471","31.265","30.650","31.207","61.252","34.413","41.923","30.070","24.331"
"1693412604","32.683","33.987","31.211","30.435","30.486","31.266","30.643","31.222","61.295","34.427","42.032","30.103","24.335"
"1693412605","32.716","34.002","31.244","30.442","30.515","31.284","30.603","31.237","61.313","34.449","42.065","30.114","24.331"
"1693412606","32.756","34.013","31.259","30.461","30.530","31.299","30.607","31.259","61.349","34.471","42.144","30.139","24.331"
"1693412607","32.796","34.039","31.262","30.461","30.534","31.306","30.599","31.277","61.399","34.500","42.217","30.139","24.339"
"1693412608","32.840","34.064","31.259","30.472","30.541","31.321","30.614","31.306","61.406","34.515","42.257","30.125","24.335"
"1693412609","32.866","34.075","31.248","30.483","30.530","31.332","30.611","31.325","61.439","34.530","42.340","30.118","24.331"
"1693412610","32.902","34.090","31.230","30.498","30.530","31.347","30.592","31.332","61.486","34.566","42.391","30.143","24.342"
"1693412611","32.943","34.130","31.223","30.527","30.542","31.365","30.582","31.365","61.504","34.577","42.413","30.132","24.346"
"1693412612","32.997","34.152","31.230","30.553","30.531","31.372","30.574","31.372","61.529","34.606","42.504","30.103","24.350"
"1693412613","33.023","34.174","31.216","30.582","30.531","31.380","30.578","31.380","61.561","34.621","42.511","30.118","24.335"
"1693412614","33.092","34.240","31.216","30.615","30.517","31.391","30.582","31.424","61.583","34.628","42.500","30.118","24.324"
"1693412615","33.122","34.266","31.209","30.644","30.510","31.391","30.575","31.439","61.619","34.661","42.547","30.132","24.335"
"1693412616","33.158","34.288","31.220","30.670","30.521","31.402","30.590","31.486","61.655","34.686","42.554","30.143","24.335"
"1693412617","33.169","34.313","31.246","30.685","30.499","31.399","30.579","31.501","61.669","34.694","42.569","30.147","24.328"
"1693412618","33.202","34.335","31.264","30.710","30.510","31.406","30.586","31.501","61.698","34.708","42.573","30.143","24.324"
"1693412619","33.246","34.350","31.271","30.736","30.517","31.424","30.601","31.526","61.734","34.737","42.609","30.154","24.324"
"1693412620","33.283","34.379","31.282","30.747","30.528","31.439","30.598","31.548","61.755","34.759","42.612","30.147","24.320"
"1693412621","33.319","34.423","31.319","30.769","30.532","31.450","30.579","31.574","61.788","34.781","42.609","30.169","24.317"
"1693412622","33.327","34.456","31.341","30.773","30.543","31.476","30.565","31.603","61.820","34.803","42.674","30.173","24.306"
"1693412623","33.422","34.515","31.414","30.809","30.573","31.509","30.547","31.585","61.841","34.829","42.736","30.176","24.309"
"1693412624","33.444","34.529","31.429","30.831","30.580","31.531","30.544","31.593","61.874","34.851","42.837","30.194","24.306"
"1693412625","33.444","34.544","31.444","30.850","30.591","31.542","30.555","31.622","61.903","34.862","42.914","30.216","24.295"
"1693412626","33.433","34.566","31.462","30.864","30.606","31.549","30.562","31.637","61.924","34.883","42.953","30.216","24.287"
"1693412627","33.440","34.577","31.488","30.886","30.617","31.557","30.559","31.655","61.978","34.920","43.033","30.213","24.299"
"1693412628","33.455","34.585","31.539","30.912","30.665","31.572","30.530","31.674","62.000","34.942","43.135","30.216","24.302"
"1693412629","33.506","34.610","31.557","30.918","30.679","31.581","30.521","31.676","62.021","34.953","43.168","30.206","24.302"
"1693412630","33.557","34.647","31.576","30.923","30.694","31.590","30.512","31.678","62.046","34.967","43.211","30.173","24.295"
"1693412631","33.590","34.661","31.590","30.923","30.723","31.597","30.504","31.674","62.086","35.000","43.255","30.176","24.273"
"1693412632","33.631","34.695","31.641","30.938","30.760","31.616","30.494","31.711","62.100","35.015","43.280","30.187","24.288"
"1693412633","33.660","34.702","31.653","30.924","30.789","31.623","30.494","31.718","62.125","35.040","43.334","30.224","24.288"
"1693412634","33.671","34.706","31.671","30.950","30.793","31.649","30.494","31.736","62.176","35.077","43.429","30.238","24.288"
"1693412635","33.675","34.724","31.685","30.968","30.815","31.660","30.498","31.747","62.194","35.088","43.443","30.228","24.280"
"1693412636","33.668","34.746","31.700","30.972","30.844","31.671","30.513","31.759","62.230","35.113","43.487","30.228","24.269"
"1693412637","33.690","34.786","31.700","30.994","30.873","31.697","30.520","31.766","62.262","35.146","43.552","30.228","24.273"
"1693412638","33.715","34.819","31.704","31.008","30.910","31.715","30.528","31.784","62.276","35.153","43.599","30.242","24.277"
"1693412639","33.726","34.845","31.723","31.034","30.928","31.744","30.528","31.795","62.312","35.175","43.654","30.257","24.269"
"1693412640","33.730","34.841","31.737","31.034","30.921","31.756","30.513","31.807","62.334","35.190","43.675","30.279","24.255"
"1693412641","33.807","34.885","31.781","31.078","30.921","31.778","30.495","31.861","62.355","35.212","43.683","30.290","24.258"
"1693412642","33.851","34.900","31.810","31.100","30.900","31.792","30.499","31.880","62.384","35.241","43.726","30.301","24.258"
"1693412643","33.887","34.918","31.829","31.111","30.881","31.814","30.488","31.902","62.420","35.274","43.759","30.297","24.258"
"1693412644","33.928","34.937","31.851","31.133","30.867","31.822","30.463","31.935","62.438","35.285","43.781","30.290","24.258"
"1693412645","33.960","34.940","31.865","31.140","30.860","31.844","30.434","31.964","62.481","35.317","43.871","30.293","24.262"
"1693412646","33.946","34.959","31.877","31.155","30.853","31.862","30.445","31.957","62.510","35.336","43.918","30.319","24.258"
"1693412647","33.961","34.970","31.902","31.174","30.864","31.884","30.456","31.960","62.528","35.361","43.926","30.334","24.251"
"1693412648","33.994","34.981","31.928","31.185","30.875","31.895","30.427","31.964","62.564","35.380","43.879","30.363","24.248"
"1693412649","33.983","35.021","31.950","31.210","30.912","31.928","30.416","31.986","62.593","35.409","43.861","30.377","24.244"
"1693412650","34.041","35.043","31.979","31.236","30.941","31.954","30.402","32.048","62.607","35.412","43.890","30.359","24.244"
"1693412651","34.085","35.083","32.008","31.258","30.977","31.972","30.431","32.096","62.628","35.438","43.926","30.312","24.233"
"1693412652","34.122","35.120","32.038","31.273","30.992","31.994","30.438","32.133","62.664","35.471","43.962","30.290","24.244"
"1693412653","34.137","35.138","32.049","31.280","31.021","32.005","30.424","32.158","62.686","35.493","43.959","30.283","24.240"
"1693412654","34.162","35.160","32.078","31.299","31.029","32.031","30.431","32.195","62.726","35.525","43.973","30.286","24.244"
"1693412655","34.180","35.182","32.100","31.324","31.040","32.049","30.421","32.235","62.754","35.547","43.991","30.286","24.251"
"1693412656","34.217","35.204","32.129","31.353","31.040","32.075","30.432","32.253","62.776","35.558","43.995","30.290","24.255"
"1693412657","34.246","35.219","32.144","31.364","31.029","32.082","30.435","32.257","62.812","35.584","44.002","30.286","24.259"
"1693412658","34.246","35.223","32.152","31.372","31.037","32.086","30.432","32.264","62.833","35.613","44.046","30.297","24.266"
"1693412659","34.334","35.267","32.199","31.401","31.077","32.090","30.432","32.290","62.844","35.620","44.067","30.305","24.248"
"1693412660","34.371","35.252","32.214","31.416","31.066","32.090","30.407","32.323","62.876","35.642","44.125","30.301","24.252"
"1693412661","34.411","35.293","32.218","31.438","31.070","32.101","30.396","32.334","62.902","35.682","44.245","30.316","24.244"
"1693412662","34.447","35.325","32.236","31.449","31.088","32.105","30.421","32.341","62.927","35.682","44.296","30.330","24.237"
"1693412663","34.477","35.369","32.251","31.456","31.110","32.109","30.440","32.378","62.952","35.715","44.394","30.330","24.233"
"1693412664","34.491","35.406","32.265","31.471","31.140","32.116","30.451","32.422","62.973","35.733","44.441","30.316","24.233"
"1693412665","34.492","35.435","32.284","31.482","31.140","32.120","30.455","32.429","62.995","35.751","44.481","30.305","24.218"
"1693412666","34.506","35.464","32.298","31.482","31.147","32.127","30.444","32.437","63.027","35.781","44.550","30.283","24.204"
"1693412667","34.517","35.479","32.320","31.486","31.169","32.149","30.440","32.459","63.063","35.802","44.615","30.290","24.215"
"1693412668","34.532","35.512","32.353","31.472","31.198","32.197","30.408","32.495","63.085","35.817","44.644","30.297","24.222"
"1693412669","34.547","35.527","32.372","31.497","31.202","32.211","30.397","32.514","63.110","35.850","44.687","30.290","24.248"
"1693412670","34.580","35.527","32.394","31.519","31.195","32.230","30.383","32.525","63.150","35.875","44.677","30.298","24.255"
"1693412671","34.558","35.527","32.409","31.556","31.224","32.259","30.394","32.529","63.160","35.890","44.666","30.294","24.263"
"1693412672","34.584","35.545","32.434","31.560","31.243","32.259","30.376","32.507","63.189","35.916","44.673","30.341","24.300"
"1693412673","34.602","35.549","32.452","31.574","31.268","32.281","30.379","32.507","63.225","35.945","44.756","30.392","24.322"
"1693412674","34.624","35.582","32.460","31.593","31.309","32.300","30.394","32.525","63.239","35.956","44.782","30.396","24.325"
"1693412675","34.675","35.611","32.478","31.618","31.352","32.311","30.405","32.529","63.275","35.992","44.825","30.385","24.325"
"1693412676","34.701","35.619","32.511","31.637","31.371","32.307","30.423","32.544","63.300","36.018","44.840","30.378","24.303"
"1693412677","34.712","35.601","32.530","31.666","31.407","32.326","30.413","32.515","63.315","36.032","44.840","30.378","24.296"
"1693412678","34.770","35.641","32.552","31.688","31.433","32.351","30.395","32.511","63.347","36.051","44.836","30.378","24.270"
"1693412679","34.836","35.681","32.566","31.695","31.451","32.355","30.373","32.519","63.376","36.090","44.858","30.400","24.274"
"1693412680","34.869","35.710","32.585","31.714","31.477","32.362","30.377","32.508","63.405","36.112","44.847","30.414","24.274"
"1693412681","34.909","35.743","32.599","31.725","31.481","32.384","30.366","32.504","63.437","36.138","44.768","30.411","24.267"
