"","Channel 1 - Elbow Last (C)","Channel 2 - Forearm Last (C)","Channel 3 - Knuckle Last (C)","Channel 4 - Blade of Hand Last (C)","Channel 5 - Thumb Last (C)","Channel 6 - Cupping Last (C)","Channel 7 - Palm Last (C)","Channel 8 - Elbow (lower) Last (C)","Channel 9 - Heater Last (C)","Channel 10 - Thermistor Last (C)","Channel 11 - Toad MCU Last (C)","Channel 12 - Dovetail Last (C)","Channel 13 - External Ambient Last (C)"
"1693423032","38.574","39.412","38.599","38.665","36.566","39.823","39.813","38.009","43.821","44.974","25.948","37.978","23.928"
"1693423033","38.603","39.408","38.607","38.654","36.625","39.791","39.805","37.973","43.807","44.953","25.963","37.967","23.932"
"1693423034","38.603","39.408","38.599","38.599","36.683","39.776","39.765","37.921","43.805","44.947","25.963","37.956","23.943"
"1693423035","38.632","39.404","38.592","38.508","36.737","39.739","39.765","37.918","43.807","44.938","25.970","37.974","23.961"
"1693423036","38.635","39.375","38.588","38.464","36.781","39.677","39.761","37.943","43.796","44.934","25.970","37.941","23.969"
"1693423037","38.672","39.309","38.599","38.490","36.810","39.652","39.750","37.954","43.787","44.925","25.981","37.892","23.952"
"1693423038","38.683","39.262","38.581","38.522","36.817","39.659","39.732","37.950","43.778","44.920","25.981","37.912","23.950"
"1693423039","38.694","39.247","38.548","38.555","36.854","39.656","39.739","37.972","43.785","44.916","25.981","37.901","23.957"
"1693423040","38.591","39.276","38.548","38.610","36.941","39.637","39.746","37.946","43.767","44.907","25.983","37.876","23.968"
"1693423041","38.518","39.298","38.551","38.624","36.970","39.644","39.732","37.925","43.756","44.901","25.966","37.876","23.983"
"1693423042","38.457","39.269","38.577","38.613","37.017","39.648","39.703","37.932","43.745","44.887","25.966","37.872","23.976"
"1693423043","38.387","39.309","38.595","38.584","37.054","39.640","39.677","37.928","43.730","44.870","25.959","37.941","23.979"
"1693423044","38.351","39.320","38.580","38.577","37.017","39.651","39.673","37.892","43.727","44.861","25.959","37.967","23.968"
"1693423045","38.369","39.323","38.536","38.555","36.988","39.651","39.695","37.888","43.719","44.861","25.944","37.981","23.979"
"1693423046","38.402","39.305","38.471","38.547","36.952","39.651","39.702","37.913","43.703","44.839","25.944","37.966","24.009"
"1693423047","38.391","39.283","38.427","38.533","36.857","39.659","39.706","37.924","43.690","44.829","25.944","37.926","24.005"
"1693423048","38.409","39.280","38.402","38.522","36.806","39.666","39.699","37.939","43.690","44.825","25.959","37.883","24.020"
"1693423049","38.401","39.298","38.409","38.565","36.671","39.669","39.720","37.913","43.681","44.814","25.955","37.846","24.041"
"1693423050","38.420","39.287","38.409","38.584","36.649","39.677","39.680","37.917","43.668","44.814","25.936","37.853","24.052"
"1693423051","38.445","39.301","38.394","38.620","36.623","39.665","39.673","37.946","43.668","44.796","25.922","37.879","24.064"
"1693423052","38.467","39.319","38.350","38.656","36.616","39.651","39.691","38.000","43.652","44.781","25.921","37.939","24.084"
"1693423053","38.492","39.334","38.317","38.682","36.590","39.643","39.724","38.037","43.646","44.781","25.918","37.992","24.089"
"1693423054","38.470","39.352","38.277","38.682","36.558","39.662","39.742","38.051","43.650","44.774","25.910","37.988","24.063"
"1693423055","38.445","39.348","38.252","38.685","36.561","39.676","39.694","38.077","43.626","44.761","25.901","37.971","24.071"
"1693423056","38.426","39.370","38.248","38.652","36.550","39.691","39.654","38.102","43.617","44.748","25.899","37.955","24.085"
"1693423057","38.437","39.381","38.281","38.634","36.583","39.709","39.654","38.095","43.617","44.745","25.899","37.937","24.089"
"1693423058","38.393","39.286","38.277","38.634","36.656","39.705","39.607","38.022","43.606","44.730","25.897","38.002","24.039"
"1693423059","38.328","39.162","38.211","38.634","36.667","39.690","39.570","38.000","43.595","44.726","25.892","38.006","23.982"
"1693423060","38.298","39.031","38.196","38.615","36.706","39.697","39.563","38.018","43.603","44.723","25.888","38.013","23.960"
"1693423061","38.338","38.980","38.167","38.586","36.746","39.683","39.581","38.018","43.586","44.715","25.855","37.796","23.897"
"1693423062","38.382","39.023","38.116","38.583","36.750","39.661","39.570","37.978","43.584","44.705","25.855","37.587","23.934"
"1693423063","38.379","39.125","38.094","38.590","36.797","39.665","39.577","37.905","43.581","44.705","25.862","37.525","23.967"
"1693423064","38.349","39.151","38.109","38.579","36.855","39.679","39.595","37.785","43.562","44.695","25.886","37.437","24.000"
"1693423065","38.353","39.096","38.142","38.484","36.917","39.701","39.577","37.624","43.562","44.686","25.891","37.361","24.008"
"1693423066","38.375","39.118","38.156","38.491","36.997","39.723","39.584","37.526","43.555","44.675","25.895","37.412","24.008"
"1693423067","38.451","39.169","38.149","38.436","37.041","39.737","39.606","37.562","43.551","44.675","25.904","37.424","23.995"
"1693423068","38.462","39.172","38.134","38.433","37.070","39.730","39.620","37.518","43.544","44.672","25.910","37.459","23.996"
"1693423069","38.473","39.165","38.086","38.436","37.139","39.726","39.653","37.456","43.537","44.661","25.917","37.488","24.000"
"1693423070","38.458","39.139","38.126","38.465","37.197","39.726","39.671","37.463","43.533","44.659","25.919","37.550","24.035"
"1693423071","38.436","39.114","38.145","38.447","37.234","39.708","39.679","37.507","43.526","44.642","25.928","37.550","24.044"
"1693423072","38.378","39.110","38.185","38.407","37.307","39.711","39.657","37.529","43.522","44.639","25.928","37.510","24.037"
"1693423073","38.370","39.128","38.196","38.385","37.347","39.718","39.595","37.540","43.506","44.626","25.939","37.513","24.027"
"1693423074","38.363","39.117","38.185","38.334","37.369","39.726","39.602","37.591","43.489","44.610","25.931","37.575","24.018"
"1693423075","38.363","39.114","38.228","38.305","37.409","39.740","39.620","37.631","43.489","44.613","25.924","37.593","24.022"
"1693423076","38.337","39.121","38.276","38.294","37.401","39.755","39.616","37.667","43.482","44.597","25.917","37.557","24.027"
"1693423077","38.334","39.135","38.279","38.257","37.376","39.744","39.569","37.685","43.468","44.588","25.895","37.550","24.044"
"1693423078","38.323","39.146","38.283","38.225","37.365","39.711","39.591","37.696","43.468","44.584","25.902","37.568","24.077"
"1693423079","38.294","39.161","38.254","38.173","37.368","39.682","39.642","37.696","43.466","44.584","25.904","37.555","24.139"
"1693423080","38.341","39.146","38.232","38.126","37.376","39.689","39.671","37.696","43.471","44.580","25.909","37.557","24.158"
"1693423081","38.385","39.168","38.206","38.130","37.397","39.682","39.689","37.714","43.456","44.559","25.909","37.564","24.161"
"1693423082","38.395","39.150","38.221","38.148","37.353","39.656","39.696","37.710","43.436","44.548","25.916","37.613","24.185"
"1693423083","38.377","39.120","38.217","38.151","37.306","39.656","39.700","37.685","43.431","44.544","25.913","37.640","24.180"
"1693423084","38.355","39.135","38.199","38.159","37.255","39.674","39.667","37.721","43.420","44.533","25.901","37.651","24.179"
"1693423085","38.323","39.175","38.166","38.210","37.128","39.685","39.678","37.776","43.418","44.529","25.920","37.653","24.159"
"1693423086","38.308","39.182","38.159","38.250","37.120","39.685","39.700","37.798","43.409","44.519","25.909","37.629","24.150"
"1693423087","38.319","39.182","38.180","38.301","37.127","39.703","39.718","37.783","43.405","44.526","25.909","37.622","24.154"
"1693423088","38.344","39.182","38.206","38.322","37.124","39.710","39.692","37.688","43.398","44.507","25.899","37.531","24.155"
"1693423089","38.366","39.168","38.202","38.330","37.098","39.700","39.685","37.681","43.376","44.497","25.894","37.480","24.150"
"1693423090","38.381","39.142","38.213","38.293","37.135","39.685","39.703","37.725","43.373","44.482","25.886","37.469","24.143"
"1693423091","38.373","39.127","38.217","38.260","37.175","39.681","39.692","37.750","43.365","44.475","25.908","37.487","24.152"
"1693423092","38.384","39.146","38.228","38.235","37.218","39.692","39.688","37.761","43.351","44.460","25.912","37.498","24.157"
"1693423093","38.395","39.146","38.231","38.213","37.247","39.678","39.688","37.768","43.358","44.464","25.927","37.476","24.157"
"1693423094","38.442","39.105","38.198","38.151","37.353","39.634","39.681","37.765","43.338","44.446","25.912","37.456","24.133"
"1693423095","38.479","39.084","38.169","38.169","37.389","39.612","39.714","37.790","43.333","44.438","25.905","37.480","24.120"
"1693423096","38.490","39.080","38.158","38.213","37.444","39.590","39.717","37.808","43.329","44.435","25.905","37.461","24.106"
"1693423097","38.475","39.073","38.136","38.235","37.470","39.594","39.714","37.830","43.314","44.424","25.910","37.483","24.098"
"1693423098","38.501","39.091","38.122","38.246","37.499","39.623","39.707","37.867","43.300","44.420","25.912","37.479","24.109"
"1693423099","38.530","39.051","38.114","38.231","37.528","39.619","39.710","37.866","43.314","44.427","25.927","37.490","24.120"
"1693423100","38.548","39.032","38.114","38.260","37.571","39.623","39.703","37.863","43.309","44.416","25.943","37.561","24.129"
"1693423101","38.559","39.021","38.143","38.282","37.575","39.623","39.714","37.896","43.296","44.402","25.952","37.585","24.098"
"1693423102","38.548","39.014","38.183","38.263","37.586","39.626","39.695","37.892","43.289","44.395","25.952","37.610","24.098"
"1693423103","38.453","39.080","38.223","38.151","37.560","39.630","39.619","37.855","43.274","44.378","25.950","37.548","24.056"
"1693423104","38.438","39.087","38.205","38.096","37.513","39.644","39.641","37.877","43.267","44.369","25.956","37.530","24.046"
"1693423105","38.424","39.072","38.183","38.056","37.469","39.644","39.637","37.881","43.270","44.369","25.956","37.534","24.020"
"1693423106","38.416","39.050","38.202","38.059","37.444","39.622","39.652","37.910","43.258","44.358","25.956","37.548","23.996"
"1693423107","38.402","39.018","38.212","38.074","37.396","39.590","39.652","37.921","43.245","44.358","25.963","37.548","23.987"
"1693423108","38.405","39.003","38.190","38.085","37.349","39.582","39.670","37.939","43.249","44.344","25.959","37.515","23.965"
"1693423109","38.394","39.021","38.143","38.085","37.341","39.589","39.691","37.957","43.229","44.336","25.950","37.473","23.967"
"1693423110","38.387","39.028","38.118","38.074","37.338","39.571","39.717","37.968","43.223","44.325","25.952","37.501","23.954"
"1693423111","38.387","39.039","38.067","38.070","37.341","39.564","39.717","37.975","43.209","44.314","25.944","37.512","23.954"
"1693423112","38.394","39.046","37.964","38.023","37.309","39.498","39.699","37.994","43.207","44.313","25.946","37.533","23.956"
"1693423113","38.365","39.068","37.906","38.023","37.236","39.484","39.684","37.983","43.198","44.296","25.941","37.522","23.954"
"1693423114","38.307","39.079","37.859","38.055","37.152","39.465","39.648","37.942","43.194","44.296","25.941","37.522","23.943"
"1693423115","38.278","39.087","37.848","38.085","37.039","39.458","39.615","37.910","43.178","44.276","25.930","37.497","23.943"
"1693423116","38.289","39.090","37.848","38.106","36.937","39.473","39.575","37.884","43.169","44.267","25.922","37.504","23.939"
"1693423117","38.329","39.090","37.848","38.081","36.893","39.462","39.527","37.881","43.165","44.263","25.915","37.540","23.950"
"1693423118","38.347","39.086","37.870","38.092","36.933","39.447","39.502","37.877","43.157","44.254","25.926","37.617","23.983"
"1693423119","38.376","39.079","37.884","38.088","36.999","39.436","39.476","37.910","43.143","44.249","25.911","37.642","24.001"
"1693423120","38.394","39.086","37.895","38.063","37.021","39.418","39.433","37.921","43.147","44.249","25.918","37.661","24.012"
"1693423121","38.347","39.090","37.932","37.957","37.054","39.356","39.396","37.935","43.137","44.236","25.913","37.686","24.020"
"1693423122","38.376","39.112","37.939","37.957","37.061","39.327","39.385","37.939","43.128","44.234","25.907","37.690","24.027"
"1693423123","38.361","39.123","37.928","37.979","37.086","39.312","39.418","37.910","43.121","44.227","25.900","37.701","24.020"
"1693423124","38.332","39.112","37.917","37.993","37.064","39.312","39.447","37.873","43.128","44.220","25.907","37.717","24.021"
"1693423125","38.285","39.068","37.924","38.019","37.010","39.316","39.454","37.855","43.125","44.212","25.911","37.704","24.001"
"1693423126","38.263","39.032","37.928","38.008","36.988","39.294","39.469","37.862","43.103","44.209","25.915","37.660","23.994"
"1693423127","38.230","39.003","37.964","38.033","36.955","39.276","39.483","37.844","43.090","44.180","25.878","37.536","23.962"
"1693423128","38.212","38.984","37.982","38.030","36.922","39.243","39.516","37.859","43.081","44.183","25.874","37.522","23.957"
"1693423129","38.208","38.988","37.993","38.052","36.922","39.228","39.534","37.866","43.081","44.180","25.878","37.511","23.964"
"1693423130","38.237","38.981","38.015","38.117","36.962","39.239","39.549","37.840","43.066","44.165","25.870","37.493","23.983"
"1693423131","38.227","38.970","38.048","38.150","36.999","39.250","39.553","37.829","43.059","44.161","25.874","37.482","23.994"
"1693423132","38.172","38.922","38.052","38.139","37.035","39.265","39.542","37.808","43.066","44.161","25.888","37.467","23.997"
"1693423133","38.143","38.922","38.063","38.135","37.064","39.258","39.545","37.793","43.052","44.138","25.879","37.436","23.968"
"1693423134","38.154","38.919","38.052","38.150","37.083","39.214","39.527","37.786","43.052","44.139","25.885","37.412","23.964"
"1693423135","38.139","38.897","38.019","38.161","37.050","39.196","39.524","37.800","43.041","44.128","25.881","37.401","23.953"
"1693423136","38.110","38.871","37.990","38.175","37.035","39.225","39.469","37.775","43.017","44.112","25.875","37.385","23.973"
"1693423137","38.132","38.875","37.975","38.186","37.013","39.247","39.454","37.797","43.012","44.107","25.881","37.368","23.968"
"1693423138","38.161","38.882","37.961","38.212","36.980","39.265","39.480","37.829","43.008","44.103","25.870","37.397","23.971"
"1693423139","38.139","38.868","37.968","38.234","36.835","39.214","39.447","37.844","42.992","44.083","25.866","37.394","23.944"
"1693423140","38.139","38.864","37.979","38.237","36.780","39.196","39.454","37.851","42.997","44.088","25.870","37.387","23.945"
"1693423141","38.139","38.872","37.997","38.219","36.733","39.185","39.469","37.870","42.986","44.081","25.866","37.376","23.934"
"1693423142","38.154","38.864","37.990","38.183","36.751","39.174","39.418","37.873","42.981","44.063","25.857","37.386","23.927"
"1693423143","38.154","38.842","37.972","38.143","36.758","39.174","39.403","37.884","42.971","44.066","25.866","37.394","23.949"
"1693423144","38.135","38.846","37.957","38.114","36.729","39.188","39.414","37.910","42.968","44.052","25.858","37.419","23.952"
"1693423145","38.132","38.864","37.942","38.139","36.675","39.214","39.400","37.913","42.968","44.050","25.860","37.414","23.978"
"1693423146","38.110","38.839","37.942","38.143","36.634","39.217","39.356","37.902","42.961","44.056","25.869","37.390","23.963"
"1693423147","38.092","38.821","37.946","38.154","36.635","39.232","39.342","37.906","42.953","44.037","25.862","37.375","23.963"
"1693423148","38.077","38.828","37.921","38.114","36.675","39.225","39.349","37.895","42.941","44.030","25.868","37.379","23.973"
"1693423149","38.070","38.835","37.910","38.066","36.700","39.210","39.367","37.888","42.946","44.026","25.873","37.393","24.004"
"1693423150","38.070","38.850","37.906","38.052","36.751","39.203","39.403","37.884","42.939","44.023","25.858","37.397","24.015"
"1693423151","38.070","38.868","37.884","38.034","36.766","39.199","39.422","37.855","42.917","44.004","25.856","37.411","24.013"
"1693423152","38.066","38.846","37.862","38.019","36.784","39.221","39.454","37.837","42.917","43.990","25.866","37.422","23.993"
"1693423153","38.077","38.831","37.844","38.045","36.788","39.229","39.454","37.833","42.909","43.986","25.840","37.415","23.974"
"1693423154","38.081","38.828","37.830","38.081","36.795","39.200","39.473","37.833","42.895","43.979","25.841","37.408","24.017"
"1693423155","38.067","38.817","37.837","38.121","36.788","39.163","39.480","37.811","42.888","43.968","25.843","37.397","24.026"
"1693423156","38.026","38.802","37.826","38.136","36.744","39.145","39.469","37.775","42.884","43.961","25.840","37.375","24.026"
"1693423157","38.056","38.781","37.852","38.154","36.613","39.152","39.429","37.771","42.862","43.943","25.834","37.317","24.046"
"1693423158","38.019","38.770","37.866","38.154","36.558","39.163","39.444","37.786","42.859","43.946","25.836","37.320","24.066"
"1693423159","37.968","38.751","37.884","38.169","36.496","39.181","39.411","37.757","42.848","43.932","25.836","37.309","24.077"
"1693423160","37.917","38.741","37.903","38.172","36.449","39.211","39.371","37.720","42.848","43.933","25.865","37.296","24.068"
"1693423161","37.928","38.755","37.899","38.169","36.391","39.200","39.375","37.695","42.844","43.924","25.872","37.291","24.029"
"1693423162","37.946","38.748","37.874","38.147","36.354","39.185","39.393","37.699","42.840","43.921","25.880","37.306","24.011"
"1693423163","37.987","38.744","37.823","38.143","36.318","39.189","39.397","37.717","42.833","43.908","25.869","37.364","24.046"
"1693423164","37.990","38.748","37.819","38.143","36.271","39.182","39.411","37.735","42.829","43.913","25.876","37.400","24.066"
"1693423165","37.932","38.752","37.826","38.140","36.249","39.171","39.393","37.742","42.826","43.902","25.883","37.433","24.077"
"1693423166","37.888","38.741","37.877","38.143","36.220","39.160","39.338","37.691","42.811","43.886","25.876","37.462","24.095"
"1693423167","37.907","38.730","37.892","38.165","36.223","39.182","39.349","37.688","42.796","43.870","25.872","37.469","24.084"
"1693423168","37.936","38.697","37.892","38.169","36.209","39.156","39.342","37.670","42.793","43.862","25.865","37.458","24.091"
"1693423169","37.921","38.668","37.892","38.176","36.212","39.105","39.331","37.670","42.784","43.857","25.865","37.456","24.038"
"1693423170","37.845","38.661","37.910","38.180","36.223","39.054","39.327","37.641","42.786","43.855","25.861","37.425","24.021"
"1693423171","37.764","38.675","37.932","38.202","36.238","39.003","39.331","37.597","42.767","43.837","25.865","37.396","24.003"
"1693423172","37.721","38.679","37.954","38.198","36.242","38.989","39.306","37.557","42.758","43.824","25.870","37.371","23.948"
"1693423173","37.692","38.668","37.958","38.180","36.242","39.011","39.288","37.521","42.746","43.822","25.872","37.400","23.929"
"1693423174","37.659","38.716","37.983","38.165","36.238","39.054","39.284","37.491","42.738","43.819","25.868","37.396","23.940"
"1693423175","37.714","38.734","37.867","38.114","36.213","39.098","39.302","37.524","42.744","43.811","25.868","37.378","23.962"
"1693423176","37.717","38.723","37.808","38.074","36.198","39.124","39.317","37.550","42.731","43.797","25.857","37.381","23.959"
"1693423177","37.746","38.745","37.772","38.063","36.202","39.120","39.349","37.593","42.724","43.790","25.861","37.359","23.936"
"1693423178","37.765","38.756","37.732","37.983","36.184","39.098","39.372","37.612","42.715","43.782","25.840","37.372","23.935"
"1693423179","37.765","38.763","37.688","37.932","36.205","39.105","39.390","37.619","42.706","43.768","25.824","37.367","23.944"
"1693423180","37.721","38.770","37.670","37.951","36.220","39.102","39.393","37.604","42.691","43.761","25.817","37.374","23.959"
"1693423181","37.710","38.763","37.663","37.962","36.209","39.073","39.397","37.550","42.691","43.759","25.820","37.425","23.995"
"1693423182","37.754","38.734","37.645","37.933","36.198","39.073","39.350","37.550","42.684","43.753","25.820","37.447","24.014"
"1693423183","37.787","38.708","37.637","37.947","36.187","39.080","39.328","37.521","42.684","43.750","25.817","37.476","24.010"
"1693423184","37.856","38.687","37.597","37.849","36.140","39.095","39.277","37.470","42.680","43.740","25.811","37.485","23.971"
"1693423185","37.860","38.668","37.590","37.841","36.104","39.102","39.270","37.492","42.665","43.731","25.816","37.476","23.958"
"1693423186","37.860","38.679","37.590","37.885","36.078","39.073","39.284","37.499","42.669","43.731","25.816","37.472","23.966"
"1693423187","37.853","38.683","37.587","37.925","36.045","39.022","39.244","37.481","42.660","43.717","25.820","37.485","23.951"
"1693423188","37.831","38.650","37.572","37.955","36.024","38.989","39.212","37.488","42.654","43.713","25.831","37.479","23.932"
"1693423189","37.805","38.636","37.539","37.973","35.994","38.967","39.190","37.521","42.651","43.713","25.831","37.483","23.932"
"1693423190","37.787","38.618","37.528","37.969","35.973","38.953","39.204","37.557","42.638","43.702","25.831","37.472","23.949"
"1693423191","37.805","38.607","37.543","37.947","35.991","38.949","39.233","37.572","42.625","43.695","25.820","37.458","23.966"
"1693423192","37.791","38.614","37.557","37.922","36.053","38.935","39.233","37.561","42.636","43.698","25.834","37.457","23.995"
"1693423193","37.802","38.640","37.590","37.940","36.140","38.851","39.212","37.510","42.631","43.691","25.844","37.432","24.019"
"1693423194","37.805","38.636","37.598","37.947","36.097","38.836","39.190","37.518","42.614","43.677","25.838","37.443","24.039"
"1693423195","37.816","38.643","37.616","37.966","36.053","38.844","39.157","37.540","42.622","43.673","25.845","37.457","24.032"
"1693423196","37.813","38.643","37.627","37.969","35.998","38.836","39.117","37.539","42.589","43.655","25.836","37.477","24.037"
"1693423197","37.849","38.625","37.630","37.977","35.980","38.833","39.110","37.532","42.585","43.633","25.831","37.490","24.050"
"1693423198","37.853","38.603","37.645","37.955","35.998","38.848","39.117","37.550","42.578","43.629","25.842","37.494","24.054"
"1693423199","37.875","38.614","37.663","37.929","36.020","38.829","39.110","37.565","42.567","43.624","25.832","37.474","24.054"
"1693423200","37.893","38.603","37.671","37.926","36.031","38.833","39.106","37.569","42.556","43.615","25.831","37.483","24.046"
"1693423201","37.889","38.567","37.653","37.933","35.991","38.829","39.113","37.601","42.560","43.619","25.842","37.486","24.050"
"1693423202","37.908","38.534","37.609","37.973","35.980","38.877","39.095","37.627","42.556","43.607","25.843","37.437","24.037"
"1693423203","37.886","38.531","37.598","37.966","35.966","38.862","39.092","37.624","42.552","43.604","25.842","37.417","24.002"
"1693423204","37.853","38.527","37.587","37.959","35.918","38.851","39.077","37.627","42.545","43.600","25.845","37.421","23.995"
"1693423205","37.846","38.545","37.598","37.955","35.871","38.819","39.077","37.631","42.538","43.586","25.847","37.421","23.952"
"1693423206","37.842","38.564","37.591","37.984","35.853","38.786","39.066","37.624","42.527","43.582","25.842","37.410","23.932"
"1693423207","37.810","38.567","37.591","38.003","35.853","38.771","39.034","37.631","42.531","43.575","25.838","37.428","23.932"
"1693423208","37.802","38.567","37.598","38.006","35.846","38.746","38.994","37.646","42.518","43.566","25.832","37.429","23.906"
"1693423209","37.737","38.564","37.573","38.003","35.820","38.728","38.961","37.653","42.516","43.564","25.834","37.442","23.902"
"1693423210","37.686","38.567","37.554","37.955","35.849","38.757","38.983","37.631","42.509","43.560","25.830","37.464","23.895"
"1693423211","37.671","38.571","37.482","37.835","35.973","38.750","39.041","37.584","42.492","43.538","25.825","37.468","23.880"
"1693423212","37.660","38.553","37.452","37.766","36.042","38.735","39.045","37.580","42.487","43.528","25.834","37.479","23.884"
"1693423213","37.671","38.538","37.453","37.708","36.050","38.724","39.037","37.566","42.487","43.531","25.834","37.453","23.887"
"1693423214","37.642","38.549","37.482","37.715","36.046","38.742","39.034","37.547","42.467","43.516","25.821","37.355","23.863"
"1693423215","37.620","38.597","37.496","37.759","35.992","38.761","38.997","37.482","42.461","43.506","25.812","37.333","23.854"
"1693423216","37.577","38.633","37.460","37.810","35.948","38.790","38.983","37.427","42.461","43.509","25.823","37.322","23.851"
"1693423217","37.577","38.615","37.449","37.821","35.933","38.797","38.950","37.402","42.443","43.486","25.810","37.373","23.865"
"1693423218","37.609","38.597","37.442","37.843","35.904","38.812","38.936","37.376","42.436","43.487","25.819","37.380","23.876"
"1693423219","37.646","38.571","37.438","37.872","35.915","38.845","38.943","37.369","42.436","43.473","25.819","37.336","23.880"
"1693423220","37.646","38.528","37.489","37.886","35.934","38.859","38.917","37.333","42.429","43.473","25.817","37.278","23.882"
"1693423221","37.646","38.510","37.511","37.883","35.963","38.837","38.907","37.307","42.421","43.465","25.808","37.267","23.872"
"1693423222","37.668","38.502","37.518","37.875","35.981","38.823","38.888","37.307","42.414","43.458","25.808","37.249","23.876"
"1693423223","37.683","38.510","37.497","37.850","35.981","38.805","38.888","37.322","42.412","43.458","25.800","37.265","23.867"
"1693423224","37.708","38.506","37.457","37.799","35.970","38.812","38.918","37.329","42.399","43.444","25.797","37.263","23.872"
"1693423225","37.744","38.513","37.387","37.781","35.956","38.812","38.939","37.362","42.399","43.440","25.808","37.259","23.876"
"1693423226","37.755","38.517","37.333","37.752","35.897","38.805","38.943","37.398","42.399","43.436","25.809","37.239","23.889"
"1693423227","37.770","38.506","37.304","37.766","35.843","38.775","38.961","37.391","42.381","43.422","25.804","37.230","23.902"
"1693423228","37.770","38.484","37.260","37.792","35.792","38.768","38.994","37.417","42.396","43.433","25.804","37.227","23.909"
"1693423229","37.770","38.451","37.202","37.803","35.708","38.739","39.016","37.453","42.377","43.414","25.807","37.176","23.905"
"1693423230","37.745","38.430","37.209","37.807","35.672","38.725","38.994","37.479","42.370","43.411","25.815","37.157","23.909"
"1693423231","37.701","38.379","37.220","37.799","35.650","38.706","38.969","37.439","42.374","43.407","25.807","37.176","23.916"
"1693423232","37.701","38.331","37.224","37.803","35.631","38.706","38.907","37.424","42.348","43.385","25.802","37.190","23.914"
"1693423233","37.723","38.302","37.220","37.799","35.617","38.717","38.881","37.398","42.345","43.382","25.804","37.183","23.938"
"1693423234","37.723","38.299","37.220","37.803","35.592","38.714","38.871","37.384","42.341","43.378","25.811","37.186","23.938"
"1693423235","37.723","38.299","37.209","37.818","35.566","38.725","38.852","37.359","42.325","43.352","25.796","37.217","23.944"
"1693423236","37.723","38.302","37.209","37.803","35.559","38.732","38.878","37.329","42.319","43.360","25.815","37.245","23.953"
"1693423237","37.734","38.328","37.220","37.792","35.639","38.721","38.896","37.304","42.319","43.356","25.811","37.259","23.953"
"1693423238","37.748","38.357","37.195","37.741","35.705","38.718","38.903","37.344","42.315","43.351","25.820","37.295","23.955"
"1693423239","37.752","38.320","37.202","37.723","35.675","38.703","38.863","37.322","42.312","43.345","25.814","37.292","23.949"
"1693423240","37.712","38.288","37.195","37.672","35.701","38.681","38.816","37.308","42.304","43.334","25.814","37.281","23.945"
"1693423241","37.712","38.255","37.188","37.647","35.741","38.659","38.780","37.275","42.288","43.322","25.809","37.284","23.960"
"1693423242","37.687","38.266","37.177","37.647","35.730","38.641","38.754","37.242","42.286","43.312","25.807","37.292","23.949"
"1693423243","37.687","38.262","37.180","37.665","35.690","38.641","38.747","37.220","42.283","43.302","25.796","37.270","23.934"
"1693423244","37.668","38.240","37.188","37.690","35.650","38.634","38.725","37.224","42.266","43.294","25.796","37.144","23.936"
"1693423245","37.687","38.229","37.180","37.716","35.595","38.630","38.714","37.231","42.257","43.287","25.799","37.087","23.927"
"1693423246","37.712","38.219","37.224","37.738","35.603","38.663","38.718","37.253","42.261","43.276","25.799","37.076","23.919"
"1693423247","37.745","38.244","37.300","37.778","35.635","38.689","38.667","37.202","42.250","43.263","25.799","37.080","23.932"
"1693423248","37.734","38.259","37.330","37.778","35.650","38.663","38.670","37.158","42.239","43.265","25.792","37.113","23.938"
"1693423249","37.716","38.251","37.344","37.789","35.679","38.641","38.656","37.166","42.232","43.261","25.781","37.124","23.952"
"1693423250","37.712","38.244","37.359","37.771","35.687","38.612","38.667","37.177","42.228","43.243","25.779","37.135","23.960"
"1693423251","37.701","38.244","37.363","37.771","35.719","38.579","38.714","37.184","42.213","43.240","25.781","37.127","23.963"
"1693423252","37.690","38.252","37.377","37.767","35.745","38.539","38.718","37.206","42.206","43.229","25.785","37.116","23.996"
"1693423253","37.690","38.241","37.373","37.756","35.738","38.528","38.707","37.231","42.201","43.229","25.790","37.074","23.998"
"1693423254","37.680","38.215","37.373","37.763","35.774","38.539","38.681","37.210","42.195","43.225","25.781","37.065","23.985"
"1693423255","37.657","38.171","37.384","37.760","35.825","38.528","38.638","37.198","42.199","43.221","25.784","37.051","23.982"
"1693423256","37.712","38.168","37.406","37.745","35.760","38.507","38.605","37.213","42.192","43.207","25.786","37.054","23.983"
"1693423257","37.720","38.197","37.384","37.690","35.745","38.499","38.634","37.246","42.177","43.203","25.788","37.054","23.982"
"1693423258","37.723","38.215","37.377","37.709","35.738","38.514","38.656","37.272","42.181","43.196","25.781","37.051","23.978"
"1693423259","37.734","38.204","37.388","37.741","35.738","38.543","38.652","37.282","42.162","43.190","25.779","37.063","23.981"
"1693423260","37.734","38.190","37.395","37.741","35.756","38.576","38.645","37.286","42.159","43.178","25.777","37.069","23.981"
"1693423261","37.745","38.193","37.384","37.712","35.792","38.583","38.667","37.282","42.159","43.178","25.788","37.065","23.992"
"1693423262","37.738","38.186","37.344","37.716","35.800","38.587","38.681","37.279","42.153","43.170","25.784","37.072","24.011"
"1693423263","37.738","38.193","37.319","37.727","35.760","38.587","38.689","37.268","42.148","43.163","25.791","37.076","24.007"
"1693423264","37.738","38.193","37.312","37.720","35.719","38.590","38.649","37.239","42.144","43.159","25.788","37.083","24.011"
