"","Channel 1 - Elbow Last (C)","Channel 2 - Forearm Last (C)","Channel 3 - Knuckle Last (C)","Channel 4 - Blade of Hand Last (C)","Channel 5 - Thumb Last (C)","Channel 6 - Cupping Last (C)","Channel 7 - Palm Last (C)","Channel 8 - Elbow (lower) Last (C)","Channel 9 - Heater Last (C)","Channel 10 - Thermistor Last (C)","Channel 11 - Toad MCU Last (C)","Channel 12 - Dovetail Last (C)","Channel 13 - External Ambient Last (C)","Channel 14 - Franka Dovetail Last (C)"
"1693587454","33.010","34.832","32.333","32.190","32.562","34.136","34.056","32.784","37.437","38.260","22.212","32.978","21.406","32.930"
"1693587455","33.047","34.788","32.333","32.176","32.559","34.107","34.034","32.795","37.426","38.257","22.187","32.963","21.388","32.923"
"1693587456","33.094","34.767","32.333","32.165","32.577","34.100","34.005","32.810","37.423","38.246","22.165","32.913","21.366","32.898"
"1693587457","33.109","34.727","32.322","32.151","32.588","34.078","33.994","32.832","37.412","38.243","22.179","32.873","21.370","32.880"
"1693587458","33.138","34.632","32.286","32.147","32.592","34.057","33.998","32.876","37.409","38.247","22.220","32.847","21.389","32.836"
"1693587459","33.157","34.581","32.268","32.133","32.599","34.057","34.017","32.873","37.409","38.232","22.235","32.818","21.378","32.833"
"1693587460","33.110","34.571","32.257","32.126","32.589","34.071","34.035","32.880","37.405","38.232","22.257","32.855","21.389","32.855"
"1693587461","33.070","34.600","32.239","32.112","32.560","34.079","34.039","32.880","37.391","38.222","22.239","32.902","21.378","32.862"
"1693587462","33.066","34.626","32.221","32.112","32.553","34.083","34.043","32.888","37.377","38.211","22.243","32.928","21.386","32.855"
"1693587463","33.066","34.648","32.217","32.108","32.538","34.083","34.050","32.881","37.366","38.196","22.250","32.844","21.386","32.804"
"1693587464","33.027","34.688","32.240","32.090","32.524","34.105","34.043","32.859","37.370","38.189","22.243","32.819","21.382","32.808"
"1693587465","33.005","34.713","32.243","32.068","32.535","34.112","34.047","32.863","37.370","38.204","22.266","32.823","21.401","32.823"
"1693587466","32.994","34.721","32.225","32.087","32.564","34.116","34.061","32.841","37.355","38.182","22.262","32.816","21.386","32.830"
"1693587467","32.994","34.747","32.200","32.134","32.619","34.138","34.084","32.845","37.341","38.168","22.269","32.812","21.394","32.820"
"1693587468","32.972","34.743","32.167","32.124","32.630","34.135","34.076","32.830","37.334","38.161","22.292","32.802","21.361","32.751"
"1693587469","32.925","34.747","32.142","32.160","32.641","34.120","34.077","32.820","37.334","38.154","22.255","32.754","21.335","32.733"
"1693587470","32.896","34.747","32.120","32.200","32.630","34.073","34.080","32.820","37.323","38.147","22.211","32.765","21.343","32.704"
"1693587471","32.900","34.766","32.131","32.244","32.631","34.059","34.077","32.820","37.327","38.147","22.189","32.744","21.347","32.689"
"1693587472","32.900","34.773","32.143","32.288","32.620","34.063","34.092","32.806","37.316","38.136","22.201","32.689","21.332","32.653"
"1693587473","32.900","34.780","32.132","32.296","32.612","34.070","34.077","32.817","37.302","38.133","22.208","32.686","21.336","32.657"
"1693587474","32.904","34.773","32.114","32.285","32.606","34.056","34.063","32.810","37.306","38.129","22.215","32.682","21.343","32.675"
"1693587475","32.879","34.770","32.085","32.252","32.609","34.052","34.070","32.810","37.291","38.126","22.183","32.697","21.377","32.686"
"1693587476","32.886","34.781","32.070","32.216","32.620","34.067","34.078","32.824","37.291","38.119","22.194","32.697","21.381","32.672"
"1693587477","32.901","34.796","32.045","32.249","32.646","34.063","34.085","32.795","37.284","38.104","22.223","32.657","21.359","32.635"
"1693587478","32.912","34.814","32.023","32.296","32.643","34.078","34.111","32.763","37.281","38.108","22.235","32.657","21.377","32.632"
"1693587479","32.909","34.840","32.038","32.337","32.646","34.056","34.093","32.716","37.277","38.090","22.242","32.643","21.366","32.629"
"1693587480","32.854","34.854","32.053","32.355","32.661","34.053","34.082","32.672","37.267","38.086","22.231","32.658","21.363","32.614"
"1693587481","32.883","34.803","32.053","32.351","32.679","34.024","34.060","32.698","37.270","38.090","22.184","32.662","21.378","32.622"
"1693587482","32.898","34.742","32.057","32.337","32.680","34.013","34.064","32.712","37.271","38.090","22.106","32.589","21.382","32.640"
"1693587483","32.891","34.720","32.075","32.348","32.691","34.017","34.064","32.712","37.253","38.080","22.088","32.611","21.363","32.647"
"1693587484","32.869","34.706","32.064","32.377","32.680","33.995","34.050","32.705","37.249","38.072","22.096","32.655","21.371","32.607"
"1693587485","32.870","34.666","32.061","32.327","32.625","33.930","34.057","32.720","37.246","38.054","22.111","32.684","21.360","32.582"
"1693587486","32.833","34.688","32.043","32.320","32.575","33.904","34.057","32.688","37.228","38.051","22.126","32.670","21.353","32.557"
"1693587487","32.830","34.699","32.021","32.305","32.535","33.897","34.076","32.709","37.231","38.051","22.118","32.630","21.346","32.575"
"1693587488","32.852","34.702","32.006","32.312","32.502","33.894","34.094","32.710","37.217","38.037","22.119","32.608","21.350","32.605"
"1693587489","32.881","34.692","31.977","32.324","32.480","33.886","34.098","32.710","37.217","38.033","22.152","32.616","21.346","32.689"
"1693587490","32.892","34.699","31.974","32.342","32.477","33.887","34.109","32.706","37.206","38.030","22.159","32.616","21.331","32.707"
"1693587491","32.889","34.717","31.978","32.371","32.470","33.872","34.109","32.666","37.210","38.030","22.178","32.594","21.298","32.681"
"1693587492","32.889","34.710","31.978","32.382","32.429","33.847","34.073","32.688","37.214","38.023","22.182","32.569","21.288","32.656"
"1693587493","32.885","34.725","31.985","32.357","32.390","33.832","34.080","32.710","37.203","38.023","22.226","32.558","21.262","32.624"
"1693587494","32.878","34.740","32.011","32.342","32.324","33.811","34.080","32.703","37.196","38.012","22.223","32.573","21.277","32.631"
"1693587495","32.856","34.733","32.022","32.335","32.277","33.796","34.062","32.685","37.200","38.012","22.204","32.595","21.273","32.627"
"1693587496","32.820","34.740","32.004","32.313","32.262","33.796","34.055","32.671","37.182","38.002","22.179","32.595","21.263","32.671"
"1693587497","32.784","34.747","32.018","32.310","32.252","33.807","34.026","32.671","37.178","37.994","22.171","32.613","21.252","32.708"
"1693587498","32.780","34.758","32.040","32.288","32.259","33.829","33.971","32.656","37.178","37.995","22.205","32.617","21.222","32.730"
"1693587499","32.795","34.759","32.033","32.256","32.267","33.840","33.928","32.664","37.175","37.991","22.223","32.610","21.200","32.723"
"1693587500","32.817","34.780","31.993","32.252","32.274","33.844","33.902","32.660","37.175","37.991","22.246","32.636","21.219","32.657"
"1693587501","32.810","34.784","32.008","32.230","32.278","33.830","33.881","32.605","37.172","37.984","22.246","32.643","21.212","32.588"
"1693587502","32.770","34.781","32.008","32.238","32.300","33.823","33.874","32.598","37.172","37.984","22.253","32.654","21.219","32.556"
"1693587503","32.711","34.770","32.001","32.238","32.333","33.804","33.888","32.544","37.172","37.981","22.279","32.632","21.223","32.599"
"1693587504","32.686","34.781","31.994","32.209","32.340","33.797","33.888","32.537","37.161","37.970","22.279","32.643","21.212","32.658"
"1693587505","32.643","34.781","31.987","32.173","32.340","33.797","33.885","32.548","37.158","37.974","22.279","32.684","21.198","32.727"
"1693587506","32.595","34.799","31.961","32.144","32.344","33.809","33.867","32.526","37.150","37.966","22.265","32.698","21.220","32.738"
"1693587507","32.559","34.800","31.976","32.151","32.355","33.838","33.849","32.526","37.140","37.945","22.257","32.702","21.238","32.735"
"1693587508","32.559","34.796","32.009","32.184","32.370","33.856","33.860","32.530","37.140","37.945","22.272","32.717","21.242","32.753"
"1693587509","32.566","34.792","31.976","32.206","32.359","33.863","33.874","32.545","37.136","37.949","22.239","32.731","21.250","32.728"
"1693587510","32.548","34.782","31.944","32.231","32.366","33.885","33.896","32.552","37.118","37.934","22.217","32.706","21.235","32.670"
"1693587511","32.527","34.785","31.947","32.290","32.377","33.882","33.915","32.541","37.118","37.927","22.210","32.692","21.254","32.659"
"1693587512","32.541","34.760","31.907","32.319","32.396","33.860","33.911","32.520","37.100","37.924","22.163","32.677","21.257","32.710"
"1693587513","32.567","34.746","31.886","32.301","32.363","33.846","33.871","32.523","37.104","37.920","22.159","32.656","21.272","32.721"
"1693587514","32.593","34.749","31.893","32.301","32.345","33.860","33.864","32.560","37.097","37.913","22.218","32.652","21.306","32.732"
"1693587515","32.574","34.746","31.897","32.257","32.330","33.853","33.846","32.538","37.090","37.902","22.233","32.634","21.313","32.725"
"1693587516","32.582","34.731","31.926","32.236","32.319","33.864","33.850","32.542","37.086","37.899","22.233","32.620","21.324","32.758"
"1693587517","32.604","34.731","31.930","32.214","32.323","33.875","33.831","32.538","37.075","37.877","22.255","32.616","21.284","32.725"
"1693587518","32.607","34.721","31.897","32.185","32.320","33.864","33.835","32.520","37.072","37.881","22.244","32.605","21.269","32.689"
"1693587519","32.593","34.717","31.908","32.148","32.323","33.854","33.792","32.476","37.068","37.866","22.285","32.580","21.288","32.682"
"1693587520","32.579","34.710","31.912","32.138","32.302","33.835","33.784","32.444","37.061","37.877","22.289","32.587","21.292","32.689"
"1693587521","32.590","34.608","31.876","32.094","32.262","33.821","33.814","32.411","37.047","37.859","22.289","32.587","21.310","32.664"
"1693587522","32.564","34.594","31.854","32.061","32.276","33.832","33.814","32.426","37.051","37.859","22.296","32.606","21.336","32.624"
"1693587523","32.546","34.597","31.825","32.058","32.298","33.832","33.796","32.426","37.047","37.852","22.296","32.628","21.344","32.613"
"1693587524","32.528","34.605","31.818","32.022","32.298","33.832","33.792","32.422","37.054","37.860","22.297","32.613","21.336","32.675"
"1693587525","32.528","34.623","31.832","32.000","32.266","33.832","33.763","32.433","37.036","37.845","22.275","32.592","21.347","32.704"
"1693587526","32.557","34.601","31.861","31.996","32.226","33.832","33.767","32.430","37.029","37.834","22.271","32.559","21.351","32.727"
"1693587527","32.590","34.547","31.854","31.978","32.160","33.818","33.734","32.455","37.044","37.838","22.253","32.555","21.344","32.712"
"1693587528","32.641","34.507","31.847","31.978","32.102","33.818","33.723","32.496","37.029","37.835","22.279","32.585","21.307","32.694"
"1693587529","32.652","34.500","31.829","31.960","32.099","33.811","33.742","32.481","37.022","37.827","22.290","32.556","21.307","32.690"
"1693587530","32.612","34.547","31.815","31.917","32.168","33.826","33.720","32.416","37.019","37.828","22.305","32.541","21.308","32.691"
"1693587531","32.613","34.555","31.807","31.942","32.197","33.815","33.727","32.401","37.026","37.828","22.312","32.472","21.315","32.658"
"1693587532","32.598","34.547","31.771","31.928","32.190","33.819","33.724","32.391","37.012","37.806","22.272","32.458","21.304","32.662"
"1693587533","32.584","34.547","31.760","31.917","32.208","33.822","33.713","32.361","36.994","37.799","22.265","32.465","21.297","32.582"
"1693587534","32.580","34.569","31.768","31.906","32.249","33.819","33.710","32.354","36.997","37.795","22.261","32.494","21.308","32.531"
"1693587535","32.609","34.584","31.768","31.902","32.252","33.815","33.702","32.343","36.994","37.796","22.180","32.560","21.308","32.505"
"1693587536","32.620","34.580","31.757","31.877","32.256","33.815","33.717","32.340","36.979","37.781","22.162","32.567","21.279","32.473"
"1693587537","32.606","34.581","31.757","31.837","32.260","33.823","33.721","32.333","36.980","37.785","22.155","32.524","21.268","32.469"
"1693587538","32.555","34.595","31.739","31.808","32.267","33.823","33.688","32.314","36.965","37.767","22.129","32.506","21.228","32.451"
"1693587539","32.599","34.577","31.746","31.830","32.246","33.801","33.586","32.388","36.954","37.756","22.148","32.510","21.243","32.502"
"1693587540","32.603","34.570","31.746","31.823","32.205","33.779","33.579","32.384","36.955","37.749","22.170","32.510","21.239","32.561"
"1693587541","32.595","34.574","31.754","31.819","32.191","33.776","33.575","32.370","36.944","37.741","22.185","32.535","21.250","32.593"
"1693587542","32.581","34.574","31.776","31.812","32.195","33.783","33.579","32.362","36.944","37.745","22.203","32.579","21.243","32.594"
"1693587543","32.552","34.578","31.772","31.820","32.213","33.787","33.594","32.359","36.940","37.738","22.207","32.565","21.243","32.557"
"1693587544","32.552","34.563","31.769","31.842","32.224","33.795","33.565","32.348","36.937","37.731","22.170","32.525","21.254","32.517"
"1693587545","32.570","34.563","31.758","31.893","32.224","33.798","33.543","32.363","36.922","37.717","22.200","32.510","21.302","32.459"
"1693587546","32.592","34.567","31.754","31.918","32.199","33.798","33.583","32.374","36.922","37.724","22.215","32.499","21.328","32.448"
"1693587547","32.629","34.549","31.725","31.889","32.203","33.798","33.616","32.392","36.922","37.720","22.240","32.492","21.295","32.445"
"1693587548","32.585","34.524","31.678","31.849","32.181","33.795","33.631","32.421","36.908","37.702","22.248","32.485","21.288","32.427"
"1693587549","32.556","34.520","31.653","31.835","32.207","33.802","33.620","32.454","36.897","37.702","22.248","32.485","21.306","32.380"
"1693587550","32.567","34.538","31.646","31.802","32.203","33.806","33.638","32.462","36.894","37.699","22.248","32.489","21.292","32.380"
"1693587551","32.556","34.549","31.631","31.788","32.218","33.817","33.642","32.458","36.894","37.692","22.237","32.478","21.281","32.387"
"1693587552","32.575","34.560","31.631","31.784","32.229","33.824","33.657","32.473","36.890","37.688","22.219","32.442","21.292","32.383"
"1693587553","32.597","34.531","31.617","31.773","32.221","33.814","33.657","32.487","36.879","37.677","22.230","32.398","21.288","32.376"
"1693587554","32.589","34.469","31.606","31.770","32.247","33.817","33.675","32.517","36.876","37.667","22.171","32.384","21.281","32.380"
"1693587555","32.557","34.470","31.584","31.755","32.262","33.796","33.675","32.473","36.880","37.674","22.150","32.428","21.270","32.388"
"1693587556","32.520","34.473","31.606","31.741","32.254","33.785","33.672","32.440","36.858","37.652","22.139","32.431","21.281","32.446"
"1693587557","32.477","34.502","31.595","31.723","32.251","33.785","33.675","32.404","36.862","37.649","22.161","32.439","21.296","32.472"
"1693587558","32.492","34.481","31.573","31.730","32.251","33.796","33.687","32.400","36.851","37.645","22.168","32.450","21.315","32.490"
"1693587559","32.477","34.488","31.574","31.785","32.251","33.785","33.698","32.379","36.847","37.645","22.183","32.443","21.315","32.512"
"1693587560","32.510","34.474","31.559","31.770","32.244","33.781","33.701","32.375","36.844","37.638","22.191","32.425","21.322","32.494"
"1693587561","32.495","34.485","31.563","31.756","32.186","33.782","33.650","32.382","36.829","37.627","22.187","32.392","21.293","32.435"
"1693587562","32.507","34.496","31.592","31.771","32.146","33.782","33.636","32.383","36.833","37.624","22.213","32.399","21.278","32.428"
"1693587563","32.532","34.503","31.628","31.785","32.146","33.785","33.643","32.397","36.822","37.609","22.228","32.363","21.201","32.363"
"1693587564","32.514","34.488","31.625","31.760","32.175","33.789","33.654","32.379","36.811","37.609","22.172","32.283","21.208","32.352"
"1693587565","32.448","34.492","31.614","31.738","32.128","33.778","33.640","32.328","36.808","37.602","22.191","32.246","21.223","32.374"
"1693587566","32.390","34.507","31.651","31.760","32.088","33.793","33.607","32.263","36.804","37.606","22.129","32.221","21.201","32.462"
"1693587567","32.372","34.529","31.662","31.749","32.095","33.782","33.607","32.252","36.797","37.591","22.125","32.239","21.209","32.513"
"1693587568","32.372","34.536","31.684","31.746","32.103","33.753","33.618","32.256","36.790","37.584","22.151","32.251","21.180","32.578"
"1693587569","32.350","34.529","31.680","31.749","32.139","33.727","33.611","32.219","36.786","37.577","22.180","32.261","21.198","32.567"
"1693587570","32.369","34.489","31.680","31.771","32.146","33.717","33.596","32.212","36.779","37.577","22.210","32.265","21.228","32.487"
"1693587571","32.372","34.431","31.658","31.767","32.157","33.717","33.596","32.227","36.779","37.577","22.206","32.262","21.235","32.487"
"1693587572","32.362","34.384","31.633","31.742","32.147","33.720","33.589","32.234","36.779","37.570","22.210","32.236","21.250","32.480"
"1693587573","32.383","34.336","31.614","31.702","32.157","33.724","33.582","32.256","36.772","37.563","22.232","32.225","21.235","32.448"
"1693587574","32.402","34.292","31.604","31.695","32.172","33.742","33.578","32.267","36.769","37.559","22.236","32.226","21.243","32.430"
"1693587575","32.424","34.209","31.578","31.662","32.216","33.739","33.593","32.318","36.762","37.552","22.255","32.211","21.246","32.386"
"1693587576","32.456","34.154","31.564","31.648","32.241","33.735","33.622","32.329","36.765","37.559","22.269","32.237","21.250","32.364"
"1693587577","32.486","34.147","31.553","31.662","32.249","33.717","33.641","32.322","36.769","37.556","22.266","32.237","21.269","32.386"
"1693587578","32.504","34.154","31.527","31.666","32.263","33.713","33.633","32.285","36.762","37.549","22.248","32.248","21.265","32.324"
"1693587579","32.515","34.195","31.491","31.713","32.271","33.706","33.623","32.307","36.755","37.542","22.226","32.273","21.243","32.313"
"1693587580","32.500","34.231","31.484","31.724","32.285","33.703","33.619","32.289","36.736","37.531","22.204","32.281","21.254","32.281"
"1693587581","32.471","34.253","31.498","31.699","32.267","33.684","33.601","32.234","36.729","37.513","22.163","32.270","21.273","32.274"
"1693587582","32.453","34.275","31.535","31.688","32.238","33.692","33.583","32.220","36.726","37.513","22.152","32.226","21.255","32.343"
"1693587583","32.442","34.264","31.539","31.706","32.202","33.681","33.594","32.202","36.719","37.502","22.160","32.215","21.247","32.394"
"1693587584","32.388","34.249","31.542","31.670","32.180","33.685","33.583","32.158","36.711","37.498","22.197","32.161","21.233","32.405"
"1693587585","32.351","34.282","31.579","31.670","32.206","33.707","33.543","32.140","36.715","37.506","22.200","32.187","21.255","32.401"
"1693587586","32.322","34.286","31.579","31.663","32.224","33.699","33.528","32.125","36.708","37.491","22.189","32.208","21.247","32.394"
"1693587587","32.326","34.304","31.594","31.677","32.253","33.685","33.539","32.133","36.704","37.484","22.215","32.245","21.270","32.464"
"1693587588","32.337","34.304","31.557","31.692","32.275","33.696","33.547","32.129","36.697","37.480","22.215","32.249","21.262","32.475"
"1693587589","32.341","34.312","31.521","31.692","32.286","33.685","33.543","32.133","36.683","37.473","22.219","32.267","21.285","32.500"
"1693587590","32.344","34.304","31.517","31.692","32.279","33.667","33.521","32.107","36.679","37.459","22.227","32.249","21.222","32.504"
"1693587591","32.315","34.304","31.543","31.663","32.220","33.663","33.521","32.093","36.665","37.455","22.227","32.245","21.204","32.431"
"1693587592","32.304","34.305","31.539","31.645","32.177","33.638","33.543","32.115","36.661","37.452","22.245","32.238","21.215","32.398"
"1693587593","32.323","34.308","31.528","31.645","32.199","33.612","33.554","32.170","36.668","37.455","22.260","32.216","21.244","32.402"
"1693587594","32.334","34.319","31.536","31.649","32.206","33.602","33.514","32.162","36.647","37.434","22.267","32.275","21.226","32.333"
"1693587595","32.352","34.334","31.561","31.627","32.203","33.587","33.441","32.181","36.650","37.434","22.271","32.253","21.219","32.307"
"1693587596","32.352","34.341","31.598","31.620","32.203","33.554","33.394","32.210","36.647","37.430","22.290","32.246","21.219","32.293"
"1693587597","32.363","34.330","31.598","31.627","32.214","33.569","33.358","32.239","36.643","37.423","22.301","32.282","21.226","32.289"
"1693587598","32.374","34.327","31.587","31.634","32.214","33.558","33.358","32.261","36.636","37.419","22.297","32.315","21.241","32.297"
"1693587599","32.385","34.298","31.554","31.656","32.221","33.547","33.372","32.254","36.636","37.416","22.257","32.323","21.201","32.279"
"1693587600","32.378","34.290","31.558","31.649","32.192","33.536","33.398","32.232","36.633","37.416","22.246","32.326","21.157","32.279"
"1693587601","32.392","34.290","31.525","31.656","32.163","33.522","33.427","32.225","36.629","37.409","22.239","32.297","21.120","32.235"
"1693587602","32.396","34.294","31.492","31.627","32.043","33.496","33.434","32.250","36.622","37.401","22.250","32.297","21.131","32.191"
"1693587603","32.389","34.301","31.485","31.616","32.013","33.504","33.453","32.225","36.615","37.391","22.250","32.254","21.135","32.155"
"1693587604","32.392","34.294","31.489","31.609","32.013","33.511","33.445","32.166","36.607","37.394","22.261","32.228","21.150","32.119"
"1693587605","32.360","34.298","31.471","31.613","32.014","33.522","33.435","32.119","36.604","37.387","22.246","32.265","21.142","32.163"
"1693587606","32.320","34.302","31.449","31.624","32.035","33.522","33.416","32.083","36.607","37.391","22.254","32.232","21.142","32.166"
"1693587607","32.302","34.305","31.431","31.631","32.036","33.522","33.413","32.021","36.608","37.380","22.268","32.236","21.154","32.185"
"1693587608","32.312","34.309","31.412","31.627","32.039","33.522","33.413","32.043","36.597","37.376","22.235","32.185","21.201","32.247"
"1693587609","32.323","34.313","31.398","31.613","32.047","33.526","33.427","32.061","36.590","37.369","22.247","32.170","21.242","32.272"
"1693587610","32.334","34.269","31.394","31.584","32.043","33.544","33.442","32.090","36.582","37.358","22.254","32.178","21.249","32.261"
"1693587611","32.382","34.236","31.416","31.559","32.021","33.573","33.438","32.098","36.575","37.358","22.247","32.170","21.220","32.272"
"1693587612","32.386","34.214","31.405","31.577","32.025","33.570","33.424","32.116","36.572","37.351","22.214","32.101","21.224","32.276"
"1693587613","32.404","34.149","31.409","31.584","31.992","33.533","33.417","32.131","36.572","37.348","22.195","32.083","21.202","32.243"
"1693587614","32.440","34.109","31.406","31.591","31.901","33.486","33.417","32.163","36.564","37.333","22.188","32.112","21.195","32.254"
"1693587615","32.455","34.065","31.424","31.552","31.799","33.450","33.377","32.193","36.564","37.340","22.232","32.222","21.195","32.258"
"1693587616","32.495","34.043","31.420","31.540","31.766","33.439","33.348","32.200","36.554","37.333","22.236","32.236","21.184","32.240"
"1693587617","32.495","34.040","31.409","31.552","31.766","33.439","33.355","32.175","36.554","37.337","22.247","32.302","21.228","32.204"
"1693587618","32.444","34.062","31.402","31.573","31.763","33.442","33.366","32.134","36.550","37.326","22.247","32.295","21.254","32.196"
"1693587619","32.437","34.095","31.431","31.552","31.715","33.453","33.355","32.127","36.539","37.315","22.199","32.277","21.250","32.211"
"1693587620","32.401","34.113","31.457","31.552","31.657","33.483","33.337","32.153","36.539","37.315","22.100","32.284","21.261","32.193"
"1693587621","32.368","34.095","31.439","31.570","31.661","33.479","33.341","32.160","36.536","37.304","22.104","32.277","21.243","32.193"
"1693587622","32.295","34.076","31.428","31.570","31.690","33.479","33.344","32.131","36.529","37.305","22.137","32.244","21.232","32.186"
"1693587623","32.273","34.084","31.406","31.537","31.701","33.475","33.341","32.124","36.532","37.301","22.148","32.262","21.239","32.179"
"1693587624","32.262","34.098","31.377","31.519","31.694","33.475","33.359","32.109","36.518","37.287","22.189","32.295","21.240","32.248"
"1693587625","32.248","34.106","31.359","31.541","31.709","33.479","33.377","32.095","36.500","37.272","22.196","32.277","21.232","32.252"
"1693587626","32.226","34.131","31.359","31.567","31.727","33.483","33.381","32.055","36.496","37.276","22.152","32.230","21.262","32.255"
"1693587627","32.215","34.150","31.410","31.581","31.741","33.487","33.392","32.029","36.496","37.269","22.148","32.230","21.247","32.255"
"1693587628","32.212","34.153","31.410","31.578","31.720","33.483","33.385","32.037","36.493","37.258","22.126","32.237","21.269","32.284"
"1693587629","32.190","34.150","31.403","31.563","31.745","33.483","33.363","32.066","36.478","37.254","22.141","32.201","21.302","32.281"
"1693587630","32.164","34.157","31.410","31.563","31.723","33.476","33.334","32.062","36.485","37.247","22.130","32.201","21.313","32.252"
"1693587631","32.164","34.172","31.439","31.556","31.738","33.472","33.323","32.077","36.464","37.243","22.075","32.216","21.303","32.234"
"1693587632","32.135","34.157","31.432","31.545","31.767","33.461","33.334","32.066","36.464","37.240","22.031","32.212","21.288","32.219"
"1693587633","32.146","34.172","31.385","31.548","31.778","33.458","33.341","32.015","36.449","37.218","22.039","32.157","21.266","32.223"
"1693587634","32.102","34.157","31.374","31.538","31.789","33.436","33.341","31.960","36.446","37.218","22.057","32.128","21.288","32.234"
"1693587635","32.117","34.117","31.399","31.534","31.789","33.425","33.334","31.946","36.446","37.211","22.050","32.143","21.303","32.238"
"1693587636","32.150","34.070","31.421","31.527","31.807","33.418","33.305","31.986","36.438","37.207","22.101","32.227","21.306","32.260"
"1693587637","32.175","34.070","31.443","31.498","31.836","33.374","33.305","32.037","36.431","37.200","22.112","32.234","21.273","32.256"
"1693587638","32.168","34.055","31.414","31.505","31.836","33.359","33.297","32.029","36.431","37.200","22.131","32.260","21.237","32.223"
"1693587639","32.183","34.030","31.414","31.490","31.826","33.356","33.308","31.993","36.424","37.193","22.123","32.212","21.251","32.212"
"1693587640","32.161","34.041","31.399","31.469","31.822","33.367","33.319","31.968","36.413","37.189","22.123","32.205","21.244","32.241"
"1693587641","32.157","34.044","31.367","31.439","31.811","33.359","33.308","31.950","36.421","37.186","22.127","32.183","21.237","32.271"
"1693587642","32.154","34.037","31.341","31.436","31.815","33.341","33.316","31.968","36.413","37.182","22.138","32.140","21.226","32.274"
"1693587643","32.154","34.041","31.334","31.432","31.819","33.330","33.305","31.979","36.399","37.175","22.172","32.143","21.197","32.278"
"1693587644","32.132","34.045","31.323","31.421","31.804","33.330","33.294","31.990","36.399","37.168","22.186","32.089","21.193","32.271"
"1693587645","32.121","34.045","31.305","31.421","31.778","33.334","33.272","32.004","36.391","37.160","22.197","32.049","21.219","32.293"
"1693587646","32.117","34.034","31.298","31.425","31.775","33.341","33.258","32.023","36.388","37.164","22.201","32.052","21.226","32.278"
"1693587647","32.135","34.023","31.305","31.403","31.775","33.338","33.239","32.008","36.377","37.128","22.197","32.060","21.263","32.209"
"1693587648","32.114","34.037","31.323","31.411","31.771","33.352","33.240","31.964","36.362","37.135","22.197","32.067","21.270","32.158"
"1693587649","32.074","34.056","31.334","31.392","31.786","33.356","33.232","31.932","36.359","37.128","22.194","32.071","21.289","32.125"
"1693587650","32.030","34.015","31.345","31.392","31.800","33.360","33.225","31.877","36.355","37.124","22.168","31.943","21.318","32.067"
"1693587651","32.019","33.983","31.349","31.396","31.826","33.382","33.236","31.859","36.363","37.124","22.146","31.911","21.322","32.071"
"1693587652","32.077","33.935","31.356","31.363","31.830","33.378","33.232","31.873","36.341","37.110","22.157","31.943","21.322","32.075"
"1693587653","32.125","33.888","31.363","31.371","31.811","33.371","33.210","31.921","36.337","37.102","22.139","31.965","21.315","32.100"
"1693587654","32.179","33.852","31.389","31.414","31.789","33.363","33.189","31.957","36.345","37.099","22.139","31.995","21.260","32.118"
"1693587655","32.220","33.815","31.429","31.451","31.786","33.309","33.174","31.968","36.334","37.099","22.139","32.031","21.212","32.133"
"1693587656","32.252","33.783","31.447","31.509","31.819","33.229","33.211","31.972","36.334","37.092","22.165","32.064","21.171","32.148"
"1693587657","32.263","33.750","31.433","31.495","31.830","33.211","33.218","32.001","36.341","37.099","22.180","32.122","21.183","32.151"
"1693587658","32.296","33.721","31.429","31.469","31.837","33.214","33.221","32.045","36.330","37.084","22.176","32.100","21.183","32.159"
"1693587659","32.311","33.695","31.440","31.454","31.837","33.196","33.211","32.077","36.330","37.081","22.187","32.111","21.216","32.173"
"1693587660","32.336","33.692","31.455","31.465","31.855","33.189","33.233","32.107","36.305","37.070","22.176","32.108","21.223","32.144"
"1693587661","32.354","33.673","31.440","31.458","31.870","33.152","33.240","32.125","36.297","37.059","22.091","32.144","21.216","32.144"
"1693587662","32.354","33.659","31.447","31.487","31.884","33.138","33.247","32.118","36.301","37.066","22.062","32.177","21.227","32.148"
"1693587663","32.344","33.662","31.451","31.509","31.899","33.141","33.243","32.136","36.301","37.063","22.044","32.195","21.253","32.141"
"1693587664","32.322","33.706","31.444","31.535","31.917","33.138","33.254","32.154","36.298","37.056","22.092","32.188","21.271","32.137"
"1693587665","32.300","33.779","31.429","31.593","31.892","33.153","33.284","32.121","36.283","37.052","22.114","32.174","21.279","32.137"
"1693587666","32.322","33.794","31.425","31.626","31.903","33.145","33.291","32.092","36.294","37.048","22.033","32.155","21.293","32.137"
"1693587667","32.318","33.815","31.433","31.600","31.903","33.149","33.305","32.037","36.276","37.045","22.007","32.119","21.308","32.115"
"1693587668","32.311","33.841","31.418","31.564","31.899","33.149","33.298","32.038","36.283","37.041","22.015","32.013","21.297","32.101"
"1693587669","32.322","33.827","31.415","31.531","31.848","33.142","33.306","32.060","36.273","37.027","22.004","31.973","21.290","32.094"
"1693587670","32.325","33.819","31.418","31.491","31.790","33.163","33.302","32.060","36.262","37.027","22.033","32.014","21.283","32.083"
"1693587671","32.307","33.827","31.415","31.448","31.717","33.182","33.277","32.001","36.262","37.016","22.022","32.057","21.268","32.054"
