"","Channel 1 - Elbow Last (C)","Channel 2 - Forearm Last (C)","Channel 3 - Knuckle Last (C)","Channel 4 - Blade of Hand Last (C)","Channel 5 - Thumb Last (C)","Channel 6 - Cupping Last (C)","Channel 7 - Palm Last (C)","Channel 8 - Elbow (lower) Last (C)","Channel 9 - Heater Last (C)","Channel 10 - Thermistor Last (C)","Channel 11 - Toad MCU Last (C)","Channel 12 - Dovetail Last (C)","Channel 13 - External Ambient Last (C)","Channel 14 - Franka Dovetail Last (C)"
"1693577671","23.333","23.395","23.112","22.803","23.072","23.601","23.631","23.605","23.575","23.616","22.860","23.235","21.428","23.616"
"1693577672","23.343","23.380","23.093","22.788","23.064","23.601","23.623","23.597","23.571","23.611","22.883","23.236","21.441","23.623"
"1693577673","23.343","23.383","23.100","22.791","23.052","23.604","23.619","23.608","23.578","23.615","22.916","23.232","21.451","23.640"
"1693577674","23.346","23.383","23.092","22.780","23.044","23.600","23.618","23.596","23.574","23.607","22.926","23.239","21.510","23.629"
"1693577675","23.327","23.379","23.095","22.794","23.059","23.599","23.625","23.611","23.581","23.614","22.804","23.261","21.549","23.643"
"1693577676","23.337","23.382","23.095","22.808","23.065","23.595","23.610","23.602","23.573","23.610","22.831","23.266","21.560","23.642"
"1693577677","23.326","23.374","23.091","22.815","23.094","23.613","23.620","23.617","23.565","23.613","22.873","23.267","21.526","23.638"
"1693577678","23.337","23.377","23.108","22.840","23.119","23.624","23.620","23.624","23.743","23.608","22.806","23.274","21.530","23.645"
"1693577679","23.336","23.384","23.112","22.843","23.130","23.627","23.623","23.627","25.860","23.604","22.725","23.277","21.610","23.645"
"1693577680","23.350","23.387","23.108","22.846","23.130","23.630","23.623","23.630","28.486","23.604","22.743","23.269","21.639","23.637"
"1693577681","23.350","23.391","23.100","22.853","23.129","23.622","23.622","23.633","31.303","23.607","22.769","23.269","21.702","23.641"
"1693577682","23.346","23.390","23.114","22.846","23.122","23.633","23.637","23.626","36.669","23.607","22.724","23.268","21.811","23.640"
"1693577683","23.353","23.375","23.103","22.853","23.114","23.614","23.640","23.625","39.062","23.603","22.753","23.264","21.811","23.647"
"1693577684","23.356","23.367","23.091","22.841","23.110","23.606","23.636","23.625","43.210","23.617","22.826","23.263","21.880","23.631"
"1693577685","23.363","23.359","23.094","22.840","23.109","23.617","23.635","23.628","45.800","23.607","22.877","23.241","21.872","23.616"
"1693577686","23.348","23.348","23.094","22.836","23.116","23.609","23.635","23.624","48.071","23.605","22.902","23.229","21.894","23.612"
"1693577687","23.366","23.369","23.101","22.847","23.119","23.616","23.634","23.627","49.412","23.615","22.905","23.225","21.949","23.608"
"1693577688","23.376","23.376","23.100","22.839","23.119","23.619","23.634","23.630","50.616","23.611","22.912","23.214","21.893","23.586"
"1693577689","23.376","23.372","23.104","22.850","23.122","23.622","23.637","23.630","52.701","23.607","22.967","23.213","21.889","23.574"
"1693577690","23.387","23.379","23.111","22.857","23.122","23.618","23.640","23.648","53.617","23.618","22.978","23.206","21.863","23.574"
"1693577691","23.401","23.386","23.110","22.853","23.121","23.622","23.647","23.640","55.236","23.621","22.991","23.216","21.755","23.551"
"1693577692","23.400","23.393","23.117","22.856","23.113","23.617","23.636","23.632","56.282","23.628","22.998","23.214","21.709","23.543"
"1693577693","23.400","23.400","23.098","22.852","23.109","23.613","23.635","23.632","57.209","23.638","23.005","23.189","21.651","23.535"
"1693577694","23.403","23.429","23.094","22.855","23.109","23.613","23.631","23.628","57.768","23.642","23.020","23.189","21.633","23.538"
"1693577695","23.395","23.447","23.094","22.854","23.097","23.612","23.631","23.631","58.280","23.656","23.030","23.185","21.592","23.549"
"1693577696","23.391","23.454","23.089","22.843","23.093","23.605","23.638","23.638","59.177","23.670","23.026","23.188","21.617","23.545"
"1693577697","23.394","23.475","23.082","22.846","23.082","23.612","23.641","23.634","59.592","23.681","22.926","23.191","21.694","23.533"
"1693577698","23.405","23.482","23.074","22.824","23.059","23.600","23.633","23.626","60.315","23.698","22.863","23.216","21.686","23.533"
"1693577699","23.416","23.497","23.066","22.820","23.044","23.603","23.644","23.629","60.699","23.714","22.666","23.221","21.717","23.556"
"1693577700","23.419","23.522","23.077","22.819","23.040","23.596","23.636","23.636","61.014","23.719","22.638","23.219","21.711","23.569"
"1693577701","23.437","23.544","23.084","22.826","23.054","23.606","23.654","23.639","61.201","23.734","22.659","23.230","21.729","23.572"
"1693577702","23.448","23.573","23.098","22.833","23.050","23.613","23.654","23.639","61.383","23.756","22.711","23.237","21.769","23.583"
"1693577703","23.451","23.627","23.097","22.825","23.038","23.601","23.649","23.627","61.717","23.777","22.736","23.244","21.853","23.593"
"1693577704","23.454","23.652","23.104","22.825","23.038","23.597","23.641","23.634","61.885","23.791","22.791","23.250","21.900","23.607"
"1693577705","23.453","23.685","23.108","22.824","23.041","23.608","23.645","23.634","62.190","23.828","22.849","23.257","21.929","23.599"
"1693577706","23.468","23.714","23.111","22.828","23.045","23.611","23.652","23.633","62.405","23.851","22.896","23.251","21.919","23.614"
"1693577707","23.478","23.751","23.114","22.835","23.044","23.611","23.648","23.626","62.609","23.867","22.848","23.249","21.939","23.598"
"1693577708","23.482","23.787","23.117","22.830","23.062","23.618","23.651","23.644","62.734","23.878","22.840","23.245","21.994","23.591"
"1693577709","23.511","23.816","23.128","22.841","23.043","23.603","23.658","23.647","62.863","23.889","22.833","23.241","22.001","23.580"
"1693577710","23.521","23.849","23.124","22.844","23.054","23.606","23.654","23.643","63.114","23.921","22.836","23.266","21.875","23.586"
"1693577711","23.521","23.882","23.120","22.837","23.054","23.595","23.650","23.643","63.229","23.939","22.762","23.262","21.860","23.578"
"1693577712","23.557","23.962","23.134","22.851","23.071","23.623","23.653","23.649","63.454","23.968","22.801","23.258","21.782","23.578"
"1693577713","23.560","23.980","23.126","22.847","23.078","23.619","23.656","23.641","63.617","23.999","22.783","23.244","21.831","23.579"
"1693577714","23.578","24.024","23.137","22.850","23.082","23.623","23.648","23.641","63.776","24.033","22.767","23.238","21.947","23.577"
"1693577715","23.593","24.067","23.148","22.861","23.085","23.629","23.648","23.637","63.877","24.044","22.782","23.234","21.991","23.584"
"1693577716","23.600","24.100","23.140","22.860","23.077","23.626","23.640","23.629","63.973","24.065","22.826","23.238","21.998","23.584"
"1693577717","23.618","24.137","23.147","22.864","23.088","23.636","23.647","23.640","64.163","24.105","22.718","23.244","22.096","23.594"
"1693577718","23.636","24.184","23.154","22.859","23.095","23.639","23.651","23.632","64.252","24.123","22.766","23.251","22.155","23.594"
"1693577719","23.661","24.224","23.161","22.870","23.102","23.650","23.643","23.624","64.438","24.163","22.691","23.251","22.232","23.604"
"1693577720","23.679","24.260","23.157","22.866","23.109","23.650","23.635","23.631","64.571","24.198","22.746","23.258","22.218","23.615"
"1693577721","23.715","24.337","23.160","22.865","23.101","23.649","23.627","23.638","64.696","24.236","22.753","23.253","22.194","23.603"
"1693577722","23.748","24.384","23.167","22.876","23.115","23.656","23.641","23.641","64.782","24.247","22.731","23.250","22.153","23.614"
"1693577723","23.762","24.428","23.177","22.861","23.111","23.670","23.645","23.648","64.864","24.276","22.767","23.253","22.105","23.610"
"1693577724","23.799","24.483","23.181","22.875","23.118","23.666","23.644","23.644","65.007","24.308","22.811","23.249","22.126","23.594"
"1693577725","23.831","24.523","23.191","22.875","23.125","23.666","23.655","23.659","65.093","24.330","22.781","23.252","22.119","23.590"
"1693577726","23.860","24.563","23.198","22.871","23.132","23.669","23.651","23.654","65.247","24.381","22.795","23.262","22.089","23.590"
"1693577727","23.900","24.611","23.198","22.870","23.143","23.687","23.650","23.661","65.350","24.408","22.776","23.254","22.016","23.580"
"1693577728","23.930","24.651","23.205","22.870","23.135","23.690","23.654","23.665","65.461","24.435","22.790","23.254","21.874","23.574"
"1693577729","23.962","24.709","23.212","22.877","23.145","23.697","23.646","23.668","65.529","24.464","22.805","23.257","21.786","23.577"
"1693577730","24.028","24.793","23.222","22.883","23.152","23.704","23.641","23.667","65.594","24.479","22.816","23.257","21.697","23.570"
"1693577731","24.042","24.841","23.222","22.869","23.148","23.707","23.641","23.667","65.729","24.526","22.889","23.282","21.766","23.573"
"1693577732","24.071","24.888","23.225","22.872","23.151","23.707","23.626","23.663","65.838","24.562","22.914","23.284","21.810","23.572"
"1693577733","24.097","24.932","23.221","22.879","23.147","23.710","23.633","23.674","65.937","24.598","22.884","23.289","21.824","23.568"
"1693577734","24.133","24.983","23.224","22.882","23.154","23.725","23.640","23.673","66.035","24.627","22.889","23.292","21.715","23.566"
"1693577735","24.162","25.038","23.239","22.893","23.165","23.728","23.632","23.684","66.126","24.660","22.898","23.310","21.636","23.556"
"1693577736","24.187","25.074","23.246","22.896","23.168","23.731","23.636","23.694","66.198","24.678","22.813","23.313","21.632","23.552"
"1693577737","24.217","25.118","23.253","22.899","23.186","23.746","23.646","23.705","66.247","24.700","22.831","23.309","21.569","23.563"
"1693577738","24.238","25.162","23.278","22.914","23.186","23.745","23.639","23.712","66.373","24.747","22.742","23.308","21.561","23.566"
"1693577739","24.278","25.216","23.277","22.909","23.167","23.755","23.623","23.704","66.444","24.784","22.753","23.316","21.605","23.592"
"1693577740","24.307","25.260","23.292","22.916","23.181","23.774","23.626","23.715","66.562","24.816","22.792","23.300","21.748","23.595"
"1693577741","24.347","25.319","23.310","22.931","23.185","23.777","23.626","23.707","66.657","24.860","22.838","23.296","21.846","23.598"
"1693577742","24.384","25.370","23.317","22.916","23.173","23.780","23.622","23.721","66.741","24.892","22.858","23.292","21.894","23.594"
"1693577743","24.413","25.410","23.323","22.919","23.184","23.783","23.618","23.717","66.802","24.911","22.880","23.281","21.905","23.601"
"1693577744","24.442","25.457","23.331","22.926","23.191","23.805","23.629","23.732","66.859","24.932","22.802","23.288","21.941","23.600"
"1693577745","24.478","25.501","23.349","22.944","23.205","23.805","23.621","23.735","66.969","24.972","22.882","23.287","21.955","23.589"
"1693577746","24.507","25.549","23.359","22.951","23.220","23.823","23.624","23.742","67.023","24.998","22.897","23.287","21.958","23.592"
"1693577747","24.551","25.589","23.359","22.958","23.230","23.834","23.631","23.753","67.155","25.052","22.929","23.290","21.936","23.599"
"1693577748","24.620","25.698","23.388","22.964","23.255","23.847","23.627","23.774","67.230","25.083","22.958","23.302","21.992","23.602"
"1693577749","24.653","25.742","23.395","22.975","23.259","23.851","23.623","23.781","67.316","25.114","22.976","23.307","22.005","23.601"
"1693577750","24.693","25.797","23.416","22.978","23.265","23.873","23.630","23.795","67.366","25.143","22.895","23.311","22.030","23.605"
"1693577751","24.737","25.840","23.419","22.985","23.272","23.883","23.640","23.809","67.423","25.161","22.865","23.314","22.056","23.590"
"1693577752","24.773","25.895","23.434","22.992","23.276","23.886","23.636","23.813","67.533","25.212","22.883","23.324","22.099","23.600"
"1693577753","24.806","25.947","23.437","22.999","23.294","23.901","23.643","23.835","67.587","25.230","22.912","23.328","22.114","23.596"
"1693577754","24.854","26.001","23.455","23.014","23.312","23.912","23.654","23.842","67.701","25.277","22.915","23.327","21.881","23.585"
"1693577755","24.897","26.049","23.459","23.017","23.315","23.922","23.643","23.849","67.785","25.310","22.870","23.330","21.833","23.588"
"1693577756","24.937","26.100","23.473","23.020","23.326","23.933","23.646","23.859","67.869","25.353","22.848","23.334","21.814","23.587"
"1693577757","25.025","26.199","23.498","23.045","23.351","23.969","23.645","23.873","67.923","25.379","22.870","23.348","21.828","23.591"
"1693577758","25.061","26.242","23.509","23.052","23.361","23.969","23.645","23.880","67.991","25.408","22.877","23.359","21.858","23.602"
"1693577759","25.116","26.282","23.523","23.067","23.372","23.983","23.648","23.898","68.091","25.455","22.872","23.376","21.901","23.605"
"1693577760","25.164","26.337","23.548","23.070","23.379","23.994","23.655","23.909","68.133","25.473","22.740","23.358","21.923","23.593"
"1693577761","25.207","26.396","23.563","23.077","23.397","24.012","23.655","23.927","68.241","25.513","22.684","23.357","21.919","23.596"
"1693577762","25.233","26.443","23.570","23.095","23.404","24.026","23.651","23.938","68.321","25.562","22.599","23.368","21.900","23.598"
"1693577763","25.277","26.516","23.602","23.117","23.430","24.048","23.669","23.948","68.398","25.593","22.631","23.375","21.943","23.603"
"1693577764","25.320","26.560","23.617","23.116","23.437","24.051","23.661","23.952","68.451","25.619","22.686","23.374","21.998","23.602"
"1693577765","25.357","26.608","23.631","23.127","23.440","24.058","23.650","23.955","68.497","25.640","22.708","23.370","22.049","23.595"
"1693577766","25.437","26.703","23.656","23.145","23.461","24.079","23.653","23.976","68.594","25.706","22.799","23.384","22.107","23.609"
"1693577767","25.473","26.761","23.659","23.152","23.472","24.101","23.648","23.991","68.667","25.735","22.784","23.384","22.089","23.608"
"1693577768","25.506","26.816","23.681","23.151","23.472","24.097","23.641","23.994","68.755","25.757","22.839","23.398","22.114","23.612"
"1693577769","25.543","26.871","23.692","23.166","23.482","24.119","23.648","24.012","68.831","25.795","22.857","23.411","22.125","23.617"
"1693577770","25.572","26.933","23.728","23.176","23.500","24.129","23.651","24.030","68.905","25.837","22.798","23.412","22.099","23.622"
"1693577771","25.612","26.984","23.735","23.176","23.500","24.129","23.636","24.033","68.951","25.851","22.797","23.412","22.080","23.618"
"1693577772","25.659","27.035","23.757","23.187","23.507","24.136","23.643","24.051","69.001","25.884","22.845","23.423","22.054","23.625"
"1693577773","25.714","27.079","23.786","23.197","23.529","24.154","23.646","24.073","69.087","25.916","22.730","23.440","22.031","23.617"
"1693577774","25.761","27.123","23.811","23.208","23.547","24.165","23.657","24.087","69.137","25.938","22.682","23.433","22.057","23.628"
"1693577775","25.834","27.218","23.836","23.248","23.579","24.197","23.660","24.112","69.229","25.997","22.612","23.436","22.060","23.631"
"1693577776","25.860","27.258","23.851","23.262","23.593","24.215","23.660","24.123","69.306","26.022","22.607","23.419","22.090","23.621"
"1693577777","25.904","27.302","23.869","23.277","23.604","24.230","23.659","24.149","69.372","26.051","22.611","23.417","22.162","23.608"
"1693577778","25.944","27.338","23.883","23.280","23.611","24.240","23.651","24.152","69.415","26.080","22.618","23.424","22.180","23.619"
"1693577779","25.984","27.386","23.898","23.287","23.611","24.251","23.644","24.155","69.472","26.102","22.636","23.423","22.209","23.611"
"1693577780","26.017","27.429","23.916","23.290","23.618","24.265","23.643","24.170","69.561","26.153","22.650","23.452","22.242","23.618"
"1693577781","26.068","27.477","23.937","23.304","23.647","24.283","23.654","24.199","69.615","26.189","22.646","23.463","22.216","23.621"
"1693577782","26.115","27.532","23.941","23.308","23.668","24.301","23.668","24.209","69.704","26.229","22.627","23.459","22.057","23.621"
"1693577783","26.151","27.568","23.966","23.326","23.690","24.304","23.672","24.227","69.774","26.260","22.689","23.464","22.056","23.618"
"1693577784","26.250","27.674","24.002","23.358","23.723","24.341","23.671","24.249","69.843","26.298","22.707","23.472","22.082","23.631"
"1693577785","26.276","27.714","24.013","23.354","23.726","24.340","23.660","24.259","69.889","26.327","22.736","23.479","22.077","23.626"
"1693577786","26.312","27.776","24.046","23.361","23.733","24.362","23.667","24.266","69.932","26.345","22.718","23.479","22.063","23.623"
"1693577787","26.370","27.813","24.060","23.372","23.747","24.380","23.670","24.292","70.036","26.400","22.794","23.508","22.080","23.637"
"1693577788","26.429","27.846","24.089","23.379","23.769","24.409","23.673","24.310","70.082","26.433","22.764","23.515","22.058","23.640"
"1693577789","26.466","27.889","24.118","23.397","23.791","24.435","23.666","24.313","70.182","26.484","22.808","23.525","22.039","23.647"
"1693577790","26.494","27.929","24.129","23.397","23.794","24.449","23.661","24.327","70.249","26.524","22.760","23.540","21.965","23.650"
"1693577791","26.531","27.981","24.139","23.411","23.812","24.463","23.657","24.353","70.317","26.560","22.741","23.539","21.913","23.646"
"1693577792","26.567","28.017","24.165","23.422","23.830","24.481","23.664","24.367","70.353","26.563","22.781","23.528","21.876","23.635"
"1693577793","26.648","28.141","24.204","23.450","23.870","24.514","23.664","24.410","70.392","26.592","22.803","23.528","21.835","23.631"
"1693577794","26.662","28.167","24.230","23.461","23.888","24.521","23.656","24.418","70.484","26.644","22.854","23.531","21.864","23.645"
"1693577795","26.706","28.207","24.259","23.490","23.898","24.535","23.648","24.406","70.531","26.673","22.898","23.534","21.908","23.648"
"1693577796","26.764","28.254","24.285","23.504","23.913","24.549","23.655","24.421","70.620","26.727","22.897","23.541","22.010","23.659"
"1693577797","26.827","28.291","24.303","23.508","23.916","24.553","23.651","24.420","70.687","26.758","22.943","23.552","22.021","23.656"
"1693577798","26.881","28.346","24.324","23.504","23.934","24.560","23.647","24.442","70.751","26.796","22.996","23.566","21.940","23.658"
"1693577799","26.933","28.390","24.346","23.511","23.938","24.567","23.654","24.453","70.787","26.818","23.006","23.558","21.932","23.654"
"1693577800","26.976","28.430","24.368","23.514","23.956","24.581","23.654","24.474","70.822","26.833","22.999","23.558","21.935","23.654"
"1693577801","27.042","28.466","24.393","23.536","23.970","24.585","23.657","24.496","70.922","26.894","23.009","23.572","21.986","23.660"
"1693577802","27.122","28.561","24.437","23.576","24.017","24.628","23.660","24.543","70.965","26.913","23.016","23.579","22.001","23.660"
"1693577803","27.159","28.609","24.469","23.586","24.032","24.653","23.660","24.569","71.054","26.964","22.983","23.586","22.033","23.652"
"1693577804","27.181","28.649","24.487","23.601","24.046","24.668","23.667","24.594","71.112","27.002","22.910","23.578","22.002","23.646"
"1693577805","27.217","28.700","24.517","23.626","24.075","24.693","23.667","24.623","71.182","27.036","22.816","23.574","21.959","23.655"
"1693577806","27.254","28.747","24.535","23.640","24.097","24.704","23.666","24.641","71.225","27.069","22.864","23.581","21.973","23.651"
"1693577807","27.290","28.776","24.549","23.662","24.115","24.733","23.666","24.656","71.264","27.091","22.849","23.584","21.988","23.654"
"1693577808","27.338","28.820","24.571","23.688","24.137","24.758","23.658","24.674","71.356","27.138","22.859","23.602","22.072","23.661"
"1693577809","27.378","28.857","24.596","23.702","24.158","24.762","23.658","24.688","71.399","27.171","22.866","23.606","22.094","23.661"
"1693577810","27.414","28.904","24.611","23.713","24.180","24.780","23.650","24.699","71.488","27.222","22.873","23.627","22.152","23.671"
"1693577811","27.520","28.974","24.639","23.756","24.220","24.812","23.657","24.735","71.548","27.262","22.902","23.619","22.113","23.649"
"1693577812","27.564","29.017","24.676","23.789","24.242","24.838","23.649","24.749","71.591","27.287","22.894","23.604","22.081","23.637"
"1693577813","27.597","29.068","24.697","23.792","24.249","24.856","23.656","24.778","71.644","27.324","22.872","23.597","22.066","23.644"
"1693577814","27.652","29.098","24.716","23.788","24.252","24.863","23.656","24.793","71.687","27.346","22.835","23.604","21.959","23.644"
"1693577815","27.695","29.130","24.748","23.803","24.270","24.873","23.667","24.826","71.773","27.396","22.842","23.607","21.955","23.644"
"1693577816","27.750","29.182","24.770","23.821","24.295","24.899","23.677","24.840","71.804","27.426","22.830","23.614","22.024","23.647"
"1693577817","27.787","29.251","24.788","23.839","24.317","24.928","23.670","24.865","71.886","27.469","22.852","23.617","22.046","23.643"
"1693577818","27.819","29.310","24.813","23.857","24.346","24.942","23.669","24.880","71.950","27.504","22.886","23.617","21.909","23.655"
"1693577819","27.867","29.372","24.846","23.879","24.372","24.968","23.669","24.898","72.015","27.546","22.888","23.620","21.791","23.660"
"1693577820","27.936","29.441","24.897","23.893","24.400","24.996","23.668","24.926","72.046","27.567","22.902","23.630","21.769","23.664"
"1693577821","27.969","29.466","24.934","23.900","24.426","25.011","23.668","24.945","72.093","27.589","22.920","23.641","21.732","23.667"
"1693577822","28.016","29.499","24.955","23.925","24.448","25.029","23.660","24.955","72.175","27.648","22.901","23.637","21.808","23.678"
"1693577823","28.057","29.543","24.966","23.947","24.458","25.051","23.660","24.977","72.217","27.666","22.864","23.633","21.856","23.670"
"1693577824","28.089","29.572","24.991","23.947","24.465","25.065","23.663","25.003","72.285","27.716","22.823","23.636","21.925","23.673"
"1693577825","28.141","29.612","25.017","23.965","24.472","25.083","23.663","25.032","72.345","27.758","22.824","23.649","22.011","23.682"
"1693577826","28.177","29.656","25.017","23.997","24.498","25.090","23.670","25.050","72.409","27.793","22.819","23.654","22.075","23.680"
"1693577827","28.243","29.704","25.042","24.030","24.523","25.123","23.670","25.075","72.441","27.811","22.855","23.650","22.108","23.683"
"1693577828","28.312","29.747","25.078","24.055","24.552","25.145","23.676","25.104","72.484","27.844","22.792","23.664","22.126","23.679"
"1693577829","28.389","29.831","25.144","24.095","24.585","25.177","23.669","25.133","72.562","27.898","22.773","23.667","22.078","23.675"
"1693577830","28.444","29.857","25.162","24.117","24.603","25.191","23.661","25.140","72.598","27.913","22.773","23.675","21.975","23.671"
"1693577831","28.491","29.871","25.202","24.143","24.628","25.206","23.661","25.151","72.680","27.968","22.802","23.670","21.853","23.681"
"1693577832","28.524","29.919","25.220","24.161","24.654","25.235","23.664","25.172","72.744","28.019","22.853","23.686","21.913","23.694"
"1693577833","28.542","29.963","25.257","24.175","24.679","25.253","23.667","25.198","72.808","28.048","22.889","23.684","21.981","23.691"
"1693577834","28.590","30.028","25.293","24.193","24.701","25.275","23.663","25.231","72.843","28.081","22.834","23.684","21.991","23.695"
"1693577835","28.612","30.075","25.322","24.218","24.734","25.293","23.667","25.245","72.879","28.113","22.775","23.680","21.954","23.691"
"1693577836","28.655","30.115","25.348","24.240","24.748","25.326","23.670","25.274","72.961","28.164","22.796","23.690","21.928","23.705"
"1693577837","28.688","30.155","25.373","24.255","24.770","25.351","23.666","25.300","72.993","28.179","22.774","23.694","21.957","23.701"
"1693577838","28.746","30.252","25.405","24.302","24.820","25.402","23.673","25.347","73.067","28.222","22.814","23.704","21.986","23.671"
"1693577839","28.783","30.299","25.435","24.305","24.842","25.413","23.669","25.368","73.124","28.266","22.811","23.713","21.974","23.661"
"1693577840","28.841","30.346","25.460","24.319","24.868","25.449","23.672","25.390","73.185","28.299","22.842","23.711","21.945","23.659"
"1693577841","28.907","30.386","25.486","24.345","24.897","25.463","23.683","25.427","73.231","28.343","22.879","23.718","21.930","23.659"
"1693577842","28.969","30.422","25.515","24.374","24.922","25.489","23.686","25.448","73.274","28.368","22.930","23.729","21.922","23.662"
"1693577843","29.006","30.448","25.533","24.392","24.937","25.511","23.693","25.474","73.345","28.415","22.944","23.721","21.910","23.662"
"1693577844","29.035","30.498","25.569","24.436","24.962","25.536","23.693","25.510","73.380","28.441","22.940","23.717","21.899","23.658"
"1693577845","29.072","30.516","25.595","24.454","24.988","25.558","23.704","25.525","73.466","28.503","22.907","23.731","21.895","23.672"
"1693577846","29.079","30.567","25.613","24.465","24.998","25.568","23.699","25.539","73.526","28.545","22.855","23.749","21.848","23.668"
"1693577847","29.174","30.603","25.678","24.508","25.046","25.612","23.706","25.564","73.569","28.579","22.902","23.763","21.872","23.678"
"1693577848","29.232","30.628","25.707","24.534","25.063","25.623","23.706","25.590","73.615","28.601","22.894","23.766","21.868","23.674"
"1693577849","29.287","30.646","25.725","24.555","25.082","25.652","23.724","25.619","73.643","28.634","22.894","23.766","21.886","23.681"
"1693577850","29.346","30.682","25.736","24.577","25.111","25.681","23.731","25.655","73.729","28.689","22.901","23.762","21.911","23.670"
"1693577851","29.412","30.733","25.765","24.584","25.125","25.695","23.734","25.673","73.757","28.707","22.908","23.747","21.878","23.670"
"1693577852","29.455","30.780","25.783","24.613","25.140","25.721","23.730","25.695","73.832","28.758","22.948","23.761","21.951","23.673"
"1693577853","29.507","30.830","25.790","24.624","25.147","25.739","23.734","25.717","73.889","28.800","22.938","23.770","22.031","23.663"
"1693577854","29.543","30.888","25.820","24.642","25.165","25.764","23.737","25.735","73.946","28.841","22.896","23.782","22.060","23.661"
"1693577855","29.576","30.906","25.852","24.664","25.186","25.786","23.737","25.768","73.981","28.863","22.921","23.789","22.079","23.675"
"1693577856","29.594","30.986","25.922","24.693","25.219","25.822","23.718","25.800","74.024","28.900","22.947","23.811","22.104","23.679"
"1693577857","29.627","31.018","25.962","24.700","25.230","25.833","23.710","25.811","74.099","28.958","22.975","23.814","22.129","23.674"
"1693577858","29.656","31.054","25.984","24.733","25.248","25.851","23.710","25.833","74.131","28.973","22.861","23.818","22.140","23.685"
"1693577859","29.674","31.072","26.005","24.762","25.277","25.877","23.721","25.862","74.195","29.027","22.864","23.828","22.169","23.703"
"1693577860","29.707","31.109","26.035","24.784","25.284","25.884","23.720","25.884","74.255","29.063","22.838","23.843","22.179","23.693"
"1693577861","29.736","31.119","26.056","24.809","25.291","25.909","23.731","25.920","74.319","29.107","22.864","23.853","22.212","23.706"
"1693577862","29.776","31.152","26.082","24.835","25.305","25.924","23.720","25.960","74.355","29.140","22.889","23.868","22.238","23.709"
"1693577863","29.812","31.170","26.126","24.867","25.335","25.946","23.727","25.993","74.387","29.162","22.926","23.853","22.256","23.706"
"1693577864","29.852","31.202","26.158","24.878","25.353","25.963","23.726","26.011","74.465","29.220","22.936","23.859","22.196","23.705"
"1693577865","29.973","31.223","26.224","24.936","25.418","26.007","23.737","26.055","74.486","29.242","22.914","23.856","22.215","23.708"
"1693577866","30.035","31.241","26.250","24.947","25.444","26.025","23.740","26.069","74.572","29.300","22.884","23.866","22.240","23.708"
"1693577867","30.075","31.292","26.271","24.969","25.469","26.039","23.740","26.091","74.629","29.335","22.909","23.862","22.094","23.717"
"1693577868","30.086","31.328","26.300","24.976","25.495","26.058","23.747","26.105","74.675","29.381","22.920","23.858","22.040","23.718"
"1693577869","30.093","31.404","26.337","25.005","25.509","26.083","23.743","26.142","74.714","29.402","22.905","23.872","22.044","23.725"
"1693577870","30.118","31.451","26.363","25.027","25.535","26.098","23.735","26.175","74.753","29.428","22.904","23.876","22.091","23.728"
"1693577871","30.139","31.506","26.391","25.049","25.560","26.123","23.742","26.193","74.831","29.482","22.970","23.872","22.076","23.728"
"1693577872","30.175","31.513","26.410","25.067","25.578","26.141","23.727","26.200","74.863","29.512","23.003","23.871","22.090","23.739"
"1693577873","30.197","31.545","26.442","25.099","25.604","26.170","23.745","26.233","74.927","29.559","22.936","23.871","22.094","23.742"
"1693577874","30.291","31.621","26.501","25.128","25.625","26.210","23.752","26.291","74.979","29.601","22.857","23.863","22.102","23.731"
"1693577875","30.324","31.668","26.519","25.146","25.639","26.232","23.752","26.302","75.041","29.657","22.722","23.874","22.085","23.737"
"1693577876","30.345","31.719","26.533","25.179","25.661","26.257","23.759","26.342","75.080","29.676","22.685","23.881","22.048","23.741"
"1693577877","30.381","31.755","26.559","25.201","25.687","26.272","23.770","26.371","75.123","29.708","22.692","23.877","21.982","23.748"
"1693577878","30.428","31.784","26.577","25.204","25.701","26.282","23.751","26.385","75.201","29.763","22.784","23.876","22.051","23.751"
"1693577879","30.457","31.823","26.598","25.219","25.712","26.311","23.762","26.407","75.226","29.781","22.813","23.883","22.055","23.743"
"1693577880","30.493","31.870","26.638","25.229","25.719","26.326","23.761","26.425","75.301","29.843","22.893","23.901","21.951","23.758"
"1693577881","30.548","31.928","26.671","25.236","25.726","26.337","23.757","26.436","75.345","29.874","22.880","23.897","21.921","23.750"
"1693577882","30.565","31.957","26.700","25.258","25.733","26.355","23.750","26.439","75.400","29.923","22.859","23.900","21.921","23.753"
"1693577883","30.616","32.037","26.766","25.309","25.769","26.409","23.753","26.498","75.436","29.953","22.859","23.907","21.950","23.757"
"1693577884","30.656","32.073","26.788","25.320","25.769","26.431","23.753","26.530","75.468","29.982","22.884","23.915","21.906","23.760"
"1693577885","30.681","32.106","26.810","25.342","25.780","26.457","23.745","26.563","75.535","30.029","22.932","23.929","21.820","23.778"
"1693577886","30.750","32.138","26.846","25.378","25.827","26.478","23.767","26.589","75.582","30.072","22.884","23.940","21.798","23.789"
"1693577887","30.812","32.178","26.853","25.378","25.834","26.500","23.770","26.614","75.649","30.123","22.776","23.946","21.787","23.796"
"1693577888","30.851","32.214","26.868","25.396","25.845","26.507","23.770","26.629","75.699","30.162","22.741","23.939","21.847","23.790"
