,Channel 1 - Internal Ambient Last (C),Channel 2 - External Ambient Last (C),Channel 3 - Jetson TX2 Processor Last (C),Channel 4 - Jetson Heat Sink Last (C),Channel 5 - Touch Panel Board Last (C),Channel 6 - Aluminum Panel Last (C),Channel 7 - Audio Driver Last (C),Channel 8 - External Touch Screen Last (C)
0:00:00,31.46,24.35,43.54,37.9,48.23,34.89,35.63,31.19
0:00:01,31.47,24.35,43.56,37.92,48.24,34.9,35.64,31.19
0:00:02,31.47,24.36,43.58,37.93,48.25,34.91,35.65,31.2
0:00:03,31.49,24.37,43.59,37.94,48.27,34.93,35.67,31.21
0:00:04,31.5,24.39,43.61,37.97,48.29,34.94,35.68,31.22
0:00:05,31.51,24.38,43.63,37.98,48.3,34.96,35.7,31.23
0:00:06,31.52,24.38,43.65,38,48.31,34.98,35.7,31.25
0:00:07,31.54,24.38,43.68,38.02,48.33,35,35.71,31.26
0:00:08,31.55,24.37,43.7,38.03,48.35,35.01,35.73,31.28
0:00:09,31.56,24.35,43.72,38.06,48.36,35.03,35.75,31.31
0:00:10,31.57,24.35,43.75,38.06,48.38,35.05,35.76,31.32
0:00:11,31.59,24.35,43.76,38.08,48.4,35.06,35.77,31.33
0:00:12,31.58,24.34,43.77,38.1,48.42,35.08,35.78,31.35
0:00:13,31.6,24.34,43.8,38.12,48.44,35.1,35.79,31.37
0:00:14,31.61,24.32,43.8,38.12,48.43,35.1,35.8,31.38
0:00:15,31.61,24.32,43.82,38.13,48.44,35.11,35.81,31.39
0:00:16,31.62,24.32,43.84,38.15,48.46,35.13,35.82,31.41
0:00:17,31.65,24.32,43.87,38.16,48.47,35.14,35.83,31.42
0:00:18,31.66,24.31,43.9,38.21,48.51,35.18,35.87,31.47
0:00:19,31.67,24.29,43.91,38.22,48.52,35.19,35.87,31.49
0:00:20,31.68,24.3,43.94,38.23,48.54,35.21,35.88,31.5
0:00:21,31.7,24.28,43.96,38.25,48.55,35.23,35.9,31.52
0:00:22,31.71,24.29,43.98,38.27,48.56,35.24,35.92,31.54
0:00:23,31.72,24.29,44,38.28,48.58,35.26,35.93,31.55
0:00:24,31.72,24.28,44.01,38.28,48.59,35.27,35.93,31.56
0:00:25,31.74,24.28,44.03,38.31,48.61,35.28,35.95,31.58
0:00:26,31.75,24.26,44.04,38.32,48.61,35.29,35.95,31.59
0:00:27,31.76,24.25,44.07,38.34,48.64,35.31,35.97,31.61
0:00:28,31.76,24.24,44.09,38.35,48.65,35.33,35.98,31.62
0:00:29,31.78,24.24,44.11,38.37,48.67,35.35,36,31.65
0:00:30,31.79,24.23,44.13,38.38,48.68,35.37,36.01,31.65
0:00:31,31.8,24.23,44.14,38.4,48.69,35.38,36.02,31.66
0:00:32,31.82,24.23,44.17,38.42,48.71,35.4,36.04,31.68
0:00:33,31.82,24.22,44.18,38.42,48.72,35.4,36.03,31.69
0:00:34,31.83,24.22,44.2,38.44,48.73,35.41,36.06,31.71
0:00:35,31.84,24.22,44.22,38.45,48.75,35.43,36.07,31.71
0:00:36,31.87,24.21,44.25,38.49,48.78,35.46,36.09,31.76
0:00:37,31.88,24.22,44.27,38.51,48.79,35.48,36.1,31.76
0:00:38,31.89,24.21,44.3,38.52,48.81,35.49,36.11,31.76
0:00:39,31.9,24.21,44.31,38.53,48.82,35.5,36.13,31.78
0:00:40,31.9,24.21,44.32,38.55,48.84,35.52,36.14,31.79
0:00:41,31.93,24.21,44.35,38.56,48.85,35.54,36.16,31.81
0:00:42,31.94,24.21,44.36,38.57,48.86,35.54,36.16,31.82
0:00:43,31.95,24.22,44.38,38.59,48.88,35.55,36.17,31.82
0:00:44,31.96,24.21,44.39,38.59,48.89,35.57,36.19,31.84
0:00:45,31.96,24.21,44.43,38.62,48.91,35.59,36.2,31.85
0:00:46,31.97,24.21,44.44,38.62,48.92,35.6,36.21,31.86
0:00:47,31.99,24.22,44.46,38.65,48.93,35.62,36.23,31.87
0:00:48,32.01,24.22,44.48,38.66,48.96,35.63,36.24,31.88
0:00:49,32.02,24.21,44.5,38.68,48.97,35.64,36.25,31.89
0:00:50,32.03,24.22,44.52,38.69,48.97,35.66,36.26,31.91
0:00:51,32.04,24.22,44.54,38.69,48.99,35.68,36.28,31.92
0:00:52,32.04,24.22,44.55,38.7,48.99,35.68,36.29,31.93
0:00:53,32.05,24.22,44.57,38.73,49.02,35.7,36.29,31.94
0:00:54,32.07,24.23,44.6,38.75,49.03,35.71,36.31,31.96
0:00:55,32.08,24.22,44.61,38.76,49.05,35.73,36.32,31.97
0:00:56,32.09,24.22,44.63,38.77,49.06,35.76,36.33,31.99
0:00:57,32.09,24.2,44.65,38.78,49.06,35.76,36.35,31.99
0:00:58,32.1,24.2,44.65,38.79,49.07,35.77,36.35,31.99
0:00:59,32.11,24.19,44.68,38.8,49.09,35.78,36.36,32
0:01:00,32.12,24.19,44.69,38.81,49.1,35.79,36.37,32.01
0:01:01,32.14,24.18,44.72,38.83,49.12,35.81,36.39,32.03
0:01:02,32.15,24.18,44.73,38.84,49.13,35.83,36.4,32.04
0:01:03,32.16,24.17,44.77,38.85,49.15,35.85,36.42,32.06
0:01:04,32.18,24.16,44.78,38.87,49.16,35.87,36.43,32.07
0:01:05,32.19,24.15,44.8,38.88,49.17,35.87,36.44,32.07
0:01:06,32.21,24.16,44.82,38.9,49.18,35.89,36.46,32.08
0:01:07,32.21,24.15,44.83,38.91,49.2,35.91,36.46,32.09
0:01:08,32.22,24.15,44.85,38.92,49.2,35.92,36.48,32.1
0:01:09,32.23,24.15,44.86,38.93,49.22,35.93,36.48,32.1
0:01:10,32.23,24.13,44.88,38.94,49.22,35.94,36.48,32.1
0:01:11,32.24,24.13,44.89,38.94,49.23,35.95,36.5,32.11
0:01:12,32.28,24.15,44.94,38.98,49.27,35.99,36.53,32.13
0:01:13,32.28,24.14,44.95,38.98,49.27,36,36.54,32.15
0:01:14,32.29,24.16,44.96,39,49.29,36.01,36.55,32.16
0:01:15,32.31,24.17,44.99,39.01,49.3,36.03,36.57,32.18
0:01:16,32.32,24.16,45,39.02,49.3,36.03,36.57,32.18
0:01:17,32.32,24.15,45.01,39.02,49.32,36.05,36.59,32.2
0:01:18,32.33,24.17,45.03,39.04,49.33,36.06,36.59,32.2
0:01:19,32.34,24.17,45.04,39.04,49.33,36.07,36.59,32.19
0:01:20,32.35,24.17,45.06,39.05,49.34,36.08,36.61,32.18
0:01:21,32.37,24.18,45.09,39.08,49.38,36.11,36.63,32.21
0:01:22,32.38,24.18,45.11,39.08,49.37,36.11,36.64,32.21
0:01:23,32.39,24.18,45.11,39.09,49.39,36.12,36.64,32.21
0:01:24,32.4,24.2,45.13,39.1,49.4,36.13,36.66,32.22
0:01:25,32.41,24.19,45.14,39.11,49.4,36.13,36.66,32.22
0:01:26,32.4,24.19,45.17,39.13,49.43,36.16,36.68,32.24
0:01:27,32.43,24.2,45.19,39.13,49.44,36.16,36.7,32.24
0:01:28,32.43,24.2,45.2,39.14,49.44,36.17,36.7,32.25
0:01:29,32.43,24.18,45.21,39.15,49.45,36.17,36.7,32.25
0:01:30,32.46,24.19,45.24,39.18,49.47,36.2,36.73,32.29
0:01:31,32.46,24.17,45.27,39.19,49.49,36.21,36.74,32.3
0:01:32,32.47,24.17,45.28,39.2,49.5,36.22,36.76,32.32
0:01:33,32.49,24.18,45.3,39.21,49.51,36.25,36.77,32.34
0:01:34,32.5,24.17,45.31,39.23,49.53,36.25,36.78,32.35
0:01:35,32.51,24.15,45.33,39.24,49.54,36.26,36.79,32.35
0:01:36,32.52,24.14,45.34,39.25,49.54,36.26,36.79,32.37
0:01:37,32.53,24.14,45.37,39.27,49.56,36.28,36.81,32.38
0:01:38,32.54,24.14,45.38,39.28,49.57,36.29,36.81,32.38
0:01:39,32.56,24.12,45.41,39.3,49.59,36.33,36.84,32.4
0:01:40,32.57,24.11,45.42,39.31,49.61,36.32,36.84,32.41
0:01:41,32.57,24.11,45.43,39.32,49.61,36.32,36.86,32.42
0:01:42,32.59,24.11,45.45,39.32,49.62,36.35,36.86,32.43
0:01:43,32.59,24.11,45.47,39.33,49.62,36.36,36.87,32.43
0:01:44,32.6,24.12,45.48,39.35,49.63,36.36,36.89,32.45
0:01:45,32.62,24.12,45.5,39.36,49.66,36.39,36.92,32.48
0:01:46,32.63,24.12,45.52,39.37,49.67,36.41,36.93,32.49
0:01:47,32.65,24.12,45.53,39.38,49.68,36.41,36.92,32.5
0:01:48,32.65,24.13,45.56,39.39,49.7,36.44,36.94,32.52
0:01:49,32.66,24.13,45.59,39.39,49.7,36.45,36.95,32.53
0:01:50,32.61,24.12,45.59,39.38,49.67,36.46,36.96,32.54
0:01:51,32.55,24.13,45.58,39.41,49.65,36.49,36.98,32.55
0:01:52,32.49,24.13,45.58,39.38,49.63,36.51,36.98,32.56
0:01:53,32.42,24.12,45.56,39.36,49.61,36.53,36.99,32.57
0:01:54,32.4,24.16,45.54,39.34,49.59,36.56,36.99,32.59
0:01:55,32.36,24.15,45.49,39.29,49.58,36.57,37.01,32.59
0:01:56,32.32,24.15,45.45,39.26,49.56,36.6,37.01,32.61
0:01:57,32.23,24.14,45.33,39.2,49.54,36.62,37.01,32.62
0:01:58,32.19,24.13,45.28,39.16,49.53,36.63,37.02,32.63
0:01:59,32.16,24.14,45.22,39.14,49.54,36.65,37.03,32.65
0:02:00,32.11,24.15,45.17,39.11,49.56,36.66,37.04,32.67
0:02:01,32.07,24.15,45.1,39.08,49.57,36.68,37.05,32.68
0:02:02,32.02,24.15,45.04,39.05,49.57,36.69,37.06,32.69
0:02:03,32,24.16,44.98,39.02,49.59,36.72,37.07,32.7
0:02:04,31.99,24.16,44.92,38.98,49.6,36.74,37.07,32.71
0:02:05,31.94,24.16,44.85,38.93,49.6,36.75,37.09,32.73
0:02:06,31.88,24.15,44.71,38.85,49.62,36.79,37.1,32.75
0:02:07,31.86,24.17,44.64,38.82,49.65,36.83,37.11,32.76
0:02:08,31.83,24.16,44.58,38.79,49.65,36.84,37.11,32.77
0:02:09,31.81,24.17,44.5,38.76,49.68,36.87,37.13,32.78
0:02:10,31.81,24.16,44.45,38.71,49.7,36.91,37.13,32.8
0:02:11,31.78,24.17,44.38,38.65,49.71,36.93,37.14,32.8
0:02:12,31.77,24.16,44.32,38.61,49.73,36.93,37.14,32.82
0:02:13,31.73,24.17,44.26,38.58,49.72,36.94,37.15,32.82
0:02:14,31.72,24.16,44.19,38.54,49.74,36.96,37.16,32.83
0:02:15,31.69,24.15,44.06,38.45,49.78,37.03,37.18,32.86
0:02:16,31.69,24.14,44,38.41,49.78,37.06,37.19,32.87
0:02:17,31.69,24.14,43.94,38.37,49.81,37.09,37.2,32.88
0:02:18,31.67,24.13,43.88,38.32,49.81,37.11,37.2,32.89
0:02:19,31.65,24.12,43.82,38.28,49.82,37.14,37.21,32.89
0:02:20,31.63,24.1,43.73,38.25,49.83,37.15,37.22,32.9
0:02:21,31.61,24.11,43.68,38.2,49.85,37.17,37.23,32.91
0:02:22,31.57,24.11,43.62,38.16,49.85,37.19,37.23,32.91
0:02:23,31.56,24.12,43.56,38.12,49.87,37.21,37.24,32.93
0:02:24,31.55,24.15,43.44,38.02,49.88,37.25,37.25,32.94
0:02:25,31.53,24.16,43.38,37.97,49.88,37.25,37.26,32.94
0:02:26,31.51,24.16,43.32,37.94,49.88,37.27,37.27,32.95
0:02:27,31.52,24.16,43.26,37.89,49.89,37.29,37.28,32.97
0:02:28,31.5,24.16,43.21,37.86,49.92,37.32,37.3,32.97
0:02:29,31.49,24.16,43.15,37.83,49.93,37.34,37.3,32.97
0:02:30,31.51,24.18,43.12,37.81,49.97,37.37,37.32,32.99
0:02:31,31.51,24.17,43.07,37.76,49.98,37.38,37.33,32.99
0:02:32,31.49,24.17,43.01,37.72,49.98,37.37,37.32,33
0:02:33,31.48,24.16,42.89,37.64,50,37.42,37.34,33.03
0:02:34,31.47,24.17,42.85,37.62,50.02,37.43,37.36,33.04
0:02:35,31.46,24.16,42.79,37.6,50.04,37.44,37.37,33.05
0:02:36,31.45,24.15,42.74,37.59,50.03,37.46,37.37,33.05
0:02:37,31.45,24.15,42.7,37.55,50.05,37.47,37.38,33.07
0:02:38,31.43,24.15,42.63,37.5,50.05,37.49,37.39,33.08
0:02:39,31.43,24.15,42.59,37.46,50.06,37.51,37.39,33.09
0:02:40,31.43,24.13,42.53,37.42,50.08,37.53,37.4,33.09
0:02:41,31.44,24.14,42.49,37.38,50.11,37.55,37.41,33.1
0:02:42,31.42,24.13,42.39,37.29,50.14,37.58,37.42,33.13
0:02:43,31.42,24.12,42.33,37.25,50.14,37.58,37.42,33.15
0:02:44,31.4,24.12,42.28,37.2,50.16,37.6,37.44,33.15
0:02:45,31.42,24.12,42.23,37.19,50.15,37.63,37.45,33.16
0:02:46,31.43,24.13,42.19,37.15,50.18,37.65,37.46,33.19
0:02:47,31.42,24.15,42.15,37.14,50.18,37.67,37.47,33.21
0:02:48,31.4,24.13,42.1,37.11,50.2,37.69,37.48,33.22
0:02:49,31.38,24.15,42.05,37.06,50.21,37.72,37.49,33.23
0:02:50,31.38,24.15,42.01,37.04,50.21,37.74,37.49,33.25
0:02:51,31.39,24.16,41.93,36.99,50.25,37.77,37.52,33.28
0:02:52,31.38,24.17,41.89,36.95,50.25,37.78,37.52,33.29
0:02:53,31.37,24.18,41.84,36.94,50.25,37.79,37.53,33.31
0:02:54,31.37,24.19,41.8,36.91,50.27,37.82,37.53,33.32
0:02:55,31.37,24.19,41.75,36.87,50.25,37.84,37.55,33.33
0:02:56,31.36,24.19,41.72,36.84,50.28,37.86,37.56,33.36
0:02:57,31.38,24.21,41.68,36.81,50.28,37.86,37.56,33.35
0:02:58,31.36,24.2,41.63,36.77,50.28,37.86,37.57,33.37
0:02:59,31.38,24.2,41.59,36.73,50.29,37.88,37.57,33.36
0:03:00,31.38,24.22,41.52,36.66,50.32,37.9,37.58,33.38
0:03:01,31.4,24.22,41.47,36.63,50.33,37.92,37.6,33.39
0:03:02,31.41,24.22,41.44,36.61,50.34,37.93,37.61,33.41
0:03:03,31.42,24.22,41.39,36.57,50.35,37.95,37.62,33.41
0:03:04,31.43,24.23,41.36,36.55,50.37,37.96,37.62,33.42
0:03:05,31.43,24.22,41.32,36.54,50.37,37.97,37.64,33.43
0:03:06,31.42,24.23,41.29,36.53,50.37,37.96,37.64,33.44
0:03:07,31.41,24.22,41.25,36.51,50.38,37.98,37.65,33.45
0:03:08,31.41,24.22,41.22,36.49,50.38,38,37.66,33.46
0:03:09,31.37,24.23,41.14,36.44,50.4,38.01,37.67,33.44
0:03:10,31.37,24.22,41.11,36.41,50.41,38,37.68,33.46
0:03:11,31.39,24.22,41.07,36.4,50.43,38.01,37.69,33.46
0:03:12,31.34,24.22,41.03,36.37,50.43,38.01,37.7,33.48
0:03:13,31.35,24.23,41,36.35,50.43,38.03,37.71,33.48
0:03:14,31.36,24.23,40.97,36.32,50.45,38.04,37.72,33.49
0:03:15,31.34,24.22,40.93,36.32,50.47,38.06,37.72,33.51
0:03:16,31.35,24.23,40.9,36.31,50.46,38.08,37.73,33.51
0:03:17,31.37,24.25,40.88,36.3,50.46,38.1,37.73,33.52
0:03:18,31.35,24.26,40.81,36.25,50.47,38.14,37.76,33.53
0:03:19,31.36,24.25,40.79,36.23,50.48,38.15,37.76,33.54
0:03:20,31.35,24.24,40.76,36.21,50.5,38.18,37.78,33.55
0:03:21,31.35,24.23,40.72,36.17,50.5,38.2,37.78,33.54
0:03:22,31.34,24.22,40.7,36.15,50.51,38.22,37.79,33.57
0:03:23,31.34,24.2,40.67,36.13,50.53,38.22,37.8,33.57
0:03:24,31.32,24.19,40.63,36.11,50.53,38.23,37.81,33.58
0:03:25,31.31,24.18,40.6,36.09,50.55,38.25,37.8,33.59
0:03:26,31.32,24.18,40.57,36.08,50.56,38.28,37.82,33.6
0:03:27,31.35,24.18,40.52,36.05,50.59,38.3,37.83,33.58
0:03:28,31.35,24.19,40.49,36.04,50.6,38.32,37.85,33.59
0:03:29,31.36,24.19,40.47,36.02,50.61,38.34,37.86,33.59
0:03:30,31.37,24.19,40.43,35.99,50.6,38.33,37.86,33.57
0:03:31,31.37,24.19,40.4,35.97,50.62,38.33,37.87,33.59
0:03:32,31.37,24.19,40.36,35.95,50.61,38.34,37.87,33.6
0:03:33,31.38,24.19,40.34,35.92,50.62,38.35,37.87,33.61
0:03:34,31.39,24.18,40.32,35.9,50.63,38.36,37.88,33.62
0:03:35,31.4,24.19,40.28,35.88,50.66,38.38,37.89,33.62
0:03:36,31.41,24.22,40.26,35.87,50.67,38.43,37.93,33.64
0:03:37,31.42,24.23,40.23,35.87,50.67,38.44,37.95,33.64
0:03:38,31.41,24.22,40.21,35.87,50.69,38.46,37.95,33.66
0:03:39,31.42,24.22,40.18,35.83,50.69,38.46,37.95,33.66
0:03:40,31.4,24.23,40.15,35.8,50.72,38.47,37.95,33.66
0:03:41,31.39,24.23,40.12,35.8,50.72,38.49,37.96,33.68
0:03:42,31.41,24.24,40.11,35.78,50.73,38.51,37.98,33.68
0:03:43,31.42,24.25,40.09,35.76,50.75,38.53,37.99,33.71
0:03:44,31.41,24.25,40.06,35.75,50.76,38.54,37.99,33.7
0:03:45,31.41,24.26,40.02,35.73,50.78,38.57,38,33.71
0:03:46,31.44,24.27,40,35.72,50.79,38.58,38.02,33.72
0:03:47,31.45,24.26,39.97,35.72,50.81,38.59,38.02,33.73
0:03:48,31.44,24.26,39.95,35.69,50.79,38.6,38.03,33.74
0:03:49,31.43,24.25,39.92,35.69,50.79,38.6,38.03,33.74
0:03:50,31.42,24.26,39.9,35.68,50.79,38.62,38.03,33.74
0:03:51,31.43,24.26,39.89,35.67,50.79,38.64,38.05,33.76
0:03:52,31.44,24.26,39.86,35.65,50.8,38.64,38.06,33.76
0:03:53,31.45,24.25,39.83,35.65,50.81,38.64,38.07,33.76
0:03:54,31.45,24.24,39.81,35.63,50.84,38.67,38.08,33.79
0:03:55,31.45,24.24,39.79,35.63,50.85,38.69,38.1,33.8
0:03:56,31.43,24.23,39.76,35.61,50.83,38.71,38.1,33.81
0:03:57,31.44,24.23,39.74,35.61,50.86,38.73,38.12,33.81
0:03:58,31.46,24.23,39.73,35.6,50.88,38.74,38.13,33.81
0:03:59,31.47,24.23,39.7,35.59,50.87,38.77,38.13,33.81
0:04:00,31.47,24.23,39.69,35.59,50.9,38.78,38.14,33.82
0:04:01,31.46,24.22,39.66,35.58,50.9,38.79,38.14,33.82
0:04:02,31.48,24.22,39.64,35.58,50.91,38.81,38.15,33.85
0:04:03,31.5,24.24,39.62,35.56,50.93,38.86,38.18,33.85
0:04:04,31.48,24.24,39.63,35.55,50.92,38.85,38.17,33.88
0:04:05,31.5,24.24,39.64,35.53,50.94,38.85,38.18,33.9
0:04:06,31.5,24.26,39.65,35.54,50.95,38.85,38.18,33.91
0:04:07,31.51,24.28,39.65,35.52,50.96,38.87,38.19,33.91
0:04:08,31.5,24.28,39.65,35.52,50.98,38.86,38.21,33.93
0:04:09,31.49,24.29,39.63,35.5,50.99,38.87,38.21,33.93
0:04:10,31.48,24.29,39.64,35.5,51,38.88,38.23,33.95
0:04:11,31.49,24.29,39.62,35.49,51.01,38.88,38.22,33.95
0:04:12,31.54,24.3,39.6,35.47,51.03,38.9,38.25,33.97
0:04:13,31.55,24.3,39.58,35.46,51.02,38.9,38.26,33.97
0:04:14,31.54,24.3,39.56,35.45,51.03,38.89,38.26,33.98
0:04:15,31.54,24.29,39.53,35.45,51.04,38.89,38.26,33.98
0:04:16,31.55,24.29,39.53,35.44,51.04,38.9,38.27,33.99
0:04:17,31.56,24.29,39.51,35.44,51.05,38.9,38.27,33.98
0:04:18,31.58,24.29,39.5,35.43,51.06,38.92,38.29,33.99
0:04:19,31.58,24.27,39.48,35.43,51.07,38.89,38.29,34
0:04:20,31.59,24.27,39.46,35.42,51.07,38.89,38.29,34.01
0:04:21,31.63,24.27,39.43,35.41,51.12,38.93,38.32,34.02
0:04:22,31.61,24.28,39.42,35.4,51.12,38.94,38.32,34.03
0:04:23,31.61,24.29,39.4,35.4,51.14,38.95,38.33,34.02
0:04:24,31.59,24.33,39.38,35.39,51.12,38.98,38.34,34.02
0:04:25,31.61,24.36,39.36,35.39,51.15,38.98,38.34,34.04
0:04:26,31.63,24.33,39.35,35.37,51.13,38.98,38.35,34.04
0:04:27,31.66,24.33,39.34,35.39,51.16,39,38.37,34.06
0:04:28,31.66,24.35,39.32,35.37,51.16,39,38.37,34.07
0:04:29,31.65,24.37,39.29,35.36,51.16,39.03,38.38,34.07
0:04:30,31.67,24.34,39.26,35.34,51.18,39.04,38.39,34.06
0:04:31,31.67,24.35,39.26,35.34,51.18,39.05,38.39,34.07
0:04:32,31.66,24.34,39.24,35.32,51.21,39.06,38.38,34.07
0:04:33,31.66,24.35,39.23,35.31,51.19,39.09,38.41,34.07
0:04:34,31.67,24.36,39.21,35.3,51.19,39.1,38.42,34.08
0:04:35,31.67,24.37,39.21,35.31,51.22,39.1,38.43,34.08
0:04:36,31.68,24.38,39.18,35.3,51.24,39.15,38.44,34.09
0:04:37,31.67,24.39,39.18,35.32,51.25,39.17,38.4,34.11
0:04:38,31.7,24.4,39.14,35.3,51.22,39.15,38.34,34.11
0:04:39,31.81,24.43,39.08,35.3,51.1,39.14,38.23,34.12
0:04:40,31.87,24.44,39.06,35.31,51.03,39.14,38.21,34.13
0:04:41,31.92,24.43,39.05,35.32,50.96,39.12,38.19,34.13
0:04:42,31.96,24.41,39.04,35.31,50.89,39.11,38.18,34.14
0:04:43,32.02,24.41,39.04,35.31,50.84,39.09,38.18,34.14
0:04:44,32.07,24.42,39.06,35.32,50.82,39.08,38.2,34.14
0:04:45,32.12,24.42,39.07,35.32,50.8,39.07,38.23,34.14
0:04:46,32.17,24.43,39.09,35.34,50.79,39.07,38.24,34.14
0:04:47,32.22,24.45,39.11,35.35,50.79,39.05,38.26,34.14
0:04:48,32.3,24.5,39.12,35.35,50.77,39,38.29,34.14
0:04:49,32.35,24.49,39.15,35.36,50.78,38.99,38.31,34.14
0:04:50,32.4,24.49,39.17,35.35,50.78,38.97,38.33,34.14
0:04:51,32.43,24.49,39.19,35.36,50.79,38.95,38.35,34.15
0:04:52,32.48,24.49,39.22,35.38,50.81,38.94,38.37,34.14
0:04:53,32.52,24.5,39.26,35.38,50.81,38.92,38.39,34.15
0:04:54,32.55,24.48,39.3,35.39,50.81,38.9,38.41,34.14
0:04:55,32.58,24.47,39.34,35.39,50.81,38.86,38.41,34.15
0:04:56,32.63,24.46,39.38,35.41,50.83,38.86,38.44,34.13
0:04:57,32.69,24.46,39.49,35.44,50.84,38.81,38.48,34.15
0:04:58,32.72,24.45,39.56,35.46,50.85,38.78,38.49,34.15
0:04:59,32.75,24.44,39.63,35.48,50.85,38.76,38.5,34.15
0:05:00,32.77,24.44,39.72,35.49,50.86,38.74,38.53,34.15
0:05:01,32.82,24.45,39.82,35.53,50.87,38.72,38.55,34.15
0:05:02,32.84,24.44,39.91,35.55,50.87,38.7,38.56,34.15
0:05:03,32.88,24.45,40.03,35.59,50.88,38.67,38.57,34.15
0:05:04,32.91,24.44,40.13,35.62,50.89,38.67,38.6,34.16
0:05:05,32.93,24.44,40.23,35.66,50.9,38.63,38.6,34.16
0:05:06,32.97,24.43,40.41,35.72,50.9,38.59,38.63,34.16
0:05:07,33.01,24.42,40.51,35.75,50.9,38.56,38.64,34.15
0:05:08,33.03,24.41,40.59,35.79,50.91,38.56,38.65,34.16
0:05:09,33.05,24.42,40.68,35.83,50.92,38.54,38.67,34.15
0:05:10,33.08,24.43,40.78,35.89,50.93,38.53,38.69,34.16
0:05:11,33.1,24.42,40.86,35.91,50.93,38.52,38.69,34.17
0:05:12,33.13,24.42,40.96,35.95,50.92,38.5,38.69,34.16
0:05:13,33.14,24.42,41.05,35.98,50.94,38.48,38.71,34.17
0:05:14,33.16,24.42,41.15,36.03,50.94,38.48,38.72,34.16
0:05:15,33.2,24.43,41.38,36.11,50.96,38.47,38.74,34.17
0:05:16,33.23,24.43,41.47,36.16,50.97,38.45,38.75,34.18
0:05:17,33.26,24.44,41.57,36.21,50.98,38.46,38.76,34.2
0:05:18,33.28,24.43,41.65,36.25,50.99,38.45,38.77,34.18
0:05:19,33.29,24.43,41.72,36.29,51,38.44,38.78,34.2
0:05:20,33.32,24.47,41.78,36.34,51,38.44,38.8,34.21
0:05:21,33.34,24.47,41.85,36.39,51.01,38.43,38.8,34.2
0:05:22,33.37,24.47,41.91,36.44,51.03,38.44,38.82,34.23
0:05:23,33.39,24.48,41.98,36.48,51.04,38.44,38.84,34.22
0:05:24,33.43,24.47,42.16,36.57,51.06,38.44,38.85,34.22
0:05:25,33.43,24.48,42.26,36.61,51.07,38.43,38.86,34.21
0:05:26,33.46,24.46,42.36,36.65,51.08,38.42,38.87,34.23
0:05:27,33.47,24.45,42.43,36.69,51.1,38.42,38.87,34.23
0:05:28,33.48,24.44,42.49,36.75,51.1,38.42,38.88,34.23
0:05:29,33.51,24.43,42.55,36.78,51.1,38.4,38.89,34.22
0:05:30,33.52,24.42,42.6,36.83,51.13,38.41,38.9,34.23
0:05:31,33.55,24.42,42.66,36.89,51.14,38.41,38.92,34.23
0:05:32,33.57,24.42,42.72,36.93,51.16,38.41,38.93,34.22
0:05:33,33.59,24.39,42.79,37,51.16,38.41,38.94,34.22
0:05:34,33.61,24.38,42.82,37.04,51.18,38.41,38.95,34.22
0:05:35,33.63,24.38,42.86,37.09,51.19,38.41,38.96,34.24
0:05:36,33.65,24.39,42.9,37.13,51.21,38.41,38.96,34.22
0:05:37,33.67,24.37,42.94,37.17,51.23,38.42,38.98,34.22
0:05:38,33.68,24.37,42.96,37.21,51.24,38.42,38.99,34.21
0:05:39,33.7,24.37,43.01,37.25,51.26,38.42,39,34.22
0:05:40,33.72,24.36,43.04,37.28,51.26,38.42,39.01,34.23
0:05:41,33.74,24.36,43.08,37.32,51.28,38.42,39.02,34.23
0:05:42,33.76,24.34,43.13,37.39,51.3,38.43,39.03,34.23
0:05:43,33.78,24.36,43.17,37.42,51.32,38.43,39.05,34.23
0:05:44,33.79,24.37,43.2,37.45,51.33,38.43,39.06,34.24
0:05:45,33.81,24.36,43.24,37.5,51.36,38.43,39.07,34.24
0:05:46,33.82,24.37,43.27,37.52,51.35,38.43,39.06,34.24
0:05:47,33.83,24.36,43.3,37.57,51.37,38.43,39.07,34.24
0:05:48,33.85,24.36,43.33,37.61,51.39,38.44,39.09,34.24
0:05:49,33.87,24.37,43.35,37.64,51.39,38.44,39.09,34.25
0:05:50,33.87,24.37,43.39,37.67,51.41,38.45,39.1,34.25
0:05:51,33.9,24.4,43.46,37.74,51.43,38.46,39.12,34.26
0:05:52,33.92,24.41,43.51,37.78,51.45,38.47,39.12,34.26
0:05:53,33.93,24.42,43.55,37.82,51.46,38.47,39.13,34.26
0:05:54,33.94,24.43,43.61,37.85,51.48,38.48,39.15,34.26
0:05:55,33.96,24.42,43.65,37.89,51.49,38.47,39.16,34.27
0:05:56,33.97,24.44,43.72,37.93,51.51,38.5,39.17,34.29
0:05:57,33.98,24.45,43.76,37.97,51.51,38.5,39.17,34.29
0:05:58,34,24.46,43.81,38,51.54,38.51,39.18,34.29
0:05:59,34.01,24.48,43.84,38.04,51.55,38.51,39.2,34.29
0:06:00,34.04,24.47,43.91,38.1,51.55,38.52,39.21,34.28
0:06:01,34.06,24.47,43.96,38.15,51.57,38.55,39.22,34.29
0:06:02,34.07,24.48,44.02,38.18,51.58,38.54,39.23,34.31
0:06:03,34.08,24.48,44.07,38.22,51.59,38.54,39.24,34.3
0:06:04,34.09,24.49,44.14,38.26,51.61,38.56,39.25,34.32
