"","Channel 1 - Internal Ambient Last (C)","Channel 2 - External Ambient Last (C)","Channel 3 - Jetson Processor Last (C)","Channel 4 - Jetson Heatsink Last (C)","Channel 5 - Display Cable Last (C)","Channel 6 - Touch Panel Board Last (C)","Channel 7 - Aluminum Panel - Upper Right Side Last (C)","Channel 8 - Display Panel - Upper Right Side Last (C)","Channel 9 - Coverglass - Upper Right Side Last (C)","Channel 10 - Aluminum Panel - Lower Left Side Last (C)","Channel 11 - Display Panel - Lower Left Side Last (C)","Channel 12 - Coverglass - Lower Left Side Last (C)","Channel 13 - Ambient Between Aluminum and Display Last (C)"
"00:00:00","24.506","22.840","27.476","26.799","24.142","34.601","24.782","24.411","24.013","24.624","24.009","23.626","24.510"
"00:00:01","24.514","22.773","27.457","26.891","24.142","34.732","24.768","24.422","24.015","24.633","24.017","23.628","24.513"
"00:00:02","24.525","22.575","27.446","26.979","24.153","34.867","24.771","24.433","24.005","24.627","24.020","23.630","24.521"
"00:00:03","24.514","23.178","27.409","27.045","24.168","34.998","24.768","24.436","23.998","24.638","24.035","23.641","24.517"
"00:00:04","24.532","22.821","27.383","27.159","24.193","35.249","24.764","24.473","24.003","24.629","24.042","23.639","24.537"
"00:00:05","24.525","22.703","27.365","27.203","24.205","35.373","24.771","24.488","23.998","24.638","24.061","23.637","24.539"
"00:00:06","24.536","22.700","27.376","27.273","24.230","35.515","24.767","24.499","23.998","24.634","24.079","23.641","24.561"
"00:00:07","24.539","22.545","27.365","27.317","24.234","35.617","24.771","24.521","23.994","24.629","24.086","23.637","24.559"
"00:00:08","24.543","22.663","27.361","27.361","24.245","35.723","24.767","24.539","23.987","24.616","24.108","23.641","24.568"
"00:00:09","24.547","22.494","27.365","27.405","24.263","35.840","24.760","24.547","23.994","24.620","24.123","23.630","24.579"
"00:00:10","24.543","22.527","27.380","27.446","24.274","35.945","24.760","24.565","24.000","24.625","24.145","23.632","24.588"
"00:00:11","24.554","22.762","27.420","27.505","24.285","36.054","24.760","24.583","24.001","24.623","24.163","23.637","24.601"
"00:00:12","24.543","22.545","27.431","27.538","24.289","36.156","24.756","24.594","24.005","24.616","24.181","23.630","24.612"
"00:00:13","24.557","22.663","27.585","27.670","24.300","36.360","24.756","24.616","24.003","24.614","24.194","23.630","24.627"
"00:00:14","24.565","22.766","27.703","27.751","24.318","36.459","24.749","24.627","24.020","24.623","24.207","23.630","24.627"
"00:00:15","24.565","22.762","27.795","27.825","24.326","36.550","24.749","24.624","24.019","24.619","24.214","23.629","24.645"
"00:00:16","24.568","22.468","27.825","27.887","24.329","36.652","24.756","24.638","24.025","24.625","24.227","23.641","24.643"
"00:00:17","24.580","22.674","27.839","27.946","24.340","36.743","24.760","24.638","24.030","24.619","24.237","23.640","24.645"
"00:00:18","24.583","22.777","27.839","27.986","24.333","36.830","24.752","24.638","24.038","24.627","24.240","23.648","24.656"
"00:00:19","24.587","22.666","27.850","28.038","24.344","36.918","24.749","24.638","24.036","24.625","24.255","23.646","24.660"
"00:00:20","24.587","22.548","27.821","28.078","24.340","37.001","24.752","24.638","24.045","24.623","24.258","23.648","24.660"
"00:00:21","24.594","22.604","27.806","28.115","24.348","37.096","24.749","24.642","24.045","24.623","24.255","23.655","24.663"
"00:00:22","24.612","22.725","27.751","28.178","24.355","37.260","24.752","24.649","24.049","24.626","24.273","23.664","24.671"
"00:00:23","24.616","22.824","27.736","28.203","24.362","37.344","24.756","24.649","24.049","24.626","24.273","23.677","24.682"
"00:00:24","24.612","22.692","27.718","28.222","24.359","37.409","24.749","24.646","24.052","24.626","24.277","23.681","24.681"
"00:00:25","24.620","22.747","27.707","28.244","24.366","37.501","24.763","24.657","24.052","24.626","24.279","23.675","24.676"
"00:00:26","24.631","22.743","27.707","28.270","24.366","37.584","24.752","24.657","24.045","24.626","24.284","23.681","24.685"
"00:00:27","24.638","22.666","27.692","28.288","24.366","37.646","24.749","24.657","24.041","24.623","24.277","23.673","24.678"
"00:00:28","24.638","22.453","27.685","28.295","24.370","37.719","24.745","24.649","24.045","24.623","24.286","23.675","24.685"
"00:00:29","24.631","22.670","27.681","28.332","24.369","37.792","24.748","24.660","24.048","24.626","24.288","23.673","24.689"
"00:00:30","24.646","22.563","27.677","28.347","24.384","37.865","24.745","24.660","24.052","24.623","24.299","23.670","24.692"
"00:00:31","24.653","22.622","27.674","28.376","24.377","38.000","24.745","24.649","24.067","24.626","24.299","23.673","24.696"
"00:00:32","24.656","22.692","27.685","28.395","24.384","38.058","24.737","24.656","24.071","24.630","24.299","23.673","24.692"
"00:00:33","24.664","22.655","27.688","28.417","24.384","38.131","24.741","24.656","24.056","24.619","24.295","23.670","24.692"
"00:00:34","24.668","22.648","27.692","28.431","24.384","38.200","24.737","24.653","24.061","24.621","24.293","23.677","24.700"
"00:00:35","24.668","22.375","27.721","28.454","24.384","38.258","24.737","24.664","24.063","24.619","24.310","23.673","24.700"
"00:00:36","24.671","22.530","27.740","28.483","24.395","38.324","24.734","24.668","24.074","24.619","24.306","23.680","24.700"
"00:00:37","24.671","22.622","27.751","28.505","24.403","38.397","24.741","24.668","24.069","24.613","24.300","23.684","24.698"
"00:00:38","24.682","22.762","27.765","28.523","24.406","38.451","24.741","24.675","24.067","24.619","24.306","23.688","24.703"
"00:00:39","24.686","22.670","27.773","28.542","24.410","38.510","24.737","24.660","24.070","24.615","24.306","23.684","24.707"
"00:00:40","24.701","22.725","27.788","28.582","24.421","38.641","24.737","24.675","24.065","24.619","24.313","23.684","24.703"
"00:00:41","24.708","22.681","27.810","28.604","24.428","38.695","24.741","24.679","24.067","24.615","24.313","23.680","24.699"
"00:00:42","24.708","22.758","27.817","28.623","24.432","38.750","24.737","24.675","24.059","24.608","24.298","23.680","24.696"
"00:00:43","24.712","22.670","27.832","28.637","24.428","38.808","24.741","24.675","24.056","24.606","24.300","23.680","24.700"
"00:00:44","24.723","22.828","27.843","28.656","24.436","38.859","24.737","24.679","24.056","24.608","24.302","23.684","24.696"
"00:00:45","24.723","22.813","27.865","28.678","24.447","38.914","24.737","24.679","24.059","24.615","24.306","23.688","24.703"
"00:00:46","24.730","22.688","27.883","28.689","24.450","38.965","24.737","24.686","24.052","24.606","24.311","23.686","24.707"
"00:00:47","24.734","22.614","27.891","28.704","24.443","39.012","24.726","24.668","24.056","24.604","24.302","23.684","24.707"
"00:00:48","24.723","22.471","27.898","28.707","24.447","39.063","24.726","24.682","24.074","24.615","24.317","23.695","24.721"
"00:00:49","24.748","22.699","27.935","28.763","24.469","39.180","24.730","24.686","24.068","24.611","24.317","23.684","24.718"
"00:00:50","24.741","22.622","27.949","28.774","24.473","39.224","24.730","24.682","24.067","24.611","24.321","23.684","24.722"
"00:00:51","24.748","22.673","27.960","28.785","24.476","39.275","24.737","24.693","24.059","24.604","24.317","23.688","24.714"
"00:00:52","24.763","22.699","27.968","28.800","24.480","39.319","24.738","24.690","24.065","24.609","24.317","23.677","24.720"
"00:00:53","24.767","22.688","27.979","28.803","24.487","39.373","24.730","24.701","24.067","24.619","24.324","23.673","24.718"
"00:00:54","24.771","22.813","27.994","28.825","24.487","39.421","24.734","24.701","24.063","24.611","24.324","23.669","24.722"
"00:00:55","24.774","22.640","27.997","28.833","24.495","39.464","24.723","24.693","24.057","24.606","24.322","23.667","24.718"
"00:00:56","24.774","22.817","28.020","28.851","24.502","39.512","24.734","24.693","24.063","24.600","24.324","23.666","24.725"
"00:00:57","24.789","22.777","28.027","28.858","24.498","39.544","24.727","24.693","24.078","24.611","24.335","23.669","24.725"
"00:00:58","24.778","22.641","28.038","28.881","24.510","39.647","24.727","24.690","24.074","24.611","24.332","23.671","24.733"
"00:00:59","24.793","22.526","28.045","28.899","24.513","39.683","24.719","24.693","24.074","24.608","24.324","23.673","24.725"
"00:01:00","24.800","22.780","28.064","28.910","24.521","39.730","24.727","24.701","24.074","24.608","24.332","23.680","24.736"
"00:01:01","24.808","22.854","28.079","28.917","24.528","39.774","24.730","24.705","24.067","24.609","24.332","23.679","24.735"
"00:01:02","24.811","22.887","28.093","28.939","24.539","39.811","24.723","24.712","24.074","24.615","24.343","23.677","24.740"
"00:01:03","24.815","22.700","28.108","28.951","24.547","39.862","24.731","24.716","24.060","24.611","24.332","23.681","24.736"
"00:01:04","24.823","22.571","28.119","28.965","24.554","39.909","24.727","24.701","24.061","24.606","24.341","23.675","24.738"
"00:01:05","24.823","22.527","28.119","28.976","24.558","39.942","24.719","24.712","24.060","24.604","24.335","23.681","24.740"
"00:01:06","24.830","22.828","28.149","28.987","24.561","39.982","24.731","24.708","24.063","24.611","24.346","23.695","24.729"
"00:01:07","24.845","22.828","28.171","29.017","24.580","40.069","24.720","24.720","24.065","24.606","24.345","23.688","24.746"
"00:01:08","24.845","22.777","28.182","29.024","24.584","40.109","24.727","24.716","24.074","24.604","24.339","23.684","24.748"
"00:01:09","24.852","22.950","28.189","29.039","24.584","40.145","24.723","24.712","24.089","24.615","24.343","23.692","24.748"
"00:01:10","24.848","22.814","28.189","29.039","24.584","40.178","24.723","24.720","24.084","24.613","24.348","23.695","24.753"
"00:01:11","24.852","22.840","28.204","29.050","24.595","40.218","24.727","24.723","24.089","24.619","24.350","23.692","24.748"
"00:01:12","24.860","22.836","28.211","29.072","24.609","40.258","24.738","24.727","24.082","24.612","24.350","23.699","24.755"
"00:01:13","24.863","22.847","28.223","29.080","24.610","40.283","24.713","24.727","24.082","24.610","24.356","23.697","24.751"
"00:01:14","24.867","22.737","28.230","29.087","24.613","40.327","24.727","24.724","24.082","24.604","24.365","23.718","24.759"
"00:01:15","24.874","22.615","28.237","29.102","24.617","40.370","24.727","24.735","24.093","24.612","24.365","23.707","24.763"
"00:01:16","24.893","22.855","28.271","29.128","24.643","40.443","24.738","24.735","24.084","24.608","24.352","23.703","24.759"
"00:01:17","24.889","22.822","28.274","29.143","24.650","40.476","24.735","24.750","24.093","24.616","24.365","23.710","24.763"
"00:01:18","24.904","23.083","28.289","29.161","24.654","40.512","24.739","24.750","24.097","24.623","24.373","23.721","24.766"
"00:01:19","24.904","23.009","28.300","29.165","24.661","40.538","24.739","24.746","24.099","24.614","24.369","23.709","24.768"
"00:01:20","24.904","22.759","28.300","29.169","24.673","40.574","24.739","24.746","24.093","24.612","24.365","23.718","24.770"
"00:01:21","24.908","22.844","28.315","29.183","24.669","40.614","24.739","24.757","24.093","24.616","24.369","23.718","24.774"
"00:01:22","24.912","22.973","28.319","29.198","24.676","40.639","24.732","24.746","24.097","24.621","24.378","23.722","24.778"
"00:01:23","24.919","22.796","28.330","29.202","24.684","40.672","24.739","24.746","24.101","24.623","24.384","23.729","24.781"
"00:01:24","24.919","22.737","28.341","29.220","24.687","40.712","24.735","24.757","24.101","24.619","24.391","23.729","24.789"
"00:01:25","24.934","22.704","28.367","29.243","24.702","40.774","24.743","24.754","24.108","24.627","24.390","23.733","24.794"
"00:01:26","24.927","22.804","28.367","29.243","24.699","40.799","24.739","24.758","24.105","24.634","24.399","23.737","24.793"
"00:01:27","24.938","22.859","28.382","29.257","24.706","40.824","24.743","24.758","24.108","24.623","24.399","23.729","24.789"
"00:01:28","24.945","22.959","28.386","29.269","24.725","40.861","24.743","24.758","24.099","24.614","24.395","23.733","24.789"
"00:01:29","24.949","22.984","28.404","29.280","24.721","40.897","24.732","24.758","24.083","24.612","24.388","23.726","24.785"
"00:01:30","24.949","22.834","28.411","29.291","24.732","40.926","24.740","24.765","24.094","24.613","24.384","23.737","24.778"
"00:01:31","24.960","23.032","28.423","29.306","24.736","40.952","24.736","24.773","24.094","24.611","24.384","23.730","24.780"
"00:01:32","24.964","22.985","28.445","29.317","24.751","40.981","24.747","24.773","24.094","24.616","24.385","23.733","24.778"
"00:01:33","24.961","22.930","28.441","29.324","24.747","41.010","24.740","24.773","24.101","24.605","24.388","23.730","24.786"
"00:01:34","24.975","23.158","28.460","29.346","24.766","41.068","24.751","24.769","24.100","24.615","24.390","23.745","24.788"
"00:01:35","24.983","23.095","28.474","29.354","24.769","41.083","24.736","24.769","24.112","24.609","24.399","23.748","24.786"
"00:01:36","24.968","22.198","28.464","29.343","24.758","41.108","24.733","24.762","24.124","24.628","24.407","23.770","24.793"
"00:01:37","24.968","22.886","28.478","29.361","24.770","41.130","24.737","24.773","24.116","24.626","24.407","23.772","24.803"
"00:01:38","24.983","22.691","28.489","29.372","24.770","41.163","24.740","24.766","24.113","24.621","24.414","23.774","24.804"
"00:01:39","24.976","23.059","28.490","29.373","24.773","41.181","24.733","24.762","24.124","24.624","24.418","23.774","24.801"
"00:01:40","24.980","22.805","28.501","29.384","24.777","41.210","24.726","24.759","24.128","24.624","24.418","24.014","24.803"
"00:01:41","24.980","22.717","28.519","29.402","24.777","41.235","24.748","24.770","24.124","24.621","24.415","24.665","24.808"
"00:01:42","24.987","22.938","28.527","29.421","24.792","41.257","24.733","24.770","24.139","24.625","24.426","24.389","24.809"
"00:01:43","24.995","22.831","28.545","29.454","24.800","41.308","24.733","24.770","24.146","24.627","24.426","24.235","24.814"
"00:01:44","24.998","22.831","28.564","29.480","24.800","41.330","24.737","24.774","24.158","24.632","24.437","24.132","24.812"
"00:01:45","25.006","22.971","28.590","29.495","24.811","41.356","24.737","24.778","24.165","24.636","24.437","24.033","24.816"
"00:01:46","25.013","22.894","28.597","29.513","24.818","41.385","24.737","24.774","24.171","24.634","24.443","23.996","24.824"
"00:01:47","25.014","22.795","28.605","29.528","24.807","41.403","24.730","24.774","24.176","24.625","24.441","23.963","24.824"
"00:01:48","25.021","22.916","28.627","29.546","24.826","41.421","24.734","24.771","24.173","24.629","24.430","23.933","24.817"
"00:01:49","25.014","22.813","28.641","29.561","24.826","41.450","24.734","24.778","24.175","24.616","24.428","23.911","24.811"
"00:01:50","25.018","22.803","28.664","29.595","24.845","41.476","24.742","24.778","24.165","24.618","24.434","23.889","24.813"
"00:01:51","25.021","22.615","28.675","29.602","24.837","41.490","24.731","24.775","24.173","24.611","24.427","23.879","24.806"
"00:01:52","25.010","22.428","28.701","29.632","24.852","41.538","24.731","24.775","24.186","24.616","24.432","23.882","24.815"
"00:01:53","25.021","22.486","28.708","29.657","24.849","41.556","24.727","24.779","24.195","24.626","24.442","23.894","24.832"
"00:01:54","25.029","22.715","28.723","29.676","24.867","41.585","24.731","24.779","24.199","24.626","24.449","23.894","24.828"
"00:01:55","25.029","22.590","28.745","29.698","24.864","41.610","24.735","24.775","24.207","24.626","24.446","23.886","24.825"
"00:01:56","25.040","22.726","28.764","29.728","24.860","41.636","24.735","24.779","24.210","24.630","24.446","23.887","24.817"
"00:01:57","25.048","22.682","28.771","29.739","24.879","41.662","24.742","24.787","24.222","24.637","24.453","23.887","24.829"
"00:01:58","25.037","22.815","28.782","29.757","24.871","41.687","24.728","24.779","24.222","24.637","24.453","23.896","24.834"
"00:01:59","25.048","21.475","28.816","29.787","24.886","41.705","24.743","24.780","24.225","24.637","24.457","23.894","24.825"
"00:02:00","25.034","20.004","28.820","29.787","24.883","41.731","24.735","24.783","24.222","24.634","24.457","23.898","24.847"
"00:02:01","25.060","22.414","28.860","29.821","24.898","41.771","24.739","24.791","24.222","24.632","24.456","23.891","24.836"
"00:02:02","25.060","22.800","28.875","29.839","24.912","41.789","24.725","24.791","24.215","24.630","24.454","23.887","24.840"
"00:02:03","25.056","22.587","28.879","29.843","24.905","41.739","24.729","24.784","24.219","24.638","24.469","23.898","24.837"
"00:02:04","25.056","22.536","28.890","29.854","24.909","41.507","24.729","24.788","24.243","24.640","24.476","23.910","24.853"
"00:02:05","25.067","22.801","28.894","29.854","24.909","41.151","24.729","24.788","24.248","24.646","24.480","23.906","24.848"
"00:02:06","25.068","23.294","28.905","29.847","24.917","40.735","24.744","24.792","24.256","24.638","24.462","23.917","24.852"
"00:02:07","25.075","22.466","28.960","29.862","24.935","40.405","24.751","24.803","24.261","24.650","24.475","23.919","24.852"
"00:02:08","25.079","23.070","29.023","29.858","24.932","40.242","24.740","24.788","24.263","24.646","24.470","23.921","24.856"
"00:02:09","25.079","22.787","29.115","29.862","24.936","40.209","24.744","24.788","24.260","24.646","24.473","23.907","24.852"
"00:02:10","25.083","22.765","29.262","29.906","24.936","40.318","24.744","24.781","24.240","24.645","24.468","23.912","24.851"
"00:02:11","25.083","22.629","29.266","29.918","24.943","40.406","24.748","24.785","24.242","24.643","24.474","23.911","24.853"
"00:02:12","25.083","22.809","29.256","29.944","24.958","40.496","24.752","24.789","24.220","24.651","24.470","23.907","24.853"
"00:02:13","25.091","22.747","29.237","29.966","24.962","40.591","24.763","24.785","24.226","24.652","24.470","23.902","24.858"
"00:02:14","25.095","22.707","29.223","29.988","24.969","40.685","24.760","24.782","24.228","24.662","24.467","23.900","24.857"
"00:02:15","25.102","22.747","29.204","30.010","24.970","40.772","24.760","24.782","24.224","24.647","24.452","23.893","24.846"
"00:02:16","25.102","22.770","29.194","30.025","24.977","40.863","24.767","24.790","24.220","24.653","24.454","23.893","24.850"
"00:02:17","25.110","22.854","29.201","30.047","24.974","40.936","24.757","24.779","24.228","24.651","24.467","23.893","24.853"
"00:02:18","25.114","22.759","29.220","30.080","24.985","41.027","24.764","24.771","24.217","24.648","24.445","23.890","24.843"
"00:02:19","25.121","22.858","29.334","30.131","24.992","41.165","24.768","24.779","24.219","24.642","24.445","23.884","24.835"
"00:02:20","25.121","22.862","29.408","30.175","25.004","41.230","24.768","24.776","24.206","24.652","24.435","23.872","24.836"
"00:02:21","25.125","22.752","29.434","30.208","25.000","41.288","24.765","24.779","24.221","24.648","24.449","23.883","24.839"
"00:02:22","25.122","22.760","29.449","30.252","25.000","41.350","24.765","24.776","24.218","24.650","24.442","23.879","24.834"
"00:02:23","25.122","22.664","29.574","30.303","25.001","41.412","24.769","24.765","24.218","24.648","24.439","23.872","24.829"
"00:02:24","25.129","22.569","29.710","30.358","25.001","41.452","24.761","24.761","24.214","24.656","24.443","23.880","24.840"
"00:02:25","25.115","22.521","29.854","30.420","25.012","41.514","24.773","24.758","24.209","24.656","24.446","23.884","24.836"
"00:02:26","25.133","22.606","30.107","30.500","25.019","41.572","24.777","24.769","24.215","24.662","24.447","23.897","24.846"
"00:02:27","25.137","22.702","30.387","30.581","25.023","41.616","24.784","24.762","24.215","24.660","24.439","23.895","24.837"
"00:02:28","25.130","22.665","30.734","30.734","25.016","41.685","24.762","24.748","24.211","24.657","24.440","23.889","24.831"
"00:02:29","25.127","22.710","30.847","30.822","25.027","41.747","24.766","24.755","24.211","24.664","24.454","23.895","24.837"
"00:02:30","25.138","22.632","30.916","30.894","25.039","41.790","24.770","24.755","24.208","24.661","24.444","23.906","24.837"
"00:02:31","25.142","22.724","31.015","30.964","25.042","41.830","24.777","24.748","24.217","24.672","24.449","23.912","24.843"
"00:02:32","25.142","22.629","31.081","31.022","25.046","41.863","24.781","24.752","24.219","24.665","24.440","23.918","24.841"
"00:02:33","25.146","22.732","31.157","31.084","25.050","41.899","24.778","24.748","24.227","24.683","24.451","23.918","24.849"
"00:02:34","25.153","22.696","31.256","31.150","25.058","41.932","24.782","24.752","24.236","24.685","24.455","23.911","24.847"
"00:02:35","25.150","22.449","31.325","31.220","25.065","41.965","24.782","24.738","24.231","24.684","24.448","23.907","24.853"
"00:02:36","25.150","22.545","31.416","31.296","25.087","42.005","24.793","24.771","24.246","24.691","24.467","23.904","24.864"
"00:02:37","25.150","22.590","31.468","31.439","25.106","42.064","24.797","24.790","24.233","24.691","24.474","23.906","24.864"
"00:02:38","25.162","23.127","31.417","31.501","25.125","42.096","24.794","24.805","24.224","24.692","24.486","23.904","24.864"
"00:02:39","25.158","22.932","31.344","31.541","25.132","42.125","24.797","24.816","24.224","24.688","24.508","23.908","24.883"
"00:02:40","25.169","22.737","31.315","31.603","25.147","42.158","24.801","24.834","24.237","24.694","24.524","23.925","24.900"
"00:02:41","25.177","22.837","31.265","31.665","25.162","42.177","24.801","24.849","24.228","24.681","24.526","23.919","24.898"
"00:02:42","25.169","22.590","31.214","31.713","25.184","42.213","24.802","24.857","24.243","24.696","24.552","23.923","24.913"
"00:02:43","25.184","22.734","31.163","31.746","25.199","42.239","24.806","24.883","24.249","24.696","24.569","23.918","24.924"
"00:02:44","25.185","22.966","31.123","31.782","25.214","42.271","24.809","24.901","24.244","24.696","24.608","23.924","24.943"
"00:02:45","25.188","22.815","31.101","31.823","25.222","42.293","24.806","24.916","24.255","24.693","24.616","23.931","24.954"
"00:02:46","25.189","22.654","31.040","31.889","25.248","42.330","24.814","24.946","24.257","24.711","24.636","23.939","24.973"
"00:02:47","25.196","22.522","31.029","31.918","25.266","42.359","24.810","24.950","24.255","24.697","24.638","23.932","24.976"
"00:02:48","25.197","22.533","31.007","31.955","25.278","42.385","24.803","24.972","24.248","24.697","24.660","23.936","24.988"
"00:02:49","25.200","22.518","31.000","31.966","25.292","42.406","24.810","24.976","24.256","24.706","24.688","23.952","25.006"
"00:02:50","25.201","22.430","30.997","32.006","25.300","42.428","24.811","25.009","24.260","24.705","24.719","23.951","25.014"
"00:02:51","25.212","22.600","31.041","32.061","25.311","42.458","24.818","25.021","24.267","24.712","24.723","23.954","25.032"
"00:02:52","25.219","22.442","31.132","32.119","25.322","42.472","24.818","25.024","24.271","24.705","24.736","23.960","25.038"
"00:02:53","25.223","22.571","31.271","32.178","25.330","42.494","24.811","25.028","24.282","24.713","24.757","23.970","25.044"
"00:02:54","25.227","22.751","31.398","32.240","25.323","42.513","24.819","25.032","24.282","24.717","24.757","23.970","25.055"
"00:02:55","25.231","22.832","31.435","32.320","25.327","42.560","24.826","25.044","24.283","24.708","24.768","23.974","25.046"
"00:02:56","25.239","22.873","31.421","32.364","25.342","42.582","24.834","25.033","24.272","24.706","24.757","23.977","25.041"
"00:02:57","25.239","22.575","31.388","32.397","25.338","42.590","24.827","25.037","24.283","24.713","24.780","23.992","25.067"
"00:02:58","25.243","22.608","31.359","32.416","25.335","42.615","24.816","25.033","24.283","24.717","24.787","23.994","25.072"
"00:02:59","25.250","22.598","31.337","32.456","25.353","42.637","24.827","25.044","24.291","24.728","24.795","24.004","25.082"
"00:03:00","25.265","22.837","31.305","32.482","25.357","42.659","24.831","25.041","24.302","24.733","24.799","24.004","25.086"
"00:03:01","25.269","22.804","31.276","32.515","25.365","42.688","24.853","25.048","24.310","24.733","24.806","24.017","25.093"
"00:03:02","25.273","22.819","31.261","32.533","25.372","42.703","24.850","25.056","24.310","24.740","24.799","24.016","25.086"
"00:03:03","25.281","22.779","31.236","32.544","25.369","42.725","24.854","25.060","24.303","24.726","24.807","24.008","25.079"
"00:03:04","25.277","22.819","31.196","32.570","25.362","42.754","24.843","25.049","24.307","24.724","24.803","24.010","25.087"
"00:03:05","25.289","22.713","31.189","32.578","25.373","42.769","24.858","25.057","24.310","24.730","24.807","24.009","25.090"
"00:03:06","25.292","22.750","31.175","32.600","25.377","42.791","24.851","25.064","24.311","24.715","24.796","24.009","25.083"
"00:03:07","25.296","22.724","31.161","32.596","25.370","42.795","24.851","25.046","24.302","24.721","24.802","24.017","25.078"
"00:03:08","25.293","22.747","31.150","32.604","25.377","42.813","24.862","25.061","24.304","24.723","24.797","24.013","25.080"
"00:03:09","25.304","22.916","31.150","32.611","25.378","42.831","24.855","25.050","24.311","24.720","24.804","24.024","25.091"
"00:03:10","25.304","22.725","31.143","32.630","25.389","42.853","24.866","25.058","24.315","24.729","24.814","24.034","25.093"
"00:03:11","25.304","22.758","31.140","32.626","25.382","42.864","24.859","25.051","24.330","24.731","24.812","24.043","25.095"
"00:03:12","25.316","22.729","31.140","32.637","25.389","42.883","24.870","25.065","24.327","24.735","24.812","24.043","25.096"
"00:03:13","25.331","22.770","31.140","32.667","25.390","42.912","24.864","25.055","24.325","24.739","24.814","24.042","25.101"
"00:03:14","25.335","22.958","31.166","32.671","25.394","42.927","24.864","25.059","24.323","24.743","24.816","24.048","25.103"
"00:03:15","25.331","22.723","31.224","32.696","25.390","42.934","24.871","25.063","24.313","24.736","24.817","24.055","25.093"
"00:03:16","25.339","22.601","31.265","32.729","25.401","42.956","24.879","25.063","24.318","24.736","24.817","24.053","25.106"
"00:03:17","25.350","22.811","31.327","32.770","25.413","42.975","24.883","25.067","24.317","24.743","24.817","24.055","25.104"
"00:03:18","25.347","22.841","31.371","32.817","25.413","42.989","24.883","25.063","24.324","24.751","24.828","24.063","25.108"
"00:03:19","25.358","22.863","31.396","32.857","25.413","43.004","24.887","25.067","24.334","24.749","24.830","24.072","25.114"
"00:03:20","25.369","23.040","31.419","32.890","25.424","43.026","24.891","25.082","24.336","24.748","24.821","24.060","25.112"
"00:03:21","25.369","23.121","31.419","32.909","25.421","43.030","24.887","25.071","24.332","24.752","24.829","24.064","25.112"
"00:03:22","25.366","23.122","31.426","32.946","25.410","43.059","24.891","25.075","24.343","24.759","24.831","24.075","25.118"
"00:03:23","25.370","22.941","31.434","32.971","25.418","43.063","24.884","25.072","24.336","24.752","24.829","24.068","25.120"
"00:03:24","25.377","22.901","31.438","32.993","25.422","43.081","24.892","25.072","24.340","24.752","24.830","24.064","25.113"
"00:03:25","25.374","22.971","31.460","33.015","25.422","43.096","24.888","25.061","24.337","24.754","24.833","24.072","25.122"
"00:03:26","25.371","22.707","31.456","33.019","25.426","43.103","24.889","25.061","24.344","24.749","24.834","24.072","25.124"
"00:03:27","25.371","22.666","31.453","33.031","25.422","43.111","24.881","25.058","24.356","24.760","24.838","24.087","25.132"
"00:03:28","25.386","22.880","31.471","33.045","25.422","43.118","24.882","25.062","24.356","24.762","24.832","24.093","25.121"
"00:03:29","25.378","22.667","31.486","33.075","25.426","43.137","24.889","25.066","24.360","24.764","24.838","24.106","25.136"
"00:03:30","25.393","22.829","31.508","33.097","25.430","43.151","24.897","25.077","24.375","24.768","24.842","24.117","25.129"
"00:03:31","25.405","21.192","31.556","33.166","25.445","43.181","24.908","25.081","24.380","24.765","24.842","24.119","25.136"
"00:03:32","25.405","22.808","31.582","33.203","25.453","43.199","24.908","25.081","24.386","24.769","24.846","24.128","25.140"
"00:03:33","25.409","23.051","31.582","33.236","25.446","43.189","24.894","25.067","24.375","24.773","24.839","24.125","25.137"
"00:03:34","25.398","22.087","31.615","33.302","25.450","43.196","24.898","25.060","24.387","24.777","24.856","24.135","25.144"
"00:03:35","25.409","21.638","31.648","33.379","25.454","43.225","24.898","25.071","24.394","24.773","24.854","24.144","25.148"
"00:03:36","25.413","22.801","31.692","33.459","25.461","43.236","24.909","25.082","24.391","24.770","24.851","24.133","25.134"
"00:03:37","25.414","22.389","31.736","33.525","25.461","43.244","24.906","25.071","24.395","24.779","24.847","24.130","25.154"
"00:03:38","25.414","22.647","31.784","33.609","25.462","43.255","24.910","25.083","24.387","24.777","24.844","24.108","25.145"
"00:03:39","25.418","22.640","31.842","33.700","25.477","43.270","24.917","25.079","24.388","24.778","24.851","24.101","25.149"
"00:03:40","25.426","22.603","31.959","33.864","25.477","43.295","24.918","25.083","24.390","24.785","24.844","24.101","25.159"
"00:03:41","25.433","22.813","32.036","33.967","25.488","43.306","24.922","25.084","24.392","24.789","24.852","24.094","25.157"
"00:03:42","25.448","22.494","32.098","34.054","25.492","43.321","24.933","25.095","24.388","24.786","24.852","24.087","25.150"
"00:03:43","25.448","22.957","32.171","34.146","25.511","43.343","24.948","25.099","24.389","24.788","24.848","24.092","25.156"
"00:03:44","25.463","22.987","32.244","34.241","25.507","43.347","24.937","25.110","24.389","24.794","24.853","24.098","25.162"
"00:03:45","25.456","23.146","32.314","34.332","25.508","43.358","24.937","25.099","24.389","24.790","24.845","24.117","25.162"
"00:03:46","25.456","22.954","32.397","34.423","25.508","43.369","24.934","25.099","24.393","24.794","24.851","24.104","25.167"
"00:03:47","25.460","22.830","32.489","34.533","25.515","43.373","24.934","25.092","24.408","24.794","24.860","24.110","25.166"
