"","Channel 1 - Internal Ambient Last (C)","Channel 2 - External Ambient Last (C)","Channel 3 - Jetson Processor Last (C)","Channel 4 - Jetson Heatsink Last (C)","Channel 5 - Display Cable Last (C)","Channel 6 - Touch Panel Board Last (C)","Channel 7 - Aluminum Panel - Upper Right Side Last (C)","Channel 8 - Display Panel - Upper Right Side Last (C)","Channel 9 - Coverglass - Upper Right Side Last (C)","Channel 10 - Aluminum Panel - Lower Left Side Last (C)","Channel 11 - Display Panel - Lower Left Side Last (C)","Channel 12 - Coverglass - Lower Left Side Last (C)","Channel 13 - Ambient Between Aluminum and Display Last (C)"
"00:21:52","31.572","23.324","45.169","43.552","32.206","48.871","30.541","28.593","26.840","30.602","28.363","26.774","30.125"
"00:21:53","31.550","23.243","45.177","43.552","32.199","48.849","30.508","28.596","26.837","30.611","28.340","26.769","30.123"
"00:21:54","31.481","23.118","45.187","43.578","32.199","48.828","30.556","28.593","26.833","30.608","28.356","26.763","30.127"
"00:21:55","31.256","23.063","45.184","43.534","32.192","48.763","30.549","28.582","26.837","30.620","28.342","26.767","30.132"
"00:21:56","31.318","23.089","45.191","43.538","32.206","48.799","30.552","28.578","26.846","30.621","28.333","26.767","30.123"
"00:21:57","31.423","23.100","45.206","43.567","32.199","48.831","30.541","28.600","26.835","30.621","28.333","26.762","30.129"
"00:21:58","31.482","23.251","45.210","43.582","32.210","48.813","30.578","28.597","26.837","30.625","28.316","26.753","30.118"
"00:21:59","31.584","23.082","45.213","43.575","32.196","48.788","30.542","28.586","26.838","30.623","28.322","26.749","30.124"
"00:22:00","31.646","23.170","45.217","43.571","32.196","48.781","30.560","28.601","26.834","30.612","28.309","26.737","30.124"
"00:22:01","31.719","22.942","45.224","43.622","32.211","48.788","30.597","28.594","26.838","30.610","28.354","26.738","30.129"
"00:22:02","31.693","22.983","45.225","43.597","32.207","48.709","30.546","28.597","26.838","30.612","28.378","26.744","30.122"
"00:22:03","31.730","23.119","45.228","43.604","32.207","48.760","30.560","28.605","26.842","30.625","28.336","26.759","30.132"
"00:22:04","31.792","22.979","45.232","43.615","32.211","48.774","30.601","28.601","26.849","30.636","28.347","26.765","30.152"
"00:22:05","31.759","23.196","45.228","43.619","32.207","48.771","30.557","28.587","26.848","30.631","28.358","26.752","30.139"
"00:22:06","31.803","23.333","45.232","43.619","32.204","48.789","30.561","28.605","26.846","30.640","28.332","26.721","30.134"
"00:22:07","31.876","23.134","45.239","43.680","32.207","48.800","30.575","28.590","26.839","30.637","28.310","26.703","30.145"
"00:22:08","31.901","23.274","45.243","43.673","32.218","48.807","30.550","28.598","26.839","30.642","28.309","26.690","30.138"
"00:22:09","31.920","23.083","45.247","43.684","32.240","48.774","30.579","28.602","26.835","30.652","28.369","26.703","30.149"
"00:22:10","31.927","22.785","45.247","43.648","32.248","48.775","30.594","28.598","26.832","30.659","28.344","26.718","30.153"
"00:22:11","31.945","23.061","45.258","43.608","32.270","48.807","30.619","28.606","26.837","30.665","28.361","26.729","30.151"
"00:22:12","31.865","23.278","45.258","43.608","32.277","48.851","30.594","28.609","26.847","30.665","28.383","26.747","30.158"
"00:22:13","31.946","22.969","45.262","43.590","32.288","48.880","30.609","28.598","26.858","30.670","28.348","26.751","30.157"
"00:22:14","32.011","23.102","45.269","43.583","32.292","48.902","30.576","28.606","26.849","30.665","28.335","26.764","30.162"
"00:22:15","31.964","23.366","45.276","43.605","32.296","48.935","30.605","28.624","26.854","30.669","28.328","26.757","30.168"
"00:22:16","31.906","22.914","45.277","43.641","32.285","48.946","30.572","28.610","26.847","30.671","28.337","26.755","30.161"
"00:22:17","32.077","23.341","45.277","43.656","32.285","48.953","30.583","28.624","26.849","30.671","28.326","26.750","30.159"
"00:22:18","31.979","23.120","45.288","43.652","32.285","48.920","30.638","28.621","26.847","30.678","28.336","26.752","30.161"
"00:22:19","31.950","23.054","45.284","43.642","32.292","48.946","30.591","28.628","26.844","30.689","28.294","26.752","30.165"
"00:22:20","31.943","22.896","45.295","43.667","32.303","48.939","30.602","28.617","26.848","30.688","28.316","26.754","30.154"
"00:22:21","32.015","23.209","45.291","43.674","32.322","48.935","30.591","28.614","26.846","30.690","28.323","26.763","30.170"
"00:22:22","32.041","23.334","45.299","43.700","32.329","48.946","30.602","28.614","26.844","30.697","28.334","26.756","30.150"
"00:22:23","31.961","23.224","45.295","43.696","32.325","48.899","30.639","28.621","26.846","30.701","28.346","26.767","30.167"
"00:22:24","31.899","23.220","45.295","43.664","32.307","48.899","30.620","28.607","26.843","30.706","28.381","26.764","30.160"
"00:22:25","31.852","23.158","45.299","43.660","32.311","48.928","30.635","28.607","26.841","30.712","28.372","26.775","30.176"
"00:22:26","31.797","23.209","45.321","43.635","32.322","48.939","30.631","28.603","26.847","30.714","28.383","26.771","30.180"
"00:22:27","31.936","23.128","45.328","43.613","32.322","48.957","30.606","28.611","26.849","30.723","28.308","26.768","30.180"
"00:22:28","31.994","23.349","45.328","43.610","32.329","48.943","30.628","28.611","26.849","30.731","28.335","26.772","30.180"
"00:22:29","31.914","23.129","45.332","43.646","32.340","48.947","30.628","28.622","26.854","30.725","28.339","26.775","30.173"
"00:22:30","31.838","23.040","45.325","43.621","32.337","48.911","30.621","28.615","26.840","30.709","28.369","26.765","30.177"
"00:22:31","31.922","22.945","45.318","43.606","32.341","48.936","30.625","28.607","26.849","30.713","28.402","26.768","30.174"
"00:22:32","32.035","23.158","45.325","43.617","32.341","48.936","30.632","28.622","26.848","30.709","28.358","26.763","30.174"
"00:22:33","32.188","23.225","45.332","43.657","32.352","48.944","30.640","28.611","26.842","30.710","28.386","26.750","30.159"
"00:22:34","32.133","23.052","45.332","43.694","32.355","48.965","30.596","28.604","26.839","30.702","28.369","26.750","30.167"
"00:22:35","32.111","23.037","45.343","43.701","32.363","48.940","30.614","28.604","26.857","30.710","28.408","26.750","30.180"
"00:22:36","31.977","23.052","45.343","43.694","32.366","48.958","30.636","28.604","26.857","30.708","28.408","26.749","30.178"
"00:22:37","31.922","23.008","45.347","43.694","32.359","48.962","30.607","28.615","26.865","30.721","28.333","26.747","30.182"
"00:22:38","32.032","22.835","45.340","43.694","32.352","48.929","30.607","28.600","26.858","30.717","28.410","26.745","30.180"
"00:22:39","32.021","23.063","45.347","43.676","32.352","48.919","30.622","28.608","26.850","30.721","28.405","26.747","30.186"
"00:22:40","31.977","23.063","45.348","43.680","32.352","48.890","30.618","28.608","26.850","30.729","28.399","26.766","30.186"
"00:22:41","31.981","22.695","45.355","43.676","32.363","48.882","30.611","28.608","26.860","30.738","28.379","26.771","30.189"
"00:22:42","31.999","23.082","45.362","43.705","32.363","48.879","30.604","28.615","26.864","30.743","28.402","26.770","30.182"
"00:22:43","31.948","22.990","45.366","43.687","32.364","48.893","30.626","28.619","26.855","30.762","28.411","26.781","30.193"
"00:22:44","31.926","23.108","45.373","43.705","32.364","48.901","30.670","28.627","26.864","30.753","28.428","26.776","30.190"
"00:22:45","31.868","22.986","45.377","43.756","32.367","48.836","30.659","28.612","26.866","30.751","28.442","26.774","30.195"
"00:22:46","31.996","23.226","45.380","43.771","32.378","48.854","30.655","28.627","26.870","30.755","28.441","26.781","30.201"
"00:22:47","31.963","22.858","45.373","43.745","32.386","48.890","30.615","28.612","26.861","30.750","28.428","26.780","30.196"
"00:22:48","31.930","23.182","45.370","43.724","32.386","48.901","30.604","28.609","26.872","30.761","28.406","26.793","30.205"
"00:22:49","31.978","22.803","45.374","43.753","32.393","48.850","30.652","28.623","26.874","30.766","28.397","26.797","30.198"
"00:22:50","32.011","23.083","45.388","43.775","32.422","48.890","30.637","28.620","26.863","30.772","28.401","26.797","30.209"
"00:22:51","31.989","23.072","45.385","43.742","32.426","48.912","30.623","28.620","26.861","30.772","28.388","26.793","30.207"
"00:22:52","31.982","23.068","45.385","43.768","32.437","48.876","30.619","28.624","26.870","30.781","28.412","26.782","30.198"
"00:22:53","32.004","23.149","45.385","43.757","32.430","48.891","30.608","28.620","26.869","30.780","28.420","26.775","30.206"
"00:22:54","32.004","23.293","45.396","43.757","32.445","48.927","30.663","28.631","26.869","30.776","28.436","26.781","30.215"
"00:22:55","31.964","23.009","45.388","43.746","32.430","48.902","30.645","28.628","26.878","30.789","28.431","26.783","30.202"
"00:22:56","31.734","23.032","45.407","43.783","32.434","48.891","30.685","28.617","26.865","30.782","28.352","26.786","30.210"
"00:22:57","31.858","22.987","45.414","43.732","32.423","48.924","30.656","28.628","26.869","30.793","28.396","26.792","30.212"
"00:22:58","31.920","23.186","45.414","43.725","32.423","48.895","30.696","28.628","26.867","30.789","28.402","26.801","30.203"
"00:22:59","31.964","22.976","45.414","43.790","32.438","48.924","30.663","28.624","26.860","30.782","28.378","26.792","30.212"
"00:23:00","32.015","23.043","45.422","43.808","32.452","48.946","30.674","28.639","26.864","30.786","28.362","26.802","30.216"
"00:23:01","32.044","23.135","45.422","43.804","32.434","48.953","30.682","28.643","26.864","30.793","28.398","26.805","30.218"
"00:23:02","32.012","23.036","45.429","43.808","32.449","48.967","30.700","28.628","26.862","30.790","28.402","26.816","30.207"
"00:23:03","31.928","23.245","45.433","43.812","32.449","48.986","30.649","28.621","26.859","30.797","28.402","26.815","30.218"
"00:23:04","31.917","23.120","45.433","43.761","32.445","48.942","30.697","28.632","26.865","30.808","28.403","26.813","30.233"
"00:23:05","31.950","23.168","45.436","43.758","32.456","49.000","30.660","28.614","26.868","30.807","28.370","26.806","30.220"
"00:23:06","31.822","22.940","45.447","43.700","32.471","48.990","30.708","28.639","26.843","30.807","28.361","26.812","30.220"
"00:23:07","31.972","23.154","45.444","43.733","32.497","48.964","30.690","28.640","26.847","30.812","28.399","26.813","30.222"
"00:23:08","31.804","22.823","45.444","43.711","32.493","48.964","30.682","28.625","26.854","30.814","28.423","26.819","30.226"
"00:23:09","31.892","22.996","45.447","43.725","32.500","48.943","30.657","28.618","26.856","30.823","28.407","26.810","30.224"
"00:23:10","32.009","23.029","45.444","43.747","32.497","48.946","30.701","28.636","26.855","30.827","28.433","26.803","30.223"
"00:23:11","32.027","22.779","45.451","43.769","32.468","48.961","30.693","28.640","26.856","30.831","28.413","26.803","30.230"
"00:23:12","32.005","22.937","45.455","43.762","32.471","48.994","30.683","28.622","26.866","30.844","28.411","26.810","30.225"
"00:23:13","32.005","23.198","45.455","43.773","32.464","49.045","30.672","28.633","26.873","30.835","28.360","26.803","30.226"
"00:23:14","32.111","22.838","45.466","43.780","32.479","49.103","30.683","28.647","26.862","30.830","28.387","26.805","30.228"
"00:23:15","32.100","22.963","45.477","43.751","32.486","49.074","30.679","28.633","26.861","30.832","28.386","26.805","30.214"
"00:23:16","32.199","23.052","45.470","43.762","32.497","49.081","30.716","28.633","26.863","30.835","28.389","26.811","30.238"
"00:23:17","32.130","23.118","45.481","43.759","32.505","49.110","30.676","28.630","26.861","30.844","28.389","26.807","30.232"
"00:23:18","32.060","22.997","45.481","43.777","32.512","49.099","30.669","28.655","26.861","30.848","28.414","26.804","30.233"
"00:23:19","31.980","23.265","45.477","43.788","32.512","49.107","30.705","28.641","26.859","30.847","28.408","26.808","30.231"
"00:23:20","31.987","23.192","45.488","43.821","32.498","49.121","30.723","28.637","26.863","30.852","28.418","26.812","30.235"
"00:23:21","32.144","22.967","45.481","43.857","32.498","49.129","30.709","28.652","26.861","30.858","28.399","26.812","30.240"
"00:23:22","32.188","23.217","45.492","43.821","32.505","49.125","30.698","28.648","26.878","30.869","28.412","26.823","30.250"
"00:23:23","32.079","23.269","45.496","43.795","32.501","49.082","30.702","28.641","26.871","30.860","28.447","26.821","30.244"
"00:23:24","32.130","23.357","45.507","43.817","32.501","49.107","30.702","28.645","26.876","30.864","28.398","26.819","30.232"
"00:23:25","32.126","23.262","45.492","43.810","32.487","49.020","30.702","28.648","26.871","30.869","28.431","26.820","30.232"
"00:23:26","32.035","23.030","45.507","43.828","32.476","49.064","30.691","28.663","26.866","30.877","28.424","26.827","30.245"
"00:23:27","31.871","23.214","45.518","43.857","32.472","49.060","30.713","28.645","26.871","30.879","28.441","26.833","30.257"
"00:23:28","31.926","23.012","45.511","43.868","32.487","49.093","30.720","28.649","26.871","30.866","28.461","26.842","30.261"
"00:23:29","31.850","23.365","45.522","43.858","32.495","49.086","30.728","28.638","26.873","30.862","28.421","26.846","30.258"
"00:23:30","31.937","23.078","45.522","43.890","32.491","49.089","30.724","28.641","26.866","30.846","28.470","26.822","30.249"
"00:23:31","31.861","23.137","45.522","43.923","32.491","49.079","30.695","28.645","26.857","30.859","28.388","26.817","30.262"
"00:23:32","31.959","23.108","45.544","43.898","32.506","49.118","30.761","28.645","26.865","30.856","28.480","26.817","30.262"
"00:23:33","31.963","23.229","45.547","43.872","32.495","49.090","30.753","28.649","26.863","30.865","28.425","26.810","30.249"
"00:23:34","32.036","23.104","45.548","43.865","32.506","49.093","30.728","28.660","26.861","30.867","28.392","26.813","30.262"
"00:23:35","31.960","23.086","45.548","43.880","32.495","49.086","30.724","28.660","26.872","30.870","28.447","26.813","30.251"
"00:23:36","32.040","22.968","45.540","43.883","32.484","49.108","30.754","28.657","26.880","30.884","28.455","26.784","30.255"
"00:23:37","32.149","23.038","45.559","43.891","32.499","49.061","30.750","28.657","26.884","30.896","28.418","26.781","30.262"
"00:23:38","32.215","23.259","45.569","43.912","32.499","49.079","30.717","28.657","26.886","30.900","28.438","26.781","30.268"
"00:23:39","32.233","22.961","45.566","43.895","32.499","49.057","30.754","28.660","26.882","30.893","28.483","26.761","30.259"
"00:23:40","32.098","22.947","45.584","43.898","32.499","49.075","30.703","28.646","26.877","30.882","28.396","26.763","30.270"
"00:23:41","32.131","23.024","45.577","43.931","32.528","49.094","30.714","28.657","26.890","30.888","28.470","26.755","30.268"
"00:23:42","32.233","23.281","45.581","43.916","32.528","49.105","30.729","28.661","26.895","30.897","28.422","26.743","30.270"
"00:23:43","32.182","22.984","45.588","43.927","32.539","49.112","30.751","28.646","26.895","30.901","28.400","26.737","30.274"
"00:23:44","32.208","23.105","45.588","43.906","32.536","49.116","30.711","28.642","26.896","30.915","28.478","26.745","30.270"
"00:23:45","32.201","22.881","45.588","43.920","32.536","49.116","30.743","28.646","26.886","30.912","28.496","26.734","30.271"
"00:23:46","32.113","22.811","45.577","43.909","32.529","49.127","30.725","28.639","26.877","30.905","28.426","26.738","30.274"
"00:23:47","32.157","22.833","45.584","43.931","32.536","49.130","30.747","28.657","26.883","30.910","28.491","26.747","30.271"
"00:23:48","32.219","22.748","45.588","43.931","32.543","49.134","30.722","28.650","26.891","30.923","28.487","26.751","30.278"
"00:23:49","32.219","22.925","45.592","43.946","32.558","49.145","30.769","28.646","26.896","30.934","28.486","26.764","30.282"
"00:23:50","32.139","22.936","45.596","43.946","32.565","49.170","30.747","28.661","26.893","30.929","28.464","26.760","30.282"
"00:23:51","32.176","22.922","45.603","43.924","32.558","49.167","30.769","28.654","26.902","30.940","28.504","26.773","30.284"
"00:23:52","32.329","23.102","45.614","43.961","32.562","49.192","30.780","28.654","26.900","30.931","28.512","26.771","30.275"
"00:23:53","32.340","22.922","45.618","43.979","32.566","49.207","30.777","28.661","26.889","30.926","28.503","26.781","30.277"
"00:23:54","32.336","22.900","45.621","43.957","32.551","49.210","30.751","28.672","26.899","30.931","28.530","26.783","30.286"
"00:23:55","32.263","22.903","45.625","43.964","32.551","49.196","30.766","28.658","26.904","30.920","28.479","26.783","30.283"
"00:23:56","32.234","22.999","45.629","43.954","32.569","49.193","30.770","28.669","26.893","30.928","28.486","26.787","30.279"
"00:23:57","32.172","23.143","45.629","43.950","32.573","49.109","30.770","28.669","26.901","30.910","28.533","26.803","30.283"
"00:23:58","32.180","23.007","45.636","43.965","32.584","49.120","30.784","28.676","26.897","30.906","28.505","26.798","30.272"
"00:23:59","32.147","22.904","45.636","43.925","32.595","49.186","30.766","28.665","26.901","30.912","28.491","26.802","30.281"
"00:24:00","32.103","22.908","45.644","43.925","32.603","49.207","30.766","28.680","26.898","30.916","28.474","26.806","30.278"
"00:24:01","32.129","23.003","45.647","43.900","32.617","49.204","30.785","28.655","26.887","30.921","28.524","26.809","30.269"
"00:24:02","32.122","22.812","45.651","43.907","32.621","49.171","30.781","28.684","26.890","30.923","28.491","26.802","30.282"
"00:24:03","32.122","23.048","45.647","43.936","32.621","49.182","30.796","28.647","26.881","30.934","28.453","26.801","30.271"
"00:24:04","32.202","22.904","45.651","43.980","32.617","49.132","30.792","28.662","26.894","30.943","28.495","26.810","30.295"
"00:24:05","32.231","22.886","45.647","43.991","32.614","49.143","30.796","28.659","26.895","30.943","28.471","26.812","30.302"
"00:24:06","32.213","22.970","45.647","44.001","32.614","49.150","30.781","28.651","26.897","30.946","28.499","26.814","30.312"
"00:24:07","32.126","22.750","45.651","44.009","32.614","49.150","30.767","28.659","26.884","30.944","28.528","26.810","30.284"
"00:24:08","32.169","22.728","45.651","43.998","32.618","49.135","30.781","28.666","26.893","30.949","28.499","26.820","30.310"
"00:24:09","32.002","22.742","45.651","43.987","32.610","49.150","30.778","28.670","26.890","30.960","28.464","26.812","30.312"
"00:24:10","31.933","22.934","45.644","43.973","32.610","49.139","30.822","28.670","26.899","30.970","28.507","26.807","30.307"
"00:24:11","32.031","22.824","45.651","43.994","32.603","49.146","30.818","28.659","26.905","30.966","28.496","26.820","30.312"
"00:24:12","31.948","22.857","45.662","43.980","32.592","49.154","30.782","28.670","26.899","30.968","28.537","26.824","30.316"
"00:24:13","31.878","22.982","45.659","43.966","32.592","49.139","30.807","28.666","26.899","30.955","28.463","26.826","30.307"
"00:24:14","32.010","22.809","45.644","43.944","32.585","49.132","30.749","28.659","26.892","30.954","28.469","26.824","30.305"
"00:24:15","32.064","22.713","45.659","43.933","32.596","49.150","30.818","28.652","26.898","30.952","28.531","26.826","30.307"
"00:24:16","32.188","22.783","45.648","43.933","32.593","49.154","30.756","28.667","26.896","30.949","28.445","26.826","30.315"
"00:24:17","32.276","22.706","45.648","43.937","32.582","49.151","30.793","28.652","26.902","30.951","28.458","26.806","30.306"
"00:24:18","32.214","22.556","45.637","43.952","32.575","49.158","30.800","28.648","26.893","30.945","28.506","26.775","30.313"
"00:24:19","32.210","22.673","45.652","43.995","32.578","49.151","30.778","28.682","26.893","30.949","28.460","26.775","30.311"
"00:24:20","32.239","22.831","45.652","43.991","32.582","49.191","30.811","28.682","26.904","30.969","28.466","26.779","30.311"
"00:24:21","32.090","22.813","45.656","43.977","32.575","49.180","30.829","28.671","26.900","30.966","28.495","26.773","30.308"
"00:24:22","32.123","22.688","45.652","43.977","32.604","49.202","30.808","28.682","26.897","30.971","28.508","26.779","30.297"
"00:24:23","32.149","22.924","45.656","43.966","32.622","49.209","30.786","28.667","26.891","30.979","28.505","26.792","30.308"
"00:24:24","32.098","22.545","45.660","44.006","32.633","49.209","30.833","28.678","26.888","30.979","28.455","26.796","30.305"
"00:24:25","32.079","22.883","45.652","44.024","32.633","49.205","30.804","28.686","26.897","30.990","28.468","26.798","30.308"
"00:24:26","32.189","22.854","45.671","43.956","32.648","49.187","30.801","28.678","26.899","30.994","28.500","26.803","30.312"
"00:24:27","32.065","23.031","45.671","43.978","32.652","49.195","30.823","28.693","26.897","31.014","28.503","26.807","30.327"
"00:24:28","32.047","22.762","45.674","43.996","32.662","49.213","30.797","28.697","26.890","31.008","28.549","26.802","30.312"
"00:24:29","32.134","22.979","45.678","43.988","32.652","49.188","30.859","28.708","26.892","31.010","28.498","26.793","30.320"
"00:24:30","32.011","22.917","45.682","43.981","32.619","49.209","30.830","28.686","26.903","31.010","28.531","26.793","30.313"
"00:24:31","32.036","23.053","45.682","44.003","32.612","49.206","30.845","28.690","26.902","31.016","28.532","26.795","30.320"
"00:24:32","31.949","22.910","45.689","44.036","32.612","49.188","30.808","28.697","26.911","31.013","28.508","26.797","30.328"
"00:24:33","31.916","22.869","45.700","44.018","32.612","49.199","30.856","28.690","26.911","31.016","28.535","26.806","30.326"
"00:24:34","32.080","22.770","45.689","44.036","32.623","49.206","30.845","28.694","26.913","31.016","28.525","26.814","30.339"
"00:24:35","32.284","22.936","45.700","44.000","32.616","49.210","30.838","28.679","26.909","31.011","28.528","26.823","30.317"
"00:24:36","32.237","22.810","45.697","43.978","32.608","49.177","30.838","28.683","26.911","31.020","28.521","26.821","30.332"
"00:24:37","32.211","22.770","45.697","44.043","32.620","49.188","30.849","28.675","26.906","31.013","28.495","26.821","30.343"
"00:24:38","32.124","22.748","45.700","44.087","32.630","49.214","30.842","28.705","26.902","31.028","28.527","26.820","30.332"
"00:24:39","32.131","23.352","45.704","44.080","32.638","49.221","30.889","28.690","26.879","31.032","28.538","26.812","30.334"
"00:24:40","32.131","22.873","45.704","44.047","32.645","49.217","30.896","28.701","26.881","31.035","28.566","26.811","30.318"
"00:24:41","32.066","22.796","45.708","44.054","32.656","49.235","30.878","28.690","26.884","31.039","28.536","26.814","30.336"
"00:24:42","32.029","22.866","45.693","44.022","32.638","49.239","30.845","28.676","26.899","31.028","28.525","26.793","30.336"
"00:24:43","32.073","22.851","45.701","44.022","32.642","49.196","30.886","28.690","26.899","31.032","28.511","26.789","30.336"
"00:24:44","32.277","22.785","45.712","44.047","32.645","49.207","30.849","28.690","26.903","31.038","28.516","26.800","30.333"
"00:24:45","32.241","22.778","45.723","44.058","32.646","49.199","30.860","28.683","26.913","31.043","28.496","26.797","30.338"
"00:24:46","32.197","23.028","45.723","44.080","32.660","49.214","30.889","28.705","26.903","31.040","28.548","26.786","30.326"
"00:24:47","32.096","23.142","45.719","44.048","32.671","49.105","30.849","28.687","26.892","31.040","28.541","26.786","30.333"
"00:24:48","32.085","22.793","45.712","43.993","32.671","49.087","30.853","28.687","26.904","31.045","28.510","26.799","30.340"
"00:24:49","32.179","22.822","45.719","43.986","32.675","49.062","30.879","28.698","26.911","31.044","28.504","26.808","30.330"
"00:24:50","32.034","22.970","45.723","44.022","32.668","49.080","30.882","28.669","26.913","31.044","28.552","26.801","30.344"
"00:24:51","32.026","22.635","45.716","44.030","32.675","49.124","30.864","28.695","26.917","31.046","28.514","26.794","30.348"
"00:24:52","32.052","23.209","45.727","44.023","32.682","49.164","30.861","28.695","26.922","31.055","28.505","26.801","30.363"
"00:24:53","32.234","23.040","45.734","43.997","32.697","49.149","30.861","28.687","26.923","31.051","28.523","26.797","30.352"
"00:24:54","32.154","23.010","45.741","44.015","32.701","49.153","30.853","28.691","26.928","31.073","28.525","26.816","30.367"
"00:24:55","32.223","22.771","45.738","44.041","32.701","49.178","30.861","28.680","26.927","31.081","28.498","26.813","30.374"
"00:24:56","32.118","22.484","45.749","44.048","32.704","49.164","30.886","28.702","26.928","31.077","28.494","26.816","30.369"
"00:24:57","32.318","23.573","45.745","44.019","32.694","49.139","30.854","28.702","26.934","31.081","28.479","26.831","30.369"
"00:24:58","32.271","22.915","45.741","44.008","32.686","49.139","30.872","28.702","26.938","31.081","28.520","26.831","30.374"
"00:24:59","32.289","23.044","45.745","44.016","32.712","49.182","30.890","28.702","26.933","31.083","28.524","26.830","30.369"
"00:25:00","32.231","23.217","45.741","44.012","32.726","49.168","30.861","28.695","26.925","31.081","28.495","26.817","30.364"
"00:25:01","32.340","22.234","45.752","44.019","32.730","49.157","30.887","28.714","26.938","31.085","28.535","26.817","30.371"
"00:25:02","32.388","22.996","45.756","44.041","32.730","49.142","30.861","28.714","26.935","31.082","28.539","26.810","30.364"
"00:25:03","32.508","23.526","45.767","44.067","32.738","49.135","30.883","28.714","26.942","31.087","28.545","26.823","30.375"
"00:25:04","32.406","23.040","45.763","44.067","32.738","49.153","30.894","28.695","26.946","31.078","28.506","26.817","30.368"
"00:25:05","32.213","22.901","45.760","44.070","32.738","49.175","30.905","28.703","26.930","31.082","28.495","26.814","30.370"
"00:25:06","32.231","23.305","45.771","44.081","32.727","49.219","30.898","28.710","26.915","31.082","28.510","26.810","30.379"
"00:25:07","32.231","23.074","45.778","44.114","32.723","49.212","30.909","28.714","26.906","31.086","28.470","26.814","30.372"
"00:25:08","32.348","23.018","45.778","44.092","32.720","49.186","30.905","28.710","26.902","31.090","28.521","26.818","30.376"
"00:25:09","32.344","22.952","45.778","44.038","32.723","49.150","30.902","28.699","26.897","31.101","28.527","26.833","30.370"
"00:25:10","32.344","22.978","45.782","44.034","32.738","49.165","30.909","28.721","26.877","31.097","28.514","26.825","30.372"
"00:25:11","32.330","22.555","45.782","44.060","32.720","49.136","30.873","28.711","26.879","31.092","28.518","26.829","30.369"
"00:25:12","32.155","22.765","45.789","44.067","32.731","49.150","30.931","28.722","26.872","31.079","28.525","26.826","30.356"
"00:25:13","32.173","23.166","45.789","44.067","32.745","49.154","30.906","28.707","26.866","31.079","28.489","26.822","30.351"
"00:25:14","32.232","22.780","45.789","44.074","32.735","49.139","30.902","28.722","26.877","31.074","28.531","26.806","30.362"
"00:25:15","32.137","22.868","45.793","44.064","32.742","49.179","30.895","28.700","26.883","31.087","28.507","26.802","30.369"
"00:25:16","32.039","23.196","45.786","44.046","32.746","49.176","30.902","28.726","26.885","31.091","28.474","26.804","30.362"
"00:25:17","32.086","22.839","45.797","44.042","32.738","49.129","30.931","28.726","26.892","31.089","28.554","26.811","30.377"
"00:25:18","32.075","23.111","45.793","44.039","32.739","49.151","30.928","28.715","26.898","31.089","28.561","26.817","30.371"
"00:25:19","32.141","22.942","45.797","44.093","32.735","49.187","30.921","28.704","26.915","31.091","28.552","26.826","30.388"
"00:25:20","32.159","22.931","45.804","44.093","32.724","49.202","30.902","28.711","26.918","31.086","28.490","26.836","30.392"
"00:25:21","31.981","22.721","45.808","44.097","32.735","49.241","30.921","28.715","26.922","31.093","28.556","26.830","30.377"
"00:25:22","32.010","22.979","45.808","44.075","32.742","49.271","30.917","28.708","26.930","31.091","28.582","26.830","30.377"
"00:25:23","32.032","22.707","45.808","44.108","32.750","49.238","30.932","28.707","26.939","31.108","28.532","26.827","30.386"
"00:25:24","32.043","22.858","45.808","44.108","32.746","49.220","30.903","28.708","26.923","31.110","28.523","26.823","30.386"
"00:25:25","32.149","22.836","45.808","44.090","32.754","49.234","30.903","28.719","26.926","31.113","28.597","26.827","30.385"
"00:25:26","32.098","22.265","45.805","44.093","32.761","49.238","30.903","28.697","26.938","31.128","28.547","26.840","30.385"
"00:25:27","32.152","23.207","45.805","44.079","32.732","49.202","30.932","28.711","26.930","31.130","28.507","26.844","30.394"
"00:25:28","32.294","22.501","45.797","44.104","32.728","49.238","30.925","28.722","26.930","31.139","28.546","26.853","30.400"
"00:25:29","32.153","22.714","45.812","44.133","32.754","49.278","30.950","28.726","26.934","31.150","28.524","26.849","30.392"
"00:25:30","32.134","22.722","45.809","44.101","32.765","49.307","30.950","28.715","26.923","31.151","28.568","26.828","30.398"
"00:25:31","32.207","23.042","45.809","44.057","32.783","49.315","30.983","28.734","26.931","31.162","28.539","26.828","30.396"
"00:25:32","32.178","22.637","45.809","44.036","32.787","49.304","30.932","28.734","26.938","31.162","28.616","26.824","30.396"
"00:25:33","32.251","22.770","45.809","44.050","32.794","49.340","30.950","28.712","26.944","31.173","28.581","26.843","30.400"
"00:25:34","32.346","22.601","45.809","44.076","32.794","49.329","30.969","28.712","26.946","31.180","28.539","26.854","30.404"
"00:25:35","32.390","22.829","45.809","44.112","32.794","49.351","30.958","28.723","26.946","31.180","28.598","26.869","30.408"
"00:25:36","32.350","23.090","45.816","44.123","32.794","49.366","30.958","28.734","26.944","31.180","28.536","26.874","30.413"
"00:25:37","32.255","22.707","45.820","44.094","32.776","49.387","30.973","28.738","26.950","31.184","28.594","26.876","30.412"
"00:25:38","32.193","22.722","45.820","44.101","32.762","49.340","30.962","28.731","26.943","31.181","28.573","26.873","30.408"
"00:25:39","32.277","22.781","45.820","44.083","32.754","49.312","30.936","28.720","26.945","31.183","28.562","26.869","30.401"
