"","Channel 1 - Internal Ambient Last (C)","Channel 2 - External Ambient Last (C)","Channel 3 - Jetson Processor Last (C)","Channel 4 - Jetson Heatsink Last (C)","Channel 5 - Display Cable Last (C)","Channel 6 - Touch Panel Board Last (C)","Channel 7 - Aluminum Panel - Upper Right Side Last (C)","Channel 8 - Display Panel - Upper Right Side Last (C)","Channel 9 - Coverglass - Upper Right Side Last (C)","Channel 10 - Aluminum Panel - Lower Left Side Last (C)","Channel 11 - Display Panel - Lower Left Side Last (C)","Channel 12 - Coverglass - Lower Left Side Last (C)","Channel 13 - Ambient Between Aluminum and Display Last (C)"
"00:00:50","30.047","22.284","38.211","38.430","28.855","41.403","30.910","28.101","26.315","30.670","27.851","26.320","29.875"
"00:00:51","30.039","22.946","38.171","38.485","28.859","41.516","30.903","28.108","26.319","30.670","27.875","26.335","29.888"
"00:00:52","30.032","22.420","38.161","38.532","28.870","41.621","30.903","28.127","26.322","30.665","27.879","26.322","29.888"
"00:00:53","30.040","22.674","38.157","38.641","28.892","41.831","30.907","28.171","26.326","30.668","27.906","26.335","29.901"
"00:00:54","30.032","22.862","38.150","38.689","28.899","41.926","30.896","28.182","26.335","30.659","27.917","26.333","29.917"
"00:00:55","30.043","22.847","38.157","38.747","28.918","42.035","30.903","28.204","26.345","30.658","27.934","26.333","29.921"
"00:00:56","30.043","22.762","38.157","38.802","28.918","42.129","30.896","28.226","26.341","30.656","27.949","26.324","29.936"
"00:00:57","30.047","22.788","38.183","38.846","28.918","42.212","30.889","28.234","26.350","30.650","27.982","26.345","29.954"
"00:00:58","30.047","22.844","38.259","38.930","28.925","42.303","30.882","28.241","26.352","30.650","27.986","26.345","29.958"
"00:00:59","30.040","22.969","38.365","38.999","28.907","42.394","30.871","28.234","26.348","30.639","27.991","26.334","29.952"
"00:01:00","30.033","22.693","38.467","39.072","28.911","42.488","30.874","28.245","26.348","30.632","27.995","26.334","29.956"
"00:01:01","30.040","22.597","38.518","39.148","28.918","42.561","30.878","28.256","26.352","30.632","28.004","26.334","29.950"
"00:01:02","30.047","22.803","38.569","39.247","28.922","42.735","30.874","28.256","26.347","30.623","28.000","26.330","29.950"
"00:01:03","30.044","22.767","38.562","39.276","28.915","42.811","30.867","28.249","26.356","30.618","28.010","26.332","29.950"
"00:01:04","30.029","22.167","38.551","39.294","28.900","42.883","30.856","28.241","26.352","30.610","28.008","26.334","29.947"
"00:01:05","30.037","22.435","38.544","39.327","28.904","42.963","30.856","28.245","26.352","30.605","28.004","26.336","29.950"
"00:01:06","30.037","22.564","38.518","39.353","28.904","43.036","30.846","28.245","26.360","30.610","28.010","26.341","29.954"
"00:01:07","30.040","22.962","38.478","39.367","28.889","43.108","30.842","28.242","26.360","30.603","28.008","26.345","29.958"
"00:01:08","30.040","22.406","38.453","39.385","28.893","43.192","30.846","28.253","26.356","30.607","28.015","26.358","29.958"
"00:01:09","30.048","22.454","38.427","39.407","28.893","43.253","30.842","28.245","26.356","30.600","28.014","26.358","29.960"
"00:01:10","30.044","22.451","38.402","39.422","28.889","43.326","30.842","28.249","26.352","30.596","28.008","26.352","29.958"
"00:01:11","30.059","22.436","38.366","39.466","28.893","43.471","30.839","28.264","26.356","30.589","28.008","26.354","29.954"
"00:01:12","30.063","22.487","38.358","39.473","28.897","43.544","30.846","28.257","26.352","30.587","28.010","26.349","29.949"
"00:01:13","30.063","22.447","38.347","39.491","28.889","43.605","30.835","28.264","26.360","30.593","28.016","26.360","29.955"
"00:01:14","30.066","22.303","38.347","39.506","28.897","43.685","30.839","28.268","26.345","30.574","28.016","26.341","29.949"
"00:01:15","30.077","22.649","38.351","39.528","28.897","43.747","30.839","28.279","26.343","30.576","28.014","26.340","29.944"
"00:01:16","30.066","22.959","38.337","39.532","28.886","43.794","30.824","28.268","26.342","30.567","28.008","26.345","29.940"
"00:01:17","30.063","22.598","38.333","39.543","28.886","43.863","30.831","28.271","26.351","30.571","28.007","26.356","29.940"
"00:01:18","30.074","22.642","38.333","39.550","28.886","43.925","30.828","28.268","26.351","30.565","28.010","26.353","29.946"
"00:01:19","30.074","22.642","38.348","39.576","28.883","43.979","30.817","28.268","26.364","30.571","28.016","26.356","29.955"
"00:01:20","30.078","23.051","38.359","39.594","28.879","44.095","30.821","28.287","26.366","30.560","28.010","26.345","29.947"
"00:01:21","30.070","22.562","38.359","39.594","28.872","44.153","30.817","28.272","26.366","30.551","28.009","26.331","29.935"
"00:01:22","30.067","22.521","38.366","39.605","28.872","44.200","30.806","28.268","26.360","30.546","28.001","26.312","29.940"
"00:01:23","30.071","22.797","38.363","39.623","28.872","44.262","30.810","28.272","26.364","30.546","28.007","26.311","29.936"
"00:01:24","30.071","22.529","38.370","39.634","28.875","44.313","30.810","28.272","26.369","30.540","28.007","26.307","29.931"
"00:01:25","30.071","22.488","38.374","39.649","28.868","44.357","30.806","28.265","26.375","30.538","28.001","26.320","29.933"
"00:01:26","30.081","22.551","38.374","39.660","28.868","44.411","30.796","28.268","26.368","30.533","27.999","26.327","29.931"
"00:01:27","30.071","22.488","38.370","39.667","28.865","44.473","30.799","28.276","26.379","30.544","28.009","26.349","29.944"
"00:01:28","30.074","22.544","38.381","39.682","28.872","44.520","30.807","28.276","26.375","30.535","28.009","26.346","29.940"
"00:01:29","30.075","22.761","38.392","39.704","28.868","44.618","30.785","28.276","26.373","30.531","28.001","26.335","29.931"
"00:01:30","30.078","22.610","38.396","39.718","28.861","44.661","30.785","28.276","26.366","30.524","28.003","26.337","29.931"
"00:01:31","30.078","22.665","38.403","39.733","28.865","44.701","30.778","28.276","26.361","30.517","28.005","26.342","29.926"
"00:01:32","30.075","22.658","38.418","39.741","28.869","44.749","30.774","28.276","26.363","30.517","28.003","26.361","29.926"
"00:01:33","30.068","22.559","38.418","39.751","28.858","44.799","30.774","28.276","26.368","30.522","28.007","26.359","29.931"
"00:01:34","30.078","22.599","38.425","39.759","28.858","44.828","30.763","28.273","26.368","30.524","28.005","26.361","29.930"
"00:01:35","30.075","22.813","38.436","39.766","28.865","44.887","30.760","28.269","26.379","30.522","28.016","26.364","29.935"
"00:01:36","30.079","22.710","38.444","39.777","28.854","44.930","30.756","28.280","26.387","30.517","28.011","26.366","29.937"
"00:01:37","30.075","22.585","38.447","39.788","28.854","44.977","30.756","28.277","26.387","30.510","28.009","26.368","29.930"
"00:01:38","30.082","22.544","38.458","39.810","28.865","45.054","30.753","28.280","26.374","30.506","28.006","26.368","29.926"
"00:01:39","30.079","22.706","38.469","39.814","28.862","45.101","30.749","28.280","26.366","30.506","28.006","26.374","29.926"
"00:01:40","30.079","22.699","38.477","39.817","28.866","45.144","30.753","28.288","26.368","30.499","28.002","26.376","29.923"
"00:01:41","30.079","22.519","38.484","39.828","28.866","45.192","30.746","28.284","26.374","30.499","28.002","26.383","29.930"
"00:01:42","30.079","22.633","38.488","39.832","28.862","45.221","30.738","28.288","26.387","30.503","28.013","26.391","29.939"
"00:01:43","30.075","22.670","38.491","39.832","28.869","45.261","30.746","28.284","26.387","30.503","28.013","26.387","29.934"
"00:01:44","30.086","22.629","38.499","39.839","28.862","45.304","30.735","28.281","26.396","30.495","28.008","26.383","29.926"
"00:01:45","30.076","22.611","38.492","39.832","28.870","45.340","30.742","28.281","26.383","30.488","28.004","26.383","29.921"
"00:01:46","30.079","22.732","38.499","39.825","28.862","45.377","30.728","28.288","26.387","30.488","28.006","26.383","29.923"
"00:01:47","30.072","22.354","38.484","39.814","28.855","45.442","30.717","28.281","26.391","30.483","28.010","26.387","29.925"
"00:01:48","30.072","23.101","38.481","39.818","28.855","45.471","30.710","28.270","26.400","30.483","28.006","26.385","29.917"
"00:01:49","30.069","22.137","38.474","39.800","28.840","45.504","30.703","28.277","26.402","30.478","28.002","26.383","29.908"
"00:01:50","30.065","22.663","38.477","39.804","28.851","45.537","30.699","28.270","26.402","30.468","27.997","26.383","29.916"
"00:01:51","30.061","22.280","38.477","39.800","28.855","45.573","30.710","28.281","26.397","30.469","28.001","26.393","29.916"
"00:01:52","30.069","22.611","38.481","39.796","28.855","45.616","30.706","28.281","26.398","30.467","28.006","26.398","29.916"
"00:01:53","30.076","22.575","38.481","39.800","28.859","45.656","30.710","28.289","26.409","30.469","28.012","26.417","29.923"
"00:01:54","30.080","22.590","38.481","39.800","28.863","45.689","30.703","28.285","26.413","30.461","28.003","26.419","29.921"
"00:01:55","30.083","22.582","38.474","39.793","28.874","45.722","30.710","28.285","26.417","30.452","27.999","26.420","29.919"
"00:01:56","30.087","22.987","38.478","39.778","28.874","45.787","30.703","28.293","26.413","30.454","28.023","26.419","29.916"
"00:01:57","30.084","23.506","38.467","39.782","28.874","45.824","30.699","28.293","26.408","30.443","27.997","26.408","29.909"
"00:01:58","30.076","22.921","38.463","39.775","28.870","45.845","30.688","28.293","26.391","30.441","27.992","26.402","29.905"
"00:01:59","30.076","22.358","38.482","39.771","28.863","45.871","30.696","28.289","26.382","30.436","27.995","26.399","29.905"
"00:02:00","30.073","22.858","38.533","39.804","28.870","45.911","30.696","28.289","26.378","30.431","27.990","26.378","29.892"
"00:02:01","30.084","22.682","38.573","39.848","28.874","45.943","30.692","28.293","26.373","30.423","27.988","26.380","29.890"
"00:02:02","30.077","22.656","38.628","39.903","28.878","45.969","30.689","28.293","26.393","30.423","27.990","26.371","29.898"
"00:02:03","30.080","22.723","38.660","39.936","28.874","45.994","30.685","28.293","26.399","30.427","27.996","26.369","29.898"
"00:02:04","30.077","22.586","38.686","39.968","28.874","46.023","30.678","28.297","26.406","30.427","27.992","26.362","29.894"
"00:02:05","30.084","22.653","38.712","40.038","28.875","46.081","30.674","28.286","26.415","30.416","27.998","26.360","29.898"
"00:02:06","30.081","22.517","38.730","40.059","28.878","46.103","30.671","28.289","26.412","30.416","27.996","26.355","29.900"
"00:02:07","30.081","22.741","38.752","40.088","28.882","46.136","30.667","28.297","26.417","30.420","28.007","26.362","29.905"
"00:02:08","30.092","22.476","38.777","40.121","28.886","46.165","30.671","28.301","26.425","30.420","28.009","26.357","29.909"
"00:02:09","30.084","22.550","38.796","40.150","28.882","46.183","30.664","28.293","26.419","30.422","28.009","26.379","29.907"
"00:02:10","30.081","22.579","38.810","40.179","28.886","46.208","30.656","28.286","26.399","30.420","28.007","26.384","29.906"
"00:02:11","30.081","22.532","38.821","40.208","28.882","46.238","30.653","28.297","26.410","30.418","28.005","26.384","29.904"
"00:02:12","30.084","22.370","38.832","40.244","28.882","46.267","30.660","28.297","26.409","30.408","27.998","26.381","29.898"
"00:02:13","30.074","22.775","38.832","40.263","28.875","46.278","30.638","28.283","26.399","30.413","28.004","26.381","29.902"
"00:02:14","30.092","21.391","38.869","40.335","28.901","46.350","30.653","28.301","26.407","30.408","28.004","26.388","29.906"
"00:02:15","30.088","22.355","38.883","40.354","28.890","46.361","30.646","28.294","26.401","30.399","28.004","26.381","29.897"
"00:02:16","30.081","23.250","38.894","40.383","28.883","46.383","30.646","28.294","26.407","30.402","28.000","26.389","29.902"
"00:02:17","30.074","22.584","38.894","40.386","28.886","46.405","30.635","28.290","26.405","30.395","27.998","26.381","29.897"
"00:02:18","30.078","22.749","38.909","40.404","28.886","46.419","30.631","28.287","26.407","30.388","27.993","26.365","29.882"
"00:02:19","30.074","22.783","38.920","40.423","28.894","46.452","30.628","28.290","26.411","30.377","27.996","26.363","29.884"
"00:02:20","30.081","22.900","38.931","40.441","28.886","46.477","30.628","28.290","26.413","30.377","27.989","26.354","29.880"
"00:02:21","30.078","22.889","38.946","40.470","28.894","46.499","30.624","28.291","26.418","30.381","27.997","26.354","29.884"
"00:02:22","30.082","22.893","38.953","40.506","28.901","46.518","30.624","28.291","26.422","30.374","27.986","26.348","29.892"
"00:02:23","30.085","23.004","38.997","40.550","28.905","46.576","30.621","28.302","26.422","30.370","27.986","26.345","29.882"
"00:02:24","30.089","22.706","39.008","40.568","28.916","46.616","30.617","28.302","26.428","30.372","27.997","26.352","29.888"
"00:02:25","30.093","22.915","39.023","40.586","28.915","46.628","30.621","28.302","26.430","30.363","27.993","26.345","29.895"
"00:02:26","30.082","22.809","39.037","40.612","28.913","46.641","30.625","28.302","26.430","30.363","27.997","26.352","29.886"
"00:02:27","30.086","22.581","39.066","40.634","28.917","46.663","30.614","28.295","26.437","30.370","27.999","26.354","29.894"
"00:02:28","30.078","22.588","39.056","40.634","28.905","46.670","30.607","28.284","26.433","30.359","28.001","26.345","29.888"
"00:02:29","30.064","22.356","39.056","40.634","28.894","46.688","30.596","28.287","26.433","30.361","27.997","26.341","29.885"
"00:02:30","30.075","22.393","39.081","40.652","28.909","46.703","30.600","28.299","26.435","30.348","27.992","26.340","29.875"
"00:02:31","30.079","22.474","39.085","40.659","28.906","46.732","30.592","28.291","26.437","30.352","27.997","26.353","29.885"
"00:02:32","30.075","22.574","39.107","40.667","28.917","46.772","30.596","28.302","26.436","30.345","27.994","26.338","29.879"
"00:02:33","30.075","22.544","39.114","40.667","28.913","46.787","30.600","28.295","26.434","30.352","27.999","26.333","29.885"
"00:02:34","30.072","22.199","39.107","40.656","28.917","46.805","30.596","28.292","26.441","30.345","28.001","26.334","29.878"
"00:02:35","30.072","22.350","39.104","40.656","28.910","46.819","30.585","28.292","26.441","30.347","28.001","26.329","29.878"
"00:02:36","30.057","22.394","39.096","40.649","28.906","46.834","30.582","28.288","26.438","30.336","27.990","26.314","29.867"
"00:02:37","30.075","22.423","39.100","40.641","28.913","46.863","30.582","28.288","26.445","30.334","27.998","26.316","29.867"
"00:02:38","30.079","22.504","39.100","40.634","28.917","46.870","30.586","28.288","26.443","30.334","27.994","26.320","29.867"
"00:02:39","30.072","22.398","39.089","40.627","28.914","46.892","30.575","28.292","26.452","30.338","28.000","26.327","29.876"
"00:02:40","30.068","22.637","39.089","40.624","28.928","46.921","30.578","28.292","26.460","30.342","28.002","26.324","29.878"
"00:02:41","30.079","22.412","39.100","40.627","28.928","46.961","30.586","28.303","26.462","30.340","28.005","26.315","29.880"
"00:02:42","30.083","22.714","39.089","40.620","28.936","46.976","30.590","28.307","26.458","30.333","28.007","26.318","29.874"
"00:02:43","30.083","22.942","39.086","40.602","28.936","46.987","30.575","28.299","26.464","30.331","28.005","26.320","29.882"
"00:02:44","30.076","22.236","39.071","40.591","28.925","46.994","30.571","28.296","26.464","30.326","28.005","26.320","29.876"
"00:02:45","30.069","22.045","39.075","40.595","28.936","47.019","30.575","28.303","26.464","30.318","28.002","26.320","29.875"
"00:02:46","30.080","22.324","39.075","40.584","28.936","47.045","30.575","28.307","26.468","30.328","28.009","26.339","29.879"
"00:02:47","30.083","22.398","39.068","40.584","28.940","47.056","30.568","28.307","26.473","30.324","28.004","26.333","29.871"
"00:02:48","30.091","22.196","39.071","40.570","28.940","47.067","30.568","28.303","26.466","30.317","28.009","26.339","29.869"
"00:02:49","30.084","22.950","39.068","40.574","28.940","47.092","30.572","28.307","26.475","30.321","28.002","26.343","29.868"
"00:02:50","30.087","22.748","39.057","40.545","28.937","47.107","30.554","28.300","26.464","30.312","28.008","26.330","29.869"
"00:02:51","30.073","21.747","39.057","40.541","28.936","47.136","30.557","28.304","26.462","30.306","28.004","26.339","29.864"
"00:02:52","30.080","22.623","39.039","40.530","28.944","47.143","30.556","28.302","26.464","30.317","28.010","26.343","29.868"
"00:02:53","30.080","22.870","39.043","40.523","28.937","47.161","30.554","28.300","26.464","30.306","28.002","26.334","29.873"
"00:02:54","30.080","22.358","39.035","40.523","28.940","47.176","30.550","28.308","26.459","30.308","28.010","26.334","29.861"
"00:02:55","30.077","22.487","39.032","40.505","28.941","47.187","30.547","28.304","26.465","30.303","27.999","26.336","29.857"
"00:02:56","30.080","22.730","39.028","40.498","28.941","47.194","30.539","28.297","26.467","30.296","28.003","26.332","29.861"
"00:02:57","30.073","22.561","39.017","40.487","28.941","47.212","30.539","28.300","26.457","30.285","27.999","26.329","29.852"
"00:02:58","30.073","22.506","39.014","40.483","28.937","47.227","30.547","28.301","26.469","30.288","28.006","26.325","29.853"
"00:02:59","30.081","22.421","39.014","40.476","28.956","47.263","30.547","28.319","26.469","30.288","28.005","26.320","29.852"
"00:03:00","30.088","22.657","39.014","40.473","28.963","47.282","30.547","28.312","26.471","30.285","28.003","26.321","29.855"
"00:03:01","30.088","22.719","39.018","40.466","28.967","47.300","30.545","28.314","26.476","30.285","28.003","26.322","29.857"
"00:03:02","30.095","22.098","39.011","40.458","28.970","47.303","30.544","28.316","26.472","30.287","28.014","26.325","29.857"
"00:03:03","30.099","22.918","39.011","40.455","28.971","47.329","30.547","28.323","26.485","30.289","28.014","26.318","29.865"
"00:03:04","30.099","22.480","39.007","40.451","28.974","47.336","30.547","28.316","26.484","30.293","28.022","26.322","29.872"
"00:03:05","30.088","22.418","38.993","40.433","28.963","47.340","30.533","28.305","26.484","30.282","28.013","26.320","29.861"
"00:03:06","30.092","22.532","38.996","40.426","28.974","47.365","30.540","28.319","26.486","30.276","28.011","26.327","29.861"
"00:03:07","30.096","22.370","38.989","40.422","28.971","47.380","30.547","28.323","26.484","30.267","28.011","26.333","29.858"
"00:03:08","30.092","22.337","38.985","40.415","28.978","47.402","30.540","28.327","26.484","30.265","28.009","26.324","29.860"
"00:03:09","30.096","22.407","38.967","40.390","28.971","47.427","30.533","28.320","26.479","30.271","28.007","26.330","29.856"
"00:03:10","30.096","21.852","38.971","40.390","28.977","47.435","30.535","28.322","26.488","30.260","28.011","26.333","29.858"
"00:03:11","30.100","22.477","38.975","40.390","28.982","47.442","30.537","28.324","26.490","30.269","28.017","26.348","29.860"
"00:03:12","30.100","22.337","38.975","40.387","28.982","47.453","30.533","28.327","26.488","30.260","28.009","26.346","29.862"
"00:03:13","30.100","22.459","38.960","40.368","28.975","47.460","30.526","28.320","26.484","30.264","28.015","26.348","29.862"
"00:03:14","30.100","22.639","38.950","40.369","28.979","47.475","30.530","28.331","26.483","30.257","28.006","26.335","29.851"
"00:03:15","30.100","22.525","38.957","40.358","28.979","47.486","30.530","28.320","26.488","30.257","28.015","26.337","29.862"
"00:03:16","30.096","22.371","38.946","40.347","28.979","47.493","30.526","28.320","26.496","30.264","28.019","26.326","29.870"
"00:03:17","30.093","22.570","38.939","40.333","28.979","47.511","30.504","28.309","26.499","30.262","28.021","26.308","29.870"
"00:03:18","30.097","22.408","38.932","40.322","28.979","47.522","30.516","28.313","26.505","30.259","28.015","26.279","29.868"
"00:03:19","30.097","22.993","38.932","40.329","28.979","47.533","30.512","28.315","26.510","30.261","28.026","26.271","29.862"
"00:03:20","30.100","22.688","38.932","40.311","28.987","47.548","30.508","28.317","26.505","30.252","28.019","26.282","29.864"
"00:03:21","30.101","22.805","38.914","40.304","28.976","47.552","30.509","28.321","26.505","30.250","28.021","26.292","29.859"
"00:03:22","30.097","22.261","38.910","40.289","28.972","47.566","30.501","28.306","26.503","30.250","28.016","26.290","29.859"
"00:03:23","30.086","22.496","38.906","40.289","28.972","47.570","30.501","28.317","26.500","30.246","28.014","26.277","29.859"
"00:03:24","30.101","22.577","38.896","40.282","28.976","47.584","30.501","28.332","26.502","30.245","28.014","26.266","29.859"
"00:03:25","30.097","22.548","38.903","40.282","28.983","47.595","30.505","28.321","26.504","30.243","28.012","26.257","29.852"
"00:03:26","30.090","22.589","38.889","40.261","28.983","47.617","30.498","28.321","26.494","30.232","28.014","26.255","29.850"
"00:03:27","30.097","22.327","38.881","40.257","28.980","47.642","30.502","28.325","26.491","30.230","28.014","26.257","29.843"
"00:03:28","30.101","22.169","38.896","40.254","28.987","47.646","30.503","28.321","26.496","30.236","28.005","26.261","29.844"
"00:03:29","30.105","22.872","38.881","40.250","28.991","47.650","30.505","28.318","26.498","30.232","28.009","26.274","29.852"
"00:03:30","30.101","22.578","38.870","40.236","28.976","47.646","30.491","28.310","26.496","30.220","28.007","26.272","29.843"
"00:03:31","30.094","22.732","38.871","40.221","28.976","47.661","30.476","28.318","26.500","30.221","28.009","26.283","29.841"
"00:03:32","30.105","22.604","38.863","40.225","28.984","47.675","30.491","28.329","26.511","30.227","28.020","26.291","29.854"
"00:03:33","30.101","22.626","38.863","40.221","28.980","47.683","30.484","28.318","26.511","30.225","28.018","26.281","29.848"
"00:03:34","30.101","22.655","38.856","40.203","28.984","47.697","30.487","28.329","26.515","30.229","28.027","26.287","29.849"
"00:03:35","30.105","22.733","38.853","40.200","28.988","47.708","30.491","28.322","26.511","30.225","28.018","26.285","29.843"
"00:03:36","30.109","22.600","38.849","40.189","28.995","47.730","30.480","28.318","26.510","30.216","28.016","26.285","29.841"
"00:03:37","30.109","22.611","38.842","40.189","28.990","47.732","30.479","28.320","26.493","30.215","28.016","26.284","29.834"
"00:03:38","30.113","22.718","38.838","40.175","28.984","47.734","30.477","28.322","26.493","30.213","28.020","26.282","29.843"
"00:03:39","30.105","22.755","38.838","40.167","28.988","47.741","30.480","28.325","26.506","30.229","28.029","26.280","29.856"
"00:03:40","30.109","22.737","38.838","40.175","28.999","47.763","30.484","28.322","26.508","30.222","28.024","26.273","29.853"
"00:03:41","30.116","22.656","38.827","40.164","28.995","47.774","30.484","28.326","26.506","30.213","28.024","26.258","29.845"
